,"This is a citation overview for a set of 115 documents.",,,,,,,,,,,,
,,,,,,,,,,,,,
,"h index = 42 (Of the 115 documents considered for the h-Index, 42 have been cited at least 42 times.)",,,,,,,,,,,,
,Note: Scopus does not have complete citation information for articles published before 1996.  ,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,<2010,2010,2011,2012,subtotal,>2012,total
Publication Year,Document Title,Authors,ISSN,Journal Title,Volume,Issue,4151,579,498,166,1243,0,5394
2009,"A CREB-C/EBP? cascade induces M2 macrophage-specific gene expression and promotes muscle injury repair","Ruffell D., Mourkioti F., Gambardella A., Kirstetter P., Lopez R.G., Rosenthal N., Nerlov C.",00278424,"Proceedings of the National Academy of Sciences of the United States of America",106, 41,0,5,15,10,30,0,30
2009,"Post-publication sharing of data and tools","Schofield P.N., Rosenthal N., Bubela T., Weaver T., Portilla L., Brown S.D., Hancock J.M., Einhorn D., Tocchini-Valentini G., Hrabe De Angelis M.",00280836,"Nature",461, 7261,3,17,14,8,39,0,42
2009,"Taking translational research to heart: An interview with Sir Magdi Yacoub","Rosenthal N.",17548403,"DMM Disease Models and Mechanisms",2, 9-10,0,0,0,0,0,0,0
2009,"Multiple congenital malformations of Wolf-Hirschhorn syndrome are recapitulated in Fgfrl1 null mice","Catela C., Bilbao-Cortes D., Slonimsky E., Kratsios P., Rosenthal N., Te Welscher P.",17548403,"DMM Disease Models and Mechanisms",2, 5-6,4,7,4,2,13,0,17
2009,"Skeletal Muscle Is a Primary Target of SOD1 G93A-Mediated Toxicity (DOI:10.1016/j.cmet.2008.09.002)","Dobrowolny G., Aucello M., Rizzuto E., Beccafico S., Mammucari C., Boncompagni S., Belia S., Wannenes F., Nicoletti C., Del Prete Z., Rosenthal N., Molinaro M., Protasi F., Fano G., Sandri M., Musaro A.",15504131,"Cell Metabolism",9, 1,0,0,0,0,0,0,0
2008,"CASIMIR: Coordination and sustainability of international mouse informatics resources","Hancock J.M., Schofield P.N., Chandras C., Zouberakis M., Aidinis V., Smedley D., Rosenthal N., Schughart K.",,"8th IEEE International Conference on BioInformatics and BioEngineering, BIBE 2008",, ,0,0,0,0,0,0,0
