,"This is a citation overview for a set of 75 documents.",,,,,,,,,,,
,,,,,,,,,,,,
,"h index = 33 (Of the 75 documents considered for the h-Index, 33 have been cited at least 33 times.)",,,,,,,,,,,
,Note: Scopus does not have complete citation information for articles published before 1996.  ,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,<2007,2007,2008,subtotal,>2008,total
Publication Year,Document Title,Authors,ISSN,Journal Title,Volume,Issue,2638,350,341,691,224,3553
2009,"Low back pain status in elite and semi-elite Australian football codes: A cross-sectional survey of football (soccer), Australian rules, rugby league, rugby union and non-athletic controls","Hoskins W., Pollard H., Daff C., Odell A., Garbutt P., McHardy A., Hardy K., Dragasevic G.",14712474,"BMC Musculoskeletal Disorders",10, ,0,0,0,0,0,0
2008,"Effect of cell shape and packing density on granulosa cell proliferation and formation of multiple layers during early follicle development in the ovary","Da Silva-Buttkus P., Jayasooriya G.S., Mora J.M., Mobberley M., Ryder T.A., Baithun M., Stark J., Franks S., Hardy K.",00219533,"Journal of Cell Science",121, 23,0,0,0,0,0,0
2008,"Erratum: Follicle dynamics and anovulation in polycystic ovary syndrome (Human Reproduction Update (2008) vol. 24 (367-378))","Franks S., Stark J., Hardy K.",13554786,"Human Reproduction Update",14, 5,0,0,0,0,0,0
2008,"Follicle dynamics and anovulation in polycystic ovary syndrome","Franks S., Stark J., Hardy K.",13554786,"Human Reproduction Update",14, 4,0,0,0,0,10,10
2007,"Abnormal preantral folliculogenesis in polycystic ovaries is associated with increased granulosa cell division","Stubbs S.A., Stark J., Dilworth S.M., Franks S., Hardy K.",0021972X,"Journal of Clinical Endocrinology and Metabolism",92, 11,0,0,5,5,3,8
2007,"Role of central nervous system and ovarian insulin receptor substrate 2 signaling in female reproductive function in the mouse","Neganova I., Bloom S.R., Franks S., Huhtaniemi I., Hardy K., Withers D.J., Al-Qassab H., Heffron H., Selman C., Choudhury A.I., Lingard S.J., Diakonov I., Patterson M., Ghatei M.",00063363,"Biology of Reproduction",76, 6,0,1,0,1,2,3
2007,"Brief report: Prolonged survival in culture of preantral follicles from polycystic ovaries","Webber L.J., Stubbs S.A., Stark J., Margara R.A., Trew G.H., Lavery S.A., Hardy K., Franks S.",0021972X,"Journal of Clinical Endocrinology and Metabolism",92, 5,0,0,9,9,1,10
2007,"Disordered follicle decelopment in ovaries of prenatally androgenized ewes","Fordslike R.A., Hardy K., Bull L., Stark J., Webber L.J., Stubbs S., Robinson J.E., Franks S.",00220795,"Journal of Endocrinology",192, 2,0,0,6,6,3,9
2006,"Development of polycystic ovary syndrome: Involvement of genetic and environmental factors","Franks S., McCarthy M.I., Hardy K., Skakkebaek N.E., Aitken R.J., Swan S., De Muinck Keizer-Schrama S.",01056263,"International Journal of Andrology",29, 1,5,9,15,24,8,37
2005,"Policy into practice: The challenge of inreach mental health services for young people within a prison environment","Coule J., McCarthy J., Hardy K.",14738279,"Clinical Psychology",, 155,0,0,0,0,0,0
2005,"Anti-müllerian hormone protein expression is reduced during the initial stages of follicle development in human polycystic ovaries","Stubbs S.A., Franks S., Hardy K., Da Silva-Buttkus P., Stark J., Webber L.J., Flanagan A.M., Themmen A.P.N., Visser J.A., Groome N.P.",0021972X,"Journal of Clinical Endocrinology and Metabolism",90, 10,8,11,11,22,3,33
2005,"Impaired insulin-dependent glucose metabolism in granulosa-lutein cells from anovulatory women with polycystic ovaries","Rice S., Christoforidis N., Gadd C., Nikolaou D., Seyani L., Donaldson A., Margara R., Hardy K., Franks S.",02681161,"Human Reproduction",20, 2,10,3,7,10,5,25
2005,"Follicle-stimulating hormone affects metaphase I chromosome alignment and increases aneuploidy in mouse oocytes matured in vitro","Roberts R., Iatropoulou A., Ciantar D., Stark J., Becker D.L., Franks S., Hardy K.",00063363,"Biology of Reproduction",72, 1,9,8,8,16,5,30
2004,"Effectiveness gaps: A new concept for evaluating health service and research needs applied to complementary and alternative medicine","Fisher P., Van Haselen R., Hardy K., Berkovitz S., McCarney R.",10755535,"Journal of Alternative and Complementary Medicine",10, 4,2,5,6,11,3,16
2004,"Energy substrate metabolism of mouse cumulus-oocyte complexes: Response to follicle-stimulating hormone is mediated by the phosphatidylinositol 3-kinase pathway and is associated with oocyte maturation","Roberts R., Stark J., Iatropoulou A., Becker D.L., Franks S., Hardy K.",00063363,"Biology of Reproduction",71, 1,4,4,6,10,3,17
2004,"Preimplantation genetic diagnosis of spinocerebellar ataxia 3 by (CAG n repeat detection","Drusedau M., Herbergs J., Dreesen J.C.F.M., de Die-Smulders C., Hardy K., Bras M., Dumoulin J.C.M., Evers J.L.H., Smeets H.J.M., Geraedts J.P.M.",13609947,"Molecular Human Reproduction",10, 1,2,1,3,4,0,6
2003,"Formation and early development of follicles in the polycystic ovary","Webber L.J., Stubbs S., Stark J., Trew G.H., Margara R., Hardy K., Franks S.",01406736,"Lancet",362, 9389,46,21,15,36,12,94
2003,"Chaos: Useful at last?","Stark J., Hardy K.",00368075,"Science",301, 5637,8,3,2,5,2,15
2003,"Maintenance of the inner cell mass in human blastocysts from fragmented embryos","Hardy K., Stark J., Winston R.M.L.",00063363,"Biology of Reproduction",68, 4,19,9,4,13,6,38
2003,"Gonadotrophine regimens and oocyte quality in women with polycystic ovaries","Franks S., Roberts R., Hardy K.",14726483,"Reproductive BioMedicine Online",6, 2,13,2,1,3,1,17
2002,"Culture environment modulates maturation and metabolism of human oocytes","Roberts R., Franks S., Hardy K.",02681161,"Human Reproduction",17, 11,11,6,5,11,7,29
2002,"Are we ignoring potential dangers of in vitro fertilization and related treatments?","Winston R.M.L., Hardy K.",10788956,"Nature Medicine",8, 10,35,8,6,14,4,53
2002,"Caspase activity and expression of cell death genes during development of human preimplantation embryos","Spanos S., Rice S., Karagiannis P., Taylor D., Becker D.L., Winston R.M.L., Hardy K.",14701626,"Reproduction",124, 3,18,9,5,14,5,37
2002,"Mathematical models of the balance between apoptosis and proliferation","Hardy K., Stark J.",13608185,"Apoptosis",7, 4,4,6,0,6,3,13
2002,"Growth factor expression and function in the human and mouse preimplantation embryo","Hardy K., Spanos S.",00220795,"Journal of Endocrinology",172, 2,54,12,15,27,9,90
2002,"Future developments in assisted reproduction in humans","Hardy K., Wright C., Rice S., Tachataki M., Roberts R., Morgan D., Spanos S., Taylor D.",14701626,"Reproduction",123, 2,19,4,3,7,0,26
2001,"Amino acids promote human blastocyst development in vitro","Devreker F., Hardy K., Van Den Bergh M., Vannin A.S., Emiliani S., Englert Y.",02681161,"Human Reproduction",16, 4,26,4,4,8,1,35
2001,"Stage-specific and differential expression of gap junctions in the mouse ovary: Connexin-specific roles in follicular regulation","Wright C.S., Becker D.L., Lin J.S., Warner A.E., Hardy K.",14701626,"Reproduction",121, 1,42,6,2,8,4,54
2001,"From cell death to embryo arrest: Mathematical models of human preimplantation embryo development","Hardy K., Spanos S., Becker D., Iannelli P., Winston R.M.L., Stark J.",00278424,"Proceedings of the National Academy of Sciences of the United States of America",98, 4,51,7,15,22,6,79
2000,"In vitro maturation of oocytes","Hardy K., Wright C.S., Franks S., Winston R.M.L.",00071420,"British Medical Bulletin",56, 3,19,1,3,4,1,24
2000,"Anti-apoptotic action of insulin-like growth factor-I during human preimplantation embryo development","Spanos S., Becker D.L., Winston R.M.L., Hardy K.",00063363,"Biology of Reproduction",63, 5,51,9,9,18,5,74
2000,"Noninvasive assessment of glucose and pyruvate uptake by human embryos after intracytoplasmic sperm injection and during the formation of pronuclei","Devreker F., Hardy K., Van Den Bergh M., Winston J., Biramane J., Englert Y.",00150282,"Fertility and Sterility",73, 5,6,1,0,1,1,8
1999,"Human primordial, primary and secondary ovarian follicles in long-term culture: Effect of partial isolation","Hovatta O., Wright C., Krausz T., Hardy K., Winston R.M.L.",02681161,"Human Reproduction",14, 10,53,9,12,21,8,82
1999,"Apoptosis in the human embryo","Hardy K.",13596004,"Reviews of Reproduction",4, 3,88,15,8,23,7,118
1999,"Effects of taurine on human embryo development in vitro","Devreker F., Van Den Bergh M., Biramane J., Winston R.M.L., Englert Y., Hardy K.",02681161,"Human Reproduction",14, 9,18,3,3,6,1,25
1999,"Effects of follicle-stimulating hormone and serum substitution on the in-vitro growth of human ovarian follicles","Wright C.S., Hovatta O., Margara R., Trew G., Winslon R.M.L., Franks, Hardy K.",02681161,"Human Reproduction",14, 6,63,8,14,22,7,92
1998,"Culture of human preimplantation embryos to the blastocyst stage: A comparison of 3 media","Conaghan J., Hardy K., Leese H.J., Winston R.M.L., Handyside A.H.",02146282,"International Journal of Developmental Biology",42, 7,8,1,0,1,0,9
1998,"Routine addition of human insulin-like growth factor-I ligand could benefit clinical in-vitro fertilization culture","Lighten A.D., Moore G.E., Winston R.M.L., Hardy K.",02681161,"Human Reproduction",13, 11,60,6,6,12,3,75
1997,"Cell death in the mammalian blastocyst","Hardy K.",13609947,"Molecular Human Reproduction",3, 10,107,22,8,30,10,147
1997,"Effects of glutamine and taurine on preimplantation development and cleavage of mouse embryos in vitro","Devreker F., Hardy K.",00063363,"Biology of Reproduction",57, 4,40,4,3,7,2,49
1997,"Expression of mRNA for the insulin-like growth factors and their receptors in human preimplantation embryos","Lighten A.D., Hardy K., Winston R.M.L., Moore G.E.",1040452X,"Molecular Reproduction and Development",47, 2,55,6,6,12,6,73
1997,"IGF2 is parentally imprinted in human preimplantation embryos [1]","Lighten A.D., Hardy K., Winston R.M.L., Moore G.E.",10614036,"Nature Genetics",15, 2,21,2,3,5,1,27
1996,"Expression of intercellular junctions during preimplantation development of the human embryo","Hardy K., Warner A., Winston R.M.L., Becker D.L.",13609947,"Molecular Human Reproduction",2, 8,30,3,5,8,0,38
1996,"Metabolism and cell allocation during parthenogenetic preimplantation mouse development","Hardy K., Handyside A.H.",1040452X,"Molecular Reproduction and Development",43, 3,25,2,1,3,1,29
1995,"Delaying transfer to the third day post-insemination, to select non-arrested embryos, increases development to the fetal heart stage","Dawson K.J., Conaghan J., Ostera G.R., Winston R.M.L., Hardy K.",02681161,"Human Reproduction",10, 1,70,1,0,1,0,71
1995,"Normal development and metabolic activity of preimplantation embryos in vitro from patients with polycystic ovaries","Hardy K., Robinson F.M., Paraschos T., Wicks R., Franks S., Winston R.M.L.",02681161,"Human Reproduction",10, 8,32,0,4,4,3,39
1993,"Early human embryo metabolism","Leese H.J., Conaghan J., Martin K.L., Hardy K.",02659247,"BioEssays",15, 4,38,5,2,7,0,45
1993,"Selection criteria for human embryo transfer: A comparison of pyruvate uptake and morphology","Conaghan J., Hardy K., Handyside A.H., Winston R.M.L., Leese H.J.",10580468,"Journal of Assisted Reproduction and Genetics",10, 1,48,4,8,12,1,61
1993,"Activity of enzymes of energy metabolism in single human preimplantation embryos","Martin K.L., Hardy K., Winston R.M.L., Leese H.J.",00224251,"Journal of Reproduction and Fertility",99, 1,33,0,1,1,1,35
1993,"Cell allocation in twin half mouse embryos bisected at the 8-cell stage: Implications for preimplantation diagnosis","Hardy K., Handyside A.H.",1040452X,"Molecular Reproduction and Development",36, 1,4,1,0,1,0,5
1993,"Binucleate blastomeres in preimplantation human embryos in vitro: Failure of cytokinesis during early cleavage","Hardy K., Winston R.M.L., Handyside A.H.",00224251,"Journal of Reproduction and Fertility",98, 2,69,2,2,4,1,74
1992,"BABI in dispute.","Winston R., Handyside A., Hardy K.",10614036,"Nature genetics",1, 5,0,0,0,0,0,0
1992,"Biopsy of cleavage stage human embryos and diagnosis of single gene defects by DNA amplification","Hardy K., Handyside A.H.",00039985,"Archives of Pathology and Laboratory Medicine",116, 4,21,0,1,1,0,22
1991,"Sex chimaerism, fertility and sex determination in the mouse","Patek C.E., Kerr J.B., Gosden R.G., Jones K.W., Hardy K., Muggleton-Harris Handyside A.L.A.H., Whittingham D.G., Hooper M.L.",09501991,"Development",113, 1,31,5,0,5,1,37
1991,"Hypoxanthine phosphoribosyl transferase deficiency, haematopoiesis and fertility in the mouse","Ansell J.D., Hooper M.L., Samuel K., Whittingham D.G., Patek C.E., Hardy K., Handyside A.H., Jones K.W., Muggleton-Harris A.L., Taylor A.H.",09501991,"Development",112, 2,8,1,0,1,0,9
1990,"Human preimplantation development in vitro is not adversely affected by biopsy at the 8-cell stage","Hardy K., Martin K.L., Leese H.J., Winston R.M.L., Handyside A.H.",02681161,"Human Reproduction",5, 6,130,11,13,24,4,158
1990,"Pregnancies from biopsied human preimplantation embryos sexed by Y-specific DNA amplification","Handyside A.H., Kontogianni E.H., Hardy K., Winston R.M.L.",00280836,"Nature",344, 6268,375,40,24,64,20,459
1989,"The human blastocyst: Cell number, death and allocation during late preimplantation development in vitro","Hardy K., Handyside A.H., Winston R.M.L.",09501991,"Development",107, 3,211,14,15,29,12,252
1989,"Non-invasive measurement of glucose and pyruvate uptake by individual human oocytes and preimplantation embryos","Hardy K., Hooper M.A.K., Handyside A.H., Rutherford A.J., Winston R.M.L., Leese H.J.",02681161,"Human Reproduction",4, 2,67,1,10,11,3,81
1989,"Genetic analysis of DNA from single human oocytes: A model for preimplantation diagnosis of cystic fibrosis","Coutelle C., Williams C., Handyside A., Hardy K., Winston R., Williamson R.",02670623,"British Medical Journal",298, 6690,17,0,0,0,1,18
1987,"Rescue of developmental lens abnormalities in chimaeras of noncataractous and congenital cataractous mice","Muggleton-Harris A.L., Hardy K., Higbee N.",09501991,"Development",99, 4,5,0,0,0,0,5
1987,"HPRT-deficient (Lesch-Nyhan) mouse embryos derived from germline colonization by cultured cells","Hooper M., Hardy K., Handyside A.",00280836,"Nature",326, 6110,359,26,20,46,14,419
1987,"Preimplantation diagnosis of deficiency of hypoxanthine phosphoribosyl transferase in a mouse model for Lesch-Nyhan syndrome","Monk M., Handyside A., Hardy K., Whittingham D.",01406736,"Lancet",2, 8556,9,0,0,0,0,9
