,"This is a citation overview for a set of 62 documents.",,,,,,,,,,,,
,,,,,,,,,,,,,
,"h index = 23 (Of the 62 documents considered for the h-Index, 23 have been cited at least 23 times.)",,,,,,,,,,,,
,Note: Scopus does not have complete citation information for articles published before 1996.  ,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,<2010,2010,2011,2012,subtotal,>2012,total
Publication Year,Document Title,Authors,ISSN,Journal Title,Volume,Issue,1192,176,149,61,386,0,1578
2009,"The vitamin B1 metabolism of Staphylococcus aureus is controlled at enzymatic and transcriptional levels","Muller I.B., Bergmann B., Groves M.R., Couto I., Amaral L., Begley T.P., Walter R.D., Wrenger C.",19326203,"PLoS ONE",4, 11,0,0,2,0,2,0,2
2009,"Polymorphonuclear neutrophils and T lymphocytes: strange bedfellows or brothers in arms?","Muller I., Munder M., Kropf P., Hansch G.M.",14714906,"Trends in Immunology",30, 11,3,10,16,8,34,0,37
2009,"Proteophosophoglycans regurgitated by Leishmania-infected sand flies target the L-arginine metabolism of host macrophages to promote parasite survival","Rogers M., Kropf P., Choi B.-S., Dillon R., Podinovskaia M., Bates P., Muller I.",15537366,"PLoS Pathogens",5, 8,0,8,8,2,18,0,18
2009,"The activity of Plasmodium falciparum arginase is mediated by a novel inter-monomer salt-bridge between Glu295-Arg404","Wells G.A., Muller I.B., Wrenger C., Louw A.I.",1742464X,"FEBS Journal",276, 13,0,1,1,0,2,0,2
2009,"Local suppression of T cell responses by arginase-induced L-arginine depletion in nonhealing leishmaniasis","Modolell M., Bangham C.R.M., Munder M., Kropf P., Choi B.-S., Ryan R.O., Hancock M., Titus R.G., Abebe T., Hailu A., Muller I., Rogers M.E.",,"PLoS Neglected Tropical Diseases",3, 7,0,7,3,0,10,0,10
2009,"Regulation of NK cell function by human granulocyte arginase","Oberlies J., Watzl C., Giese T., Luckner C., Kropf P., Muller I., Ho A.D., Munder M.",00221767,"Journal of Immunology",182, 9,1,6,7,1,14,0,15
2009,"Mobility of the conserved glycine 155 is required for formation of the active plasmodial Pdx1 dodecamer","Knockel J., Jordanova R., Muller I.B., Wrenger C., Groves M.R.",03044165,"Biochimica et Biophysica Acta - General Subjects",1790, 5,0,1,0,1,2,0,2
2009,"Poisoning pyridoxal 5-phosphate-dependent enzymes: A new strategy to target the malaria parasite Plasmodium falciparum","Muller I.B., Wu F., Bergmann B., Knockel J., Walter R.D., Gehring H., Wrenger C.",19326203,"PLoS ONE",4, 2,1,5,1,1,7,0,8
2009,"Differential impact of L-arginine deprivation on the activation and effector functions of T cells and macrophages","Choi B.-S., Martinez-Falero I.C., Corset C., Munder M., Modolell M., Muller I., Kropf P.",07415400,"Journal of Leukocyte Biology",85, 2,3,4,4,1,9,0,12
2008,"Assessing the polyamine metabolism of Plasmodium falciparum as chemotherapeutic target","Muller I.B., Das Gupta R., Luersen K., Wrenger C., Walter R.D.",01666851,"Molecular and Biochemical Parasitology",160, 1,6,7,8,0,15,0,21
2008,"Age-related alteration of arginase activity impacts on severity of leishmaniasis","Muller I., Hailu A., Choi B.-S., Abebe T., Fuentes J.M., Munder M., Modolell M., Kropf P.",,"PLoS Neglected Tropical Diseases",2, 5,5,2,0,0,2,0,7
2008,"The assembly of the plasmodial PLP synthase complex follows a defined course","Muller I.B., Knockel J., Groves M.R., Jordanova R., Ealick S.E., Walter R.D., Wrenger C.",19326203,"PLoS ONE",3, 3,1,4,1,2,7,0,8
2008,"Vitamin B1 and B6 in the malaria parasite: Requisite or dispensable?","Wrenger C., Knockel J., Walter R.D., Muller I.B.",0100879X,"Brazilian Journal of Medical and Biological Research",41, 2,1,3,0,1,4,0,5
2008,"Filling the gap of intracellular dephosphorylation in the Plasmodium falciparum vitamin B1 biosynthesis","Knockel J., Bergmann B., Muller I.B., Rathaur S., Walter R.D., Wrenger C.",01666851,"Molecular and Biochemical Parasitology",157, 2,1,3,1,1,5,0,6
2007,"Crystal Structure of Plasmodium falciparum Spermidine Synthase in Complex with the Substrate Decarboxylated S-adenosylmethionine and the Potent Inhibitors 4MCHA and AdoDATO","Dufe V.T., Qiu W., Muller I.B., Hui R., Walter R.D., Al-Karadaghi S.",00222836,"Journal of Molecular Biology",373, 1,7,4,4,0,8,0,15
2007,"Arginase activity mediates reversible T cell hyporesponsiveness in human pregnancy","Kropf P., Choi B.-S., Soler G., Teoh T., Modolell M., Muller I., Baud D., Marshall S.E., Munder M., Mosley A., Fuentes J.M., Bangham C.R.M., Taylor G.P., Herath S.",00142980,"European Journal of Immunology",37, 4,14,8,8,5,21,0,35
2007,"A method for the general identification of protein crystals in crystallization experiments using a noncovalent fluorescent dye","Groves M.R., Muller I.B., Kreplin X., Muller-Dieckmann J.",09074449,"Acta Crystallographica Section D: Biological Crystallography",63, 4,4,6,3,0,9,0,13
2007,"The apicomplexan parasite Toxoplasma gondii generates pyridoxal phosphate de novo","Knockel J., Muller I.B., Bergmann B., Walter R.D., Wrenger C.",01666851,"Molecular and Biochemical Parasitology",152, 1,5,2,1,2,5,0,10
2006,"The human malaria parasite Plasmodium falciparum expresses an atypical N-terminally extended pyrophosphokinase with specificity for thiamine","Eschbach M.-L., Muller I.B., Gilberger T.-W., Walter R.D., Wrenger C.",14316730,"Biological Chemistry",387, 12,5,2,0,1,3,0,8
2006,"Vitamin B1 de novo synthesis in the human malaria parasite Plasmodium falciparum depends on external provision of 4-amino-5-hydroxymethyl- 2-methylpyrimidine","Wrenger C., Eschbach M.-L., Muller I.B., Laun N.P., Begley T.P., Walter R.D.",14316730,"Biological Chemistry",387, 1,7,3,1,0,4,0,11
2005,"3-Aminooxy-1-aminopropane and derivatives have an antiproliferative effect on cultured Plasmodium falciparum by decreasing intracellular polyamine concentrations","Das Gupta R., Krause-Ihle T., Bergmann B., Muller I.B., Khomutov A.R., Muller S., Walter R.D., Luersen K.",00664804,"Antimicrobial Agents and Chemotherapy",49, 7,23,10,7,1,18,0,41
2005,"Arginase and polyamine synthesis are key factors in the regulation of experimental leishmaniasis in vivo","Kropf P., Muller I., Fuentes J.M., Fahnrich E., Arpa L., Herath S., Weber V., Soler G., Celada A., Modolell M.",08926638,"FASEB Journal",19, 8,47,11,18,5,34,0,81
2005,"Analysis of the vitamin B6 biosynthesis pathway in the human malaria parasite Plasmodium falciparum","Wrenger C., Eschbach M.-L., Muller I.B., Warnecke D., Walter R.D.",00219258,"Journal of Biological Chemistry",280, 7,33,7,2,2,11,0,44
2005,"Structural metal dependency of the arginase from the human malaria parasite Plasmodium falciparum","Muller I.B., Walter R.D., Wrenger C.",14316730,"Biological Chemistry",386, 2,13,4,0,1,5,0,18
