,"Author: Kroll, John Simon",,,,,,,,,,,
,,,,,,,,,,,,
,"h index = 19 (Of the 53 documents considered for the h-Index, 19 have been cited at least 19 times.)",,,,,,,,,,,
,Note: The h Index considers Scopus documents published after 1995.  ,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,<2007,2007,2008,subtotal,>2008,total
Publication Year,Document Title,Authors,ISSN,Journal Title,Volume,Issue,1725,198,181,379,166,2270
2008,"PCR specific for Actinobacillus pleuropneumoniae serotype 3","Zhou L., Rycroft A.N., Langford P.R., Jones S.C.P., Angen O., Bosse J.T., Nash J.H.E., Frey J., Zhou R., Kroll J.S.",00424900,"Veterinary Record",162, 20,0,0,1,1,0,1
2008,"Preliminary crystallographic data of the three homologues of the thiol-disulfide oxidoreductase DsbA in Neisseria meningitidis","Lafaye C., Iwena T., Ferrer J.-L., Kroll J.S., Griat M., Serre L.",17443091,"Acta Crystallographica Section F: Structural Biology and Crystallization Communications",64, 2,0,0,0,0,1,1
2008,"Impact of meningococcal serogroup C conjugate vaccines on carriage and herd immunity","Maiden M.C.J., Neal K.R., Ala'Aldeen D.A.A., Crook D.W., Cann K., Harrison S., Cunningham R., Baxter D., Kaczmarski E., MacLennan J., Cameron J.C., Ibarz-Pavon A.B., Stuart J.M., Urwin R., Gray S.J., Andrews N.J., Clarke S.C., Walker A.M., Evans M.R., Kroll J.S.",00221899,"Journal of Infectious Diseases",197, 5,0,0,7,7,15,22
2008,"Multiplex PCR that can distinguish between immunologically cross-reactive serovar 3, 6, and 8 Actinobacillus pleuropneumoniae strains","Zhou L., Rycroft A.N., Langford P.R., Jones S.C.P., Angen O., Bosse J.T., Nash J.H.E., Frey J., Zhou R., Kroll J.S.",00951137,"Journal of Clinical Microbiology",46, 2,0,0,1,1,0,1
2008,"Haplotypic diversity in human CEACAM genes: Effects on susceptibility to meningococcal disease","Callaghan M.J., Kwiatkowski D.P., Pollard A.J., Rockett K., Banner C., Haralambous E., Betts H., Faust S., Maiden M.C.J., Kroll J.S., Levin M.",14664879,"Genes and Immunity",9, 1,0,0,0,0,4,4
