,"Authors: Wilkins, Martin Russell; Wilkins, M. R.",,,,,,,,,,,
,,,,,,,,,,,,
,"h index = 21 (Of the 60 documents considered for the h-Index, 21 have been cited at least 21 times.)",,,,,,,,,,,
,Note: The h Index considers Scopus documents published after 1995.  ,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,<2007,2007,2008,subtotal,>2008,total
Publication Year,Document Title,Authors,ISSN,Journal Title,Volume,Issue,1194,245,196,441,156,1791
2009,"Therapeutic targets in pulmonary arterial hypertension","Rhodes C.J., Davidson A., Gibbs J.S.R., Wharton J., Wilkins M.R.",01637258,"Pharmacology and Therapeutics",121, 1,0,0,0,0,2,2
2008,"Synergy between natriuretic peptides and phosphodiesterase 5 inhibitors ameliorates pulmonary arterial hypertension","Baliga R.S., Zhao L., Madhani M., Lopez-Torondel B., Visintin C., Selwood D., Wilkins M.R., MacAllister R.J., Hobbs A.J.",1073449X,"American Journal of Respiratory and Critical Care Medicine",178, 8,0,0,0,0,2,2
2008,"Emerging concepts and translational priorities in pulmonary arterial hypertension","Michelakis E.D., Wilkins M.R., Rabinovitch M.",00097322,"Circulation",118, 14,0,0,0,0,5,5
2008,"Growth differentiation factor-15 in idiopathic pulmonary arterial hypertension","Nickel N., Gibbs J.S.R., Hoeper M.M., Wollert K.C., Kempf T., Tapken H., Tongers J., Laenger F., Lehmann U., Golpon H., Olsson K., Wilkins M.R.",1073449X,"American Journal of Respiratory and Critical Care Medicine",178, 5,0,0,0,0,3,3
2008,"Phosphodiesterase inhibitors for the treatment of pulmonary hypertension","Wilkins M.R., Wharton J., Grimminger F., Ghofrani H.A.",09031936,"European Respiratory Journal",32, 1,0,0,5,5,15,20
2008,"Circulating endothelial progenitor cells in patients with eisenmenger syndrome and idiopathic pulmonary arterial hypertension","Diller G.-P., Bauersachs J., Hobbs A.J., Wilkins M.R., Gatzoulis M.A., Wharton J., Van Eijl S., Okonko D.O., Howard L.S., Ali O., Thum T., Wort S.J., Bedard E., Gibbs J.S.R.",00097322,"Circulation",117, 23,0,0,2,2,7,9
2008,"Consensus statement on the management of pulmonary hypertension in clinical practice in the UK and Ireland","Gibbs J.S.R., Black C., Elliot C., Fisher A.J., Handler C., Howard L., Hughes R., Jenkins D.P., Johnson M., Lordan J., MacGowan G., Coghlan G., Morrell N., Schulze-Neick I., Sheares K., Wilkins M., Wort J., Crozier A., Das C., De Soyza J., Doherty S., Flynn Y., Corris P.A., Gin-Sing W., Harries C., Rootes M., Carroll G., Armstrong I., Trembath R., Gaine S., Gatzoulis M.A., Haworth S.G., Kiely D.G., Peacock A., Pepke-Zaba J.",13556037,"Heart",94, 1,0,0,2,2,5,7
2007,"Treating acute myocardial infarction: something in the wind?","Bogle R., Wilkins M.",01406736,"Lancet",370, 9597,0,0,0,0,0,0
2007,"Emerging therapies for pulmonary arterial hypertension","Ali O., Wharton J., Gibbs J.S.R., Howard L., Wilkins M.R.",13543784,"Expert Opinion on Investigational Drugs",16, 6,0,1,1,2,1,3
2007,"Noninvasive and invasive evaluation of pulmonary arterial pressure in highlanders","Kojonazarov B.K., Imanov B.Z., Amatov T.A., Mirrakhimov M.M., Naeije R., Wilkins M.R., Aldashev A.A.",09031936,"European Respiratory Journal",29, 2,0,2,2,4,1,5
2006,"Genome-wide scan for premature hypertension supports linkage to chromosome 2 in a large Kyrgyz family","Kalmyrzaev B., Aldashev A., Khalmatov M., Polupanov A., Jumagulova A., Mamanova L., Wilkins M.R., Town M.",0194911X,"Hypertension",48, 5,0,1,3,4,0,4
2006,"Identification of plasma protein biomarkers associated with idiopathic pulmonary arterial hypertension","Abdul-Salam V.B., Paul G.A., Ali J.O., Gibbs S.R., Rahman D., Taylor G.W., Wilkins M.R., Edwards R.J.",16159853,"Proteomics",6, 7,2,4,2,6,4,12
2006,"Genetic association of the serotonin transporter in pulmonary arterial hypertension","Machado R.D., Hoeper M., Fijalkowska A., Kurzyna M., Thomson J.R., Gibbs S.R., Wilkins M.R., Seeger W., Morrell N.W., Gruenig E., Trembath R.C., Koehler R., Janssen B., Glissmeyer E., Veal C., Suntharalingam J., Kim M., Carlquist J., Town M., Elliott C.G.",1073449X,"American Journal of Respiratory and Critical Care Medicine",173, 7,6,7,5,12,8,26
2006,"Cannabis and cannabis-based medicines: Potential benefits and risks to health","Wilkins M.R.",14702118,"Clinical Medicine, Journal of the Royal College of Physicians of London",6, 1,0,0,0,0,1,1
2005,"Phosphodiesterase type 5 and high altitude pulmonary hypertension","Aldashev A.A., Kojonazarov B.K., Amatov T.A., Sooronbaev T.M., Mirrakhimov M.M., Morrell N.W., Wharton J., Wilkins M.R.",00406376,"Thorax",60, 8,7,14,5,19,1,27
2005,"Bosentan decreases the plasma concentration of sildenafil when coprescribed in pulmonary hypertension","Paul G.A., Gibbs J.S.R., Boobis A.R., Abbas A., Wilkins M.R.",03065251,"British Journal of Clinical Pharmacology",60, 1,25,13,19,32,9,66
2005,"Antiproliferative effects of phosphodiesterase type 5 inhibition in human pulmonary artery cells","Wharton J., Strange J.W., Moller G.M.O., Growcott E.J., Ren X., Franklyn A.P., Phillips S.C., Wilkins M.R.",1073449X,"American Journal of Respiratory and Critical Care Medicine",172, 1,19,18,14,32,13,64
2005,"Sildenafil versus Endothelin Receptor Antagonist for Pulmonary Hypertension (SERAPH) study","Wilkins M.R., Pennell D.J., Mohiaddin R.H., Nihoyannopoulos P., Gibbs J.S.R., Paul G.A., Strange J.W., Tunariu N., Gin-Sing W., Banya W.A., Westwood M.A., Stefanidis A., Ng L.L.",1073449X,"American Journal of Respiratory and Critical Care Medicine",171, 11,55,33,22,55,15,125
2005,"Warfarin: A case history in pharmacogenetics","Hall A.M., Wilkins M.R.",13556037,"Heart",91, 5,3,3,2,5,1,9
2005,"Pivotal role for endothelial tetrahydrobiopterin in pulmonary hypertension","Khoo J.P., Zhao L., Alp N.J., Bendall J.K., Nicoli T., Rockett K., Wilkins M.R., Channon K.M.",00097322,"Circulation",111, 16,11,15,11,26,4,41
2005,"cAMP phosphodiesterase inhibitors potentiate effects of prostacyclin analogs in hypoxic pulmonary vascular remodeling","Phillips P.G., Long L., Wilkins M.R., Morrell N.W.",10400605,"American Journal of Physiology - Lung Cellular and Molecular Physiology",288, 1,17,8,6,14,6,37
2004,"Selective or Nonselective Endothelin Receptor Blockade in Pulmonary Arterial Hypertension","Wilkins M.R.",00030805,"American Journal of Respiratory and Critical Care Medicine",169, 4,1,1,0,1,0,2
2003,"Phosphodiesterase type 5 as a target for the treatment of hypoxia-induced pulmonary hypertension","Sebkhi A., Strange J.W., Phillips S.C., Wharton J., Wilkins M.R.",00097322,"Circulation",107, 25,60,18,20,38,6,104
2003,"Bosentan: Profile report","Rubin L.J., Wilkins M.R., Paul G.",11720360,"Drugs and Therapy Perspectives",19, 1,0,0,0,0,0,0
2003,"Pulmonary arterial hypertension and the vasoconstrictive factor: Is there still a role for vasodilator testing?","Gibbs J.S.R., Wharton J., Wilkins M.R.",0195668X,"European Heart Journal",24, 4,2,1,0,1,0,3
2003,"Beneficial effects of phosphodiesterase 5 inhibition in pulmonary hypertension are influenced by natriuretic peptide activity","Zhao L., Mason N.A., Strange J.W., Walker H., Wilkins M.R.",00097322,"Circulation",107, 2,27,9,7,16,3,46
2002,"Characterization of high-altitude pulmonary hypertension in the Kyrgyz: Association with angiotensin-converting enzyme genotype","Aldashev A.A., Wilkins M.R., Morrell N.W., Sarybaev A.S., Sydykov A.S., Kalmyrzaev B.B., Kim E.V., Mamanova L.B., Maripov R., Kojonazarov B.K., Mirrakhimov M.M.",1073449X,"American Journal of Respiratory and Critical Care Medicine",166, 10,18,10,7,17,2,37
2002,"Evaluation of EMD 128 130 occupancy of the 5-HT1A and the D2 receptor: A human PET study with [11C]WAY-100635 and [11C]raclopride","Rabiner E., Gunn R.N., Wilkins M.R., Sedman E., Grasby P.",02698811,"Journal of Psychopharmacology",16, 3,9,7,1,8,3,20
2002,"5-Hydroxytryptamine1A receptor occupancy by novel full antagonist 2-[4-[4-(7-Chloro-2,3-dihydro-1,4-benzdioxyn-5-yl)-1-piperazinyl]butyl] -1,2-benzisothiazol-3-(2H)-one-1,1-dioxide: A [11C][O-methyl-3H]-N-(2-(4-(2-methoxyphenyl)-1-piperazinyl) ethyl)-N-(2-pyridinyl)cyclohexanecarboxamide trihydrochloride (WAY-100635) positron emission tomography study in humans","Rabiner E.A., Wilkins M.R., Turkheimer F., Gunn R.N., De Haes J.U., De Vries M., Grasby P.M.",00223565,"Journal of Pharmacology and Experimental Therapeutics",301, 3,12,1,3,4,2,18
2002,"Developments in therapeutics for pulmonary arterial hypertension","Wilkins M.R., Moller G.M.O., Ren X., Wharton J.",00264725,"Minerva Cardioangiologica",50, 3,4,0,0,0,1,5
2002,"Nitric oxide, phosphodiesterase inhibition, and adaption to hypoxic conditions","Wilkins M.R., Aldashev A., Morrell N.W.",01406736,"Lancet",359, 9317,8,2,1,3,0,11
2002,"Natriuretic peptide receptors and the heart","King L., Wilkins M.R.",13556037,"Heart",87, 4,5,1,2,3,0,8
2002,"Recent insights into the pathogenesis and therapeutics of pulmonary hypertension","Strange J.W., Wharton J., Phillips P.G., Wilkins M.R.",01435221,"Clinical Science",102, 3,24,1,0,1,1,26
2002,"Phosphodiesterase inhibition in the treatment of pulmonary hypertension","Sebkhi A., Phillips P.G., Strange J., Wharton J., Wilkins M.R.",01973118,"Cardiovascular Reviews and Reports",23, 5,0,0,0,0,0,0
