,"This is a citation overview for a set of 258 documents.",,,,,,,,,,,,
,,,,,,,,,,,,,
,"h index = 74 (Of the 258 documents considered for the h-Index, 74 have been cited at least 74 times.)",,,,,,,,,,,,
,Note: Scopus does not have complete citation information for articles published before 1996.  ,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,<2010,2010,2011,2012,subtotal,>2012,total
Publication Year,Document Title,Authors,ISSN,Journal Title,Volume,Issue,12081,2795,3052,1115,6962,0,19043
2009,"Functional and structural changes in the memory network associated with left temporal lobe epilepsy","Voets N.L., Adcock J.E., Stacey R., Hart Y., Carpenter K., Matthews P.M., Beckmann C.F.",10659471,"Human Brain Mapping",30, 12,0,2,4,2,8,0,8
2009,"Discovering genetic polymorphism associated with gene expression levels across the whole genome","Antoniades A., Kalvari I., Pattichis C., Jones N., Matthews P.M., Domenici E., Muglia P.",,"Proceedings of the 31st Annual International Conference of the IEEE Engineering in Medicine and Biology Society: Engineering the Future of Biomedicine, EMBC 2009",, ,0,0,0,0,0,0,0
2009,"Discovering genetic polymorphism associated with gene expression levels across the whole genome.","Antoniades A., Kalvari I., Pattichis C., Jones N., Matthews P.M., Domenici E., Muglia P.",1557170X,"Conference proceedings : ... Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Conference",2009, ,0,0,1,0,1,0,1
2009,"Dynamic imaging of cognitive impairment in nicotine-deprived subjects using simultaneous EEG/FMRI","Long C.J., Cole D.M., Durcan M.J., Matthews P.M., Beaver J.D.",,"Proceedings - 2009 IEEE International Symposium on Biomedical Imaging: From Nano to Macro, ISBI 2009",, ,0,0,0,0,0,0,0
2009,"Advances in the molecular imaging of multiple sclerosis","Matthews P.M., Comley R.",1744666X,"Expert Review of Clinical Immunology",5, 6,0,0,3,1,4,0,4
2009,"Pharmacological applications of fMRI","Matthews P.M.",08932336,"Neuromethods",41, ,0,0,0,0,0,0,0
2009,"Modulation of movement-associated cortical activation by transcranial direct current stimulation","Stagg C.J., O'Shea J., Kincses Z.T., Woolrich M., Matthews P.M., Johansen-Berg H.",0953816X,"European Journal of Neuroscience",30, 7,0,2,9,2,13,0,13
