,"This is a citation overview for a set of 59 documents.",,,,,,,,,,,
,,,,,,,,,,,,
,"h index = 23 (Of the 59 documents considered for the h-Index, 23 have been cited at least 23 times.)",,,,,,,,,,,
,Note: Scopus does not have complete citation information for articles published before 1996.  ,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,<2007,2007,2008,subtotal,>2008,total
Publication Year,Document Title,Authors,ISSN,Journal Title,Volume,Issue,1305,446,435,881,278,2464
2009,"Carcinoid syndrome","Jayasena C.N., Dhillo W.S.",13573039,"Medicine",37, 9,0,0,0,0,0,0
2009,"Day 5 morning serum cortisol predicts hypothalamic-pituitary-adrenal function after transsphenoidal surgery for pituitary tumors","Jayasena C.N., Gadhvi K.A., Gohel B., Martin N.M., Mendoza N., Meeran K., Dhillo W.S.",00099147,"Clinical Chemistry",55, 5,0,0,0,0,0,0
2009,"Kisspeptin offers a novel therapeutic target in reproduction","Jayasena C.N., Dhillo W.S.",14724472,"Current Opinion in Investigational Drugs",10, 4,0,0,0,0,0,0
2009,"The thyroid hormone derivative 3-iodothyronamine increases food intake in rodents","Dhillo W.S., Scutt J.N., Armstrong A., Ghatei M.A., Bloom S.R., Bewick G.A., White N.E., Gardiner J.V., Thompson E.L., Bataveljic A., Murphy K.G., Roy D., Patel N.A.",14628902,"Diabetes, Obesity and Metabolism",11, 3,0,0,0,0,1,1
2009,"Kisspeptin-54 at high doses acutely induces testicular degeneration in adult male rats via central mechanisms","Thompson E.L., Bloom S.R., Murphy K.G., Amber V., Stamp G.W.H., Patterson M., Curtis A.E., Cooke J.H., Appleby G.F., Dhillo W.S., Ghatei M.A.",00071188,"British Journal of Pharmacology",156, 4,0,0,0,0,0,0
2009,"Differential patterns of neuronal activation in the brainstem and hypothalamus following peripheral injection of GLP-1, oxyntomodulin and lithium chloride in mice detected by manganese-enhanced magnetic resonance imaging (MEMRI)","Parkinson J.R.C., Chaudhri O.B., Kuo Y.-T., Field B.C.T., Herlihy A.H., Dhillo W.S., Ghatei M.A., Bloom S.R., Bell J.D.",10538119,"NeuroImage",44, 3,0,0,0,0,1,1
2009,"Kisspeptins and the control of gonadotropin secretion in humans","Jayasena C.N., Dhillo W.S., Bloom S.R.",01969781,"Peptides",30, 1,0,0,0,0,0,0
2009,"Gut hormones and appetite control","Hameed S., Dhillo W.S., Bloom S.R.",1354523X,"Oral Diseases",15, 1,0,0,0,0,1,1
2008,"Kisspeptin: A novel regulator of reproductive function","Dhillo W.S.",09538194,"Journal of Neuroendocrinology",20, 8,0,0,0,0,0,0
2008,"Kisspeptin: From puberty to pregnancy","Jayasena C., Ranger A., Dhillo W.",00063347,"Biologist",55, 2,0,0,0,0,0,0
2008,"PYY3-36 injection in mice produces an acute anorexigenic effect followed by a delayed orexigenic effect not observed with other anorexigenic gut hormones","Parkinson J.R.C., Dhillo W.S., Small C.J., Chaudhri O.B., Bewick G.A., Pritchard I., Moore S., Ghatei M.A., Bloom S.R.",01931849,"American Journal of Physiology - Endocrinology and Metabolism",294, 4,0,0,1,1,1,2
2008,"Preanalytical factors affecting RIA measurement of plasma kisspeptin","Ramachandran R., Patterson M., Murphy K.G., Dhillo W.S., Patel S., Kazarian A., Ghatei M.A., Bloom S.R.",00099147,"Clinical Chemistry",54, 3,0,0,0,0,1,1
2008,"Co-administration of SR141716 with peptide YY3-36 or oxyntomodulin has additive effects on food intake in mice","White N.E., Dhillo W.S., Liu Y.-L., Small C.J., Kennett G.A., Gardiner J.V., Ghatei M.A., Bloom S.R.",14628902,"Diabetes, Obesity and Metabolism",10, 2,0,0,0,0,2,2
2007,"The temporal sequence of gut peptide-CNS interactions tracked in vivo by magnetic resonance imaging","Kuo Y.-T., Parkinson J.R.C., Chaudhri O.B., Herlihy A.H., So P.-W., Dhillo W.S., Small C.J., Bloom S.R., Bell J.D.",02706474,"Journal of Neuroscience",27, 45,0,1,2,3,4,7
2007,"KISSPEPTIN: A novel hormone critical for normal reproductive function","Ramachandran R., Dhillo W.S.",13678930,"CPD Bulletin Clinical Biochemistry",8, 2,0,0,0,0,0,0
2007,"Kisspeptin-54 stimulates gonadotropin release most potently during the preovulatory phase of the menstrual cycle in women","Dhillo W.S., Donaldson M., Ghatei M.A., Bloom S.R., Chaudhri O.B., Thompson E.L., Murphy K.G., Patterson M., Ramachandran R., Nijher G.K., Amber V., Kokkinos A.",0021972X,"Journal of Clinical Endocrinology and Metabolism",92, 10,0,0,5,5,14,19
2007,"The dexamethasone-suppressed corticotropin-releasing hormone stimulation test and the desmopressin test to distinguish Cushing's syndrome from pseudo-Cushing's states [2]","Martin N.M., Dhillo W.S., Meeran K.",03000664,"Clinical Endocrinology",67, 3,0,0,0,0,0,0
2007,"Low-dose oral tri-iodothyronine does not directly increase food intake in man","Martin N.M., Small C.J., Lee J.L., Ellis S., Dhillo W.S., Smith K.L., Kong W.M., Frost G.S., Bloom S.R.",14628902,"Diabetes, Obesity and Metabolism",9, 3,0,0,1,1,0,1
2007,"Appetite regulation: An overview","Dhillo W.S.",10507256,"Thyroid",17, 5,0,2,7,9,9,18
