,"This is a citation overview for a set of 86 documents.",,,,,,,,,,,,
,,,,,,,,,,,,,
,"h index = 31 (Of the 86 documents considered for the h-Index, 31 have been cited at least 31 times.)",,,,,,,,,,,,
,Note: Scopus does not have complete citation information for articles published before 1996.  ,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,<2010,2010,2011,2012,subtotal,>2012,total
Publication Year,Document Title,Authors,ISSN,Journal Title,Volume,Issue,1936,336,394,143,873,0,2809
2009,"Translational imaging of apoptosis","Smith G., Nguyen Q.-D., Aboagye E.O.",18715206,"Anti-Cancer Agents in Medicinal Chemistry",9, 9,0,3,2,1,6,0,6
2009,"The fibroblast growth factor receptor inhibitor PD173074 blocks small cell lung cancer growth in vitro and in vivo","Pardo O.E., Seckl M.J., Latigo J., Jeffery R.E., Nye E., Poulsom R., Spencer-Dene B., Lemoine N.R., Stamp G.W., Aboagye E.O.",00085472,"Cancer Research",69, 22,0,9,15,6,30,0,30
2009,"Altered tissue 3?-deoxy-3?-[18F]fluorothymidine pharmacokinetics in human breast cancer following capecitabine treatment detected by positron emission tomography","Kenny L.M., Contractor K.B., Stebbing J., Al-Nahhas A., Palmieri C., Shousha S., Coombes R.C., Aboagye E.O.",10780432,"Clinical Cancer Research",15, 21,0,3,3,4,10,0,10
2009,"Reactivating HIF prolyl hydroxylases under hypoxia results in metabolic catastrophe and cell death","Tennant D.A., Aboagye E.O., Gottlieb E., Frezza C., MacKenzie E.D., Nguyen Q.D., Zheng L., Selak M.A., Roberts D.L., Dive C., Watson D.G.",09509232,"Oncogene",28, 45,0,3,2,1,6,0,6
2009,"[ 18F]fluoromethyl-[1,2- 2H 4]-choline: A novel radiotracer for imaging choline metabolism in tumors by positron emission tomography","Leyton J., Smith G., Zhao Y., Perumal M., Nguyen Q.-D., Robins E., Arstad E., Aboagye E.O.",00085472,"Cancer Research",69, 19,0,3,5,1,9,0,9
2009,"Positron emission tomography imaging of drug-induced tumor apoptosis with a caspase-3/7 specific [18F]-labeled isatin sulfonamide","Nguyen Q.-D., Smith G., Glaser M., Perumal M., Arstad E., Aboagye E.O.",00278424,"Proceedings of the National Academy of Sciences of the United States of America",106, 38,0,12,12,7,31,0,31
2009,"[11C]choline positron emission tomography in estrogen receptor-positive breast cancer","Contractor K.B., Shousha S., Lowdell C., Coombes R.C., Aboagye E.O., Kenny L.M., Stebbing J., Al-Nahhas A., Palmieri C., Sinnett D., Lewis J.S., Hogben K., Osman S.",10780432,"Clinical Cancer Research",15, 17,0,3,4,4,11,0,11
2009,"The development of a selective cyclin-dependent kinase inhibitor that shows antitumor activity","Ali S., Periyasamy M., Tolhurst R.S., Kanneganti S.K., Snyder J.P., Liotta D.C., Aboagye E.O., Barrett A.G.M., Coombes R.C., Heathcote D.A., Kroll S.H.B., Jogalekar A.S., Scheiper B., Patel H., Brackow J., Siwicka A., Fuchter M.J.",00085472,"Cancer Research",69, 15,0,5,6,1,12,0,12
2009,"Monitoring predominantly cytostatic treatment response with 18F-FDG PET","Contractor K.B., Aboagye E.O.",01615505,"Journal of Nuclear Medicine",50, 1,3,11,13,2,26,0,29
2009,"A new model for prediction of drug distribution in tumor and normal tissues: Pharmacokinetics of temozolomide in glioma patients","Rosso L., Brock C.S., Gallo J.M., Saleem A., Price P.M., Turkheimer F.E., Aboagye E.O.",00085472,"Cancer Research",69, 1,1,7,8,5,20,0,21
2009,"An in vivo multimodal imaging study using MRI and pet of stem cell transplantation after myocardial infarction in rats","Chapon C., Jackson J.S., Aboagye E.O., Herlihy A.H., Jones W.A., Bhakoo K.K.",15361632,"Molecular Imaging and Biology",11, 1,4,7,5,1,13,0,17
2008,"Design, synthesis, and biological characterization of a caspase 3/7 selective isatin labeled with 2-[18f]fluoroethylazide","Smith G., Glaser M., Perumal M., Nguyen Q.-D., Shan B., Arstad E., Aboagye E.O.",00222623,"Journal of Medicinal Chemistry",51, 24,12,11,9,3,23,0,35
2008,"Noninvasive imaging of cell proliferation following mitogenic extracellular kinase inhibition by PD0325901","Leyton J., Smith G., Lees M., Perumal M., Nguyen Q.-D., Aigbirhio F.I., Golovko O., He Q., Workman P., Aboagye E.O.",15357163,"Molecular Cancer Therapeutics",7, 9,3,3,3,1,7,0,10
2008,"The biodistribution and radiation dosimetry of the Arg-Gly-Asp peptide 18F-AH111585 in healthy volunteers","McParland B.J., Miller M.P., Spinks T.J., Kenny L.M., Osman S., Khela M.K., Aboagye E., Coombes R.C., Hui A.-M., Cohen P.S.",01615505,"Journal of Nuclear Medicine",49, 10,2,3,7,2,12,0,14
2008,"Phase I trial of the positron-emitting Arg-Gly-Asp (RGD) peptide radioligand 18F-AH111585 in breast cancer patients","Kenny L.M., Coombes R.C., Oulie I., Contractor K.B., Miller M., Spinks T.J., McParland B., Cohen P.S., Hui A.-M., Palmieri C., Osman S., Glaser M., Turton D., Al-Nahhas A., Aboagye E.O.",01615505,"Journal of Nuclear Medicine",49, 6,29,21,24,5,50,0,79
