,"Author: Groves, Alan M M",,,,,,,,,,,
,,,,,,,,,,,,
,"h index = 4 (Of the 13 documents considered for the h-Index, 4 have been cited at least 4 times.)",,,,,,,,,,,
,Note: The h Index considers Scopus documents published after 1995.  ,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,<2007,2007,2008,subtotal,>2008,total
Publication Year,Document Title,Authors,ISSN,Journal Title,Volume,Issue,18,7,17,24,5,47
2008,"The reliability of 2D and colour Doppler ultrasound in localising longline position","Kuschel C.A., Bach K.P., Webster N.J., Page B., Groves A.M., Battin M.R.",10344810,"Journal of Paediatrics and Child Health",44, 9,0,0,0,0,0,0
2008,"Relationship between blood pressure and blood flow in newborn preterm infants","Groves A., Kuschel C.A., Knight D.B., Skinner J.R.",00039888,"Archives of Disease in Childhood: Fetal and Neonatal Edition",93, 1,0,0,2,2,1,3
2008,"Does retrograde diastolic flow in the descending aorta signify impaired systemic perfusion in preterm infants?","Groves A.M., Kuschel C.A., Knight D.B., Skinner J.R.",00313998,"Pediatric Research",63, 1,0,0,3,3,3,6
2008,"Echocardiographic assessment of blood flow volume in the superior vena cava and descending aorta in the newborn infant","Groves A., Kuschel C.A., Knight D.B., Skinner J.R.",00039888,"Archives of Disease in Childhood: Fetal and Neonatal Edition",93, 1,0,0,1,1,1,2
2006,"Gastrointestinal: Bowel perforation by a foreign body","Dixon S.A., Lee A.G., Chahil B., Golton A., Groves A.M.",08159319,"Journal of Gastroenterology and Hepatology",21, 7,0,0,0,0,0,0
2006,"Early low cardiac output is associated with compromised electroencephalographic activity in very preterm infants","West C.R., Groves A.M., Williams C.E., Harding J.E., Skinner J.R., Kuschel C.A., Battin M.R.",00313998,"Pediatric Research",59, 4,4,1,5,6,0,10
2006,"Images in cardiology. False positive massive pulmonary embolus.","Mohan H.K., Groves A.M., Baker E.J.",1468201X,"Heart (British Cardiac Society)",92, 2,0,0,0,0,0,0
2005,"Cardiorespiratory stability during echocardiography in preterm infants","Groves A.M., Kuschel C.A., Knight D.B., Skinner J.R.",00039888,"Archives of Disease in Childhood",90, 1,2,0,2,2,0,4
2005,"Neonatal long lines: Localisation with colour Doppler ultrasonography","Groves A.M., Kuschel C.A., Battin M.R.",00039888,"Archives of Disease in Childhood: Fetal and Neonatal Edition",90, 1,1,1,2,3,0,4
2004,"Predictors of chronic lung disease in the 'CPAP era'","Groves A.M., Briggs K.A., Kuschel C.A., Harding J.E.",10344810,"Journal of Paediatrics and Child Health",40, 5-6,2,0,1,1,0,3
2003,"Neonatal alloimmune thrombocytopenia may be less severe in a subsequent pregnancy","Groves A.M., Clough V., Stevens R.",08880018,"Pediatric Hematology and Oncology",20, 5,2,0,0,0,0,2
2003,"Intra-abdominal lymphangioma: Further images of prenatal diagnosis [3]","Groves A., Cameron H., Barrett M.",09607692,"Ultrasound in Obstetrics and Gynecology",22, 1,1,2,0,2,0,3
1996,"An audit of cytology in the evaluation of nipple discharge: A retrospective study of 10 years' experience","Groves A.M., Carr M., Wadhera V., Lennard T.W.J.",09609776,"Breast",5, 2,5,3,1,4,0,9
1992,"The pediatrician as expert witness: Participation and reaction to this activity","Boenning D.A., Selbst S.M., Freed L.H., Groves A.M.",0002922X,"American Journal of Diseases of Children",146, 9,1,0,0,0,0,1
