,"This is a citation overview for a set of 19 documents.",,,,,,,,,,,,
,,,,,,,,,,,,,
,"h index = 12 (Of the 19 documents considered for the h-Index, 12 have been cited at least 12 times.)",,,,,,,,,,,,
,Note: Scopus does not have complete citation information for articles published before 1996.  ,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,<2010,2010,2011,2012,subtotal,>2012,total
Publication Year,Document Title,Authors,ISSN,Journal Title,Volume,Issue,352,119,112,36,267,0,619
2009,"The fibroblast growth factor receptor inhibitor PD173074 blocks small cell lung cancer growth in vitro and in vivo","Pardo O.E., Seckl M.J., Latigo J., Jeffery R.E., Nye E., Poulsom R., Spencer-Dene B., Lemoine N.R., Stamp G.W., Aboagye E.O.",00085472,"Cancer Research",69, 22,0,9,15,6,30,0,30
2009,"AKT/mTOR pathway activation and BCL-2 family proteins modulate the sensitivity of human small cell lung cancer cells to RAD001","Marinov M., Seckl M.J., Arcaro A., AlgirdasZiogas, Pardo O.E., Tan L.T., Dhillon T., Mauri F.A., Lane H.A., Lemoine N.R., Zangemeister-Wittke U.",10780432,"Clinical Cancer Research",15, 4,2,9,12,2,23,0,25
2008,"Yes-associated protein (YAP) functions as a tumor suppressor in breast","Yuan M., Danovi S.A., Pardo O., Crook T., Mein C.A., Lemoine N.R., Jones L.J., Basu S., Tomlinson V., Lara R., Holliday D., Chelala C., Harada T., Gangeswaran R., Manson-Bishop C., Smith P.",13509047,"Cell Death and Differentiation",15, 11,6,14,9,9,32,0,38
2007,"Regulators of Mitotic Arrest and Ceramide Metabolism Are Determinants of Sensitivity to Paclitaxel and Other Chemotherapeutic Drugs","Swanton C., Ahmed A.A., Brenton J.D., Downward J., Nicke B., Marani M., Pardo O., Warne P.H., Kelly G., Sahai E., Elustondo F., Chang J., Temple J.",15356108,"Cancer Cell",11, 6,67,41,24,7,72,0,139
2006,"Phosphoinositide 3-kinase C2? regulates cytoskeletal organization and cell migration via Rac-dependent mechanisms","Katso R.M., Waterfield M.D., Arcaro A., Pardo O.E., Palamidessi A., Franz C.M., Marinov M., De Laurentiis A., Downward J., Scita G., Ridley A.J.",10591524,"Molecular Biology of the Cell",17, 9,13,3,8,2,13,0,26
2006,"FGF-2 protects small cell lung cancer cells from apoptosis through a complex involving PKC?, B-Raf and S6K2","Pardo O.E., Gout I.T., Sebire N., Marais R., Downward J., Seckl M.J., Wellbrock C., Khanzada U.K., Aubert M., Arozarena I., Davidson S., Bowen F., Parker P.J., Filonenko V.V.",02614189,"EMBO Journal",25, 13,29,12,14,2,28,0,57
2006,"Potent inhibition of small-cell lung cancer cell growth by simvastatin reveals selective functions of Ras isoforms in growth factor signalling","Khanzada U.K., Pardo O.E., Meier C., Downward J., Seckl M.J., Arcaro A.",09509232,"Oncogene",25, 6,24,3,4,1,8,0,32
2005,"CUTL1 is a target of TGF? signaling that enhances cancer cell motility and invasiveness","Michl P., Gress T., Downward J., Ramjaun A.R., Pardo O.E., Warne P.H., Wagner M., Poulsom R., D'Arrigo C., Ryder K., Menke A.",15356108,"Cancer Cell",7, 6,36,12,11,3,26,0,62
2004,"Erratum: Fibroblast growth factor 2-mediated translational control of IAPs blocks mitochondrial release of Smac/DIABLO and apoptosis in small cell lung cancer cells (Molecular and Cellular Biology (2003) 23, 21 (7600-7610))","Pardo O.E., Mehmet H., Seckl M.J., Downward J., Lesay A., Arcaro A., Lopes R., Ng B.L., Warne P.H., McNeish I.A., Tetley T.D., Lemoine N.R.",02707306,"Molecular and Cellular Biology",24, 15,0,0,0,0,0,0,0
2003,"Fibroblast Growth Factor 2-Mediated Translational Control of IAPs Blocks Mitochondrial Release of Smac/DIABLO and Apoptosis in Small Cell Lung Cancer Cells","Pardo O.E., Mehmet H., Seckl M.J., Downward J., Lesay A., Arcaro A., Lopes R., Ng B.L., Warne P.H., McNeish I.A., Tetley T.D., Lemoine N.R.",02707306,"Molecular and Cellular Biology",23, 21,42,4,5,2,11,0,53
2002,"Fibroblast growth factor-2 induces translational regulation of Bcl-XL and Bcl-2 via a MEK-dependent pathway: Correlation with resistance to etoposide-induced apoptosis","Pardo O.E., Arcaro A., Salerno G., Raguz S., Downward J., Seckl M.J.",00219258,"Journal of Biological Chemistry",277, 14,79,8,6,2,16,0,95
2001,"Synthesis and anticancer activity of nordihydroguaiaretic acid (NDGA) and analogues","McDonald R.W., Bunjobpon W., Liu T., Fessler S., Pardo O.E., Freer I.K.A., Glaser M., Seckl M.J., Robins D.J.",02669536,"Anti-Cancer Drug Design",16, 6,15,1,1,0,2,0,17
2001,"Novel cross talk between MEK and S6K2 in FGF-2 induced proliferation of SCLC cells","Pardo O.E., Arcaro A., Salerno G., Tetley T.D., Valovka T., Gout I., Seckl M.J.",09509232,"Oncogene",20, 52,25,3,3,0,6,0,31
2000,"Heat shock proteins in cancer therapy","Lukacs K.V., Pardo O.E., Colston M.J., Geddes D.M., Alton E.W.F.W.",00652598,"Advances in Experimental Medicine and Biology",465, ,4,0,0,0,0,0,4
1999,"In vivo transfer of bacterial marker genes results in differing levels of gene expression and tumor progression in immunocompetent and immunodeficient mice","Lukacs K.V., Porter C.D., Pardo O.E., Oakley R.E., Steel R.M., Judd D.V., Browning J.E., Geddes D.M., Alton E.W.F.W.",10430342,"Human Gene Therapy",10, 14,7,0,0,0,0,0,7
1998,"Cancer gene therapy with a heat shock protein gene","Pardo O.E., Colston J.M., Lukacs K.V.",00652598,"Advances in Experimental Medicine and Biology",451, ,1,0,0,0,0,0,1
1998,"Towards a clinical trial of HSP65 gene therapy for malignant mesothelioma","Lukacs K.V., Steel R.M., Oakley R.E., Pardo O.E., Jeffery P.K., Geddes D.M., Alton E.W.F.W.",00406376,"Thorax",53, 4,0,0,0,0,0,0,0
1997,"Cancer gene therapy with a heat shock protein gene","Lukacs K.V., Steel R.M., Oakley R.E., Pardo O.E., Geddes D.M., Alton E.W.F.W.",00406376,"Thorax",52, 6,1,0,0,0,0,0,1
1996,"In vivo transfer of the ? -galactosidase gene into malignant mesothelioma cells induces tumour rejection","Lukacs K.V., Pardo O., Porter C., Browning J., Caplen N.J., Manvell M., Collins M.K.L., Geddes D.M., Alton E.W.F.W.",00406376,"Thorax",51, 3,1,0,0,0,0,0,1
