,"Author: Allday, Martin J.",,,,,,,,,,,
,,,,,,,,,,,,
,"h index = 20 (Of the 36 documents considered for the h-Index, 20 have been cited at least 20 times.)",,,,,,,,,,,
,Note: The h Index considers Scopus documents published after 1995.  ,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,<2007,2007,2008,subtotal,>2008,total
Publication Year,Document Title,Authors,ISSN,Journal Title,Volume,Issue,1498,154,158,312,124,1934
2009,"How does Epstein-Barr virus (EBV) complement the activation of Myc in the pathogenesis of Burkitt's lymphoma?","Allday M.J.",1044579X,"Seminars in Cancer Biology",, ,0,0,0,0,0,0
2009,"Epstein-Barr virus latency in B cells leads to epigenetic repression and CpG methylation of the tumour suppressor gene Bim","Paschos K., Smith P., Anderton E., Middeldorp J.M., White R.E., Allday M.J.",15537366,"PLoS Pathogens",5, 6,0,0,0,0,0,0
2009,"TGF-? induces apoptosis in human B cells by transcriptional regulation of BIK and BCL-XL","Spender L.C., O'Brien D.I., Simpson D., Dutt D., Gregory C.D., Allday M.J., Clark L.J., Inman G.J.",13509047,"Cell Death and Differentiation",16, 4,0,0,1,1,0,1
2009,"Erratum: How do bacterial cells ensure that metalloproteins get the correct metal? (Nature Reviews Microbiology (2009) vol. 7 (25-35) 10.1038/nrmicro2057)","Thorley-Lawson D.A., Allday M.J.",17401526,"Nature Reviews Microbiology",7, 2,0,0,0,0,0,0
2008,"The curious case of the tumour virus: 50 years of Burkitt's lymphoma","Thorley-Lawson D.A., Allday M.J.",17401526,"Nature Reviews Microbiology",6, 12,0,0,0,0,6,6
2008,"Epstein-Barr virus nuclear antigen (EBNA) 3A induces the expression of and interacts with a subset of chaperones and co-chaperones","Young P.R., Anderton E., Paschos K., White R., Allday M.J.",00221317,"Journal of General Virology",89, 4,0,0,0,0,2,2
2008,"Two Epstein-Barr virus (EBV) oncoproteins cooperate to repress expression of the proapoptotic tumour-suppressor Bim: Clues to the pathogenesis of Burkitt's lymphoma","Anderton E., Yee J., Smith P., Crook T., White R.E., Allday M.J.",09509232,"Oncogene",27, 4,0,0,2,2,8,10
2007,"Mutagenesis of the herpesvirus saimiri terminal repeat region reveals important elements for virus production","White R.E., Carline L., Allday M.J.",0022538X,"Journal of Virology",81, 12,0,0,1,1,0,1
2007,"Epstein-Barr virus-induced resistance to drugs that activate the mitotic spindle assembly checkpoint in Burkitt's lymphoma cells","Leao M., Anderton E., Wade M., Meekings K., Allday M.J.",0022538X,"Journal of Virology",81, 1,0,4,8,12,5,17
2006,"Epstein-Barr virus selectively deregulates DNA damage responses in normal B cells but has no detectable effect on regulation of the tumor suppressor p53","O'Nions J., Turner A., Craig R., Allday M.J.",0022538X,"Journal of Virology",80, 24,0,0,3,3,2,5
2006,"The transcriptional co-repressor C-terminal Binding Protein (CtBP) associates with centrosomes during mitosis","Spyer M., Allday M.J.",15384101,"Cell Cycle",5, 5,1,1,0,1,2,4
2006,"Interaction of MEQ protein and C-terminal-binding protein is critical for induction of lymphomas by Marek's disease virus","Brown A.C., Baigent S.J., Smith L.P., Chattoo J.P., Petherbridge L.J., Hawes P., Allday M.J., Nair V.",00278424,"Proceedings of the National Academy of Sciences of the United States of America",103, 6,3,5,7,12,5,20
2006,"Transcriptional silencing of Polo-like kinase 2 (SNK/PLK2) is a frequent event in B-cell malignancies","Syed N., Crawford D., Griffin B., Farrell P.J., Crook T., Smith P., Sullivan A., Spender L.C., Dyer M., Karran L., O'Nions J., Allday M., Hoffmann I.",00064971,"Blood",107, 1,4,10,4,14,2,20
2005,"MDM2 promotes proteasome-dependent ubiquitin-independent degradation of retinoblastoma protein","Sdek P., Ying H., Chang D.L.F., Qiu W., Zheng H., Touitou R., Allday M.J., Jim Xiao Z.-X.",10972765,"Molecular Cell",20, 5,9,18,16,34,8,51
2005,"Epstein-Barr virus EBNA3 proteins bind to the C8/?7 subunit of the 20S proteasome and are degraded by 20S proteasomes in vitro, but are very stable in latently infected B cells","Touitou R., O'Nions J., Heaney J., Allday M.J.",00221317,"Journal of General Virology",86, 5,1,1,1,2,2,5
2004,"Deregulation of the cell cycle by the Epstein-Barr virus","O'Nions J., Allday M.J.",0065230X,"Advances in Cancer Research",92, ,2,1,3,4,1,7
2004,"Erratum: Epstein-Barr virus can inhibit genotoxin-induced G1 arrest downstream of p53 by preventing the inactivation of CDK2 (Oncogene (2003) 22 (7181-7191) DOI: 10.1038/sj.onc.1206838)","O'Nions J., Allday M.J.",09509232,"Oncogene",23, 37,0,0,0,0,0,0
2004,"Proliferation and differentiation in isogenic populations of peripheral B cells activated by Epstein-Barr virus or T cell-derived mitogens","O'Nions J., Allday M.J.",00221317,"Journal of General Virology",85, 4,3,0,5,5,1,9
2003,"Epstein-Barr virus can inhibit genotoxin-induced G1 arrest downstream of p53 by preventing the inactivation of CDK2","O'Nions J., Allday M.J.",09509232,"Oncogene",22, 46,5,3,2,5,3,13
2002,"Two nonconsensus sites in the epstein-barr virus oncoprotein EBNA3A cooperate to bind the co-repressor carboxyl-terminalbinding protein (CtBP)","Hickabottom M., Parker G.A., Freemont P., Crook T., Allday M.J.",00219258,"Journal of Biological Chemistry",277, 49,24,0,3,3,2,29
2001,"Physical and functional interactions between the corepressor CtBP and the Epstein-Barr virus nuclear antigen EBNA3C","Touitou R., Hickabottom M., Parker G., Crook T., Allday M.J.",0022538X,"Journal of Virology",75, 16,23,0,4,4,2,29
2001,"A degradation signal located in the C-terminus of p21WAF1/CIP1 is a binding site for the C8 ?-subunit of the 20S proteasome","Touitou R., Richardson J., Bose S., Nakanishi M., Rivett J., Allday M.J.",02614189,"EMBO Journal",20, 10,84,17,18,35,9,128
2001,"Activators of the Epstein-Barr virus lytic program concomitantly induce apoptosis, but lytic gene expression protects from cell death","Inman G.J., Binnie U.K., Parker G.A., Farrell P.J., Allday M.J.",0022538X,"Journal of Virology",75, 5,23,5,3,8,3,34
2000,"Apoptosis induced by TGF-?1 in Burkitt's lymphoma cells is caspase 8 dependent but is death receptor independent","Inman G.J., Allday M.J.",00221767,"Journal of Immunology",165, 5,34,7,2,9,7,50
2000,"High level expression of ?N-p63: A mechanism for the inactivation of p53 in undifferentiated nasopharyngeal carcinoma (NPC)?","Crook T., Nicholls J.M., Brooks L., O'Nions J., Allday M.J.",09509232,"Oncogene",19, 30,86,10,10,20,1,107
2000,"A common polymorphism acts as an intragenic modifier of mutant p53 behaviour","Marin M.C., Yulug I.G., Vousden K.H., Allday M.J., Gusterson B., Ikawa S., Hinds P.W., Crook T., Kaelin Jr. W.G., Jost C.A., Brooks L.A., Irwin M.S., O'Nions J., Tidy J.A., James N., McGregor J.M., Harwood C.A.",10614036,"Nature Genetics",25, 1,198,31,26,57,12,267
2000,"Epstein-Barr virus EBNA3C can disrupt multiple cell cycle checkpoints and induce nuclear division divorced from cytokinesis","Parker G.A., Touitou R., Allday M.J.",09509232,"Oncogene",19, 5,30,2,1,3,4,37
2000,"Epstein-Barr virus suppresses a G2/M checkpoint activated by genotoxins","Wade M., Allday M.J.",02707306,"Molecular and Cellular Biology",20, 4,21,2,1,3,3,27
2000,"Resistance to TGF-?1 correlates with a reduction of TGF-? type II receptor expression in Burkitt's lymphoma and Epstein-Barr virus-transformed B lymphoblastoid cell lines","Inman G.J., Allday M.J.",00221317,"Journal of General Virology",81, 6,23,2,0,2,5,30
1999,"Epstein-Barr virus nuclear antigen 3C interacts with histone deacetylase to repress transcription","Radkov S.A., Touitou R., Brehm A., Rowe M., West M., Kouzarides T., Allday M.J.",0022538X,"Journal of Virology",73, 7,51,2,5,7,4,62
1999,"Novel p53 mutants selected in BRCA-associated tumours which dissociate transformation suppression from other wild-type p53 functions","Smith P.D., Allday M.J., Crook T., Crossland S., Parker G., Osin P., Brooks L., Waller J., Philp E., Crompton M.R., Gusterson B.A.",09509232,"Oncogene",18, 15,52,6,0,6,1,59
1998,"p53 mutation with frequent novel codons but not a mutator phenotype in BRCA1- and BRCA2-associated breast tumours","Crook T., Peto J., Parker G., Allday M.J., Crompton M.R., Gusterson B.A., Brooks L.A., Crossland S., Osin P., Barker K.T., Waller J., Philp E., Smith P.D., Yulug I.",09509232,"Oncogene",17, 13,86,7,3,10,4,100
1998,"A transforming p53 mutant, which binds DNA, transactivates and induces apoptosis reveals a nuclear:cytoplasmic shuttling defect","Crook T., Parker G.A., Rozycka M., Crossland S., Allday M.J.",09509232,"Oncogene",16, 11,21,1,0,1,0,22
1997,"Epstein-Barr virus EBNA3C represses Cp, the major promoter for EBNA expression, but has no effect on the promoter of the cell gene CD21","Radkov S.A., Bain M., Farrell P.J., West M., Rowe M., Allday M.J.",0022538X,"Journal of Virology",71, 11,45,1,2,3,2,50
1996,"Epstein-Barr virus nuclear antigen 3C is a powerful represser of transcription when tethered to DNA","Bain M., Watson R.J., Farrell P.J., Allday M.J.",0022538X,"Journal of Virology",70, 4,32,0,2,2,2,36
1996,"Epstein-Barr virus nuclear antigen (EBNA)3C is an immortalizing oncoprotein with similar properties to adenovirus E1A and papillomavirus E7","Parker G.A., Crook T., Bain M., Sara E.A., Farrell P.J., Allday M.J.",09509232,"Oncogene",13, 12,66,5,2,7,3,76
1995,"DNA damage in human B cells can induce apoptosis, proceeding from G1/S when p53 is transactivation competent and G2/M when it is transactivation defective","Allday M.J., Inman G.J., Crawford D.H., Farrell P.J.",02614189,"EMBO Journal",14, 20,75,1,1,2,2,79
1995,"Epstein-Barr virus efficiently immortalizes human B cells without neutralizing the function of p53","Allday M.J., Sinclair A., Parker G., Crawford D.H., Farrell P.J.",02614189,"EMBO Journal",14, 7,78,2,3,5,2,85
1994,"Epstein-Barr virus nuclear antigen EBNA3C/6 expression maintains the level of latent membrane protein 1 in G1-arrested cells","Allday M.J., Farrell P.J.",0022538X,"Journal of Virology",68, 6,43,0,1,1,2,46
1993,"Epstein-Barr virus (EBV) nuclear antigen 6 induces expression of the EBV latent membrane protein and an activated phenotype in Raji cells","Allday M.J., Crawford D.H., Thomas J.A.",00221317,"Journal of General Virology",74, 3,27,0,1,1,0,28
1991,"Epstein-Barr virus-associated lymphoproliferative disorders in immunocompromised individuals","Thomas J.A., Allday M.J., Crawford D.H.",0065230X,"Advances in Cancer Research",57, ,58,1,1,2,2,62
1990,"CpG methylation of viral DNA in EBV-associated tumours","Allday M.J., Kundu D., Finerty S., Griffin B.E.",00207136,"International Journal of Cancer",45, 6,10,1,1,2,0,12
1990,"Immortalization of Epstein-Barr virus-infected CD23-negative B lymphocytes by the addition of B cell growth factor","Azim T., Allday M.J., Crawford D.H.",00221317,"Journal of General Virology",71, 3,0,0,0,0,0,0
1990,"Immunohistology of Epstein-Barr virus-associated antigens in B cell disorders from immunocompromised individuals","Thomas J.A., Hotchin N.A., Allday M.J., Amlot P., Rose M., Yacoub M., Crawford D.H.",00411337,"Transplantation",49, 5,81,1,5,6,0,87
1990,"Deregulated c-myc expression in Epstein-Barr-virus-immortalized B-cells induces altered growth properties and surface phenotype but not tumorigenicity","Hotchin N.A., Allday M.J., Crawford D.H.",00207136,"International Journal of Cancer",45, 3,9,0,1,1,1,11
1989,"Activation and immortalization of leukaemic B cells by Epstein-Barr virus","Walls E.V., Doyle M.G., Patel K.K., Allday M.J., Catovsky D., Crawford D.H.",00207136,"International Journal of Cancer",44, 5,14,1,0,1,1,16
1989,"Epstein-Barr virus latent gene expression during the initiation of B cell immortalization","Allday M.J., Crawford D.H., Griffin B.E.",00221317,"Journal of General Virology",70, 7,43,1,4,5,0,48
1989,"EBV gene expression in an NPC-related tumour","Hitt M.M., Allday M.J., Hara T., Karran L., Jones M.D., Busson P., Tursz T., Ernberg I., Griffin B.E.",02614189,"EMBO Journal",8, 9,84,4,4,8,3,95
1988,"EBNA-1: A virally induced nuclear antigen of primate lymphocytes and its expression in Drosophila cells","MacGillivray A.J., Allday M.J., Saunders S.E., Sinclair J.H.",00070920,"British Journal of Cancer",58, 9,0,0,0,0,0,0
1988,"Prediction and demonstration of a novel Epstein-Barr virus nuclear antigen.","Allday M.J., Crawford D.H., Griffin B.E.",03051048,"Nucleic Acids Research",16, 10,5,0,0,0,0,5
1988,"Role of epithelium in EBV persistence and pathogenesis of B-cell tumours","Allday M.J., Crawford D.H.",01406736,"Lancet",1, 8590,40,1,1,2,0,42
1987,"Rapid processing of nitrocellulose filter lifts of bacteriophage lambda libraries.","Allday M.J., Jones M.D.",03051048,"Nucleic Acids Research",15, 24,1,0,0,0,0,1
1985,"Efficient expression of an Epstein-Barr nuclear antigen in Drosophila cells transfected with Epstein-Barr virus DNA.","Allday M.J., Sinclair J.H., MacGillivray A.J., Sang J.H.",02614189,"EMBO Journal",4, 11,0,0,0,0,0,0
