,"Author: Lowrie, Margaret B.",,,,,,,,,,,
,,,,,,,,,,,,
,"h index = 8 (Of the 14 documents considered for the h-Index, 8 have been cited at least 8 times.)",,,,,,,,,,,
,Note: The h Index considers Scopus documents published after 1995.  ,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,<2007,2007,2008,subtotal,>2008,total
Publication Year,Document Title,Authors,ISSN,Journal Title,Volume,Issue,513,54,39,93,19,625
2006,"GAA repeat expansion mutation mouse models of Friedreich ataxia exhibit oxidative stress leading to progressive neuronal and cardiac pathology","Al-Mahdawi S., King R., Pook M.A., Pinto R.M., Varshney D., Lawrence L., Lowrie M.B., Hughes S., Webster Z., Blake J., Cooper J.M.",08887543,"Genomics",88, 5,0,10,7,17,5,22
2005,"Cadherin-10 is a novel blood-brain barrier adhesion molecule in human and mouse","Williams M.J., Lowrie M.B., Bennett J.P., Firth J.A., Clark P.",00068993,"Brain Research",1058, 1-2,0,0,4,4,2,6
2004,"The effect of activity during early postnatal development on motor unit size","Vrbova G., Lowrie M.B.",00084212,"Canadian Journal of Physiology and Pharmacology",82, 8-9,0,1,0,1,0,1
2002,"YAC transgenic mice carrying pathological alleles of the MJD1 locus exhibit a mild and slowly progressive cerebellar deficit","Cemal C.K., Chamberlain S., Carroll C.J., Lawrence L., Lowrie M.B., Ruddle P., Al-Mahdawi S., King R.H.M., Pook M.A., Huxley C.",09646906,"Human Molecular Genetics",11, 9,18,3,8,11,3,32
2001,"Rescue of the Friedreich's ataxia knockout mouse by human YAC transgenesis","Pook M.A., Cooper J.M., Koenig M., Chamberlain S., Al-Mahdawi S., Carroll C.J., Cossee M., Puccio H., Lawrence L., Clark P., Lowrie M.B., Bradley J.L.",13646745,"Neurogenetics",3, 4,14,2,2,4,2,20
2001,"Repeated injury to the sciatic nerve in immature rats causes motoneuron death and impairs muscle recovery","Lowrie M.B., Vrbova G.",00144886,"Experimental Neurology",171, 1,3,2,2,4,0,7
2000,"Cell death of spinal interneurones","Lowrie M.B., Lawson S.J.",03010082,"Progress in Neurobiology",61, 6,14,0,2,2,0,16
1999,"Contralateral effects of peripheral nerve injury [3]","Lowrie M.B.",01662236,"Trends in Neurosciences",22, 11,8,0,0,0,0,8
1998,"Motoneurones that innervate the rat soleus muscle mature later than those to the tibialis anterior and extensor digitorum longus muscles","Sanusi J., Greensmith L., Lowrie M.B., Vrbova G.",03785866,"Developmental Neuroscience",20, 6,10,3,0,3,0,13
1998,"The role of apoptosis and excitotoxicity in the death of spinal motoneurons and interneurons after neonatal nerve injury","Lawson S.J., Lowrie M.B.",03064522,"Neuroscience",87, 2,30,1,3,4,0,34
1998,"Motoneuron survival after neonatal peroneal nerve injury in the rat - Evidence for the sparing effect of reciprocal inhibition","Waters H.J., Barnett G., O'Hanlon G.M., Lowrie M.B.",00144886,"Experimental Neurology",152, 1,0,0,0,0,1,1
1998,"Evidence for two populations of N-methyl-D-aspartate receptors in neonatal rat spinal cord. The effect of peripheral nerve axotomy","Hughes S., Lowrie M.B., Smith M.E.",01653806,"Developmental Brain Research",105, 2,4,0,0,0,0,4
1997,"N-methyl-D-aspartate receptors in motoneurones after unilateral axotomy in the neonatal rat","Hughes S., Lowrie M.B., Smith M.E.",01653806,"Developmental Brain Research",102, 1,11,1,0,1,0,12
1997,"Temporary paralysis of soleus muscle in rats affects survival and connectivity of motoneurons","Lawson S.J., Lowrie M.B.",00218782,"Journal of Anatomy",191, 1,0,0,0,0,0,0
1995,"Nerve injury in adult rats causes abnormalities in the motoneuron dendritic field that differ from those seen following neonatal nerve injury","O'Hanlon G.M., Lowrie M.B.",00144819,"Experimental Brain Research",103, 2,9,1,0,1,2,12
1995,"Magnesium ions reduce motoneuron death following nerve injury or exposure to N-methyl-D-aspartate in the developing rat","Greensmith L., Mooney E.C., Waters H.J., Houlihan-Burne D.G., Lowrie M.B.",03064522,"Neuroscience",68, 3,17,1,1,2,0,19
1994,"Time course of motoneurone death after neonatal sciatic nerve crush in the rat","Lowrie M.B., Lavalette D., Davies C.E.",03785866,"Developmental Neuroscience",16, 5-6,13,2,1,3,0,16
1994,"Both afferent and efferent connections influence postnatal growth of motoneuron dendrites in the rat","O'Hanlon G.M., Lowrie M.B.",03785866,"Developmental Neuroscience",16, 1-2,7,0,0,0,0,7
1994,"Dendritic development in normal lumbar motoneurons and following neonatal nerve crush in the rat","O'Hanlon G.M., Lowrie M.B.",03785866,"Developmental Neuroscience",16, 1-2,7,1,0,1,0,8
1993,"Evidence for age-dependent changes in motoneuron dendritic morphology following neonatal nerve-crush in the rat","O'Hanlon G.M., Lowrie M.B.",03064522,"Neuroscience",57, 4,2,0,0,0,0,2
1993,"Neonatal nerve injury causes long-term changes in growth and distribution of motoneuron dendrites in the rat","O'Hanlon G.M., Lowrie M.B.",03064522,"Neuroscience",56, 2,9,1,0,1,0,10
1992,"Letter to the editor","Bennett J.P., Lowrie M.B.",01662236,"Trends in Neurosciences",15, 12,0,0,0,0,0,0
1992,"Dependence of postnatal motoneurones on their targets: Review and hypothesis","Lowrie M.B., Vrbova G.",01662236,"Trends in Neurosciences",15, 3,123,7,4,11,1,135
1992,"Are neurotransmitter carriers cell-specific markers?","Bennett J.P., Lowrie M.B.",01662236,"Trends in Neurosciences",15, 12,0,0,0,0,0,0
1992,"Are neurotransmitter carriers cell-specific markers? [1]","Bonanno G., Raiteri M., Kimelberg H., Bennett J.P., Lowrie M.B., Uhl G.R.",01662236,"Trends in Neurosciences",15, 12,2,0,0,0,0,2
1992,"A postsynaptic GABA transporter in rat spinal motor neurones","Snow H., Lowrie M.B., Bennett J.P.",03043940,"Neuroscience Letters",143, 1-2,11,0,0,0,0,11
1991,"Absence of nerve-, muscle interaction influences the survival of developing motoneurons","Burls A., Subramaniam K., Lowrie M.B., Vrbova G.",0953816X,"European Journal of Neuroscience",3, 3,7,1,0,1,0,8
1990,"Impairment of developing fast muscles after nerve injury in the rat depends upon the period of denervation","Lowrie M.B., Shahani U., Vrbova G.",0022510X,"Journal of the Neurological Sciences",99, 2-3,10,1,0,1,0,11
1989,"Letter to the editor","Lowrie M.B., Vrbova G.",01662236,"Trends in Neurosciences",12, 12,0,0,0,0,0,0
1989,"The effect of load on the phenotype of the developing rat soleus muscle","Lowrie M.B., More A.F.K., Vrbova G.",00316768,"Pflugers Archiv European Journal of Physiology",415, 2,11,0,0,0,0,11
1988,"Reorganization of synaptic inputs to developing skeletal muscle fibres.","Vrbova G., Lowrie M.B., Evers J.",03005208,"Ciba Foundation symposium",138, ,6,0,0,0,0,6
1988,"Reorganization of motor units in reinnervated muscles of the rat","Albani M., Lowrie M.B., Vrbova G.",0022510X,"Journal of the Neurological Sciences",88, 1-3,21,4,0,4,0,25
1988,"The distribution of slow myosin in rat muscles after neonatal nerve crush","Lowrie M.B., Dhoot G.K., Vrbova G.",0148639X,"Muscle and Nerve",11, 10,4,1,0,1,0,5
1987,"Permanent changes in muscle and motoneurones induced by nerve injury during a critical period of development of the rat","Lowrie M.B., Krishnan S., Vrbova G.",01653806,"Developmental Brain Research",31, 1,37,1,0,1,0,38
1987,"Permanent changes in muscle and motoneurones induced by nerve injury during a critical period of development of the rat.","Lowrie M.B., Krishnan S., Vrbova G.",00068993,"Brain Research",428, 1,22,0,2,2,1,25
1985,"The effect of altered peripheral field on motoneurone function in developing rat soleus muscles","Lowrie M.B., O'Brien R.A.D., Vrbova G.",00223751,"Journal of Physiology",368, ,8,2,0,2,0,10
1985,"The effect of reducing the peripheral field on motoneurone development in the rat.","Krishnan S., Lowrie M.B., Vrbova G.",00068993,"Brain Research",351, 1,2,1,0,1,0,3
1985,"Matching of muscle properties and motoneurone firing patterns during early stages of development","Vrbova G., Navarrete R., Lowrie M.",00220949,"Journal of Experimental Biology",115, ,11,2,3,5,1,17
1985,"The effect of reducing the peripheral field on motoneurone development in the rat","Krishnan S., Lowrie M.B., Vrbova G.",01653806,"Developmental Brain Research",19, 1,4,0,0,0,0,4
1984,"Different pattern of recovery of fast and slow muscles following nerve injury in the rat","Lowrie M.B., Vrbova G.",00223751,"Journal of Physiology",349, ,17,2,0,2,0,19
1982,"Recovery of slow and fast muscles following nerve injury during early post-natal development in the rat","Lowrie M.B., Krishnan S., Vrbova G.",00223751,"Journal of Physiology",331, ,32,2,0,2,0,34
1980,"The development of independent secondary ('mirror') discharges in the monkey: Failure to replicate earlier findings","Lowrie M.B., Ettlinger G.",00139580,"Epilepsia",21, 1,3,0,0,0,0,3
1978,"The effects of ablations on primary and secondary epileptic discharges in commissure-sectioned rhesus monkeys","Lowrie M.B., Maccabe J.J., Ettlinger G.",00134694,"Electroencephalography and Clinical Neurophysiology",44, 1,2,0,0,0,0,2
1977,"Tactile discrimination performance in split-brain monkeys with secondary posterior parietal discharges","Lowrie M.B., Ettlinger G.",03400727,"Psychological Research",39, 4,0,0,0,0,0,0
1977,"The effect of prolonged preoperative transfer testing on intermanual transfer of training in the monkey","Hunter M., Lowrie M.B., Ettlinger G., Maccabe J.J.",00109452,"Cortex",13, 2,0,0,0,0,1,1
1976,"An immunological factor in epilepsy","Ettlinger G., Lowrie M.B.",01406736,"Lancet",1, 7974,4,1,0,1,0,5
