,This is a citation overview for a set of 47 documents.,,,,,,,,,,,,
,,,,,,,,,,,,,
,"h index = 19 (Of the 47 documents considered for the h-Index, 19 have been cited at least 19 times.)",,,,,,,,,,,,
,Note: Scopus does not have complete citation information for articles published before 1996.  ,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,<2010,2010,2011,2012,subtotal,>2012,total
Publication Year,Document Title,Authors,ISSN,Journal Title,Volume,Issue,1448,183,120,44,347,0,1795
2009,"Effective dose of sedation in transesophageal echocardiography - Relation to age, body surface area and left ventricle function | Dosis efectiva de sedación en ecografía transesofá gica. Relación con edad, área de superficie y función del vi","Jose G.M., Ortiz J., Suaide Silva C.E., Cortez Ferreira L.D., De Novaes Y.P.S., Monaco C.G., Gil M.A., Linhares R.R., Rodrigues M.S., De Moraes A.S.S.",0066782X,Arquivos Brasileiros de Cardiologia,93,6,0,0,0,0,0,0,0
2009,Toll-like receptor-2 mediates inflammation and matrix degradation in human atherosclerosis,"Monaco C., Gregan S.M., Navin T.J., Foxwell B.M.J., Davies A.H., Feldmann M.",97322,Circulation,120,24,0,9,15,5,29,0,29
2009,Safety of transesophageal echocardiography in adults: Study in a multidisciplinary hospital | Seguridad de la ecocardiografía transesofágica en adultos. Estudio en un hospital multidisciplinario,"Cury A.F., Guimaraes L.A., Morhy S.S., Vieira M.L.C., Fischer C.H., Rodrigues A.C.T., Cordovil A., Monaco C., Naccarato G.A., Tavares G., Lira Filho E.B.",0066782X,Arquivos Brasileiros de Cardiologia,93,5,0,1,1,0,2,0,2
2009,The inextricable link between atherosclerosis and prototypical inflammatory diseases rheumatoid arthritis and systemic lupus erythematosus.,"Full L.E., Ruisanchez C., Monaco C.",14786362,Arthritis research & therapy,11,2,3,11,8,1,20,0,23
2009,Analysis of left ventricular regional dyssynchrony: Comparison between real time 3D echocardiography and tissue doppler imaging,"Vieira M.L.C., Pfeferman A., Fischer C.H., Morhy S.S., Cury A.F., Naccarato G., Oliveira W.A., Monaco C.G., Rodrigues A.C.T., Cordovil A., Tavares G.M.P., Filho E.B.L.",7422822,Echocardiography,26,6,2,4,1,2,7,0,9
2008,Expansion of T-cell receptor ?dim effector T cells in acute coronary syndromes,"Ammirati E., Manfredi A.A., Maseri A., Cope A.P., Monaco C., Vermi A.-C., Cianflone D., Banfi M., Foglieni C., Godino C., Airoldi F., Ferri L.A., Gorman C.L.",10795642,"Arteriosclerosis, Thrombosis, and Vascular Biology",28,12,0,2,2,1,5,0,5
2008,C-reactive protein (CRP) induces chemokine secretion via CD11b/ICAM-1 interaction in human adherent monocytes,"Montecucco F., Steffens S., Burger F., Pelli G., Monaco C., Mach F.",7415400,Journal of Leukocyte Biology,84,4,4,6,2,4,12,0,16
2008,Ventricular dyssynchrony index: Comparison with two-dimensional and three-dimensional ejection fraction | Índice de dissincronia ventricular: Comparação com a fração de ejeção bidimensional e tridimensional,"Vieira M.L.C., Morhy S.S., Cury A.F., Naccarato G., Oliveira W.A., Monaco C.G., Cordovil A., Rodrigues A.C.T., Lira Filho E.B., Fischer C.H.",0066782X,Arquivos Brasileiros de Cardiologia,91,3,2,0,0,0,0,0,2
2008,Additive prognostic value of interleukin-6 at peak phase of dobutamine stress echocardiography in patients with coronary artery disease. A 6-year follow-up study,"Ikonomidis I., Nihoyannopoulos P., Athanassopoulos G., Stamatelopoulos K., Lekakis J., Revela I., Venetsanou K., Marinou M., Monaco C., Cokkinos D.V.",28703,American Heart Journal,156,2,1,2,1,0,3,0,4
2007,Key differences in TLR3/poly I:C signaling and cytokine induction by human primary cells: A phenomenon absent from murine cell systems,"Lundberg A.M., Drexler S.K., Monaco C., Williams L.M., Sacre S.M., Feldmann M., Foxwell B.M.",64971,Blood,110,9,24,11,4,3,18,0,42
2007,TCR? dim lymphocytes define populations of circulating effector cells that migrate to inflamed tissues,"Zhang Z., Gorman C.L., Vermi A.-C., Monaco C., Foey A., Owen S., Amjadi P., Vallance A., McClinton C., Marelli-Berg F., Isomaki P., Russell A., Dazzi F., Vyse T.J., Brennan F.M., Cope A.P.",64971,Blood,109,10,8,3,3,2,8,0,16
2007,Left atrial appendage: Real-time three-dimensional transthoracic echocardiographic image | Apêndice atrial esquerdo: Imagem ecocardiográfica transtorácica tridimensional em tempo real,"Vieira M.L.C., Morhy S.S., Tavares G.M.P., Cury A., Lira Filho E.B., Cordovil A., Rodrigues A.C.T., Monaco C.G., Naccarato G., Fischer C.H.",0066782X,Arquivos Brasileiros de Cardiologia,88,4,0,0,0,0,0,0,0
2005,Transesophageal echocardiography discloses unexpected cardiac sources of embolus in stroke patients aged more than 45 years,"Fukujima M.M., Tatani S.B., Aguiar A.S., De Rezende Ferraz M.E.M., Francisco S., Ferreira L.D., Monaco C.G., Ortiz J., Costa Lima J.A., Gabbai A.A., Do Prado G.F.",0004282X,Arquivos de Neuro-Psiquiatria,63,4,1,0,1,0,1,0,2
2005,Erectile dysfunction: A marker for myocardial perfusion impairment?,"Ortiz J., Ortiz S.T., Monaco C.G., Yamashita C.H., Mendes Moreira M.C., Monacoca F.",0066782X,Arquivos Brasileiros de Cardiologia,85,4,2,2,0,0,2,0,4
2005,Evaluation of segmentary contractility in Chagas' disease by using the integral of the myocardial velocity gradient (myocardial strain) obtained through tissue doppler echocardiography | Avaliação da contratilidade segmentar na doença de Chagas utilizando a integral do gradiente intramiocárdico de velocidade (strain miocárdico) obtida pela ecocardiografia com doppler tecidual,"Suaide Silva C.E., Pereira Barretto A.C., Cortez Ferreira L.D., Peixoto L.B., Monaco C.G., Gil M.A., Ortiz J., Ianni B.M., Andrade J.L., Mathias Jr. W.",0066782X,Arquivos Brasileiros de Cardiologia,84,4,2,2,1,0,3,0,5
2005,What causes acute coronary syndromes? Applying Koch's postulates,"Monaco C., Mathur A., Martin J.F.",219150,Atherosclerosis,179,1,11,1,0,0,1,0,12
2005,Persistent systemic inflammation in unstable angina is largely unrelated to the atherothrombotic burden,"Monaco C., Rossi E., Milazzo D., Citterio F., Ginnetti F., D'Onofrio G., Cianflone D., Crea F., Biasucci L.M., Maseri A.",7351097,Journal of the American College of Cardiology,45,2,10,1,2,1,4,0,14
2004,Canonical pathway of nuclear factor ?B activation selectively regulates proinflammatory and prothrombotic responses in human atherosclerosis,"Monaco C., Andreakos E., Kiriakidis S., Mauri C., Bicknell C., Foxwell B., Cheshire N., Paleolog E., Feldmann M.",278424,Proceedings of the National Academy of Sciences of the United States of America,101,15,53,14,8,5,27,0,80
2004,Distinct pathways of LPS-induced NF-?B activation and cytokine production in human myeloid and nonmyeloid cells defined by selective utilization of MyD88 and Mal/TIRAP,"Andreakos E., Sacre S.M., Smith C., Lundberg A., Kiriakidis S., Stonehouse T., Monaco C., Feldmann M., Foxwell B.M.",64971,Blood,103,6,48,9,4,5,18,0,66
2004,"T-cell-mediated signalling in immune, inflammatory and angiogenic processes: The cascade of events leading to inflammatory diseases","Monaco C., Andreakos E., Kiriakidis S., Feldmann M., Paleolog E.",1568010X,Current Drug Targets: Inflammation and Allergy,3,1,43,7,7,1,15,0,58
2004,Nuclear factor ?B: A potential therapeutic target in atherosclerosis and thrombosis,"Monaco C., Paleolog E.",86363,Cardiovascular Research,61,4,77,14,7,3,24,0,101
2004,Standardization of the equipment and techniques of examination for accomplishing echocardiographic examinations | Normatização dos equipamentos e técnicas de exame para realização de exames ecocardiográficos,"Suaide Silva C.E., Monaco C.G., Braz Peixoto L., Guimaraes J.I., Tasca R., Weitzel L.H., Moises V.A., Cortez Ferreira L.D., Penha Tavares G.M., Barros Pena J.L., Ortiz J., Medeiros C.C.J.",0066782X,Arquivos Brasileiros de Cardiologia,82,2,1,0,0,0,0,0,1
2003,Heterogeneous requirement of I?B kinase 2 for inflammatory cytokine and matrix metalloproteinase production in rheumatoid arthritis: Implications for therapy,"Andreakos E., Smith C., Kiriakidis S., Monaco C., De Martin R., Brennan F.M., Paleolog E., Feldmann M., Foxwell B.M.",43591,Arthritis and Rheumatism,48,7,43,5,0,1,6,0,49
