,"This is a citation overview for a set of 99 documents.",,,,,,,,,,,
,,,,,,,,,,,,
,"h index = 23 (Of the 99 documents considered for the h-Index, 23 have been cited at least 23 times.)",,,,,,,,,,,
,Note: Scopus does not have complete citation information for articles published before 1996.  ,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,<2007,2007,2008,subtotal,>2008,total
Publication Year,Document Title,Authors,ISSN,Journal Title,Volume,Issue,1385,167,135,302,76,1763
2008,"Long term androgen deprivation therapy in prostate cancer","Ockrim J.L., Abel P.D.",09598146,"BMJ",337, 7673,0,0,0,0,0,0
2008,"Long term androgen deprivation therapy in prostate cancer.","Ockrim J.L., Abel P.D.",14685833,"BMJ (Clinical research ed.)",337, ,0,0,0,0,0,0
2008,"Predictive value of PTEN and AR coexpression of sustained responsiveness to hormonal therapy in prostate cancer - A pilot study","El Sheikh S.S., Romanska H.M., Abel P., Domin J., Lalani E.-N.",15228002,"Neoplasia",10, 9,0,0,1,1,1,2
2008,"Early hormonal data from a multicentre phase II trial using transdermal oestrogen patches as first-line hormonal therapy in patients with locally advanced or metastatic prostate cancer","Langley R.E., Dearnaley D., Parmar M., Abel P.D., Godsland I.F., Kynaston H., Clarke N.W., Rosen S.D., Morgan R.C., Pollock P., Kockelbergh R., Lalani E.-N.",14644096,"BJU International",102, 4,0,0,0,0,0,0
2007,"Design and development of a prototype endocavitary probe for high-intensity focused ultrasound delivery with integrated magnetic resonance imaging","Wharton I.P., Rivens I.H., Ter Haar G.R., Gilderdale D.J., Collins D.J., Hand J.W., Abel P.D., DeSouza N.M.",10531807,"Journal of Magnetic Resonance Imaging",25, 3,0,0,3,3,1,4
2006,"Therapy Insight: Parenteral estrogen treatment for prostate cancer - A new dawn for an old therapy","Ockrim J., Lalani E.-N., Abel P.",17434254,"Nature Clinical Practice Oncology",3, 10,0,3,1,4,1,5
2006,"Changes in vascular flow after transdermal oestradiol therapy for prostate cancer: A mechanism for cardiovascular toxicity and benefit?","Ockrim J.L., Lalani E.-N., Aslam M., Standfield N., Abel P.D.",14644096,"BJU International",97, 3,3,0,2,2,0,5
2005,"Transdermal estradiol therapy for prostate cancer reduces thrombophilic activation and protects against thromboembolism","Ockrim J.L., Lalani E.-N., Kakkar A.K., Abel P.D.",00225347,"Journal of Urology",174, 2,9,4,1,5,0,14
2005,"RE: Osteoporosis and spinal fractures in men with prostate cancer: Risk factors and effects of androgen deprivation therapy [4] (multiple letters)","Ockrim J.L., Lalani E.-N., Abel P.D., Pitts Jr. W.R.",00225347,"Journal of Urology",173, 5,0,0,0,0,0,0
