,"This is a citation overview for a set of 1168 documents.",,,,,,,,,,,
,,,,,,,,,,,,
,"h index = 72 (Of the 1168 documents considered for the h-Index, 72 have been cited at least 72 times.)",,,,,,,,,,,
,Note: Scopus does not have complete citation information for articles published before 1996.  ,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,<2007,2007,2008,subtotal,>2008,total
Publication Year,Document Title,Authors,ISSN,Journal Title,Volume,Issue,20512,2795,2612,5407,1720,27639
2009,"Hypothalamic injection of oxyntomodulin suppresses circulating ghrelin-like immunoreactivity","Patterson M., Bloom S.R., Murphy K.G., Patel S.R., Patel N.A., Greenwood H.C., Cooke J.H., Campbell D., Bewick G.A., Ghatei M.A.",00137227,"Endocrinology",150, 8,0,0,0,0,0,0
2009,"Cerebral activation by fasting induces lactate accumulation in the hypothalamus","Violante I.R., Cerdan S., Anastasovska J., Sanchez-Canon G.J., Rodrigues T.B., Righi V., Nieto-Charques L., Parkinson J.R.C., Bloom S.R., Bell J.D.",07403194,"Magnetic Resonance in Medicine",62, 2,0,0,0,0,0,0
2009,"Sustained appetite improvement in malnourished dialysis patients by daily ghrelin treatment","Ashby D.R., Tam F.W.K., Bloom S.R., Choi P., Ford H.E., Wynne K.J., Wren A.M., Murphy K.G., Busbridge M., Brown E.A., Taube D.H., Ghatei M.A.",00852538,"Kidney International",76, 2,0,0,0,0,1,1
2009,"Peripheral and central administration of xenin and neurotensin suppress food intake in rodents","Cooke J.H., Patterson M., Patel S.R., Smith K.L., Ghatei M.A., Bloom S.R., Murphy K.G.",19307381,"Obesity",17, 6,0,0,0,0,0,0
2009,"Plasma hepcidin levels are elevated but responsive to erythropoietin therapy in renal disease","Ashby D.R., Chapman R.S., Maxwell P.H., Choi P., Gale D.P., Busbridge M., Murphy K.G., Duncan N.D., Cairns T.D., Taube D.H., Bloom S.R., Tam F.W.K.",00852538,"Kidney International",75, 9,0,0,0,0,3,3
2009,"Relaxin-3 and its role in neuroendocrine function","McGowan B.M.C., Stanley S.A., Ghatei M.A., Bloom S.R.",00778923,"Annals of the New York Academy of Sciences",1160, ,0,0,0,0,0,0
2009,"Investigation of structure-activity relationships of oxyntomodulin (Oxm) using oxm analogs","Druce M.R., Bloom S.R., Minnion J.S., Field B.C.T., Patel S.R., Shillito J.C., Tilby M., Beale K.E.L., Murphy K.G., Ghatei M.A.",00137227,"Endocrinology",150, 4,0,0,0,0,1,1
2009,"Mice with hyperghrelinemia are hyperphagic and glucose intolerant and have reduced leptin sensitivity","Bewick G.A., Kent A., Campbell D., Patterson M., Ghatei M.A., Bloom S.R., Gardiner J.V.",00121797,"Diabetes",58, 4,0,0,0,0,1,1
2009,"Hypothalamic regulation of food intake and clinical therapeutic applications | Regulação hipotalâmica da ingestão alimentar e suas aplicações terapêuticas clínicas","Simpson K.A., Martin N.M., Bloom S.R.",00042730,"Arquivos Brasileiros de Endocrinologia e Metabologia",53, 2,0,0,0,0,0,0
2009,"Differential patterns of neuronal activation in the brainstem and hypothalamus following peripheral injection of GLP-1, oxyntomodulin and lithium chloride in mice detected by manganese-enhanced magnetic resonance imaging (MEMRI)","Parkinson J.R.C., Chaudhri O.B., Kuo Y.-T., Field B.C.T., Herlihy A.H., Dhillo W.S., Ghatei M.A., Bloom S.R., Bell J.D.",10538119,"NeuroImage",44, 3,0,0,0,0,1,1
2009,"Kisspeptins and the control of gonadotropin secretion in humans","Jayasena C.N., Dhillo W.S., Bloom S.R.",01969781,"Peptides",30, 1,0,0,0,0,0,0
2008,"The effects of pancreatic polypeptide on locomotor activity and food intake in mice","Liu Y.-L., Semjonous N.M., Murphy K.G., Ghatei M.A., Bloom S.R.",03070565,"International Journal of Obesity",32, 11,0,0,0,0,2,2
2008,"Peptide YY: A Gut Hormone Associated with Anorexia during Infectious Diarrhea in Children","Beck A.L., Cabrera L., Pan W.K.Y., Cama V., Friedland J.S., Ghatei M.A., Bloom S.R., Lewis J., Gilman R.H.",00223476,"Journal of Pediatrics",153, 5,0,0,0,0,0,0
2008,"Long-acting octreotide treatment causes a sustained decrease in ghrelin concentrations but does not affect weight, behaviour and appetite in subjects with Prader-Willi syndrome","De Waele K., Ishkanian S.L., Bogarin R., Miranda C.A., Ghatei M.A., Bloom S.R., Pacaud D., Chanoine J.-P.",08044643,"European Journal of Endocrinology",159, 4,0,0,1,1,2,3
2008,"Overexpression of CART in the PVN increases food intake and weight gain in rats","Smith K.L., Gardiner J.V., Ward H.L., Kong W.M., Murphy K.G., Martin N.M., Ghatei M.A., Bloom S.R.",19307381,"Obesity",16, 10,0,0,0,0,1,1
2008,"Pyroglutamylated RFamide peptide 43 stimulates the hypothalamic-pituitary- gonadal axis via gonadotropin-releasing hormone in rats","Patel S.R., Murphy K.G., Thompson E.L., Patterson M., Curtis A.E., Ghatei M.A., Bloom S.R.",00137227,"Endocrinology",149, 9,0,0,0,0,2,2
2008,"No evidence of an additive inhibitory feeding effect following PP and PYY3-36 administration","Neary N.M., McGowan B.M., Monteiro M.P., Jesudason D.R., Ghatei M.A., Bloom S.R.",03070565,"International Journal of Obesity",32, 9,0,0,0,0,0,0
2008,"Plasma levels of the neurohypophysial protein 7B2 during the physiological menstrual cycle and the menopause","Venetikou M.S., Ghatei M.A., Burrin J.M., Bloom S.R.",10116583,"Review of Clinical Pharmacology and Pharmacokinetics, International Edition",22, 2,0,0,0,0,0,0
2008,"An increase in kisspeptin-54 release occurs with the pubertal increase in luteinizing hormone-releasing hormone-1 release in the stalk-median eminence of female rhesus monkeys in vivo","Keen K.L., Wegner F.H., Bloom S.R., Ghatei M.A., Terasawa E.",00137227,"Endocrinology",149, 8,0,0,0,0,7,7
