,"Author: Barclay, Wendy S.",,,,,,,,,,,
,,,,,,,,,,,,
,"h index = 15 (Of the 31 documents considered for the h-Index, 15 have been cited at least 15 times.)",,,,,,,,,,,
,Note: The h Index considers Scopus documents published after 1995.  ,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,<2007,2007,2008,subtotal,>2008,total
Publication Year,Document Title,Authors,ISSN,Journal Title,Volume,Issue,576,101,116,217,82,875
2009,"A complicated message: Identification of a novel PB1-related protein translated from influenza A virus segment 2 mRNA","Wise H.M., Foeglein A., Sun J., Dalton R.M., Patel S., Howard W., Anderson E.C., Barclay W.S., Digard P.",0022538X,"Journal of Virology",83, 16,0,0,0,0,0,0
2009,"Avian influenza virus glycoproteins restrict virus replication and spread through human airway epithelium at temperatures of the proximal airways","Scull M.A., Gillim-Ross L., Santos C., Roberts K.L., Bordonali E., Subbarao K., Barclay W.S., Pickles R.J.",15537366,"PLoS Pathogens",5, 5,0,0,0,0,0,0
2009,"Suitability of PER.C6® cells to generate epidemic and pandemic influenza vaccine strains by reverse genetics","Koudstaal W., de Boer-Luijtze E., de Leeuw O., Cornelissen L., Goudsmit J., Barclay W., Hartgroves L., Havenga M., Legastelois I., Ophorst C., Sieuwerts M., Zuijdgeest D., Vogels R., Custers J.",0264410X,"Vaccine",27, 19,0,0,0,0,0,0
2009,"A phase I clinical trial of a PER.C6® cell grown influenza H7 virus vaccine","Cox R.J., Barclay W., Donatelli I., Zambon M., Wood J., Haaheim L.R., Madhun A.S., Hauge S., Sjursen H., Major D., Kuhne M., Hoschler K., Saville M., Vogel F.R.",0264410X,"Vaccine",27, 13,0,0,0,0,1,1
2008,"Structure of an avian influenza A virus NS1 protein effector domain","Hale B.G., Barclay W.S., Randall R.E., Russell R.J.",00426822,"Virology",378, 1,0,0,3,3,4,7
2008,"In vitro expression studies of three proteins of Iranian wheat stripe virus","Heydarnejad J., Izadpanah K., Barclay W.",17283043,"Iranian Journal of Biotechnology",6, 1,0,0,0,0,0,0
2007,"Alterations in receptor binding properties of recent human influenza H3N2 viruses are associated with reduced natural killer cell lysis of infected cells","Owen R.E., Borrow P., Yamada E., Thompson C.I., Phillipson L.J., Thompson C., Taylor E., Zambon M., Osborn H.M.I., Barclay W.S.",0022538X,"Journal of Virology",81, 20,0,0,3,3,2,5
2007,"Generation of candidate human influenza vaccine strains in cell culture - rehearsing the European response to an H7N1 pandemic threat.","Whiteley A., Major D., Legastelois I., Campitelli L., Donatelli I., Thompson C.I., Zambon M.C., Wood J.M., Barclay W.S.",17502659,"Influenza and other respiratory viruses",1, 4,0,0,1,1,7,8
2007,"Probing the receptor interactions of an H5 avian influenza virus using a baculovirus expression system and functionalised poly(acrylic acid) ligands","Barclay W.S., Jones I.M., Osborn H.M.I., Phillipson L., Ren J., Talevera G.A., Thompson C.I.",09680896,"Bioorganic and Medicinal Chemistry",15, 12,0,1,1,2,2,4
2007,"Development of a reverse genetics system enabling the rescue of recombinant avian influenza virus A/Turkey/England/50-92/91 (H5N1)","Howard W., Hayman A., Lackenby A., Whiteley A., Londt B., Banks J., McCauley J., Barclay W.",00052086,"Avian Diseases",51, 1,0,0,2,2,0,2
2007,"NS1 proteins of avian influenza A viruses can act as antagonists of the human alpha/beta interferon response","Hayman A., Comely S., Lackenby A., Hartgroves L.C.S., Goodbourn S., McCauley J.W., Barclay W.S.",0022538X,"Journal of Virology",81, 5,0,2,11,13,3,16
2006,"Infection of human airway epithelium by human and avian strains of influenza A virus","Thompson C.I., Barclay W.S., Zambon M.C., Pickles R.J.",0022538X,"Journal of Virology",80, 16,0,10,15,25,9,34
2006,"Variation in the ability of human influenza A viruses to induce and inhibit the IFN-? pathway","Hayman A., Comely S., Lackenby A., Murphy S., McCauley J., Goodbourn S., Barclay W.",00426822,"Virology",347, 1,2,10,8,18,5,25
2006,"Molecular characterization of Iranian wheat stripe virus shows its taxonomic position as a distinct species in the genus Tenuivirus","Heydarnejad J., Barclay W.S., Izadpanah K., Hunter F.R., Gooding M.J.",03048608,"Archives of Virology",151, 2,0,1,2,3,0,3
2005,"Characterization of recombinant influenza B viruses with key neuraminidase inhibitor resistance mutations","Jackson D., Barclay W., Zurcher T.",03057453,"Journal of Antimicrobial Chemotherapy",55, 2,5,4,3,7,3,15
2004,"Changes in in vitro susceptibility of influenza A H3N2 viruses to a neuraminidase inhibitor drug during evolution in the human host","Thompson C.I., Barclay W.S., Zambon M.C.",03057453,"Journal of Antimicrobial Chemotherapy",53, 5,5,3,3,6,4,15
2004,"Reduced incorporation of the influenza B virus BM2 protein in virus particles decreases infectivity","Jackson D., Zurcher T., Barclay W.",00426822,"Virology",322, 2,2,0,2,2,0,4
2004,"The M1 matrix protein controls the filamentous phenotype of influenza A virus","Elleman C.J., Barclay W.S.",00426822,"Virology",321, 1,11,6,5,11,4,26
2004,"A conserved basic loop in hepatitis C virus p7 protein is required for amantadine-sensitive ion channel activity in mammalian cells but is dispensable for localization to mitochondria","Griffin S.D.C., Harvey R., Clarke D.S., Barclay W.S., Harris M., Rowlands D.J.",00221317,"Journal of General Virology",85, 2,24,16,10,26,5,55
2004,"Pandemic risks from bird flu","Barclay W.S., Zambon M.",09598146,"British Medical Journal",328, 7434,10,0,2,2,0,12
2004,"Restrictions to the Adaptation of Influenza A Virus H5 Hemagglutinin to the Human Host","Harvey R., Martin A.C.R., Zambon M., Barclay W.S.",0022538X,"Journal of Virology",78, 1,20,3,3,6,4,30
2003,"Identification of novel expressed sequences, up-regulated in the leucocytes of chronic fatigue syndrome patients","Powell R., Ren J., Lewith G., Barclay W., Holgate S., Almond J.",09547894,"Clinical and Experimental Allergy",33, 10,10,5,4,9,2,21
2002,"Unravelling the mysteries of influenza","Zambon M., Barclay W.",01406736,"Lancet",360, 9348,1,0,0,0,0,1
2002,"A reverse genetics approach for recovery of recombinant influenza B viruses entirely from cDNA","Jackson D., Cadman A., Zurcher T., Barclay W.S.",0022538X,"Journal of Virology",76, 22,20,4,2,6,3,29
2001,"Sequences in influenza a virus PB2 protein that determine productive infection for an avian influenza virus in mouse and human cell lines","Yao Y., Mingay L.J., McCauley J.W., Barclay W.S.",0022538X,"Journal of Virology",75, 11,10,2,4,6,7,23
2000,"Identification of a cis-acting replication element within the poliovirus coding region","Goodfellow I., Chaudhry Y., Richardson A., Meredith J., Almond J.W., Barclay W., Evans D.J.",0022538X,"Journal of Virology",74, 10,87,9,10,19,8,114
1999,"Isolation and characterization of a transfectant influenza B virus altered in RNA segment 6","Rowley K.V., Harvey R., Barclay W.S.",00221317,"Journal of General Virology",80, 9,3,0,1,1,0,4
1999,"Functional analysis of cell surface-expressed hepatitis C virus E2 glycoprotein","Flint M., Thomas J.M., Maidens C.M., Shotton C., Levy S., Barclay W.S., Mckeating J.A.",0022538X,"Journal of Virology",73, 8,69,10,6,16,4,89
1998,"Phosphorylation of the M2 protein of influenza A virus is not essential for virus viability","Thomas J.M., Stevens M.P., Percy N., Barclay W.S.",00426822,"Virology",252, 1,8,1,3,4,0,12
1998,"Encapsidation studies of poliovirus subgenomic replicons","Barclay W., Li Q., Hutchinson G., Moon D., Richardson A., Percy N., Almond J.W., Evans D.J.",00221317,"Journal of General Virology",79, 7,16,0,2,2,0,18
1998,"The N-terminal extension of the influenza B virus nucleoprotein is not required for nuclear accumulation or the expression and replication of a model RNA","Stevens M.P., Barclay W.S.",0022538X,"Journal of Virology",72, 6,19,1,0,1,0,20
1995,"Influenza B viruses with site-specific mutations introduced into the HA gene","Barclay W.S., Palese P.",0022538X,"Journal of Virology",69, 2,24,0,1,1,0,25
1994,"Use of a mammalian internal ribosomal entry site element for expression of a foreign protein by a transfectant influenza virus","Garcia-Sastre A., Muster T., Barclay W.S., Percy N., Palese P.",0022538X,"Journal of Virology",68, 10,41,1,0,1,2,44
1994,"Expression of a foreign protein by influenza A virus","Percy N., Barclay W.S., Garcia-Sastre A., Palese P.",0022538X,"Journal of Virology",68, 7,54,2,2,4,3,61
1994,"The 5'-untranslated regions of picornavirus RNAs contain independent functional domains essential for RNA replication and translation","Rohll J.B., Percy N., Ley R., Evans D.J., Almond J.W., Barclay W.S.",0022538X,"Journal of Virology",68, 7,66,7,3,10,0,76
1994,"Introduction of foreign sequences into the genome of influenza A virus.","Garcia-Sastre A., Percy N., Barclay W., Palese P.",03015149,"Developments in Biological Standardization",82, ,9,0,0,0,0,9
