,"This is a citation overview for a set of 14 documents.",,,,,,,,,,,
,,,,,,,,,,,,
,"h index = 2 (Of the 14 documents considered for the h-Index, 2 have been cited at least 2 times.)",,,,,,,,,,,
,Note: Scopus does not have complete citation information for articles published before 1996.  ,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,<2007,2007,2008,subtotal,>2008,total
Publication Year,Document Title,Authors,ISSN,Journal Title,Volume,Issue,0,0,2,2,9,11
2009,"Is laparoscopic appendectomy associated with better outcomes?","Faiz O.D., Bottle A., Aylin P.",00034932,"Annals of Surgery",249, 5,0,0,0,0,0,0
2009,"Surgeon volume does not predict outcomes in the setting of technical credentialing: Results from a randomized trial of colon cancer","Burns E.M., Mayer E.K., Faiz O.",00034932,"Annals of Surgery",249, 5,0,0,0,0,0,0
2009,"The cost of laparoscopic colorectal surgery","Faiz O., Kennedy R.",14628910,"Colorectal Disease",11, 4,0,0,0,0,0,0
2009,"A cohort study of results following elective colonic and rectal resection within an enhanced recovery programme","Faiz O., Brown T., Colucci G., Kennedy R.H.",14628910,"Colorectal Disease",11, 4,0,0,0,0,0,0
2009,"Unacceptable variation in abdominoperineal excision rates for rectal cancer","Faiz O., Smith J., Clark S.",00175749,"Gut",58, 1,0,0,0,0,0,0
2008,"Trends in colorectal day case surgery in NHS Trusts between 1998 and 2005","Faiz O.D., Brown T.J., Colucci G., Grover M., Clark S.K.",14628910,"Colorectal Disease",10, 9,0,0,0,0,0,0
2008,"Laparoscopic and conventional appendicectomy in children: Outcomes in English hospitals between 1996 and 2006","Faiz O., Blackburn S.C., Clark J., Bottle A., Curry J.I., Farrands P., Aylin P.",01790358,"Pediatric Surgery International",24, 11,0,0,0,0,0,0
2008,"Traditional and laparoscopic appendectomy in adults: Outcomes in English NHS hospitals between 1996 and 2006","Faiz O., Clark J., Brown T., Bottle A., Antoniou A., Farrands P., Darzi A., Aylin P.",00034932,"Annals of Surgery",248, 5,0,0,0,0,1,1
2008,"Economic evaluation of sacral nerve stimulation for faecal incontinence","Dudding T.C., Lee E.M., Faiz O., Pares D., Vaizey C.J., McGuire A., Kamm M.A.",00071323,"British Journal of Surgery",95, 9,0,0,0,0,2,2
2008,"Measuring and enhancing elective service performance in NHS operating theatres: An overview","Mayer E., Faiz O., Athanasiou T., Vincent C.",01410768,"Journal of the Royal Society of Medicine",101, 6,0,0,0,0,0,0
2008,"Changing trends in surgery for acute appendicitis (Br J Surg 2008; 95: 363-368)","Faiz O., Aylin P., Bottle A.",00071323,"British Journal of Surgery",95, 6,0,0,0,0,2,2
2008,"Is theatre utilization a valid performance indicator for NHS operating theatres?","Faiz O., Tekkis P., Mcguire A., Papagrigoriadis S., Rennie J., Leather A.",14726963,"BMC Health Services Research",8, ,0,0,1,1,1,2
2008,"Demonstrating safety through in-hospital mortality analysis following elective abdominal aortic aneurysm repair in England (Br J Surg 2008; 95: 64-71)","Aylin P., Bottle A., Faiz O.",00071323,"British Journal of Surgery",95, 4,0,0,0,0,0,0
2007,"We still need to operate at night!","Faiz O., Banerjee S., Tekkis P., Papagrigoriadis S., Rennie J., Leather A.",17497922,"World Journal of Emergency Surgery",2, 1,0,0,1,1,3,4
