,"Authors: Vyse, Timothy J.; Vyse, T.",,,,,,,,,,,
,,,,,,,,,,,,
,"h index = 25 (Of the 96 documents considered for the h-Index, 25 have been cited at least 25 times.)",,,,,,,,,,,
,Note: The h Index considers Scopus documents published after 1995.  ,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,<2007,2007,2008,subtotal,>2008,total
Publication Year,Document Title,Authors,ISSN,Journal Title,Volume,Issue,1598,287,470,757,501,2856
2009,"Erratum: Complement receptor 2 polymorphisms associated with systemic lupus erythematosus modulate alternative splicing (Genes and Immunity (2009) vol. 10 (457-469) 10.1038/gene.2009.27)","Douglas K.B., Alarcon G.S., Brown E.E., Edberg J.C., Ramsey-Goldman R., Petri M., Reveille J.D., Vila L.M., Gaffney P.M., James J.A., Moser K.L., Windels D.C., Alarcon-Riquelme M.E., Vyse T.J., Gilkeson G.S., Jacob C.O., Ziegler J.T., Langefeld C.D., Ulgiati D., Tsao B.P., Boackle S.A., Zhao J., Gadeliya A.V., Wu H., Kaufman K.M., Harley J.B., Merrill J., Kimberly R.P.",14664879,"Genes and Immunity",10, 6,0,0,0,0,0,0
2009,"A polymorphism within IL21R confers risk for systemic lupus erythematosus","Webb R., Ramsey-Goldman R., Petri M., Reveille J.D., Alarcon G.S., Vila L.M., Alarcon-Riquelme M.E., James J.A., Gilkeson G.S., Jacob C.O., Moser K.L., Merrill J.T., Gaffney P.M., Vyse T.J., Nath S.K., Lipsky P., Harley J.B., Sawalha A.H., Kelly J.A., Sestak A., Kaufman K.M., Langefeld C.D., Ziegler J., Kimberly R.P., Edberg J.C.",00043591,"Arthritis and Rheumatism",60, 8,0,0,0,0,0,0
2009,"Narcolepsy and the T-cell receptor","Vyse T.J.",10614036,"Nature Genetics",41, 6,0,0,0,0,0,0
2009,"TRAC variants associate with IgA nephropathy","Li R., Lam M.F., Vyse T.J., Lai K.N., Wu C., Wang Y., Xue C., Li C., Lou T., Tao Y., Li Y., Huang W., Zhang J., Leung J.C.K.",10466673,"Journal of the American Society of Nephrology",20, 6,0,0,0,0,0,0
2009,"Identification of new SLE-associated genes with a two-step Bayesian study design","Armstrong D.L., Kaufman K.M., Kelly J.A., Merrill J.T., Harley J.B., Bae S.-C., Vyse T.J., Gilkeson G.S., Gaffney P.M., Moser K.L., Putterman C., Reiff A., Edberg J.C., Brown E.E., Ziegler J., Langefeld C.D., Zidovetzki R., Jacob C.O., Myones B.L., Quismorio Jr. F.P., Klein-Gitelman M., McCurdy D., Wagner-Weiner L., Silverman E., Ojwang J.O.",14664879,"Genes and Immunity",10, 5,0,0,0,0,0,0
2009,"Variation in the upstream region of P-Selectin (SELP) is a risk factor for SLE","Morris D.L., Graham R.R., Erwig L.-P., Gaffney P.M., Moser K.L., Behrens T.W., Vyse T.J., Graham D.S.C.",14664879,"Genes and Immunity",10, 5,0,0,0,0,0,0
2009,"The heritability and genetics of complement C3 expression in UK SLE families","Rhodes B., Hunnangkul S., Morris D.L., Hsaio L.-C., Cunninghame Graham D.S., Nitsch D., Whittaker J.C., Vyse T.J.",14664879,"Genes and Immunity",10, 5,0,0,0,0,0,0
2009,"Complement receptor 2 polymorphisms associated with systemic lupus erythematosus modulate alternative splicing","Douglas K.B., Alarcon G.S., Brown E.E., Edberg J.C., Ramsey-Goldman R., Petri M., Reveille J.D., Vila L.M., Gaffney P.M., James J.A., Moser K.L., Windels D.C., Alarcon-Riquelme M.E., Vyse T.J., Gilkeson G.S., Jacob C.O., Ziegler J.T., Langefeld C.D., Ulgiati D., Tsao B.P., Boackle S.A., Zhao J., Gadeliya A.V., Wu H., Kaufman K.M., Harley J.B., Merrill J., Kimberly R.P.",14664879,"Genes and Immunity",10, 5,0,0,0,0,0,0
