,"Authors: Laycock, J. F.; Laycock, J. F.; Laycock, John F.; Laycock, J. F.; Laycock, Francis J.",,,,,,,,,,,
,,,,,,,,,,,,
,"h index = 5 (Of the 9 documents considered for the h-Index, 5 have been cited at least 5 times.)",,,,,,,,,,,
,Note: The h Index considers Scopus documents published after 1995.  ,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,<2007,2007,2008,subtotal,>2008,total
Publication Year,Document Title,Authors,ISSN,Journal Title,Volume,Issue,128,7,8,15,7,150
2001,"Plasma insulin-like growth factor-1 elevated in mild-to-moderate but not severe heart failure.","Al-Obaidi M.K., Hon J.K., Stubbs P.J., Barnes J., Amersey R.A., Dahdal M., Laycock J.F., Noble M.I., Alaghband-Zadeh J.",10976744,"American heart journal",142, 6,3,1,2,3,1,7
2001,"Renal effects of recombinant prolactin in anaesthetized rats","Morrissey S.E., Newth T., Rees R., Barr A., Shora F., Laycock J.F.",08044643,"European Journal of Endocrinology",145, 1,2,0,0,0,0,2
1999,"Significance of an index of insulin resistance on admission in non- diabetic patients with acute coronary syndromes","Stubbs P.J., Alaghband-Zadeh J., Laycock J.F., Collinson P.O., Carter G.D., Noble M.I.M.",13556037,"Heart",82, 4,8,0,1,1,2,11
1999,"Separate receptors mediate oxytocin and vasopressin stimulation of cAMP in rat inner medullary collecting duct cells","Wargent E.T., Burgess W.J., Laycock J.F., Balment R.J.",09580670,"Experimental Physiology",84, 1,5,1,0,1,1,7
1998,"From vasopressin receptor to water channel: Intracellular traffic, constraint and by-pass","Laycock J.F., Hanoune J.",00220795,"Journal of Endocrinology",159, 3,8,1,1,2,1,11
1998,"Stability of the vasopressin V2 receptor-adenylyl cyclase system in rat kidney","Shen T., Laycock J., Suzuki Y., Defer N., Hanoune J.",00142999,"European Journal of Pharmacology",341, 1,2,0,1,1,0,3
1997,"Effect of ovariectomy and steroid hormone replacement on the recovery of arterial blood pressure following haemorrhage in anaesthetized Brattleboro rats","Morrissey S.E., Edwards T.J., Wilson K.J., Whitehead S.A., Laycock J.F.",08044643,"European Journal of Endocrinology",136, 3,4,0,0,0,0,4
1996,"Hypothalamic and plasma total nitrate/nitrite concentrations in spontaneously hypertensive rats","Alaghband-Zadeh J., Das I., Hanson M.R., MacGregor C.A.J., De Wardener H.E., Laycock J.F.",09580670,"Experimental Physiology",81, 5,10,1,0,1,0,11
1996,"Influence of oestrous cycle on the pressor recovery following haemorrhage in anaesthetized Brattleboro rats","Morrissey S.E., Baden-Fuller J., Murugananthan N., Whitehead S.A., Laycock J.F.",08044643,"European Journal of Endocrinology",134, 3,2,0,0,0,0,2
1995,"Vasopressin and vascular regulation: Is sex a factor?","Laycock J.F., Whitehead S.A.",00220795,"Journal of Endocrinology",144, 3,5,0,0,0,0,5
1994,"Desamino-8D-arginine vasopressin treatment of Brattleboro rats: Effect on sensitivity to pressor hormones","Laycock J.F.",00142999,"European Journal of Pharmacology",271, 1,3,0,0,0,0,3
1994,"The abnormal quinine drinking aversion in the Brattleboro rat with diabetes insipidus is reversed by the vasopressin agonist DDAVP: A possible role for vasopressin in the motivation to drink","Laycock J.F., Chatterji U., Seckl J.R., Gartside I.B.",00319384,"Physiology and Behavior",55, 3,2,0,0,0,0,2
1993,"Vasopressin stimulates cAMP generation in rat inner medullary collecting duct cultured cells","Burgess W.J., Balment R.J., Laycock J.F.",00223751,"Journal of Physiology",473, ,0,0,0,0,0,0
1993,"The cardiovascular response to hemorrhage in female rats is influenced by the estrous cycle","Ivengar N., Laycock J.F.",00778923,"Annals of the New York Academy of Sciences",689, ,2,0,0,0,0,2
1993,"The cAMP agonist Sp-cAMPS stimulates osmotic water transport across rat inner medullary collecting duct cells","Laycock J.F., Hubbard J.I., Schwartz J.H., Stanton B.A., Valtin H.",00778923,"Annals of the New York Academy of Sciences",689, ,2,0,0,0,0,2
1993,"Age-related cardiovascular effects of vasopressin in conscious rats","Obika L.F.O., Laycock J.F.",00778923,"Annals of the New York Academy of Sciences",689, ,1,0,0,0,0,1
1991,"Serum progesterone concentration is raised during early follicular phase in women with polycystic ovaries","Bojanic S., Lake R., Place J., Jones L., Laycock J.F., Carter G.D., Alaghband-Zadeh J.",00045632,"Annals of Clinical Biochemistry",28, 1,3,0,0,0,0,3
1991,"A role for vasopressin in the stress-induced inhibition of gonadotrophin secretion: Studies in the Brattleboro rat","Cover P.O., Laycock J.F., Gartside I.B., Buckingham J.C.",09538194,"Journal of Neuroendocrinology",3, 4,7,0,0,0,0,7
1991,"Hydronephrosis: Prevention by restoration of urinary concentrating ability using desamino-8D-arginine vasopressin (DDAVP) in Brattleboro rats","Laycock J.F., Barrett M.C., Woodrow D.F.",09599673,"International Journal of Experimental Pathology",72, 5,2,0,1,1,0,3
1990,"Cardiovascular and hormonal changes following haemorrhage in the anaesthetized Brattleboro rat with an extracorporeal circulation","Hreash F., Laycock J.F.",00316768,"Pflugers Archiv European Journal of Physiology",417, 1,0,0,0,0,0,0
1990,"The pressor response to vasopressin is not attenuated by hypertonic NaCl in the anaesthetized Brattleboro rat","Nyunt-Wai V., Laycock J.F.",00223751,"Journal of Physiology",430, ,0,0,0,0,0,0
1989,"Vasopressin V1-receptor blockade lowers arterial blood pressure in young conscious Long-Evans rats","Obika L.F.O., Laycock J.F.",01448757,"Quarterly Journal of Experimental Physiology",74, 3,1,0,0,0,0,1
1989,"Haemodynamic responses to vasopressin in anaesthetized young and adult Brattleboro rats","Obika L.F.O., Laycock J.F.",01435221,"Clinical Science",76, 6,3,0,0,0,0,3
1989,"Cardiovascular interactions between vasopressin, angiotensin and noradrenaline in the Brattleboro rat","Laycock J.F., Lightman S.L.",00071188,"British Journal of Pharmacology",96, 2,1,0,0,0,0,1
1988,"Prolonged pressor responses to intravenously injected vasopressin in anaesthetized Brattleboro rats","Obika L.F.O., Laycock J.F.",01448757,"Quarterly Journal of Experimental Physiology",73, 2,0,0,0,0,0,0
1988,"Increased sensitivity to pressor hormones in central diabetes insipidus","Williams T.D.M., Laycock J.F., Lightman S.L., Guy R.L.",00142972,"European Journal of Clinical Investigation",18, 4,0,0,0,0,0,0
1987,"Increased aversion to bitter-tasting fluids in the Brattleboro rat","Gartside I.B., Laycock J.F.",00319384,"Physiology and Behavior",39, 5,0,0,1,1,0,1
1986,"The cardiovascular effects of vasopressin after haemorrhage in anaesthetized rats","Chapman J.T., Hreash F., Laycock J.F., Walter S.J.",00223751,"Journal of Physiology",375, ,4,0,0,0,0,4
1986,"Behavioral variability within the Brattleboro and Long-Evans rat strains","Herman J.P., Thomas G.J., Laycock J.F.",00319384,"Physiology and Behavior",36, 4,1,0,0,0,0,1
1985,"Lack of effect of pitressin on the learning ability of Brattleboro rats with diabetes insipidus using positively reinforced operant conditioning","Laycock J.F., Gartside I.B.",00319384,"Physiology and Behavior",35, 2,0,0,0,0,0,0
1983,"A comparison of the learning abilities of Brattleboro rats with hereditary diabetes insipidus and Long-Evans rats using positively reinforced operant conditioning.","Laycock J.F., Gartside I.B., Chapman J.T.",00796123,"Progress in Brain Research",60, ,3,2,0,2,2,7
1982,"Membrane resting potentials and extracellular potassium ion concentrations in the Brattleboro rat","Laycock J.F., Walter S.J., Gartside I.B., Jones A.M.",00778923,"Annals of the New York Academy of Sciences",394, ,0,0,0,0,0,0
1982,"Alcohol and blood pressure regulation after hemorrhage (Brattleboro rat model)","Walter S.J., Laycock J.F.",00778923,"Annals of the New York Academy of Sciences",394, ,0,0,0,0,0,0
1982,"The antidiuretic effect of chronic hydrochlorothiazide treatment in rats with diabetes insipidus: Water and electrolyte balance","Walter S.J., Skinner J., Laycock J.F., Shirley D.G.",01435221,"Clinical Science",63, 6,5,0,0,0,0,5
1982,"The antidiuretic effect of chronic hydrochlorothiazide treatment in rats with diabetes insipidus: Renal mechanisms","Shirley D.G., Walter S.J., Laycock J.F.",01435221,"Clinical Science",63, 6,11,0,0,0,0,11
1981,"The effect of vasopressin on extracellular cation concentrations and muscle resting potentials in the rat","Gartside I.B., Jones A.M., Laycock J.F., Walter S.J.",00223751,"Journal of Physiology",318, ,1,0,0,0,0,1
1980,"The antidiuretic response to chronic hydrochlorothiazide administration in rats with diabetes insipidus","Laycock J.F., Shirley D.G., Walter S.J.",00223751,"Journal of Physiology",308, ,0,0,0,0,0,0
1979,"A micropuncture study of proximal tubular function after acute hydrochlorothiazide administration to Brattleboro rats with diabetes insipidus","Walter S.J., Laycock J.F., Shirley D.G.",01435221,"Clinical Science",57, 5,9,0,0,0,0,9
1979,"The role of vasopressin in blood pressure regulation immediately following acute haemorrhage in the rat.","Laycock J.F., Penn W., Shirley D.G., Walter S.J.",00223751,"Journal of Physiology",296, ,10,0,1,1,0,11
1978,"Proximal tubular reabsorption during hydrochlorothiazide-induced antidiuresis in diabetes insipidus","Laycock J.F., Shirley D.G., Walter S.J.",00223751,"Journal of Physiology",284, ,0,0,0,0,0,0
1978,"The role of sodium depletion in hydrochlorothiazide-induced antidiuresis in Brattleboro rats with diabetes insipidus","Shirley D.G., Walter S.J., Laycock J.F.",03010538,"Clinical Science and Molecular Medicine",54, 3,5,0,0,0,0,5
1977,"The Brattleboro rat with hereditary hypothalamic diabetes insipidus","Laycock J.F.",03063623,"General Pharmacology: Vascular System",8, 5-6,0,0,0,0,0,0
1977,"Mechanism of the antidiuretic effect of hydrochlorothiazide in diabetes insipidus","Laycock J.F., Shirley D.G., Walter S.J.",00223751,"Journal of Physiology",265, 1,0,0,0,0,0,0
1977,"Potentiation of the response to vasopressin (pitressin) by treatment with a combination of chlorpropamide and chlorothiazide in Brattleboro rats with hereditary hypothalamic diabetes insipidus","Laycock J.F., Lewis A.F.",00071188,"British Journal of Pharmacology",59, 1,0,0,0,0,0,0
1976,"Review: The Brattleboro rat with hereditary hypothalamic diabetes insipidus as an ideal experimental model","Laycock J.F.",00236772,"Laboratory Animals",10, 3,3,1,0,1,0,4
1974,"The effect of chlorpropamide on water balance in pitressin treated brattleboro rats","Laycock J.F., Lee J., Lewis A.F.",,"BRIT.J.PHARMACOL.",52, 2,0,0,0,0,0,0
1973,"The effect of vasopressin (Pitressin) administration on sodium, potassium and urea excretion in rats with and without diabetes insipidus (DI), with a note on the excretion of vasopressin in the DI rat","Laycock J.F., Williams P.G.",00220795,"Journal of Endocrinology",56, 1,0,0,0,0,0,0
1972,"The combined effect of chlorpropamide and chlorothiazide upon the response to vasopressin (Pitressin) in rats with hereditary diabetes insipidus.","Laycock J.F., Lee J., Lewis A.F.",00218782,"Journal of Anatomy",111, 2,0,0,0,0,0,0
1967,"Migrating medics [3]","Laycock F.J.",00368075,"Science",155, 3758,0,0,0,0,0,0
