,"Authors: Frost, G. S.; Frost, Gary Steven; Frost, G.",,,,,,,,,,,
,,,,,,,,,,,,
,"h index = 25 (Of the 105 documents considered for the h-Index, 25 have been cited at least 25 times.)",,,,,,,,,,,
,Note: The h Index considers Scopus documents published after 1995.  ,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,<2007,2007,2008,subtotal,>2008,total
Publication Year,Document Title,Authors,ISSN,Journal Title,Volume,Issue,2389,685,658,1343,356,4088
2009,"Successful manipulation of the quality and quantity of fat and carbohydrate consumed by free-living individuals using a food exchange model","Moore C., Griffin B.A., Lovegrove J.A., Gitau R., Goff L., Lewis F.J., Griffin M.D., Chatfield M.D., Jebb S.A., Frost G.S., Sanders T.A.B.",00223166,"Journal of Nutrition",139, 8,0,0,0,0,0,0
2009,"Assessing glycemic control in maintenance hemodialysis patients with type 2 diabetes","Kazempour-Ardebili S., Lecamwasam V.L., Dassanyake T., Frankel A.H., Tam F.W.K., Dornhorst A., Frost G., Turner J.J.O.",01495992,"Diabetes Care",32, 7,0,0,0,0,0,0
2009,"Administration of a new diabetes-specific enteral formula results in an improved 24 h glucose profile in type 2 diabetic patients","Ceriello A., Lansink M., Rouws C.H.F.C., van Laere K.M.J., Frost G.S.",01688227,"Diabetes Research and Clinical Practice",84, 3,0,0,0,0,0,0
2009,"The effect of dietary glycemic index on weight maintenance in overweight subjects: A pilot study","Philippou E., Neary N.M., Chaudhri O., Brynes A.E., Dornhorst A., Leeds A.R., Hickson M., Frost G.S.",19307381,"Obesity",17, 2,0,0,0,0,1,1
2009,"Evaluation of attendance and weight loss in an intensive weight management clinic compared to standard dietetic care","Hickson M., Macqueen C., Frost G.",09523871,"Journal of Human Nutrition and Dietetics",22, 1,0,0,0,0,0,0
2008,"Engaging patients, clinicians and health funders in weight management: the Counterweight Programme.","McQuigg M., Lyons G.F., Mongia S., Frost G.S., Quinn M.F., Barth J.H., Haynes S.M., Finer N., Haslam D.W., Ross H.M., Hole D.J., Brown J.E., Radziwonik S., Broom J.I., Laws R.A., Reckless J.P., Noble P.A., Kumar S., McCombie E.L., Lean M.E.",14602229,"Family practice",25, ,0,0,0,0,0,0
2008,"A randomised controlled trial investigating the effect of an intensive lifestyle intervention v. standard care in adults with type 2 diabetes immediately after initiating insulin therapy","Barratt R., Frost G., Millward D.J., Truby H.",00071145,"British Journal of Nutrition",99, 5,0,0,1,1,0,1
2008,"An approach towards method development for untargeted urinary metabolite profiling in metabonomic research using UPLC/QToF MS","Wong M.C.Y., Lee W.T.K., Wong J.S.Y., Frost G., Lodge J.",15700232,"Journal of Chromatography B: Analytical Technologies in the Biomedical and Life Sciences",871, 2,0,0,0,0,1,1
2008,"Evaluation of the Counterweight Programme for obesity management in primary care: A starting point for continuous improvement","Ross H.M., Quinn M., Haynes S., Broom J.I., Kumar S., Frost G., Barth J.H., Finer N., Haslam D.W., Hole D., Radziwonik S., Laws R., Morrison D.S., Sloan B., Reckless J., Lean M., McQuigg M., Noble P., McCombie L., Lyons F., Mongia S.",09601643,"British Journal of General Practice",58, 553,0,0,2,2,3,5
2008,"Use of sibutramine to assist obese women with weight loss can be successful in dietitian-led clinics: Another tool in the dietitian's toolbox","Barratt R., Frost G., O'boyle A., Millward J., Truby H.",09523871,"Journal of Human Nutrition and Dietetics",21, 3,0,0,0,0,0,0
2008,"Clinical trial: Normal diet vs. partial replacement with oral E028 formula for the prevention of gastrointestinal toxicity in cancer patients undergoing pelvic radiotherapy","McGough C., Frost G., Andreyev H.J.N., Wedlake L., Baldwin C., Hackett C., Norman A.R., Blake P., Harrington K., Tait D., Khoo V.",02692813,"Alimentary Pharmacology and Therapeutics",27, 11,0,0,0,0,1,1
2008,"Nutrition and inflammatory processes","Calder P.C., Guarner F., Lovik M., Macfarlane S., Meyer P.D., M'Rabet L., Serafini M., Van Eden W., Van Loo J., Vas Dias W., Vidry S., Albers R., Winklhofer-Roob B.M., Zhao J., Antoine J.-M., Blum S., Bourdet-Sicard R., Ferns G.A., Folkerts G., Friedmann P.S., Frost G.S.",00296651,"Proceedings of the Nutrition Society",67, ,0,0,0,0,0,0
2008,"The Counterweight programme: Prevalence of CVD risk factors by body mass index and the impact of 10% weight change","McQuigg M., Lyons F.G., Frost G.S., Quinn M.F., Barth J.H., Haynes S.M., Finer N., Haslam D.W., Ross H.M., Hole D.J., Radziwonik S., Brown J.E., Broom J., Laws R.A., Reckless J.P.D., Noble P.A., Kumar S., McCombie E.L., Lean M.E.J.",1871403X,"Obesity Research and Clinical Practice",2, 1,0,0,2,2,0,2
2008,"The effect of a 12-week low glycaemic index diet on heart disease risk factors and 24 h glycaemic response in healthy middle-aged volunteers at risk of heart disease: A pilot study","Philippou E., McGowan B.M.C., Brynes A.E., Dornhorst A., Leeds A.R., Frost G.S.",09543007,"European Journal of Clinical Nutrition",62, 1,0,0,0,0,2,2
