,"This is a citation overview for a set of 193 documents.",,,,,,,,,,,,
,,,,,,,,,,,,,
,"h index = 39 (Of the 193 documents considered for the h-Index, 39 have been cited at least 39 times.)",,,,,,,,,,,,
,Note: Scopus does not have complete citation information for articles published before 1996.  ,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,<2010,2010,2011,2012,subtotal,>2012,total
Publication Year,Document Title,Authors,ISSN,Journal Title,Volume,Issue,4113,380,322,85,787,0,4900
2009,"Transplant immunology II: overcoming acute and chronic rejection","Rose M.L., Hutchinson I.V.",02639319,"Surgery",27, 10,0,0,0,0,0,0,0
2009,"Transplant immunology I: immunological mechanisms of graft injury","Rose M.L., Hutchinson I.V.",02639319,"Surgery",27, 10,0,0,0,0,0,0,0
2009,"Biomarkers of rejection: Are we any closer to the philosopher's stone?","Rose M.L., Dunn M.J.",00411337,"Transplantation",88, 4,0,0,1,0,1,0,1
2009,"Clinical relevance of complement-fixing antibodies in cardiac transplantation","Rose M.L., Smith J.D.",01988859,"Human Immunology",70, 8,0,11,9,3,23,0,23
2009,"Lack of effect of MICA antibodies on graft survival following heart transplantation","Smith J.D., Brunner V.M., Jigjidsuren S., Hamour I.M., McCormack A.M., Banner N.R., Rose M.L.",16006135,"American Journal of Transplantation",9, 8,0,9,5,1,15,0,15
2009,"Effect of phosphorylated hsp27 on proliferation of human endothelial and smooth muscle cells","Trott D., McManus C.A., Martin J.L., Brennan B., Dunn M.J., Rose M.L.",16159853,"Proteomics",9, 12,0,5,4,3,12,0,12
2009,"A reevaluation of the role of IgM non-HLA antibodies in cardiac transplantation","Smith J.D., Hamour I.M., Burke M.M., Mahesh B., Stanford R.E., Haj-Yahia S., Robinson D.R., Kaul P., Yacoub M.H., Banner N.R., Rose M.L.",00411337,"Transplantation",87, 6,2,4,2,1,7,0,9
2009,"Report From a Consensus Conference on the Sensitized Patient Awaiting Heart Transplantation","Kobashigawa J., Reed E.F., Mehra M., West L., Kerman R., George J., Rose M., Zeevi A., Reinsmoen N., Patel J.",10532498,"Journal of Heart and Lung Transplantation",28, 3,4,14,13,2,29,0,33
2008,"A closer look at T cells in the artery wall","Rose M.L.",16006135,"American Journal of Transplantation",8, 5,0,0,0,0,0,0,0
2008,"Human leucocyte antigen class II association in idiopathic bronchiectasis, a disease of chronic lung infection, implicates a role for adaptive immunity","Boyton R.J., Smith J., Jones M., Reynolds C., Ozerovitch L., Chaudhry A., Wilson R., Rose M., Altmann D.M.",00099104,"Clinical and Experimental Immunology",152, 1,0,0,1,0,1,0,1
2008,"Vimentin autoantibodies induce platelet activation and formation of platelet-leukocyte conjugates via platelet-activating factor","Leong H.S., Mahesh B.M., Day J.R., Smith J.D., McCormack A.D., Ghimire G., Podor T.J., Rose M.L.",07415400,"Journal of Leukocyte Biology",83, 2,0,6,3,2,11,0,11
2008,"Expression of endothelial intercellular adhesion molecule-1 is determined by genotype: Effects on efficiency of leukocyte adhesion to human endothelial cells","Holder A.L., Wolf S., Walshe C., Pandya P., Stanford R.E., Smith J.D., Rose M.L., Lawson C.",01988859,"Human Immunology",69, 2,4,2,1,1,4,0,8
