,"This is a citation overview for a set of 23 documents.",,,,,,,,,,,,
,,,,,,,,,,,,,
,"h index = 18 (Of the 23 documents considered for the h-Index, 18 have been cited at least 18 times.)",,,,,,,,,,,,
,Note: Scopus does not have complete citation information for articles published before 1996.  ,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,<2010,2010,2011,2012,subtotal,>2012,total
Publication Year,Document Title,Authors,ISSN,Journal Title,Volume,Issue,1080,202,184,60,446,0,1526
2008,"Control of HIV-1 immune escape by CD8 T cells expressing enhanced T-cell receptor","Varela-Rohena A., Molloy P.E., Dunn S.M., Li Y., Suhoski M.M., Carroll R.G., Milicic A., Mahon T., Sutton D.H., Laugel B., Moysey R., Cameron B.J., Vuidepot A., Purbhoo M.A., Cole D.K., Phillips R.E., June C.H., Jakobsen B.K., Sewell A.K., Riley J.L.",10788956,"Nature Medicine",14, 12,18,18,17,9,44,0,62
2008,"High-speed high-resolution imaging of intercellular immune synapses using optical tweezers","Oddos S., Dunsby C., Purbhoo M.A., Chauveau A., Owen D.M., Neil M.A.A., Davis D.M., French P.M.W.",00063495,"Biophysical Journal",95, 10,7,10,7,2,19,0,26
2008,"Immunomodulatory effects of imatinib and second-generation tyrosine kinase inhibitors on T cells and dendritic cells: An update","Seggewiss R., Price D.A., Purbhoo M.A.",14653249,"Cytotherapy",10, 6,3,4,9,0,13,0,16
2008,"Membrane nanotubes physically connect T cells over long distances presenting a novel route for HIV-1 transmission","Sowinski S., Hopkins C., Onfelt B., Sattentau Q., Davis D.M., Jolly C., Berninghausen O., Purbhoo M.A., Chauveau A., Kohler K., Oddos S., Eissmann P., Brodsky F.M.",14657392,"Nature Cell Biology",10, 2,60,53,42,13,108,0,168
2007,"The HLA A*0201-restricted hTERT 540-548 peptide is not detected on tumor cells by a CTL clone or a high-affinity T-cell receptor","Purbhoo M.A., Li Y., Sutton D.H., Brewer J.E., Gostick E., Bossi G., Laugel B., Moysey R., Baston E., Liddy N., Cameron B., Bennett A.D., Ashfield R., Milicic A., Price D.A., Classon B.J., Sewell A.K., Jakobsen B.K.",15357163,"Molecular Cancer Therapeutics",6, 7,9,4,2,0,6,0,15
2006,"Structurally distinct membrane nanotubes between human macrophages support long-distance vesicular traffic or surfing of bacteria","Onfelt B., Davis D.M., Nedvetzki S., Benninger R.K.P., Purbhoo M.A., Sowinski S., Hume A.N., Seabra M.C., Neil M.A.A., French P.M.W.",00221767,"Journal of Immunology",177, 12,33,13,17,6,36,0,69
2006,"Microclusters of inhibitory killer immunoglobulin-like receptor signaling at natural killer cell immunological synapses","Treanor B., Neil M.A.A., Burshtyn D.N., French P.M.W., Davis D.M., Lanigan P.M.P., Kumar S., Dunsby C., Munro I., Auksorius E., Culley F.J., Purbhoo M.A., Phillips D.",00221007,"Journal of Experimental Medicine",203, 7,0,0,0,0,0,0,0
2006,"Microclusters of inhibitory killer immunoglobulin-like receptor signaling at natural killer cell immunological synapses","Treanor B., Neil M.A.A., Burshtyn D.N., French P.M.W., Davis D.M., Lanigan P.M.P., Kumar S., Dunsby C., Munro I., Auksorius E., Culley F.J., Purbhoo M.A., Phillips D.",00219525,"Journal of Cell Biology",174, 1,31,9,12,2,23,0,54
2006,"Quantifying and imaging NY-ESO-1/LAGE-1-derived epitopes on tumor cells using high affinity T cell receptors","Purbhoo M.A., Lissin N., Vyas P., Chen J.-L., Cerundolo V., Jakobsen B.K., Sutton D.H., Brewer J.E., Mullings R.E., Hill M.E., Mahon T.M., Karbach J., Jager E., Cameron B.J.",00221767,"Journal of Immunology",176, 12,17,2,2,1,5,0,22
2005,"Long-distance calls between cells connected by tunneling nanotubules.","Onfelt B., Purbhoo M.A., Nedvetzki S., Sowinski S., Davis D.M.",15258882,"Science's STKE [electronic resource] : signal transduction knowledge environment.",2005, 313,10,5,3,0,8,0,18
2005,"Ultrasensitive detection and phenotyping of CD4+ T cells with optimized HLA class II tetramer staining","Scriba T.J., Phillips R.E., Purbhoo M., Day C.L., Robinson N., Fidler S., Fox J., Weber J.N., Klenerman P., Sewell A.K.",00221767,"Journal of Immunology",175, 10,27,7,4,3,14,0,41
2004,"Erratum: T cell killing does not require the formation of a stable mature immunological synapse (Nature Immunology (2004) vol. 5 (524-530))","Purbhoo M.A., Irvine D.J., Huppa J.B., Davis M.M.",15292908,"Nature Immunology",5, 6,1,0,0,0,0,0,1
2004,"T cell killing does not require the formation of a stable mature immunological synapse","Purbhoo M.A., Irvine D.J., Huppa J.B., Davis M.M.",15292908,"Nature Immunology",5, 5,175,21,17,5,43,0,218
2003,"Linking molecular and cellular events in T-cell activation and synapse formation","Krogsgaard M., Huppa J.B., Purbhoo M.A., Davis M.M.",10445323,"Seminars in Immunology",15, 6,35,3,1,0,4,0,39
2003,"Dynamics of cell surface molecules during T cell recognition","Davis M.M., Krogsgaard M., Huppa J.B., Sumen C., Purbhoo M.A., Irvine D.J., Wu L.C., Ehrlich L.",00664154,"Annual Review of Biochemistry",72, ,50,4,4,1,9,0,59
2002,"Direct observation of ligand recognition by T cells","Irvine D.J., Purbhoo M.A., Krogsgaard M., Davis M.M.",00280836,"Nature",419, 6909,226,29,31,11,71,0,297
2001,"Sensory adaptation in naive peripheral CD4 T cells","Smith K., Seddon B., Purbhoo M.A., Zamoyska R., Fisher A.G., Merkenschlager M.",00221007,"Journal of Experimental Medicine",194, 9,63,6,5,4,15,0,78
2001,"The Human CD8 Coreceptor Effects Cytotoxic T Cell Activation and Antigen Sensitivity Primarily by Mediating Complete Phosphorylation of the T Cell Receptor ? Chain","Purbhoo M.A., Jakobsen B.K., Bell J.I., Sewell A.K., Boulter J.M., Price D.A., Vuidepot A.-L., Hourigan C.S., Rod Dunbar P., Olson K., Dawson S.J., Phillips R.E.",00219258,"Journal of Biological Chemistry",276, 35,58,5,5,2,12,0,70
2001,"A novel approach to antigen-specific deletion of CTL with minimal cellular activation using ?3 domain mutants of MHC class I/peptide complex","Xu X.-N., Hourigan C.S., Appay V., Cerundolo V., Burrows S.R., McMichael A.J., Screaton G.R., Purbhoo M.A., Chen N., Mongkolsapaya J., Cox J.H., Meier U.-C., Tafuro S., Rod Dunbar P., Sewell A.K.",10747613,"Immunity",14, 5,47,3,3,1,7,0,54
1999,"Specificity of CTL interactions with peptide-MHC class I tetrameric complexes is temperature dependent","Whelan J.A., Sewell A.K., Dunbar P.R., Price D.A., Purbhoo M.A., Lechner F., Ogg G.S., Griffiths G., Phillips R.E., Cerundolo V.",00221767,"Journal of Immunology",163, 8,120,3,0,0,3,0,123
1999,"Antagonism of cytotoxic T-lymphocyte activation by soluble CD8","Sewell A.K., Gerth U.C., Price D.A., Purbhoo M.A., Boulter J.M., Gao G.F., Bell J.I., Phillips R.E., Jakobsen B.K.",10788956,"Nature Medicine",5, 4,24,1,2,0,3,0,27
1998,"The influence of antigenic variation an cytotoxic T lymphocyte responses in HIV-1 infection","Price D.A., Meier U.-C., Klenerman P., Purbhoo M.A., Phillips R.E., Sewell A.K.",09462716,"Journal of Molecular Medicine",76, 10,31,0,0,0,0,0,31
1998,"Copresentation of natural HIV-1 agonist and antagonist ligands fails to induce the T cell receptor signaling cascade","Purbhoo M.A., Sewell A.K., Klenerman P., Goulder P.J.R., Hilyard K.L., Bell J.I., Jakobsen B.K., Phillips R.E.",00278424,"Proceedings of the National Academy of Sciences of the United States of America",95, 8,35,2,1,0,3,0,38
