,"This is a citation overview for a set of 109 documents.",,,,,,,,,,,
,,,,,,,,,,,,
,"h index = 29 (Of the 109 documents considered for the h-Index, 29 have been cited at least 29 times.)",,,,,,,,,,,
,Note: Scopus does not have complete citation information for articles published before 1996.  ,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,<2007,2007,2008,subtotal,>2008,total
Publication Year,Document Title,Authors,ISSN,Journal Title,Volume,Issue,2209,190,218,408,125,2742
2009,"Strategies for the episomal modification of cells","Wong S.P., Argyros O., Coutelle C., Harbottle R.P.",14648431,"Current Opinion in Molecular Therapeutics",11, 4,0,0,0,0,0,0
2008,"Luciferin detection after intranasal vector delivery is improved by intranasal rather than intraperitoneal luciferin administration","Buckley S.M.K., Coutelle C., McKay T.R., Waddington S.N., Howe S.J., Rahim A.A., Buning H., McIntosh J., Wong S.-P., Baker A.H., Nathwani A., Thrasher A.J.",10430342,"Human Gene Therapy",19, 10,0,0,0,0,2,2
2008,"Lentiviral transduction of the murine lung provides efficient pseudotype and developmental stage-dependent cell-specific transgene expression","Buckley S.M.K., Howe S.J., Sheard V., Ward N.J., Coutelle C., Thrasher A.J., Waddington S.N., McKay T.R.",09697128,"Gene Therapy",15, 16,0,0,2,2,2,4
2008,"Fetal gene therapy: Intervention in utero","Waddington S.N., Buckley S.M.K., Coutelle C.",0954982X,"Biochemist",30, 3,0,0,0,0,0,0
2008,"Intra-amniotic delivery of CFTR-expressing adenovirus does not reverse cystic fibrosis phenotype in inbred CFTR-knockout mice","Buckley S.M.K., Waddington S.N., Jezzard S., Bergau A., Themis M., MacVinish L.J., Cuthbert A.W., Colledge W.H., Coutelle C.",15250016,"Molecular Therapy",16, 5,0,0,2,2,2,4
2008,"Why bother?: Is in utero gene therapy worth the effort?","Coutelle C.",15250016,"Molecular Therapy",16, 2,0,0,1,1,0,1
2007,"Fetal gene transfer","Waddington S.N., Buckley S.M.K., David A.L., Peebles D.M., Rodeck C.H., Coutelle C.",14648431,"Current Opinion in Molecular Therapeutics",9, 5,0,0,4,4,2,6
2007,"Delivery and long-term expression of a 135 kb LDLR genomic DNA locus in vivo by hydrodynamic tail vein injection","Hibbitt O.C., Harbottle R.P., Waddington S.N., Bursill C.A., Coutelle C., Channon K.M., Wade-Martins R.",1099498X,"Journal of Gene Medicine",9, 6,0,0,2,2,1,3
2007,"Covalent attachment of multifunctional chimeric terminal proteins to 5? DNA ends: A potential new strategy for assembly of synthetic therapeutic gene vectors","Tolmachov O., Coutelle C.",03069877,"Medical Hypotheses",68, 2,0,0,1,1,1,2
2006,"Ultrasound-guided injection and occlusion of the trachea in fetal sheep","David A.L., Peebles D.M., Weisz B., Gregory L., Themis M., Cook T., Roubliova X., Deprest J., Coutelle C., Rodeck C.H.",09607692,"Ultrasound in Obstetrics and Gynecology",28, 1,0,3,1,4,2,6
2006,"Clinically applicable procedure for gene delivery to fetal gut by ultrasound-guided gastric injection: Toward prenatal prevention of early-onset intestinal diseases","David A.L., Rodeck C.H., Coutelle C., Peebles D.M., Gregory L., Waddington S.N., Themis M., Weisz B., Ruthe A., Lawrence L., Cook T.",10430342,"Human Gene Therapy",17, 7,0,1,2,3,1,4
