,"Author: Severs, Nicholas J.",,,,,,,,,,,
,,,,,,,,,,,,
,"h index = 32 (Of the 114 documents considered for the h-Index, 32 have been cited at least 32 times.)",,,,,,,,,,,
,Note: The h Index considers Scopus documents published after 1995.  ,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,<2007,2007,2008,subtotal,>2008,total
Publication Year,Document Title,Authors,ISSN,Journal Title,Volume,Issue,3813,423,478,901,322,5036
2009,"GFP-tagged proteins visualized by freeze-fracture immuno-electron microscopy: A new tool in cellular and molecular medicine","Robenek H., Buers I., Hofnagel O., Lorkowski S., Severs N.J.",15821838,"Journal of Cellular and Molecular Medicine",13, 7,0,0,0,0,0,0
2009,"Compartmentalization of proteins in lipid droplet biogenesis","Robenek H., Buers I., Hofnagel O., Robenek M.J., Troyer D., Severs N.J.",13881981,"Biochimica et Biophysica Acta - Molecular and Cell Biology of Lipids",1791, 6,0,0,0,0,0,0
2009,"TIP47, a lipid cargo protein involved in macrophage triglyceride metabolism","Buers I., Robenek H., Lorkowski S., Nitschke Y., Severs N.J., Hofnagel O.",10795642,"Arteriosclerosis, Thrombosis, and Vascular Biology",29, 5,0,0,0,0,0,0
2009,"Human connexin31.9, unlike its orthologous protein connexin30.2 in the mouse, is not detectable in the human cardiac conduction system","Kreuzberg M.M., Willecke K., Liebermann M., Segschneider S., Dobrowolski R., Dobrzynski H., Kaba R., Rowlinson G., Dupont E., Severs N.J.",00222828,"Journal of Molecular and Cellular Cardiology",46, 4,0,0,0,0,1,1
2008,"Freeze-fracture replica immunolabelling reveals caveolin-1 in the human cardiomyocyte plasma membrane: Images in Cellular/Molecular Medicine","Robenek H., Weissen-Plenz G., Severs N.J.",15821838,"Journal of Cellular and Molecular Medicine",12, 6A,0,0,0,0,1,1
2008,"Remodelling of gap junctions and connexin expression in diseased myocardium","Severs N.J., Bruce A.F., Dupont E., Rothery S.",00086363,"Cardiovascular Research",80, 1,0,0,1,1,10,11
2008,"Chapter 11 Freeze-Fracture Cytochemistry in Cell Biology","Severs N.J., Robenek H.",0091679X,"Methods in Cell Biology",88, ,0,0,0,0,0,0
2008,"Coexpression of connexin45 with connexin43 decreases gap junction size","Grikscheit K., Thomas N., Bruce A., Rothery S., Chan J., Severs N., Dupont E.",15419061,"Cell Communication and Adhesion",15, 1-2,0,0,0,0,0,0
2008,"Gap junction remodelling in human heart failure is associated with increased interaction of connexin43 with ZO-1","Bruce A.F., Rothery S., Dupont E., Severs N.J.",00086363,"Cardiovascular Research",77, 4,0,0,3,3,4,7
