,"This is a citation overview for a set of 57 documents.",,,,,,,,,,,
,,,,,,,,,,,,
,"h index = 20 (Of the 57 documents considered for the h-Index, 20 have been cited at least 20 times.)",,,,,,,,,,,
,Note: Scopus does not have complete citation information for articles published before 1996.  ,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,<2007,2007,2008,subtotal,>2008,total
Publication Year,Document Title,Authors,ISSN,Journal Title,Volume,Issue,1107,164,140,304,110,1521
2009,"Physical phenomena affecting quantitative imaging of ultrasound contrast agents","Stride E., Tang M.-X., Eckersley R.J.",0003682X,"Applied Acoustics",70, 10,0,0,0,0,0,0
2009,"A study on optical modulation signal and tissue displacement in Ultrasound Modulated Optical Tomography","Li R., Elson D.S., Dunsby C., Eckersley R., Tang M.-X.",0277786X,"Proceedings of SPIE - The International Society for Optical Engineering",7177, ,0,0,0,0,0,0
2009,"Microbubble Stability is a Major Determinant of the Efficiency of Ultrasound and Microbubble Mediated in vivo Gene Transfer","Alter J., Sennoga C.A., Lopes D.M., Eckersley R.J., Wells D.J.",03015629,"Ultrasound in Medicine and Biology",35, 6,0,0,0,0,1,1
2008,"Attenuation Correction in Ultrasound Contrast Agent Imaging: Elementary Theory and Preliminary Experimental Evaluation","Tang M.-X., Mari J.-M., Wells P.N.T., Eckersley R.J.",03015629,"Ultrasound in Medicine and Biology",34, 12,0,0,0,0,0,0
2008,"Comparative study of experienced vs non-experienced radiologists in assessing parametric CT images of the response of the prostate gland to radiotherapy","Win Z., Ariff B., Harvey C.J., Rangi P., Eckersley R., Hawtin K., Blomley M.J.K.",00071285,"British Journal of Radiology",81, 967,0,0,0,0,1,1
2008,"High-speed optical observations and simulation results of SonoVue microbubbles at low-pressure insonation","Chetty K., Stride E., Sennoga C., Hajnal J., Eckersley R.",08853010,"IEEE Transactions on Ultrasonics, Ferroelectrics, and Frequency Control",55, 6,0,0,0,0,2,2
2007,"Nonlinear propagation of ultrasound through microbubble clouds: A novel numerical implementation","Hibbs K., Mari J.M., Stride E., Eckersley R.J., Noble A., Tang M.-X.",10510117,"Proceedings - IEEE Ultrasonics Symposium",, ,0,0,0,0,0,0
2007,"Microbubble Contrast Agent Detection Using Binary Coded Pulses","Eckersley R.J., Tang M.-X., Chetty K., Hajnal J.V.",03015629,"Ultrasound in Medicine and Biology",33, 11,0,0,0,0,1,1
2007,"Dynamic interactions between contrast agent microbubbles: High speed camera observations and simulation results","Stride E., Chetty K., Eckersley R.",0094243X,"AIP Conference Proceedings",911, ,0,0,0,0,0,0
2007,"Measurement of the Reflectivity of the Intima-Medial Layer of the Common Carotid Artery Improves the Discriminatory Value of Intima-Medial Thickness Measurement as a Predictor of Risk of Atherosclerotic Disease","Ellis S.M., Naoumova R.P., Neuwirth C.K., Eckersley R., Cosgrove D.O., Thompson G.R., Sidhu P.S.",03015629,"Ultrasound in Medicine and Biology",33, 7,0,0,1,1,0,1
2007,"Frequency and pressure dependent attenuation and scattering by microbubbles","Tang M.-X., Eckersley R.J.",03015629,"Ultrasound in Medicine and Biology",33, 1,0,5,5,10,3,13
2006,"Nonlinear propagation of ultrasound through microbubble contrast agents and implications for imaging","Tang M.-X., Eckersley R.J.",08853010,"IEEE Transactions on Ultrasonics, Ferroelectrics, and Frequency Control",53, 12,0,1,3,4,1,5
2006,"Investigating the nonlinear microbubble response to chirp encoded, multipulse sequences","Chetty K., Hajnal J.V., Eckersley R.J.",03015629,"Ultrasound in Medicine and Biology",32, 12,0,1,2,3,0,3
2006,"Hepatic vein transit time of SonoVue: A comparative study with levovist","Lim A.K.P., Patel N., Eckersley R.J., Goldin R.D., Thomas H.C., Cosgrove D.O., Taylor-Robinson S.D., Blomley M.J.K.",00338419,"Radiology",240, 1,0,4,3,7,5,12
2005,"Nonlinear corruption of ultasound transmission by microbubble contrast agents","Eckersley R.J., Tang M.-X.",10510117,"Proceedings - IEEE Ultrasonics Symposium",3, ,0,1,0,1,0,1
2005,"Modeling the nonlinear microbubble response to coded, multi-pulse sequences","Chetty K., Eckersley R.J.",10510117,"Proceedings - IEEE Ultrasonics Symposium",4, ,0,0,0,0,0,0
2005,"Can Doppler sonography grade the severity of hepatitis C-related liver disease?","Lim A.K.P., Patel N., Eckersley R.J., Kuo Y.-T., Goldin R.D., Thomas H.C., Cosgrove D.O., Taylor-Robinson S.D., Blomley M.J.K.",0361803X,"American Journal of Roentgenology",184, 6,5,5,11,16,1,22
2005,"Cyclosporine A does not alter ultrasonic indices of renal blood flow: A potential tool for differentiating toxicity from acute rejection?","Herbert P.E., Lynch M., Morgan F., Berton I., Eckersley R., Williams G., Blomley M., Warrens A.N.",00411337,"Transplantation",79, 6,0,0,0,0,0,0
2005,"Pressure-dependent attenuation with microbubbles at low mechanical index","Tang M.-X., Eckersley R.J., Noble J.A.",03015629,"Ultrasound in Medicine and Biology",31, 3,2,7,5,12,4,18
2005,"Optimising phase and amplitude modulation schemes for imaging microbubble contrast agents at low acoustic power","Eckersley R.J., Chin C.T., Burns P.N.",03015629,"Ultrasound in Medicine and Biology",31, 2,10,10,5,15,5,30
2005,"A novel technique to measure splanchnic transit time using microbubble ultrasound","Marshall M., Halligan S., Eckersley R.J., Williams A., Blomley M.J.K., Cosgrove D.O., Bartram C.I.",00209996,"Investigative Radiology",40, 2,1,0,1,1,1,3
2005,"Hepatic vein transit times using a microbubble agent can predict disease severity non-invasively in patients with hepatitis C","Lim A.K.P., Blomley M.J.K., Taylor-Robinson S.D., Patel N., Eckersley R.J., Goldin R.D., Hamilton G., Foster G.R., Thomas H.C., Cosgrove D.O.",00175749,"Gut",54, 1,12,9,9,18,6,36
2004,"A study of pressure-dependent attenuation in ultrasound contrast imaging","Tang M.-X., Eckersley R.J., Noble J.A.",,"2004 2nd IEEE International Symposium on Biomedical Imaging: Macro to Nano",1, ,0,0,0,0,0,0
2004,"Evidence for spleen-specific uptake of a microbubble contrast agent: A quantitative study in healthy volunteers","Lim A.K.P., Patel N., Eckersley R.J., Taylor-Robinson S.D., Cosgrove D.O., Blomley M.J.K.",00338419,"Radiology",231, 3,17,11,4,15,12,44
2003,"Characterization of novel microbubble contrast agents","Eckersley R.J., Sennoga C.A., Campbell R.C., Blomley M.J.K.",10510117,"Proceedings of the IEEE Ultrasonics Symposium",2, ,0,0,0,0,0,0
2003,"Liver microbubble transit time compared with histology and Child-Pugh score in diffuse liver disease: A cross sectional study","Blomley M.J.K., Taylor-Robinson S.D., Lim A.K.P., Harvey C.J., Patel N., Eckersley R.J., Basilico R., Heckemann R., Urbank A., Cosgrove D.O.",00175749,"Gut",52, 8,21,9,5,14,4,39
2002,"Functional ultrasound methods in oncological imaging","Blomley M.J.K, Eckersley R.J",09598049,"European Journal of Cancer",38, 16,10,1,2,3,1,14
2002,"Characterization of focal liver lesions with phase inversion ultrasound during the late liver-specific phase of levovist","Albrecht T., Overberg A., Hoffmann C.W., Blomley M.J.K, Harvey C.J., Eckersley R., Schettler S., Wolf K.-J.",10766332,"Academic Radiology",9, 2,9,0,1,1,0,10
2002,"Quantitative microbubble enhanced transrectal ultrasound as a tool for monitoring hormonal treatment of prostate carcinoma","Eckersley R.J., Michiel Sedelaar J.P., Blomley M.J.K., Wijkstra H., Desouza N.M., Cosgrove D.O., De La Rosette J.J.M.C.H.",02704137,"Prostate",51, 4,19,5,3,8,4,31
2002,"Which continuous US scanning mode is optimal for the detection of vascularity in liver lesions when enhanced with a second generation contrast agent?","Basilico R., Blomley M.J.K., Harvey C.J., Filippone A., Heckemann R.A., Eckersley R.J., Cosgrove D.O.",0720048X,"European Journal of Radiology",41, 3,22,4,3,7,3,32
2002,"Enhancement characteristics of the microbubble agent Levovist: Reproducibility and interaction with aspirin","Heckemann R.A., Harvey C.J., Blomley M.J.K, Eckersley R.J., Butler-Barnes J., Jayaram V., Cosgrove D.O.",0720048X,"European Journal of Radiology",41, 3,3,1,0,1,0,4
2002,"Advances in ultrasound","Harvey C.J., Pilcher J.M., Eckersley R.J., Blomley M.J.K., Cosgrove D.O.",00099260,"Clinical Radiology",57, 3,31,13,7,20,3,54
2001,"Do different types of liver lesions differ in their uptake of the microbubble contrast agent SH U 508A in the late liver phase? Early experience","Blomley M.J.K., Sidhu P.S., Cosgrove D.O., Albrecht T., Harvey C.J., Heckemann R.A., Butler-Barnes J., Eckersley R.J., Basilico R.",00338419,"Radiology",220, 3,54,3,8,11,3,68
2001,"Quantification of blood flow","Cosgrove D., Eckersley R., Blomley M., Harvey C.",09387994,"European Radiology",11, 8,34,5,4,9,4,47
2001,"Developments in ultrasound contrast media","Harvey C.J., Blomley M.J.K., Eckersley R.J., Cosgrove D.O.",09387994,"European Radiology",11, 4,57,8,4,12,5,74
2000,"Hepatic malignancies: Improved detection with pulse-inversion US in late phase of enhancement with SH U 508A - Early experience","Harvey C.J., Blomley M.J.K., Eckersley R.J., Cosgrove D.O., Patel N., Heckemann R.A., Butler-Barnes J.",00338419,"Radiology",216, 3,75,7,6,13,7,95
2000,"Liver lesions: Intermittent second-harmonic gray-scale US can increase conspicuity with microbubble contrast material - Early experience","Heckemann R.A., Cosgrove D.O., Blomley M.J.K., Eckersley R.J., Harvey C.J., Mine Y.",00338419,"Radiology",216, 2,33,4,3,7,3,43
2000,"Ultrasonographic contrast media in the urinary tract","Cosgrove D.O., Kiely P., Williamson R., Blomley M.J.K., Eckersley R.J.",14655101,"BJU International, Supplement",86, 1,11,0,0,0,1,12
2000,"Ex vivo delineation of placental angioarchitecture with the microbubble contrast agent Levovist","Denbow M.L., Eckersley R., Welsh A.W., Taylor M.J., Carter R.C., Cosgrove D.O., Fisk N.M.",00029378,"American Journal of Obstetrics and Gynecology",182, 4,1,1,0,1,0,2
2000,"Breast","Cosgrove D.O., Eckersley R.J.",03015629,"Ultrasound in Medicine and Biology",26, 1,0,0,0,0,0,0
2000,"Pulse-inversion mode imaging of liver specific microbubbles: Improved detection of subcentimetre metastases","Harvey C.J., Blomley M.J.K., Eckersley R.J., Heckemann R.A., Butler-Barnes J., Cosgrove D.O.",01406736,"Lancet",355, 9206,96,8,9,17,4,117
2000,"Stimulated acoustic emission with the ultrasound contrast agent levovist: A clinically useful contrast effect with liverspecific properties | Stimulierte akustische emission mit dem ultraschall-kontrastmittel levovist: Ein klinisch nutzbarer kontrasteffekt mit leberspezifischen eigenschaften","Blomley M.J.K., Heckemann R.A., Cosgrove D.O., Jayaram V., Butler-Barnes J., Eckersley R.J., Hoffmann C.W., Bauer A., Albrecht T.",09366652,"RoFo Fortschritte auf dem Gebiet der Rontgenstrahlen und der Bildgebenden Verfahren",172, 1,0,0,0,0,0,0
1999,"Transit-time studies with Levovist in patients with and without hepatic cirrhosis: A promising new diagnostic tool","Albrecht T., Blomley M.J.K., Cosgrove D.O., Taylor-Robinson S.D., Jayaram V., Eckersley R., Urbank A., Butler-Barnes J., Patel N.",09387994,"European Radiology",9, 3,18,1,0,1,0,19
1999,"Stimulated acoustic emission to image a late liver and spleen-specific phase of Levovist® in normal volunteers and patients with and without liver disease","Blomley M.J.K., Schlief R., Albrecht T., Cosgrove D.O., Eckersley R.J., Butler-Barnes J., Jayaram V., Patel N., Heckemann R.A., Bauer A.",03015629,"Ultrasound in Medicine and Biology",25, 9,70,2,8,10,4,84
1999,"Non-invasive diagnosis of hepatic cirrhosis by transit-time analysis of an ultrasound contrast agent","Albrecht T., Blomley M.J.K., Cosgrove D.O., Taylor-Robinson S.D., Jayaram V., Eckersley R., Urbank A., Butler-Barnes J., Patel N.",01406736,"Lancet",353, 9164,90,11,8,19,11,120
1999,"Improved imaging of liver metastases with stimulated acoustic emission in the late phase of enhancement with the US contrast agent SH U 508A: Early experience","Blomley M.J.K., Albrecht T., Cosgrove D.O., Patel N., Jayaram V., Butler-Barnes J., Eckersley R.J., Bauer A., Schlief R.",00338419,"Radiology",210, 2,166,10,7,17,5,188
1998,"Functional imaging of tissue response to bolus injection of ultrasound contrast agent","Eckersley R.J., Cosgrove D.O., Blomley M.J., Hashimoto H.",10510117,"Proceedings of the IEEE Ultrasonics Symposium",2, ,11,0,0,0,1,12
1998,"Liver vascular transit time analyzed with dynamic hepatic venography with bolus injections of an US contrast agent: Early experience in seven patients with metastases","Blomley M.J.K., Albrecht T., Cosgrove D.O., Jayaram V., Eckersley R.J., Patel N., Taylor-Robinson S., Bauer A., Schlief R.",00338419,"Radiology",209, 3,59,6,4,10,2,71
1998,"Stimulated acoustic emission imaging (""sono-scintigraphy"") with the ultrasound contrast agent Levovist: a reproducible Doppler ultrasound effect with potential clinical utility.","Blomley M., Albrecht T., Cosgrove D., Jayaram V., Patel N., Butler-Barnes J., Eckersley R., Bauer A., Schlief R.",10766332,"Academic radiology",5, ,13,2,0,2,1,16
