,"This is a citation overview for a set of 155 documents.",,,,,,,,,,,
,,,,,,,,,,,,
,"h index = 32 (Of the 155 documents considered for the h-Index, 32 have been cited at least 32 times.)",,,,,,,,,,,
,Note: Scopus does not have complete citation information for articles published before 1996.  ,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,<2007,2007,2008,subtotal,>2008,total
Publication Year,Document Title,Authors,ISSN,Journal Title,Volume,Issue,2836,341,328,669,228,3733
2009,"The Relationship between Enhanced Intensity and Microvessel Density of Gastric Carcinoma Using Double Contrast-Enhanced Ultrasonography","Shiyan L., Pintong H., Zongmin W., Fuguang H., Zhiqiang Z., Yan Y., Cosgrove D.",03015629,"Ultrasound in Medicine and Biology",35, 7,0,0,0,0,0,0
2009,"Bidirectional flow within the intratesticular arteries caused by microvenous thrombosis secondary to testicular torsion","Rattansingh A., Adamson B., Cosgrove D.",02784297,"Journal of Ultrasound in Medicine",28, 6,0,0,0,0,0,0
2009,"Knockin of mutant PIK3CA activates multiple oncogenic pathways","Gustin J.P., Konishi Y., Mohseni M., Wang G., Rosen D.M., Denmeade S.R., Higgins M.J., Vitolo M.I., Bachman K.E., Park B.H., Karakas B., Weiss M.B., Abukhdeir A.M., Lauring J., Garay J.P., Cosgrove D., Tamaki A., Konishi H.",00278424,"Proceedings of the National Academy of Sciences of the United States of America",106, 8,0,0,0,0,1,1
2009,"Clinical uses of microbubbles in diagnosis and treatment","Cosgrove D., Harvey C.",01400118,"Medical and Biological Engineering and Computing",47, 8,0,0,0,0,1,1
2008,"Contrast-Enhanced Ultrasound and Prostate Cancer; A Multicentre European Research Coordination Project","Wink M., Wijkstra H., Frauscher F., Cosgrove D., Chapelon J.-Y., Palwein L., Mitterberger M., Harvey C., Rouviere O., de la Rosette J.",03022838,"European Urology",54, 5,0,0,1,1,4,5
2008,"Renal transplants: What ultrasound can and cannot do","Cosgrove D.O., Chan K.E.",08948771,"Ultrasound Quarterly",24, 2,0,0,0,0,2,2
2008,"Ultrasound in breast imaging","Lloyd C., Hart J.L., Niewiarowski S., Lim A., Harvey C., Cosgrove D.",17508460,"British Journal of Hospital Medicine",69, 1,0,0,0,0,0,0
2007,"Achieving optimal diagnostic yield through the use of real-time contrast-enhanced ultrasonography (CEUS)","Cosgrove D.",16133749,"European Radiology, Supplement",17, 6,0,0,0,0,0,0
2007,"Measurement of the Reflectivity of the Intima-Medial Layer of the Common Carotid Artery Improves the Discriminatory Value of Intima-Medial Thickness Measurement as a Predictor of Risk of Atherosclerotic Disease","Ellis S.M., Naoumova R.P., Neuwirth C.K., Eckersley R., Cosgrove D.O., Thompson G.R., Sidhu P.S.",03015629,"Ultrasound in Medicine and Biology",33, 7,0,0,1,1,0,1
2007,"American Institute of Ultrasound in Medicine recommendations for contrast-enhanced liver ultrasound imaging clinical trials","Greenbaum L., Wilson S., Burns P., Copel J., Cosgrove D., Fowlkes J.B., Goldberg B., Mattrey R., Merton D., Robbin M.",02784297,"Journal of Ultrasound in Medicine",26, 6,0,3,2,5,1,6
2007,"WFUMB safety symposium on ultrasound contrast agents: Clinical applications and safety concerns","Blomley M., Claudon M., Cosgrove D.",03015629,"Ultrasound in Medicine and Biology",33, 2,0,0,2,2,4,6
2007,"A revolution in liver ultrasound","Cosgrove D.O.",0954691X,"European Journal of Gastroenterology and Hepatology",19, 1,0,0,1,1,1,2
2006,"Ultrasound contrast agents: An overview","Cosgrove D.",0720048X,"European Journal of Radiology",60, 3,0,10,12,22,22,44
2006,"Hepatic vein transit time of SonoVue: A comparative study with levovist","Lim A.K.P., Patel N., Eckersley R.J., Goldin R.D., Thomas H.C., Cosgrove D.O., Taylor-Robinson S.D., Blomley M.J.K.",00338419,"Radiology",240, 1,0,4,3,7,5,12
2006,"Colour Doppler ultrasound of the lumbar arteries: A novel application and reproducibility study in healthy subjects","Espahbodi S., Humphries K.N., Dore C.J., McCarthy I.D., Standfield N.J., Cosgrove D.O., Hughes S.P.F.",03015629,"Ultrasound in Medicine and Biology",32, 2,1,0,0,0,0,1
