,"This is a citation overview for a set of 405 documents.",,,,,,,,,,,
,,,,,,,,,,,,
,"h index = 71 (Of the 405 documents considered for the h-Index, 71 have been cited at least 71 times.)",,,,,,,,,,,
,Note: Scopus does not have complete citation information for articles published before 1996.  ,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,<2007,2007,2008,subtotal,>2008,total
Publication Year,Document Title,Authors,ISSN,Journal Title,Volume,Issue,15574,2693,2997,5690,1899,23163
2009,"Smallness for gestational age interacts with high mobility group A2 gene genetic variation to modulate height","Bouatia-Naji N., Levy-Marchal C., Marchand M., Cavalcanti-Proenca C., Daghmoun S., Durand E., Tichet J., Marre M., Balkau B., Froguel P.",08044643,"European Journal of Endocrinology",160, 4,0,0,0,0,0,0
2009,"Sex hormone-binding globulin predicts the incidence of hyperglycemia in women: Interactions with adiponectin levels","Bonnet F., Tichet J., Lecomte P., Pugeat M., Ducimetiere P., Echwege E., Alhenc-Gelas F., Gallois Y., Girault A., Marre M., Froguel P., Balkau B., Cogneau J., Born C., Caces E., Cailleau M., Moreau J.G., Rakotozafy F., Vol S., Malekot J.M., Picard P., Lange C., Fumeron F., Auvert R., Raverot V., Dechaud H.",08044643,"European Journal of Endocrinology",161, 1,0,0,0,0,0,0
2009,"Genetic variant near IRS1 is associated with type 2 diabetes, insulin resistance and hyperinsulinemia","Rung J., Borch-Johnsen K., Charpentier G., Dina C., Durand E., Elliott P., Hadjadj S., Jarvelin M.-R., Laitinen J., Lauritzen T., Marre M., Cauchi S., Meyre D., Montpetit A., Pisinger C., Posner B., Poulsen P., Pouta A., Prentki M., Ribel-Madsen R., Ruokonen A., Albrechtsen A., Sandbaek A., Serre D., Tichet J., Vaxillaire M., Wojtaszewski J.F.P., Vaag A., Hansen T., Polychronakos C., Pedersen O., Froguel P., Shen L., Sladek R., Rocheleau G., Cavalcanti-Proenca C., Bacot F., Balkau B., Belisle A.",10614036,"Nature Genetics",, ,0,0,0,0,0,0
2009,"A deletion of the HBII-85 class of small nucleolar RNAs (snoRNAs) is associated with hyperphagia, obesity and hypogonadism","de Smith A.J., Keogh J.M., Henning E., Yeo G.S.H., O'Rahilly S., Froguel P., Sadaf Farooqi I., Blakemore A.I.F., Purmann C., Walters R.G., Ellis R.J., Holder S.E., Van Haelst M.M., Brady A.F., Fairbrother U.L., Dattani M.",09646906,"Human Molecular Genetics",18, 17,0,0,0,0,0,0
2009,"A rare variant in the visfatin gene (nampt/pbef1) is associated with protection from obesity","Blakemore A.I.F., Walley A.J., Meyre D., Delplanque J., Vatin V., Lecoeur C., Marre M., Tichet J., Balkau B., Froguel P.",19307381,"Obesity",17, 8,0,0,0,0,0,0
2009,"The role of ghrelin and ghrelin-receptor gene variants and promoter activity in type 2 diabetes.","Garcia E.A., Grossman A.B., Kojima M., Petersenn S., Froguel P., Korbonits M., King P., Sidhu K., Ohgusu H., Walley A., Lecoeur C., Gueorguiev M., Khalaf S., Davies D.",1479683X,"European journal of endocrinology / European Federation of Endocrine Societies",161, 2,0,0,0,0,0,0
2009,"Loss-of-Function Mutation in the Dioxygenase-Encoding FTO Gene Causes Severe Growth Retardation and Multiple Malformations","Boissel S., Kadhom N., Etchevers H.C., Saudek V., Farooqi I.S., Froguel P., Lindahl T., O'Rahilly S., Munnich A., Colleaux L., Reish O., Proulx K., Kawagoe-Takaki H., Sedgwick B., Yeo G.S.H., Meyre D., Golzio C., Molinari F.",00029297,"American Journal of Human Genetics",85, 1,0,0,0,0,0,0
2009,"Genetic loci associated with C-reactive protein levels and risk of coronary heart disease","Elliott P., Bennett D., Coin L., Ashby D., Tzoulaki I., Brown I.J., Mt-Isa S., McCarthy M.I., Peltonen L., Freimer N.B., Farrall M., Chambers J.C., Ruokonen A., Hamsten A., Lim N., Froguel P., Waterworth D.M., Vollenweider P., Waeber G., Jarvelin M.-R., Mooser V., Scott J., Zhang W., Hall A.S., Schunkert H., Anand S.S., Collins R., Samani N.J., Watkins H., Kooner J.S., Clarke R., Hopewell J.C., Peden J.F., Erdmann J., Braund P., Engert J.C.",00987484,"JAMA - Journal of the American Medical Association",302, 1,0,0,0,0,1,1
2009,"The genetic contribution to non-syndromic human obesity","Walley A.J., Asher J.E., Froguel P.",14710056,"Nature Reviews Genetics",10, 7,0,0,0,0,0,0
2009,"Linkage disequilibrium mapping of the replicated type 2 diabetes linkage signal on chromosome 1q","Prokopenko I., Fu M., Frayling T.M., Groves C.J., Gwilliam R., Scott L.J., Voight B.F., Hattersley A.T., Hu C., Morris A.D., Ng M., Zeggini E., Palmer C.N.A., Tello-Ruiz M., Vaxillaire M., Wang C.-R., Stein L., Chan J., Jia W., Froguel P., Elbein S.C., Deloukas P., Hanson R.L., Bogardus C., Shuldiner A.R., McCarthy M.I., Mitchell B.D., Rayner N.W., Akan P., Baier L., Das S.K., Elliott K.S.",00121797,"Diabetes",58, 7,0,0,0,0,0,0
2009,"Common variation in SIM1 is reproducibly associated with BMI in Pima Indians","Traurig M., Baier L.J., Mack J., Hanson R.L., Ghoussaini M., Meyre D., Knowler W.C., Kobes S., Froguel P., Bogardus C.",00121797,"Diabetes",58, 7,0,0,0,0,0,0
2009,"The T-381C SNP in BNP gene may be modestly associated with type 2 diabetes: An updated meta-analysis in 49 279 subjects","Choquet H., Charpentier G., Ruiz J., Hercberg S., Maimaitiming S., Roussel R., Boenhnke M., Jackson A.U., Patsch W., Krempler F., Voight B.F., Cavalcanti-Proenca C., Altshuler D., Groop L., Thorleifsson G., Steinthorsdottir V., Stefansson K., Balkau B., Froguel P., Meyre D., Lecoeur C., Dina C., Cauchi S., Vaxillaire M., Hadjadj S., Horber F., Potoczna N.",09646906,"Human Molecular Genetics",18, 13,0,0,0,0,0,0
2009,"Several obesity- and nutrient-related gene polymorphisms but not FTO and UCP variants modulate postabsorptive resting energy expenditure and fat-induced thermogenesis in obese individuals: The NUGENOB Study","Goossens G.H., Polak J., Oppert J.-M., Martinez J.A., Sorensen T.I.A., Saris W.H.M., Petersen L., Blaak E.E., Hul G., Arner P., Astrup A., Froguel P., Patel K., Pedersen O.",03070565,"International Journal of Obesity",33, 6,0,0,0,0,0,0
2009,"G-allele of intronic rs10830963 in MTNR1B confers increased risk of impaired fasting glycemia and type 2 diabetes through an impaired glucose-stimulated insulin release: Studies involving 19,605 Europeans","Sparso T., Cavalcanti-Proenca C., Marchand M., Vaxillaire M., Charpentier G., Jarvelin M.-R., Tichet J., Balkau B., Marre M., Levy-Marchal C., Faerch K., Bonnefond A., Borch-Johnsen K., Jorgensen T., Madsbad S., Poulsen P., Vaag A., Dina C., Hansen T., Pedersen O., Froguel P., Andersson E., Bouatia-Naji N., Holmkvist J., Wegner L., Grarup N., Gjesing A.P., Banasik K.",00121797,"Diabetes",58, 6,0,0,0,0,1,1
2009,"Regulation of carboxylesterase 1 (CES1) in human adipose tissue","Jernas M., Carlsson L.M.S., Olsson B., Arner P., Jacobson P., Sjostrom L., Walley A., Froguel P., McTernan P.G., Hoffstedt J.",0006291X,"Biochemical and Biophysical Research Communications",383, 1,0,0,0,0,0,0
2009,"Combined effects of MC4R and FTO common genetic variants on obesity in European general populations","Cauchi S., Laitinen J., Gonzalez-Izquierdo A., Blakemore A.I., Elliott P., Meyre D., Balkau B., Jarvelin M.-R., Froguel P., Stutzmann F., Cavalcanti-Proenca C., Durand E., Pouta A., Hartikainen A.-L., Marre M., Vol S., Tammelin T.",09462716,"Journal of Molecular Medicine",87, 5,0,0,0,0,2,2
2009,"ALK7 expression is specific for adipose tissue, reduced in obesity and correlates to factors implicated in metabolic disease","Carlsson L.M.S., Jacobson P., Walley A., Froguel P., Sjostrom L., Svensson P.-A., Sjoholm K.",0006291X,"Biochemical and Biophysical Research Communications",382, 2,0,0,0,0,0,0
2009,"Mutations in G6PC2 do not contribute to monogenic forms of early infancy diabetes and beta cell dysfunction","Bonnefond A., Vaxillaire M., Bouatia-Naji N., Simon A., Saint-Martin C., Dechaume A., De Lonlay P., Polak M., Bellanne-Chantelot C., Froguel P.",0012186X,"Diabetologia",52, 5,0,0,0,0,0,0
2009,"Contribution of type 2 diabetes associated loci in the Arabic population from Tunisia: A case-control study","Ezzidi I., Mahjoub T., Vaxillaire M., Mtiraoui N., Cauchi S., Vaillant E., Dechaume A., Chaieb M., Kacem M., Almawi W.Y., Froguel P.",14712350,"BMC Medical Genetics",10, ,0,0,0,0,0,0
