,"This is a citation overview for a set of 24 documents.",,,,,,,,,,,
,,,,,,,,,,,,
,"h index = 13 (Of the 24 documents considered for the h-Index, 13 have been cited at least 13 times.)",,,,,,,,,,,
,Note: Scopus does not have complete citation information for articles published before 1996.  ,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,<2007,2007,2008,subtotal,>2008,total
Publication Year,Document Title,Authors,ISSN,Journal Title,Volume,Issue,550,123,137,260,61,871
2009,"Natural killer cells: Integrating diversity with function","Cheent K., Khakoo S.I.",00192805,"Immunology",126, 4,0,0,0,0,0,0
2008,"Age-related macular degeneration is associated with the HLA-Cw*0701 Genotype and the natural killer cell receptor AA haplotype.","Goverdhan S.V., Khakoo S.I., Gaston H., Chen X., Lotery A.J.",15525783,"Investigative ophthalmology & visual science",49, 11,0,0,0,0,0,0
2008,"Speed and selection in the evolution of killer-cell immunoglobulin-like receptors","Martinez-Borra J., Khakoo S.I.",17443121,"International Journal of Immunogenetics",35, 2,0,0,3,3,1,4
2008,"Unexpectedly high incidence of indigenous acute hepatitis E within South Hampshire: Time for routine testing?","De Silva A.N., Muddu A.K., Iredale J.P., Sheron N., Khakoo S.I., Pelosi E.",01466615,"Journal of Medical Virology",80, 2,0,0,2,2,3,5
2006,"KIR and disease: A model system or system of models?","Khakoo S.I., Carrington M.",01052896,"Immunological Reviews",214, 1,1,12,31,43,10,54
2006,"The inhibitory receptor NKG2A determines lysis of vaccinia virus-infected autologous targets by NK cells","Brooks C.R., Elliott T., Parham P., Khakoo S.I.",00221767,"Journal of Immunology",176, 2,0,2,5,7,1,8
2005,"Hanging in the balance: KIR and their role in disease","Williams A.P., Bateman A.R., Khakoo S.I.",15340384,"Molecular Interventions",5, 4,3,7,6,13,1,17
2004,"HLA and NK cell inhibitory receptor genes in resolving hepatitis C virus infection","Khakoo S.I., Hilgartner M., Cox S., Little A.-M., Alexander G.J., Cramp M.E., O'Brien S.J., Rosenberg W.M.C., Thomas D.L., Carrington M., Thio C.L., Martin M.P., Brooks C.R., Gao X., Astemborski J., Cheng J., Goedert J.J., Vlahov D.",00368075,"Science",305, 5685,108,55,51,106,30,244
2003,"Emergency management of variceal haemorrhage","Khakoo S.I., Rosenberg W.M.C.",14765063,"CPD Journal Acute Medicine",2, 2,0,0,0,0,0,0
2003,"Meeting report of the British Society for Gastroenterology Meeting, March 2003","Jones J.I.W., Khakoo S.I.",00175749,"Gut",52, 9,0,0,0,0,0,0
2003,"MHC class I receptors on natural killer cells: On with the old and in with the new","Khakoo S.I., Brooks C.R.",01435221,"Clinical Science",105, 2,1,1,0,1,0,2
2002,"The D0 domain of KIR3D acts as a major histocompatibility complex class I binding enhancer","Khakoo S.I., Geller R., Jenkins S.S.J.A., Parham P.",00221007,"Journal of Experimental Medicine",196, 7,15,4,4,8,2,25
2002,"Conservation and variation in human and common chimpanzee CD94 and NKG2 genes","Shum B.P., Flodin L.R., Muir D.G., Rajalingam R., Khakoo S.I., Cleland S., Guethlein L.A., Uhrberg M., Parham P.",00221767,"Journal of Immunology",168, 1,29,9,4,13,0,42
2001,"Comparison of chimpanzee and human leukocyte Ig-like receptor genes reveals framework and rapidly evolving genes","Canavez F., Young N.T., Guethlein L.A., Rajalingam R., Khakoo S.I., Shum B.P., Parham P.",00221767,"Journal of Immunology",167, 10,16,2,1,3,2,21
2000,"Rapid evolution of NK cell receptor systems demonstrated by comparison of chimpanzees and humans","Khakoo S.I., Lanier L.L., Parham P., Rajalingam R., Shum B.P., Weidenbach K., Flodin L., Muir D.G., Canavez F., Cooper S.L., Valiante N.M.",10747613,"Immunity",12, 6,143,13,14,27,5,175
2000,"Cytotoxic T lymphocyte responses and CTL epitope escape mutation in HBsAg, anti-HBe positive individuals","Khakoo S.I., Ling R., Scott I., Dodi A.I., Harrison T.J., Dusheiko G.M., Madrigal J.A.",00175749,"Gut",47, 1,5,2,1,3,1,9
1998,"Ribavirin and interferon alfa-2b in chronic hepatitis C: Assessment of possible pharmacokinetic and pharmacodynamic interactions","Khakoo S., Walters K., Dusheiko G.M., Glue P., Grellier L., Wells B., Bell A., Dash C., Murray-Lyon L., Lypnyj D., Flannery B.",03065251,"British Journal of Clinical Pharmacology",46, 6,68,6,10,16,2,86
1998,"Hepatitis C virus (HCV) tends to associate preferentially with high- density lipoproteins by standard ultracentrifugal fractionation of plasma from patients with chronic HCV infection","Manzini P., Dusheiko G.M., Brown D.J.C., Khakoo S.I., Owen J.S.",09284346,"Hepatology Research",11, 3,4,1,0,1,0,5
1997,"Lymphocyte and macrophage phenotypes in chronic hepatitis C infection: Correlation with disease activity","Khakoo S.I., Soni P.N., Savage K., Brown D., Dhillon A.P., Poulter L.W., Dusheiko G.M.",00029440,"American Journal of Pathology",150, 3,32,1,1,2,1,35
1996,"A clinical evaluation of a new method for HBV DNA quantitation in patients with chronic hepatitis B","Khakoo S.I., Soni P.N., Brown D., Dusheiko G.M.",01466615,"Journal of Medical Virology",50, 2,9,0,0,0,0,9
1996,"Etiology, screening, and treatment of hepatocellular carcinoma","Khakoo S.I., Grellier L.F.L., Soni P.N., Bhattacharya S., Dusheiko G.M.",00257125,"Medical Clinics of North America",80, 5,18,0,0,0,0,18
1996,"A rational approach to the management of hepatitis C infection","Dusheiko G.M., Khakoo S., Soni P., Grellier L.",09598146,"British Medical Journal",312, 7027,36,2,1,3,0,39
1995,"Hepatotoxicity and accelerated fibrosis following 3,4- methylenedioxymetamphetamine ('ecstasy') usage","Khakoo S.I., Coles C.J., Armstrong J.S., Barry R.E.",01920790,"Journal of Clinical Gastroenterology",20, 3,35,2,0,2,2,39
1994,"Histological assessment of the Sydney classification of endoscopic gastritis","Khakoo S.I., Lobo A.J., Shepherd N.A., Wilkinson S.P.",00175749,"Gut",35, 9,27,4,3,7,0,34
