,This is a citation overview for a set of 256 documents.,,,,,,,,,,,
,,,,,,,,,,,,
,"h index = 55 (Of the 256 documents considered for the h-Index, 55 have been cited at least 55 times.)",,,,,,,,,,,
,Note: Scopus does not have complete citation information for articles published before 1996.  ,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,<2007,2007,2008,subtotal,>2008,total
Publication Year,Document Title,Authors,ISSN,Journal Title,Volume,Issue,8850,1261,1068,2329,746,11925
2009,An in-frame deletion in Kir6.2 (KCNJ11) causing neonatal diabetes reveals a site of interaction between Kir6.2 and SUR1,"Craig T.J., Shimomura K., Holl R.W., Flanagan S.E., Ellard S., Ashcroft F.M.",0021972X,Journal of Clinical Endocrinology and Metabolism,94,7,0,0,0,0,0,0
2009,"Introduction. The blurred boundary between channels and transporters: We dedicate this volume to the memory of Peter Läuger, a pioneer of the link between channels and pumps","Ashcroft F., Gadsby D., Miller C.",9628436,Philosophical Transactions of the Royal Society B: Biological Sciences,364,1514,0,0,0,0,0,0
2009,SUR1: A unique ATP-binding cassette protein that functions as an ion channel regulator,"Aittoniemi J., Fotinou C., Craig T.J., De Wet H., Proks P., Ashcroft F.M.",9628436,Philosophical Transactions of the Royal Society B: Biological Sciences,364,1514,0,0,0,0,3,3
2009,"Mutational analysis of CLC-5, cofilin and CLC-4 in patients with dent's disease","Wu F., Goldraich N.P., Hoppe B., Lhotta K., Loirat C., Malik R., Morel D., Kotanko P., Roussel B., Rubinger D., Schrander-Stumpel C., Reed A.A.C., Serdaroglu E., Nesbit M.A., Ashcroft F., Thakker R.V., Williams S.E., Loh N.Y., Lippiat J.D., Christie P.T., Large O., Bettinelli A., Dillon M.J.",16602137,Nephron - Physiology,112,4,0,0,0,0,0,0
2009,Chapter 25 Insulin Secretion from ?-Cells is Affected by Deletion of Nicotinamide Nucleotide Transhydrogenase,"Shimomura K., Teboul L., Ashcroft F., Cox R.D., Galvanovskis J., Goldsworthy M., Hugill A., Kaizak S., Lee A., Meadows N., Quwailid M.M., Rydstrom J.",766879,Methods in Enzymology,457, ,0,0,0,0,0,0
2009,"Retraction for Ma et al. ""Glucose regulates the effects of leptin on hypothalamic POMC neurons"".","Ashcroft F.M., Zubcevic L.",10916490,Proceedings of the National Academy of Sciences of the United States of America,106,17,0,0,0,0,0,0
2009,Erratum: Glucose regulates the effects of leptin on hypothalamic POMC neurons (Proceedings of the National Academy of Sciences of the United States of America (2008) 105 (9811-9816)),"Ma X., Zubcevic L., Ashcroft F.M.",278424,Proceedings of the National Academy of Sciences of the United States of America,106,17,0,0,0,0,0,0
2009,A cytosolic factor that inhibits KATP channels expressed in Xenopus oocytes by impairing Mg-nucleotide activation by SUR1,"Tammaro P., Ashcroft F.M.",223751,Journal of Physiology,587,8,0,0,0,0,0,0
2009,Modeling KATP channel gating and its regulation,"Proks P., Ashcroft F.M.",796107,Progress in Biophysics and Molecular Biology,99,1,0,0,0,0,0,0
2008,"Glucagon-like peptide 1 stimulates hypothalamic proopiomelanocortin neurons (Journal of Neuroscience (July 4, 2007) (7125-7129))","Ma X., Bruning J., Ashcroft F.M.",2706474,Journal of Neuroscience,28,47,0,0,0,0,0,0
2008,pVHL is a regulator of glucose metabolism and insulin secretion in pancreatic ? cells,"Zehetner J., Thorens B., Rorsman P., Krek W., Danzer C., Collins S., Eckhardt K., Gerber P.A., Ballschmieter P., Galvanovskis J., Shimomura K., Ashcroft F.M.",8909369,Genes and Development,22,22,0,0,0,0,1,1
2008,Coincidence of a novel KCNJ11 missense variant R365H with a paternally inherited 6q24 duplication in a patient with transient neonatal diabetes,"Stanik J., Ellard S., Ashcroft F.M., Klimes I., Lethby M., Flanagan S.E., Gasperikova D., Milosovicova B., Lever M., Bullman H., Zubcevic L., Hattersley A.T.",1495992,Diabetes Care,31,9,0,0,0,0,0,0
2008,Role of the transcription factor Sox4 in insulin secretion and impaired glucose tolerance,"Goldsworthy M., Bhattacharya S., Ashcroft F.M., Cox R.D., Hugill A., Freeman H., Horner E., Shimomura K., Bogani D., Pieles G., Mijat V., Arkell R.",121797,Diabetes,57,8,0,0,1,1,1,2
