,"This is a citation overview for a set of 41 documents.",,,,,,,,,,,,
,,,,,,,,,,,,,
,"h index = 19 (Of the 41 documents considered for the h-Index, 19 have been cited at least 19 times.)",,,,,,,,,,,,
,Note: Scopus does not have complete citation information for articles published before 1996.  ,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,<2010,2010,2011,2012,subtotal,>2012,total
Publication Year,Document Title,Authors,ISSN,Journal Title,Volume,Issue,825,72,65,16,153,0,978
2009,"The role of iNKT cells in the immunopathology of systemic lupus erythematosus","Gabriel L., Morley B.J., Rogers N.J.",00778923,"Annals of the New York Academy of Sciences",1173, ,0,1,3,0,4,0,4
2009,"Selective up-regulation of intact, but not defective env RNAs of endogenous modified polytropic retrovirus by the Sgp3 locus of lupus-prone mice","Yoshinobu K., Baudino L., Santiago-Raber M.-L., Morito N., Dunand-Sauthier I., Morley B.J., Evans L.H., Izui S.",00221767,"Journal of Immunology",182, 12,3,7,2,0,9,0,12
2009,"A defect in Marco expression contributes to systemic lupus erythematosus development via failure to clear apoptotic cells","Rogers N.J., Lees M.J., Gabriel L., Maniati E., Rose S.J., Potter P.K., Morley B.J.",00221767,"Journal of Immunology",182, 4,2,5,7,2,14,0,16
2008,"Dissection of genetic mechanisms governing the expression of serum retroviral gp70 implicated in murine lupus nephritis","Baudino L., Tucker R.M., Roark C.L., Kotzin B.L., Evans L.H., Izui S., Yoshinobu K., Morito N., Kikuchi S., Fossati-Jimack L., Morley B.J., Vyse T.J., Hirose S., Jorgensen T.N.",00221767,"Journal of Immunology",181, 4,4,3,2,0,5,0,9
2008,"Control of apoptosis in autoimmunity","Maniati E., Potter P., Rogers N.J., Morley B.J.",00223417,"Journal of Pathology",214, 2,9,4,3,2,9,0,18
2007,"Monocytosis in BXSB mice is due to epistasis between Yaa and the telomeric region of Chromosome 1 but does not drive the disease process","Rogers N.J., Gabriel L., Nunes C.T., Rose S.J., Thiruudaian V., Boyle J., Morley B.J.",14664879,"Genes and Immunity",8, 8,3,0,1,0,1,0,4
2007,"BXSB/long-lived is a recombinant inbred strain containing powerful disease suppressor loci","Haywood M.E.K., Gabriel L., Rose S.J., Rogers N.J., Izui S., Morley B.J.",00221767,"Journal of Immunology",179, 4,0,1,1,0,2,0,2
2007,"A comparison of the behavior of C57BL/6 and C57BL/10 mice","Deacon R.M.J., Thomas C.L., Rawlins J.N.P., Morley B.J.",01664328,"Behavioural Brain Research",179, 2,4,1,2,1,4,0,8
2007,"The Bxs6 locus of BXSB mice is sufficient for high-level expression of gp70 and the production of gp70 immune complexes","Rankin J., Boyle J.J., Rose S.J., Gabriel L., Lewis M., Thiruudaian V., Rogers N.J., Izui S., Morley B.J.",00221767,"Journal of Immunology",178, 7,4,3,1,0,4,0,8
2005,"Linkage analysis of the genetic determinants of T-cell IL-4 secretion, and identification of Flj20274 as a putative candidate gene","Choi P., Xanthaki D., Rose S.J., Haywood H., Reiser H., Morley B.J.",14664879,"Genes and Immunity",6, 4,4,2,0,1,3,0,7
2004,"Dissection of BXSB lupus phenotype using mice congenic for chromosome 1 demonstrates that separate intervals direct different aspects of disease","Haywood M.E.K., Izui S., Walport M.J., Morley B.J., Rogers N.J., Rose S.J., Boyle J., McDermott A., Rankin J.M., Thiruudaian V., Lewis M.R., Fossati-Jimack L.",00221767,"Journal of Immunology",173, 7,20,4,1,0,5,0,25
2004,"Multiple loci are linked with anti-red blood cell antibody production in NZB mice - Comparison with other phenotypes implies complex modes of action","Lee N.J., Rigby R.J., Gill H., Boyle J.J., Fossati-Jimack L., Morley B.J., Vyse T.J.",00099104,"Clinical and Experimental Immunology",138, 1,6,1,0,1,2,0,8
2004,"A Novel Locus Regulates Both Retroviral Glycoprotein 70 and Anti-Glycoprotein 70 Antibody Production in New Zealand Mice When Crossed with BALB/c","Rigby R.J., Rozzo S.J., Gill H., Fernandez-Hart T., Morley B.J., Izui S., Kotzin B.L., Vyse T.J.",00221767,"Journal of Immunology",172, 8,8,3,1,0,4,0,12
2002,"Representational difference analysis in a lupus-prone mouse strain results in the identification of an unstable region of the genome on chromosome 11","Fu G., Haywood M.E.K., Morley B.J.",03051048,"Nucleic Acids Research",30, 6,2,0,0,0,0,0,2
2001,"Autoantigen glycoprotein 70 expression is regulated by a single locus, which acts as a checkpoint for pathogenic anti-glycoprotein 70 autoantibody production and hence for the corresponding development of severe nephritis, in lupus-prone BXSB mice","Haywood M.E.K., Vyse T.J., McDermott A., Thompson E.M., Ida A., Walport M.J., Izui S., Morley B.J.",00221767,"Journal of Immunology",167, 3,23,3,2,0,5,0,28
2000,"Cloning of porcine intercellar adhesion molecule-1 and characterization of its induction on endothelial cells by cytokines","Stocker C.J., Sugars K.L., Yarwood H., Delikouras A., Lechler R.I., Dorling A., Landis R.C., Morley B.J., Haskard D.O.",00411337,"Transplantation",70, 4,17,1,1,0,2,0,19
2000,"Lupus susceptibility loci map within regions of BXSB derived from the SB/Le parental strain","Maibaum M.A., Haywood M.E.K., Walport M.J., Morley B.J.",00937711,"Immunogenetics",51, 4-5,8,0,1,1,2,0,10
2000,"TNF-?, IL-4, and IFN-? regulate differential expression of P- and E- selectin expression by porcine aortic endothelial cells","Stocker C.J., Sugars K.L., Harari O.A., Landis R.C., Morley B.J., Haskard D.O.",00221767,"Journal of Immunology",164, 6,30,0,4,1,5,0,35
2000,"Identification of intervals on chromosomes 1, 3, and 13 linked to the development of lupus in BXSB mice","Haywood M.E.K., Simpson E., Walport M.J., Morley B.J., Hogarth M.B., Slingsby J.H., Rose S.J., Allen P.J., Thompson E.M., Maibaum M.A., Chandler P., Davies K.A.",00043591,"Arthritis and Rheumatism",43, 2,52,1,2,0,3,0,55
2000,"Autoimmune-prone mice share a promoter haplotype associated with reduced expression and function of the Fc receptor Fc?RII","Pritchard N.R., Cutler A.J., Uribe S., Chadban S.J., Morley B.J., Smith K.G.C.",09609822,"Current Biology",10, 4,103,13,8,2,23,0,126
1998,"Multiple lupus susceptibility loci map to chromosome 1 in BXSB mice","Hogarth M.B., Slingsby J.H., Allen P.J., Thompson E.M., Chandler P., Davies K.A., Simpson E., Morley B.J., Walport M.J.",00221767,"Journal of Immunology",161, 6,73,1,3,2,6,0,79
1998,"Regulation of transcription of the TATA-less human complement component C4 gene","Vaishnaw A.K., Mitchell T.J., Rose S.J., Walport M.J., Morley B.J.",00221767,"Journal of Immunology",160, 9,7,0,1,0,1,0,8
1997,"Polymorphism in the Ly-17 alloantigenic system of the mouse FcgRII gene","Slingsby J.H., Hogarth M.B., Walport M.J., Morley B.J.",00937711,"Immunogenetics",46, 4,11,1,0,0,1,0,12
1997,"Complement deficiency and autoimmunity","Walport M.J., Davies K.A., Morley B.J., Botto M.",00778923,"Annals of the New York Academy of Sciences",815, ,54,3,1,1,5,0,59
1996,"Localization of Mtv44 to the centromeric region of mouse Chromosome 11","Slingsby J.H., Dyson P.J., Morley B.J., Walport M.J., Simpson E.",09388990,"Mammalian Genome",7, 4,0,0,0,0,0,0,0
1996,"New microsatellite polymorphisms identified between C57BL/6, C57BL/10, and C57BL/KsJ inbred mouse strains","Slingsby J.H., Hogarth M.B., Simpson E., Walport M.J., Morley B.J.",00937711,"Immunogenetics",43, 1-2,23,1,3,0,4,0,27
1996,"Molecular basis of hereditary C1q deficiency associated with SLE and IgA nephropathy in a Turkish family","Topaloglu R., Walport M.J., Bakkaloglu A., Slingsby J.H., Mihatsch M.J., Pascual M., Norsworthy P., Morley B.J., Saatci U., Schifferli J.A.",00852538,"Kidney International",50, 2,22,1,1,1,3,0,25
1996,"IFN-? up-regulates expression of the complement components C3 and C4 by stabilization of mRNA","Mitchell T.J., Naughton M., Norsworthy P., Davies K.A., Walport M.J., Morley B.J.",00221767,"Journal of Immunology",156, 11,23,2,2,0,4,0,27
1996,"Autoantibodies to the collagenous region of C1q occur in three strains of lupus-prone mice","Hogarth M.B., Norsworthy P.J., Allen P.J., Trinder P.K.E., Loos M., Morley B.J., Walport M.J., Davies K.A.",00099104,"Clinical and Experimental Immunology",104, 2,17,0,3,0,3,0,20
1996,"The mouse C1q genes are clustered on chromosome 4 and show conservation of gene organization","Petry F., McClive P.J., Botto M., Morley B.J., Morahan G., Loos M.",00937711,"Immunogenetics",43, 6,7,0,0,0,0,0,7
1996,"Homozygous hereditary C1q deficiency and systemic lupus erythematosus: A new family and the molecular basis of C1q deficiency in three families","Slingsby J.H., Norsworthy P., Pearce G., Vaishnaw A.K., Issler H., Morley B.J., Walport M.J.",00043591,"Arthritis and Rheumatism",39, 4,51,2,2,0,4,0,55
1996,"The molecular basis of hereditary complement factor I deficiency","Vyse T.J., Morley B.J., Bartok I., Theodoridis E.L., Davies K.A., Webster A.D.B., Walport M.J.",00219738,"Journal of Clinical Investigation",97, 4,32,5,3,1,9,0,41
1995,"DNase I hypersensitivity mapping and promoter polymorphism analysis of human C4","Vaishnaw A.K., Hargreaves R., Campbell R.D., Morley B.J., Walport M.J.",00937711,"Immunogenetics",41, 6,5,0,0,0,0,0,5
