,"This is a citation overview for a set of 93 documents.",,,,,,,,,,,,
,,,,,,,,,,,,,
,"h index = 23 (Of the 93 documents considered for the h-Index, 23 have been cited at least 23 times.)",,,,,,,,,,,,
,Note: Scopus does not have complete citation information for articles published before 1996.  ,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,<2010,2010,2011,2012,subtotal,>2012,total
Publication Year,Document Title,Authors,ISSN,Journal Title,Volume,Issue,1186,179,181,38,398,0,1584
2009,"Handing over the reins","Miller R., Ward H.",13684973,"Sexually Transmitted Infections",85, 5,1,0,0,0,0,0,1
2009,"Assessing the severity of the novel influenza A/H1N1 pandemic.","Garske T., Legrand J., Donnelly C.A., Ward H., Cauchemez S., Fraser C., Ferguson N.M., Ghani A.C.",14685833,"BMJ (Clinical research ed.)",339, ,11,20,15,2,37,0,48
2009,"Publication: A dialogue between authors and editors","Miller R., Ward H.",13684973,"Sexually Transmitted Infections",85, 4,0,0,0,0,0,0,0
2009,"Assessing the severity of the novel influenza A/H1N1 pandemic","Garske T., Legrand J., Donnelly C.A., Ward H., Cauchemez S., Fraser C., Ferguson N.M., Ghani A.C.",17561833,"BMJ (Online)",339, 7714,7,10,7,2,19,0,26
2009,"Reductions in HIV transmission risk behaviour following diagnosis of primary HIV infection: A cohort of high-risk men who have sex with men","Fox J., White P.J., Macdonald N., Weber J., McClure M., Fidler S., Ward H.",14642662,"HIV Medicine",10, 7,0,4,7,7,18,0,18
2009,"Rectal chlamydia - A reservoir of undiagnosed infection in men who have sex with men","Annan N.T., Ward H., Nwokolo N., Sullivan A.K., Nori A., Naydenova P., Alexander S., McKenna A., Azadian B., Mandalia S., Rossi M.",13684973,"Sexually Transmitted Infections",85, 3,3,7,13,3,23,0,26
2009,"The prevalence of lymphogranuloma venereum infection in men who have sex with men: Results of a multicentre case finding study","Ward H., Alexander S., Carder C., Dean G., French P., Ivens D., Ling C., Paul J., Tong W., White J., Ison C.A.",13684973,"Sexually Transmitted Infections",85, 3,6,9,10,1,20,0,26
2009,"Lymphogranuloma venereum: Here to stay?","Ward H., Miller R.F.",13684973,"Sexually Transmitted Infections",85, 3,0,2,1,1,4,0,4
2009,"Surveillance of an infectious syphilis outbreak in south London, UK: A comparison of reporting systems","Menon-Johansson A.S., Young Y., Maguire H., Trail P., Ward H.",09564624,"International Journal of STD and AIDS",20, 3,0,0,2,0,2,0,2
2009,"Self-medication prevalence for sexually transmitted diseases: Meta-analysis and meta-regression of population level determinants","Gomez G.B., Garnett G.P., Ward H.",01485717,"Sexually Transmitted Diseases",36, 2,0,1,1,0,2,0,2
2008,"Risky sexual behaviour in context: qualitative results from an investigation into risk factors for seroconversion among gay men who test for HIV","Elam G., Evans B.G., Macdonald N., Hickson F.C.I., Imrie J., Power R., McGarrigle C.A., Fenton K.A., Gilbart V.L., Ward H.",13684973,"Sexually Transmitted Infections",84, 6,2,1,3,1,5,0,7
2008,"Fewer partners or more condoms? Modelling the effectiveness of STI prevention interventions","Garnett G.P., White P.J., Ward H.",13684973,"Sexually Transmitted Infections",84, 2,0,2,2,2,6,0,6
2008,"Diagnosing chlamydia and managing proctitis in men who have sex with men: Current UK practice","McMillan A., Kell P., Ward H.",13684973,"Sexually Transmitted Infections",84, 2,4,2,1,1,4,0,8
2008,"Factors associated with HIV seroconversion in gay men in England at the start of the 21st century","Macdonald N., Power R.M., Evans B.G., Elam G., Hickson F., Imrie J., McGarrigle C.A., Fenton K.A., Baster K., Ward H., Gilbart V.L.",13684973,"Sexually Transmitted Infections",84, 1,8,5,4,0,9,0,17
2007,"Direct transmission: Introducing a new feature in STI","Ward H., Low N.",13684973,"Sexually Transmitted Infections",83, 6,0,0,0,0,0,0,0
2007,"Geographical and demographic clustering of gonorrhoea in London","Risley C.L., Ward H., Choudhury B., Bishop C.J., Fenton K.A., Spratt B.G., Ison C.A., Ghani A.C.",13684973,"Sexually Transmitted Infections",83, 6,7,2,2,0,4,0,11
2007,"Sexual health services for South Asians in London, UK: A case-control study","Tariq S., Edwards S.G., Nalabanda A., Ward H., Allen E., Fenton K., Mercey D., Sethi G.",09564624,"International Journal of STD and AIDS",18, 8,2,1,1,0,2,0,4
2007,"Journal impact factors for 2006","Miller R., Ward H.",13684973,"Sexually Transmitted Infections",83, 5,1,0,0,0,0,0,1
2007,"Prevention strategies for sexually transmitted infections: Importance of sexual network structure and epidemic phase","Ward H.",13684973,"Sexually Transmitted Infections",83, 1,8,1,6,2,9,0,17
2007,"Update on lymphogranuloma venereum in the United Kingdom","Jebbari H., Ison C.A., Alexander S., Ward H., Evans B., Solomou M., Thornton A., Dean G., White J., French P.",13684973,"Sexually Transmitted Infections",83, 4,15,5,6,0,11,0,26
2007,"Focus on chlamydia","Low N., Ward H.",13684973,"Sexually Transmitted Infections",83, 4,1,2,0,0,2,0,3
2007,"The clinical manifestations of anorectal infection with lymphogranuloma venereum (LGV) versus non-LGV strains of Chlamydia trachomatis: A case-control study in homosexual men","Hamill M., Benn P., Carder C., Copas A., Ward H., Ison C., French P.",09564624,"International Journal of STD and AIDS",18, 7,10,2,2,0,4,0,14
2007,"Study looks at perinatal health outcomes among nurses' offsprings.","Ward H.",11853638,"Nursing BC / Registered Nurses Association of British Columbia",39, 2,0,0,0,0,0,0,0
2007,"Maids, migrants and occupational health in the London sex industry","Cooper K., Day S., Green A., Ward H.",13648470,"Anthropology and Medicine",14, 1,0,1,3,0,4,0,4
2007,"One-to-one counselling for STI prevention: Not so much whether as how","Ward H.",13684973,"Sexually Transmitted Infections",83, 1,4,0,1,1,2,0,6
2007,"British policy makes sex workers vulnerable","Day S.E., Ward H.",09598146,"British Medical Journal",334, 7586,3,2,3,1,6,0,9
2007,"Lymphogranuloma venereum in the United Kingdom","Ward H., Martin I., Macdonald N., Alexander S., Simms I., Fenton K., French P., Dean G., Ison C.",10584838,"Clinical Infectious Diseases",44, 1,33,10,8,4,22,0,55
2006,"Innovations in diagnostic methods for sexually transmitted infections","Ward H., Miller R.F.",13684973,"Sexually Transmitted Infections",82, 6,0,0,0,0,0,0,0
2006,"Diagnosis of lymphogranuloma venereum from biopsy samples [2]","Martin I.M.C., Alexander S.A., Ison C.A., Macdonald N., McCarthy K., Ward H.",00175749,"Gut",55, 10,5,2,1,0,3,0,8
2006,"How safe is safer sex? High levels of HSV-1 and HSV-2 in female sex workers in London","Fox J., Taylor G.P., Day S., Parry J., Ward H.",09502688,"Epidemiology and Infection",134, 5,4,0,1,0,1,0,5
2006,"What happens to women who sell sex? Report of a unique occupational cohort","Ward H., Day S.",13684973,"Sexually Transmitted Infections",82, 5,6,6,1,0,7,0,13
2006,"Globalisation, the sex industry, and health","Ward H., Aral S.O.",13684973,"Sexually Transmitted Infections",82, 5,3,5,2,1,8,0,11
2006,"HIV, sexually transmitted infections, and risk behaviours in male sex workers in London over a 10 year period","Sethi G., Holden B.M., Gaffney J., Greene L., Ghani A.C., Ward H.",13684973,"Sexually Transmitted Infections",82, 5,4,1,3,0,4,0,8
2006,"Lymphogranuloma venereum in Australia","Simms I., Ward H., Martin I., Alexander S., Ison C.",14485028,"Sexual Health",3, 3,4,1,0,1,2,0,6
2006,"Is HIV out of control in the UK? An example of analysing patterns of HIV spreading using incidence-to-prevalence ratios","White P.J., Ward H., Garnett G.P.",02699370,"AIDS",20, 14,9,4,4,0,8,0,17
2006,"Identification of individuals with gonorrhoea within sexual networks: a population-based study","Choudhury B., Risley C.L., Ghani A.C., Bishop C.J., Ward H., Fenton K.A., Ison C.A., Spratt B.G.",01406736,"Lancet",368, 9530,24,7,7,0,14,0,38
2006,"Online first in Sexually Transmitted Infections","Miller R.F., Ward H.",13684973,"Sexually Transmitted Infections",82, 3,1,0,0,0,0,0,1
2006,"Public health training in genitourinary medicine","Robinson A.J., Payne N., Ward H.",13684973,"Sexually Transmitted Infections",82, 3,1,0,0,0,0,0,1
2006,"Congenital syphilis in the United Kingdom","Simms I., Ward H.",13684973,"Sexually Transmitted Infections",82, 1,7,1,6,0,7,0,14
2006,"Hepatitis B vaccination for male sex workers: The experience of a specialist GUM service","Sethi G., Holden B.M., Greene L., Gaffney J., Ward H.",13684973,"Sexually Transmitted Infections",82, 1,3,2,0,0,2,0,5
2006,"Sexually Transmitted Infections Annual report January-December 2005","Miller R.F., Ward H.",13684973,"Sexually Transmitted Infections",82, 1,1,0,0,0,0,0,1
2006,"Still waiting: Poor access to sexual health services in the UK","Ward H., Robinson A.J.",13684973,"Sexually Transmitted Infections",82, 1,3,0,0,0,0,0,3
2006,"HIV and AIDS in the United Kingdom African communities: guidelines produced for prevention and care.","Elam G., de Souza-Thomas L., Ward H.",15607917,"Euro surveillance : bulletin européen sur les maladies transmissibles = European communicable disease bulletin.",11, 1,0,0,0,0,0,0,0
2005,"Erratum: Vicious and virtuous circles in the dynamics of infectious disease and the provision of health care: Gonorrhea in Britain as an example (Journal of Infectious Diseases (September 2005) 192 (824-836))","White P.J., Ward H., Cassell J.A.",00221899,"Journal of Infectious Diseases",192, 12,0,0,0,0,0,0,0
2005,"Partner notification and contact-tracing","Ward H.",13573039,"Medicine",33, 9,0,0,0,0,0,0,0
2005,"Who pays for sex? An analysis of the increasing prevalence of female commercial sex contacts among men in Britain","Ward H., Mercer C.H., Wellings K., Fenton K., Erens B., Copas A., Johnson A.M.",13684973,"Sexually Transmitted Infections",81, 6,15,5,4,0,9,0,24
2005,"Vicious and virtuous circles in the dynamics of infectious disease and the provision of health care: Gonorrhea in Britain as an example","White P.J., Ward H., Cassell J.A., Mercer C.H., Garnett G.P.",00221899,"Journal of Infectious Diseases",192, 5,11,6,7,0,13,0,24
2005,"Modern day influences on sexual behavior","Aral S.O., Ward H.",08915520,"Infectious Disease Clinics of North America",19, 2,8,0,1,0,1,0,9
2005,"Hospital indicators of poor sexual health.","Ward H., Cassell J., Williams S., Aylin P.",14685833,"BMJ (Clinical research ed.)",330, 7501,0,0,0,0,0,0,0
2005,"Initial results of enhanced surveillance for lymphogranuloma venereum (LGV) in England.","Macdonald N., Ison C., Martin I., Alexander S., Lowndes C., Simms I., Ward H.",15607917,"Euro surveillance : bulletin européen sur les maladies transmissibles = European communicable disease bulletin.",10, 1,4,2,1,0,3,0,7
2004,"Declining prevalence of STI in the London sex industry, 1985 to 2002","Ward H., Day S., Green A., Cooper K., Weber J.",13684973,"Sexually Transmitted Infections",80, 5,31,3,2,0,5,0,36
2004,"National chlamydia screening programme in England: Making progress","Fenton K.A., Ward H.",13684973,"Sexually Transmitted Infections",80, 5,5,1,0,0,1,0,6
2004,"Notice of redundant publication","Miller R., Ward H., Catchpole M., Underhill G., Hewitt G., Randall S., Tobin J., Harindra V.",13684973,"Sexually Transmitted Infections",80, 4,2,0,0,0,0,0,2
2004,"Surveillance: Information for action","Ward H.",13684973,"Sexually Transmitted Infections",80, 3,0,0,0,0,0,0,0
2004,"Annual report January to December 2003","Miller R., Ward H.",13684973,"Sexually Transmitted Infections",80, 2,2,0,0,0,0,0,2
2004,"Impact of bacterial vaginosis on detection of chlamydial infection [3]","Ward H., Taylor-Robinson D.",09564624,"International Journal of STD and AIDS",15, 3,0,0,0,0,0,0,0
2003,"Validity and utility of screening tests for STIs","Ward H., Weber J.",13684973,"Sexually Transmitted Infections",79, 5,1,0,0,0,0,0,1
2003,"Taking up the reins","Ward H., Miller R.",13684973,"Sexually Transmitted Infections",79, 1,4,0,0,0,0,0,4
2002,"Short term interventions are not enough","Ward H.",13684973,"Sexually Transmitted Infections",78, 2,3,0,0,0,0,0,3
2001,"HIV prevention and sexual health services for sex workers in the UK","Cooper K., Kilvington J., Day S., Ziersch A., Ward H.",00178969,"Health Education Journal",60, 1,5,0,0,0,0,0,5
2001,"Violence towards female prostitutes. Violence in sex work extends to more than risks from clients.","Day S., Ward H.",09598138,"BMJ (Clinical research ed.)",323, 7306,5,2,1,0,3,0,8
2001,"Violence towards female prostitutes [3] (multiple letters)","Day S., Ward H., Boynton P.M.",09598146,"British Medical Journal",323, 7306,2,0,0,0,0,0,2
2001,"Prostitution policy in Europe: A time of change?","Kilvington J., Day S., Ward H.",01417789,"Feminist Review",67, ,15,2,2,0,4,0,19
2000,"A prospective social and molecular investigation of gonococcal transmission","Ward H., Ison C.A., Day S.E., Martin I., Ghani A.C., Garnett G.P., Bell G., Kinghorn G., Weber J.N.",01406736,"Lancet",356, 9244,32,1,2,0,3,0,35
2000,"Health issues associated with increasing use of 'crack' cocaine among female sex workers in London","Ward H., Pallecaros A., Green A., Day S.",13684973,"Sexually Transmitted Infections",76, 4,26,4,2,0,6,0,32
2000,"Crack cocaine and prostitution in London in the 1990s","Green A., Day S., Ward H.",01419889,"Sociology of Health and Illness",22, 1,16,1,1,0,2,0,18
1999,"Impact of HIV on adult (15-54) mortality in London: 1979-96","Hickman M., Bardsley M., De Angelis D., Ward H.",13684973,"Sexually Transmitted Infections",75, 6,6,0,0,0,0,0,6
1999,"Risky business: Health and safety in the sex industry over a 9 year period","Ward H., Day S., Weber J.",13684973,"Sexually Transmitted Infections",75, 5,59,8,6,1,15,0,74
1999,"Evaluating outreach clinics - Are we asking too much?","Ward H.",13684973,"Sexually Transmitted Infections",75, 3,1,0,0,0,0,0,1
1999,"New technologies, old challenges?","Ward H.",13684973,"Sexually Transmitted Infections",75, 2,0,0,0,0,0,0,0
