,"Author: Fraser, Christophe",,,,,,,,,,,
,,,,,,,,,,,,
,"h index = 23 (Of the 58 documents considered for the h-Index, 23 have been cited at least 23 times.)",,,,,,,,,,,
,Note: The h Index considers Scopus documents published after 1995.  ,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,<2007,2007,2008,subtotal,>2008,total
Publication Year,Document Title,Authors,ISSN,Journal Title,Volume,Issue,988,454,481,935,425,2348
2009,"Assessing the severity of the novel influenza A/H1N1 pandemic.","Garske T., Legrand J., Donnelly C.A., Ward H., Cauchemez S., Fraser C., Ferguson N.M., Ghani A.C.",14685833,"BMJ (Clinical research ed.)",339, ,0,0,0,0,0,0
2009,"Identifying currents in the gene pool for bacterial populations using an integrative approach","Tang J., Hanage W.P., Fraser C., Corander J.",1553734X,"PLoS Computational Biology",5, 8,0,0,0,0,0,0
2009,"Assessing the severity of the novel influenza A/H1N1 pandemic","Garske T., Legrand J., Donnelly C.A., Ward H., Cauchemez S., Fraser C., Ferguson N.M., Ghani A.C.",09598146,"BMJ",339, 7714,0,0,0,0,2,2
2009,"Pandemic potential of a strain of influenza A (H1N1): Early findings","Fraser C., Lyons E.J., Jombart T., Hinsley W.R., Grassly N.C., Balloux F., Ghani A.C., Ferguson N.M., Rambaut A., Pybus O.G., Lopez-Gatell H., Donnelly C.A., Alpuche-Aranda C.M., Chapela I.B., Zavala E.P., Ma. Espejo Guevara D., Checchi F., Garcia E., Hugonnet S., Roth C., Cauchemez S., Hanage W.P., Van Kerkhove M.D., Hollingsworth T.D., Griffin J., Baggaley R.F., Jenkins H.E.",00368075,"Science",324, 5934,0,0,0,0,36,36
2009,"Hyper-recombination, diversity, and antibiotic resistance in pneumococcus","Hanage W.P., Fraser C., Tang J., Connor T.R., Corander J.",00368075,"Science",324, 5933,0,0,0,0,1,1
2009,"Estimating the public health impact of the effect of herpes simplex virus suppressive therapy on plasma HIV-1 viral load","Baggaley R.F., Ghani A.C., Weiss H.A., Griffin J.T., Chapman R., Hollingsworth T.D., Nagot N., Delany S., Mayaud P., De Wolf F., Fraser C.",02699370,"AIDS",23, 8,0,0,0,0,0,0
2009,"No coexistence for free: Neutral null models for multistrain pathogens","Lipsitch M., Colijn C., Cohen T., Hanage W.P., Fraser C.",17554365,"Epidemics",1, 1,0,0,0,0,0,0
2009,"The bacterial species challenge: Making sense of genetic and ecological diversity","Fraser C., Alm E.J., Polz M.F., Spratt B.G., Hanage W.P.",00368075,"Science",323, 5915,0,0,0,0,4,4
2008,"The relationship between real-time and discrete-generation models of epidemic spread","Pellis L., Ferguson N.M., Fraser C.",00255564,"Mathematical Biosciences",216, 1,0,0,0,0,0,0
2008,"HIV-1 transmission, by stage of infection","Hollingsworth T.D., Anderson R.M., Fraser C.",00221899,"Journal of Infectious Diseases",198, 5,0,0,2,2,9,11
2008,"Mathematical models of infectious disease transmission","Grassly N.C., Fraser C.",17401526,"Nature Reviews Microbiology",6, 6,0,0,2,2,2,4
2008,"A resurgent HIV-1 epidemic among men who have sex with men in the era of potent antiretroviral therapy","Bezemer D., Fraser C., De Wolf F., Boerlijst M.C., Van Sighem A., Hollingsworth T.D., Prins M., Geskus R.B., Gras L., Coutinho R.A.",02699370,"AIDS",22, 9,0,0,3,3,5,8
2008,"Modeling targeted layered containment of an influenza pandemic in the United States","Halloran M.E., Germann T.C., Wagener D., Beckman R., Kadau K., Barrett C., Macken C.A., Burke D.S., Cooley P., Ferguson N.M., Eubank S., Longini Jr. I.M., Cummings D.A.T., Lewis B., Xu S., Fraser C., Vullikanti A.",00278424,"Proceedings of the National Academy of Sciences of the United States of America",105, 12,0,0,2,2,20,22
2007,"Variation in HIV-1 set-point viral load: Epidemiological analysis and an evolutionary hypothesis","Fraser C., Hollingsworth T.D., Chapman R., De Wolf F., Hanage W.P.",00278424,"Proceedings of the National Academy of Sciences of the United States of America",104, 44,0,0,8,8,12,20
2007,"Estimating individual and household reproduction numbers in an emerging epidemic","Fraser C.",19326203,"PLoS ONE",2, 8,0,0,4,4,6,10
2007,"Assessing the reliability of eBURST using simulated populations with known ancestry","Turner K.M., Hanage W.P., Fraser C., Connor T.R., Spratt B.G.",14712180,"BMC Microbiology",7, ,0,2,9,11,7,18
2007,"Influenza pandemic vaccines: spread them thin?","Fraser C.",15491676,"PLoS medicine",4, 6,0,0,0,0,0,0
2007,"CD4 cell counts of 800 cells/mm3 or greater after 7 years of highly active antiretroviral therapy are feasible in most patients starting with 350 cells/mm3 or greater","Gras L., De Wolf F., Kesselring A.M., Griffin J.T., Van Sighem A.I., Fraser C., Ghani A.C., Miedema F., Reiss P., Lange J.M.A.",15254135,"Journal of Acquired Immune Deficiency Syndromes",45, 2,0,1,12,13,17,30
2007,"Influenza pandemic vaccines: Spread them thin?","Fraser C.",15491277,"PLoS Medicine",4, 6,0,0,0,0,0,0
2007,"Modeling the long-term antibody response of a human papillomavirus (HPV) virus-like particle (VLP) type 16 prophylactic vaccine","Fraser C., Tomassini J.E., Xi L., Golm G., Watson M., Giuliano A.R., Barr E., Ault K.A.",0264410X,"Vaccine",25, 21,0,6,14,20,7,27
2007,"Recombination and the nature of bacterial speciation","Fraser C., Hanage W.P., Spratt B.G.",00368075,"Science",315, 5811,0,8,20,28,18,46
2006,"The effectiveness of contact tracing in emerging epidemics","Klinkenberg D., Fraser C., Heesterbeek H.",19326203,"PLoS ONE",1, 1,0,0,2,2,1,3
2006,"Sequences, sequence clusters and bacterial species","Hanage W.P., Fraser C., Spratt B.G.",09628436,"Philosophical Transactions of the Royal Society B: Biological Sciences",361, 1475,6,4,4,8,7,21
2006,"Modelling bacterial speciation","Hanage W.P., Spratt B.G., Turner K.M.E., Fraser C.",09628436,"Philosophical Transactions of the Royal Society B: Biological Sciences",361, 1475,4,4,5,9,7,20
2006,"New strategies for the elimination of polio from India","Grassly N.C., Fraser C., Wenger J., Deshpande J.M., Sutter R.W., Heymann D.L., Aylward R.B.",00368075,"Science",314, 5802,0,14,16,30,10,40
2006,"Seasonal infectious disease epidemiology","Grassly N.C., Fraser C.",09628436,"Proceedings of the Royal Society B: Biological Sciences",273, 1600,0,4,6,10,4,14
2006,"Reducing the impact of the next influenza pandemic using household-based public health interventions","Wu J.T., Riley S., Fraser C., Leung G.M.",15491277,"PLoS Medicine",3, 9,0,7,9,16,7,23
2006,"Reducing the impact of the next influenza pandemic using household-based public health interventions.","Wu J.T., Riley S., Fraser C., Leung G.M.",15491676,"PLoS medicine.",3, 9,1,9,3,12,5,18
2006,"Strategies for mitigating an influenza pandemic","Ferguson N.M., Cummings D.A.T., Fraser C., Cajka J.C., Cooley P.C., Burke D.S.",00280836,"Nature",442, 7101,15,72,97,169,62,246
2006,"Seroprevalence of IgG antibodies to SARS-coronavirus in asymptomatic or subclinical population groups","Leung G.M., Anderson R.M., Hedley A.J., Lim W.W., Ho L.-M., Lam T.-H., Ghani A.C., Donnelly C.A., Fraser C., Riley S., Ferguson N.M.",09502688,"Epidemiology and Infection",134, 2,2,4,1,5,0,7
2006,"The effect on treatment comparisons of different measurement frequencies in human immunodeficiency virus observational databases","Griffin J.T., Fraser C., Gras L., De Wolf F., Ghani A.C.",00029262,"American Journal of Epidemiology",163, 7,0,2,0,2,0,2
2006,"The impact of homologous recombination on the generation of diversity in bacteria","Hanage W.P., Fraser C., Spratt B.G.",00225193,"Journal of Theoretical Biology",239, 2,3,7,9,16,5,24
2006,"Comparative potency of three antiretroviral therapy regimes in primary HIV infection","Fidler S., Fraser C., Fox J., Tamm N., Griffin J.T., Weber J.",02699370,"AIDS",20, 2,1,2,2,4,2,7
2005,"HIV recombination: What is the impact on antiretroviral therapy?","Fraser C.",17425689,"Journal of the Royal Society Interface",2, 5,0,3,4,7,3,10
2005,"Strategies for containing an emerging influenza pandemic in Southeast Asia","Ferguson N.M., Cummings D.A.T., Cauchemez S., Fraser C., Riley S., Meeyai A., Iamsirithaworn S., Burke D.S.",00280836,"Nature",437, 7056,84,98,95,193,58,335
2005,"Methods for estimating the case fatality ratio for a novel, emerging infectious disease","Ghani A.C., Hedley A.J., Leung G.M., Donnelly C.A., Cox D.R., Griffin J.T., Fraser C., Lam T.H., Ho L.M., Chan W.S., Anderson R.M.",00029262,"American Journal of Epidemiology",162, 5,2,1,0,1,6,9
2005,"Fuzzy species among recombinogenic bacteria","Hanage W.P., Fraser C., Spratt B.G.",17417007,"BMC Biology",3, ,21,13,8,21,8,50
2005,"Neutral microepidemic evolution of bacterial pathogens","Fraser C., Hanage W.P., Spratt B.G.",00278424,"Proceedings of the National Academy of Sciences of the United States of America",102, 6,10,8,9,17,8,35
2005,"Host immunity and synchronized epidemics of syphilis across the United States","Grassly N.C., Fraser C., Garnett G.P.",00280836,"Nature",433, 7024,22,10,9,19,7,48
2004,"The epidemiology of severe acute respiratory syndrome in the 2003 Hong Kong epidemic: An analysis of all 1755 patients","Leung G.M., Riley S., Ferguson N.M., Anderson R.M., Tsang T., Leung P.-Y., Wong V., Chan J.C.K., Tsui E., Lo S.-V., Lam T.-H., Medley A.J., Ho L.-M., Chau P., Wong I.O.L., Thach T.Q., Ghani A.C., Donnelly C.A., Fraser C.",00034819,"Annals of Internal Medicine",141, 9,23,19,7,26,7,56
2004,"Epidemiological and genetic analysis of severe acute respiratory syndrome","Donnelly C.A., Fisher M.C., Fraser C., Ghani A.C., Riley S., Ferguson N.M., Anderson R.M.",14733099,"Lancet Infectious Diseases",4, 11,16,7,3,10,2,28
2004,"SARS-CoV antibody prevalence in all Hong Kong patient contacts","Leung G.M., Riley S., Ferguson N.M., Anderson R.M., Law Y.-L., Mok T., Ng T., Fu A., Leung P.-Y., Peiris J.S.M., Lam T.-H., Chung P.-H., Hedley A.J., Tsang T., Lim W., Chan S.K.K., Chau P., Donnelly C.A., Ghani A.C., Fraser C.",10806040,"Emerging Infectious Diseases",10, 9,19,10,1,11,0,30
2004,"Epidemiology, transmission dynamics and control of SARS: The 2002-2003 epidemic","Anderson R.M., Fraser C., Ghani A.C., Donnelly C.A., Riley S., Ferguson N.M., Leung G.M., Lam T.H., Hedley A.J.",09628436,"Philosophical Transactions of the Royal Society B: Biological Sciences",359, 1447,30,14,5,19,12,61
2004,"Erratum: Underwhelming the immune response: Effect of slow virus growth on CD8+-T-lymphocyte responses (Journal of Virology (2004) 78, 5 (2247-2254))","Bocharov G., Ludewig B., Bertoletti A., Klenerman P., Junt T., Krebs P., Luzyanina T., Fraser C., Anderson R.M.",0022538X,"Journal of Virology",78, 11,0,0,0,0,0,0
