,"This is a citation overview for a set of 41 documents.",,,,,,,,,,,,
,,,,,,,,,,,,,
,"h index = 20 (Of the 41 documents considered for the h-Index, 20 have been cited at least 20 times.)",,,,,,,,,,,,
,Note: Scopus does not have complete citation information for articles published before 1996.  ,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,<2010,2010,2011,2012,subtotal,>2012,total
Publication Year,Document Title,Authors,ISSN,Journal Title,Volume,Issue,1344,195,199,64,458,0,1802
2009,"Activation of Nrf2 in endothelial cells protects arteries from exhibiting a proinflammatory state","Zakkar M., Carlsen H., Haskard D.O., Mason J.C., Evans P.C., Van Der Heiden K., Luong L.A., Chaudhury H., Cuhlmann S., Hamdulay S.S., Krams R., Edirisinghe I., Rahman I.",10795642,"Arteriosclerosis, Thrombosis, and Vascular Biology",29, 11,0,9,26,3,38,0,38
2009,"Induction of the cytoprotective enzyme heme oxygenase-1 by statins is enhanced in vascular endothelium exposed to laminar shear stress and impaired by disturbed flow","Ali F., Zakkar M., Karu K., Lidington E.A., Hamdulay S.S., Boyle J.J., Zloh M., Bauer A., Haskard D.O., Evans P.C., Mason J.C.",00219258,"Journal of Biological Chemistry",284, 28,2,7,12,3,22,0,24
2009,"Nur77: Orphaned at birth but adopted by the nuclear factor ?b signaling pathway","Evans P.C.",00097330,"Circulation Research",104, 6,0,3,1,0,4,0,4
2008,"The A20 gene protects kidneys from ischaemia/reperfusion injury by suppressing pro-inflammatory activation","Lutz J., Haskard D.O., Baumann M., Boyle J., Harten S., Maxwell P.H., Pusey C., Heemann U., Evans P.C., Luong L.A., Strobl M., Deng M., Huang H., Anton M., Zakkar M., Enesa K., Chaudhury H.",09462716,"Journal of Molecular Medicine",86, 12,2,5,3,3,11,0,13
2008,"Hemodynamic parameters regulating vascular inflammation and atherosclerosis: A brief update","Ridger V., Krams R., Carpi A., Evans P.C.",07533322,"Biomedicine and Pharmacotherapy",62, 8,3,5,1,0,6,0,9
2008,"Increased endothelial mitogen-activated protein kinase phosphatase-1 expression suppresses proinflammatory activation at sites that are resistant to atherosclerosis","Zakkar M., Haskard D.O., Evans P.C., Chaudhury H., Sandvik G., Enesa K., Luong L.A., Cuhlmann S., Mason J.C., Krams R., Clark A.R.",00097330,"Circulation Research",103, 7,7,9,14,0,23,0,30
2008,"Elevated p53 expression is associated with dysregulation of the ubiquitin-proteasome system in dilated cardiomyopathy","Birks E.J., Barton P.J.R., Yacoub M.H., Evans P.C., Latif N., Enesa K., Folkvang T., Luong L.A., Sarathchandra P., Khan M., Ovaa H., Terracciano C.M.",00086363,"Cardiovascular Research",79, 3,6,11,5,2,18,0,24
2008,"Hydrogen peroxide prolongs nuclear localization of NF-?B in activated cells by suppressing negative regulatory mechanisms","Enesa K., Adcock I., Evans P.C., Ito K., Luong L.A., Thorbjornsen I., Phua C., To Y., Dean J., Haskard D.O., Boyle J.",00219258,"Journal of Biological Chemistry",283, 27,4,4,4,2,10,0,14
2008,"KLF2-dependent, shear stress-induced expression of CD59: A novel cytoprotective mechanism against complement-mediated injury in the vasculature","Kinderlerer A.R., Mason J.C., Ali F., Johns M., Lidington E.A., Leung V., Boyle J.J., Hamdulay S.S., Evans P.C., Haskard D.O.",00219258,"Journal of Biological Chemistry",283, 21,7,3,2,1,6,0,13
2008,"NF-?B suppression by the deubiquitinating enzyme cezanne: A novel negative feedback loop in pro-inflammatory signaling","Enesa K., Zakkar M., Chaudhury H., Luong L.A., Rawlinson L., Mason J.C., Haskard D.O., Dean J.L.E., Evans P.C.",00219258,"Journal of Biological Chemistry",283, 11,16,11,18,8,37,0,53
2008,"Association of partially folded lens ?B2-crystallins with the ?-crystallin molecular chaperone","Evans P., Slingsby C., Wallace B.A.",02646021,"Biochemical Journal",409, 3,5,3,0,0,3,0,8
2008,"Atherosclerosis: Cell biology and lipoproteins - New developments in imaging of inflammation of the vulnerable plaque","Foin N., Evans P., Krams R.",09579672,"Current Opinion in Lipidology",19, 1,1,1,0,0,1,0,2
