,"This is a citation overview for a set of 62 documents.",,,,,,,,,,,,
,,,,,,,,,,,,,
,"h index = 13 (Of the 62 documents considered for the h-Index, 13 have been cited at least 13 times.)",,,,,,,,,,,,
,Note: Scopus does not have complete citation information for articles published before 1996.  ,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,<2007,2007,2008,2009,subtotal,>2009,total
Publication Year,Document Title,Authors,ISSN,Journal Title,Volume,Issue,237,121,151,75,347,0,584
2009,"Development and validation of mental practice as a training strategy for laparoscopic surgery","Arora S., Aggarwal R., Sevdalis N., Moran A., Sirimanna P., Kneebone R., Darzi A.",09302794,"Surgical Endoscopy",, ,0,0,0,0,0,0,0
2009,"Perspective: Simulation and transformational change: the paradox of expertise","Kneebone R.",10402446,"Academic Medicine",84, 7,0,0,0,0,0,0,0
2009,"Surgical training using simulation.","Kneebone R., Aggarwal R.",14685833,"BMJ (Clinical research ed.)",338, ,0,0,0,0,0,0,0
2009,"Surgical training using simulation","Kneebone R., Aggarwal R.",09598146,"BMJ",338, 7705,0,0,0,0,0,0,0
2009,"Managing intraoperative stress: what do surgeons want from a crisis training program?","Arora S., Sevdalis N., Nestel D., Tierney T., Woloshynowych M., Kneebone R.",00029610,"American Journal of Surgery",197, 4,0,0,0,1,1,0,1
2009,"Gaining Consent for Carotid Surgery: A Simulation-Based Study of Vascular Surgeons","Black S.A., Nestel D., Tierney T., Amygdalos I., Kneebone R., Wolfe J.H.N.",10785884,"European Journal of Vascular and Endovascular Surgery",37, 2,0,0,0,0,0,0,0
2009,"Recognition of skin malignancy by general practitioners: Observational study using data from a population-based randomised controlled trial","Pockney P., Primrose J., George S., Jayatilleke N., Leppard B., Smith H., Little P., Kneebone R., Lowy A.",00070920,"British Journal of Cancer",100, 1,0,0,0,0,0,0,0
2009,"Psychometric properties of an integrated assessment of technical and communication skills","LeBlanc V.R., Tabak D., Kneebone R., Nestel D., MacRae H., Moulton C.-A.",00029610,"American Journal of Surgery",197, 1,0,0,0,0,0,0,0
2009,"Teaching communication skills using the integrated procedural performance instrument (IPPI): A randomized controlled trial","Moulton C.-a., Tabak D., Kneebone R., Nestel D., MacRae H., LeBlanc V.R.",00029610,"American Journal of Surgery",197, 1,0,0,0,0,0,0,0
2008,"Learner-centred feedback using remote assessment of clinical procedures","Kneebone R., Bello F., Nestel D., Mooney N., Codling A., Yadollahi F., Tierney T., Wilcockson D., Darzi A.",0142159X,"Medical Teacher",30, 8,0,0,0,0,0,0,0
2008,"Contextualized simulation and procedural skills: A view from medical education","Kneebone R., Baillie S.",0748321X,"Journal of Veterinary Medical Education",35, 4,0,0,0,0,0,0,0
2008,"Real patient involvement in role development: Evaluating patient focused resources for clinical procedural skills","Nestel D., Cecchini M., Calandrini M., Chang L., Dutta R., Tierney T., Brown R., Kneebone R.",0142159X,"Medical Teacher",30, 5,0,0,0,1,1,0,1
2008,"Simulated anaesthetists in high fidelity simulations for surgical training: Feasibility of a training programme for actors","Nestel D.F., Black S.A., Kneebone R.L., Wetzel C.M., Thomas P., Wolfe J.H.N., Darzi A.W.",0142159X,"Medical Teacher",30, 4,0,0,0,1,1,0,1
2008,"Remote assessment and learner-centred feedback on procedural skills","Nestel D., Bello F., Kneebone R., Akhtar K., Darzi A.",17434971,"Clinical Teacher",5, 2,0,0,0,0,0,0,0
2008,"A prospective randomised comparison of minor surgery in primary and secondary care. The MISTIC trial","George S., Jayatilleke N., McCabe C., Pockney P., Primrose J., Smith H., Little P., Kinley H., Kneebone R., Lowy A., Leppard B.",13665278,"Health Technology Assessment",12, 23,0,0,0,1,1,0,1
2008,"An integrated procedural performance instrument (IPPI) for learning and assessing procedural skills","Kneebone R., Nestel D., Bello F., Darzi A.",17434971,"Clinical Teacher",5, 1,0,0,0,1,1,0,1
2007,"Teaching and learning gynaecology examination with hybrid simulation","Higham J., Nestel D., Lupton M., Kneebone R.",17434971,"Clinical Teacher",4, 4,0,0,0,0,0,0,0
2007,"Complexity, risk and simulation in learning procedural skills","Kneebone R.L., Nestel D., Vincent C., Darzi A.",03080110,"Medical Education",41, 8,0,1,4,7,12,0,12
2007,"Development and evaluation of a virtual intensive therapy unit - VITU.","Theodoropoulos A., Kneebone R., Dornan B., Leonard R., Bello F.",09269630,"Studies in health technology and informatics",125, ,0,0,0,0,0,0,0
2007,"Training and assessment of procedural skills in context using an Integrated Procedural Performance Instrument (IPPI).","Kneebone R., Bello F., Nestel D., Yadollahi F., Darzi A.",09269630,"Studies in health technology and informatics",125, ,0,0,0,1,1,0,1
2007,"Communication skills for mobile remote presence technology in clinical interactions","Nestel D., Sains P., Wetzel C.M., Nolan C., Tay A., Kneebone R.L., Darzi A.W.",1357633X,"Journal of Telemedicine and Telecare",13, 2,0,0,0,0,0,0,0
2007,"GPs, operations, and the community","Kneebone R.",09598146,"British Medical Journal",334, 7583,0,0,1,0,1,0,1
2007,"The surgical care practitioner: A feasible alternative. Results of a prospective 4-year audit at St. Mary's Hospital Trust, London","Martin S., Purkayastha S., Massey R., Paraskeva P., Tekkis P., Kneebone R., Darzi A.",00358843,"Annals of the Royal College of Surgeons of England",89, 1,0,0,0,0,0,0,0
2006,"Assessing procedural skills in context: Exploring the feasibility of an Integrated Procedural Performance Instrument (IPPI)","Kneebone R., Darzi A., Nestel D., Yadollahi F., Brown R., Nolan C., Durack J., Brenton H., Moulton C., Archer J.",03080110,"Medical Education",40, 11,0,5,6,6,17,0,17
2006,"Conceptual framework for laparoscopic VR simulators","Lamata P., Gomez E.J., Bello F., Kneebone R.L., Aggarwal R., Lamata F.",02721716,"IEEE Computer Graphics and Applications",26, 6,0,1,1,1,3,0,3
2006,"The human face of simulation: Patient-focused simulation training","Kneebone R., Darzi A., Nestel D., Wetzel C., Black S., Jacklin R., Aggarwal R., Yadollahi F., Wolfe J., Vincent C.",10402446,"Academic Medicine",81, 10,0,6,7,7,20,0,20
2006,"Innovative training for new surgical roles - The place of evaluation","Kneebone R.L., Nestel D., Chrzanowska J., Barnet A.E., Darzi A.",03080110,"Medical Education",40, 10,0,0,1,1,2,0,2
2006,"The perioperative specialist practitioner: Developing and evaluating a new surgical role","Kneebone R., Nestel D., Chrzanowska J., Barnet A.E., Younger J., Burgess A., Darzi A.",14753898,"Quality and Safety in Health Care",15, 5,0,2,0,0,2,0,2
2006,"Crossing the line: simulation and boundary areas.","Kneebone R.L.",15592332,"Simulation in healthcare : journal of the Society for Simulation in Healthcare",1, 3,0,2,2,0,4,0,4
2006,"Evaluation of a framework for case development and simulated patient training for complex procedures.","Black S.A., Nestel D.F., Horrocks E.J., Harrison R.H., Jones N., Wetzel C.M., Wolfe J.H., Kneebone R.L., Darzi A.W.",15592332,"Simulation in healthcare : journal of the Society for Simulation in Healthcare",1, 2,1,2,3,2,7,0,8
2006,"Simulated patients and the development of procedural and operative skills [2]","Nestel D., Kneebone R., Black S., Jones N., Horrocks E., Harrison R., Wetzel C.",0142159X,"Medical Teacher",28, 4,0,1,2,1,4,0,4
2006,"The effects of stress on surgical performance","Wetzel C.M., Kneebone R.L., Woloshynowych M., Nestel D., Moorthy K., Kidd J., Darzi A.",00029610,"American Journal of Surgery",191, 1,3,5,14,4,23,0,26
2005,"Teaching communication skills for handover: perioperative specialist practitioners.","Nestel D., Kneebone R., Barnet A.",03080110,"Medical education.",39, 11,1,2,0,1,3,0,4
2005,"Evaluating clinical simulations for learning procedural skills: A theory-based approach","Kneebone R.",10402446,"Academic Medicine",80, 6,10,8,19,7,34,0,44
2005,"Blurring the boundaries: Scenario-based simulation in a clinical setting","Kneebone R.L., Kidd J., Nestel D., Barnet A., Lo B., King R., Yang G.Z., Brown R.",03080110,"Medical Education",39, 6,9,10,10,2,22,0,31
2005,"New professional roles in surgery","Kneebone R.",09598146,"British Medical Journal",330, 7495,5,3,2,2,7,0,12
2005,"Handheld computers in veterinary medical education: A view from human medical education","Nestel D., Brenton H., Kneebone R.",0748321X,"Journal of Veterinary Medical Education",32, 1,0,0,1,0,1,0,1
2004,"Inter-professional learning: Discussion groups in a minor surgery skills course for nurses","Nestel D., Kneebone R., Martin S.",14715953,"Nurse Education in Practice",4, 4,1,0,0,0,0,0,1
2004,"Simulation and clinical practice: Strengthening the relationship","Kneebone R.L., Scott W., Darzi A., Horrocks M.",03080110,"Medical Education",38, 10,13,12,17,3,32,0,45
2004,"Impact of the introduction of fee for service payments on types of minor surgical procedures undertaken by general practitioners: Observational study","Pockney P., George S., Primrose J., Smith H., Kinley H., Little P., Lattimer V., Lowy A., Kneebone R.",17413842,"Journal of Public Health",26, 3,0,0,1,0,1,0,1
2004,"Assessment of communication in surgical trainees.","Ratnasothy J., Kidd J., Kneebone R.",03080110,"Medical education",38, 5,1,0,0,0,0,0,1
2003,"Learning the skills of flexible sigmoidoscopy - The wider perspective","Kneebone R.L., Nestel D., Moorthy K., Taylor P., Bann S., Munz Y., Darzi A.",13523929,"Medical Education, Supplement",37, 1,15,5,3,0,8,0,23
2003,"The use of handheld computers in scenario-based procedural assessments","Kneebone R., Nestel D., Ratnasothy J., Kidd J., Darzi A.",0142159X,"Medical Teacher",25, 6,4,1,5,0,6,0,10
2003,"Multiple Objective Measures of Skill (MOMS): A New Approach to the Assessment of Technical Ability in Surgical Trainees","Mackay S., Datta V., Chang A., Shah J., Kneebone R., Darzi A.",00034932,"Annals of Surgery",238, 2,13,4,1,1,6,0,19
2003,"Please don't touch me there: the ethics of intimate examinations: integrated approach to teaching and learning clinical skills.","Nestel D., Kneebone R.",14685833,"BMJ (Clinical research ed.)",326, 7402,0,0,0,0,0,0,0
2003,"Integrated approach to teaching and learning clinical skills [4] (multiple letters)","Nestel D., Kneebone R., Tonks A.",09598146,"British Medical Journal",326, 7402,0,0,0,0,0,0,0
2003,"Can 'performing' a procedure help students explain it to their patients?","Kneebone R., Nestel D., Taylor P.",03080110,"Medical education",37, 5,0,0,0,0,0,0,0
