,"This is a citation overview for a set of 110 documents.",,,,,,,,,,,,
,,,,,,,,,,,,,
,"h index = 29 (Of the 110 documents considered for the h-Index, 29 have been cited at least 29 times.)",,,,,,,,,,,,
,Note: Scopus does not have complete citation information for articles published before 1996.  ,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,<2010,2010,2011,2012,subtotal,>2012,total
Publication Year,Document Title,Authors,ISSN,Journal Title,Volume,Issue,2500,301,303,95,699,0,3199
2009,"Impact of Cliff and Ord (1969, 1981) on spatial epidemiology","Richardson S., Guihenneuc-Jouyaux C.",00167363,"Geographical Analysis",41, 4,0,1,0,0,1,0,1
2009,"MMBGX: A method for estimating expression at the isoform level and detecting differential splicing using whole-transcript Affymetrix arrays","Turro E., Lewin A., Rose A., Dallman M.J., Richardson S.",03051048,"Nucleic Acids Research",38, 1,0,2,0,0,2,0,2
2009,"Finding exclusively deleted or amplified genomic areas in lung adenocarcinomas using a novel chromosomal pattern analysis","Brot P., Tan P., Alifano M., Camilleri-Brot S., Richardson S.",17558794,"BMC Medical Genomics",2, ,0,1,1,1,3,0,3
2009,"Model criticism based on likelihood-free inference, with an application to protein network evolution","Ratmann O., Andrieu C., Wiuf C., Richardson S.",00278424,"Proceedings of the National Academy of Sciences of the United States of America",106, 26,2,12,8,1,21,0,23
2009,"Using Bayesian graphical models to model biases in observational studies and to combine multiple sources of data: Application to low birth weight and water disinfection by-products","Molitor N.-T., Best N., Jackson C., Richardson S.",09641998,"Journal of the Royal Statistical Society. Series A: Statistics in Society",172, 3,1,0,2,1,3,0,4
2009,"Risk of cancer in the vicinity of municipal solid waste incinerators: Importance of using a flexible modelling strategy","Goria S., Daniau C., de Crouy-Chanel P., Empereur-Bissonnet P., Fabre P., Colonna M., Duboudin C., Viel J.-F., Richardson S.",1476072X,"International Journal of Health Geographics",8, 1,0,0,1,0,1,0,1
2009,"Bayesian graphical models for regression on multiple data sets with different variables","Jackson C.H., Best N.G., Richardson S.",14654644,"Biostatistics",10, 2,0,0,4,3,7,0,7
2009,"Geographic density of landfill sites and risk of congenital anomalies in England","Elliott P., Richardson S., Abellan J.J., Thomson A., De Hoogh C., Jarup L., Briggs D.J.",13510711,"Occupational and Environmental Medicine",66, 2,4,3,2,0,5,0,9
2009,"Geographic density of landfill sites and risk of congenital anomalies in England: Authors' response","Elliott P., Richardson S., Abellan J.J., Thomson A., De Hoogh C., Jarup L., Briggs D.J.",13510711,"Occupational and Environmental Medicine",66, 2,1,0,1,0,1,0,2
2009,"Adjusting for selection bias in retrospective, case-control studies","Geneletti S., Richardson S., Best N.",14654644,"Biostatistics",10, 1,3,3,7,0,10,0,13
