,"This is a citation overview for a set of 9 documents.",,,,,,,,,,,
,,,,,,,,,,,,
,"h index = 4 (Of the 9 documents considered for the h-Index, 4 have been cited at least 4 times.)",,,,,,,,,,,
,Note: Scopus does not have complete citation information for articles published before 1996.  ,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,<2007,2007,2008,subtotal,>2008,total
Publication Year,Document Title,Authors,ISSN,Journal Title,Volume,Issue,16,21,27,48,23,87
2009,"A missense mutation in the non-neural G-protein ?-subunit isoforms modulates susceptibility to obesity","Kelly M.L., Peters J., Cox R.D., Moir L., Jones L., Whitehill E., Anstee Q.M., Goldin R.D., Hough A., Cheeseman M., Jansson J.-O.",03070565,"International Journal of Obesity",33, 5,0,0,0,0,0,0
2009,"Phenotyping murine models of non-alcoholic fatty liver disease through metabolic profiling of intact liver tissue","Cobbold J.F.L., Cox R.D., Taylor-Robinson S.D., Cox I.J., Anstee Q.M., Goldin R.D., Williams H.R.T., Matthews H.C., North B.V., Absalom N., Thomas H.C., Thursz M.R.",01435221,"Clinical Science",116, 5,0,0,0,0,1,1
2009,"Parenchymal Extinction: Coagulation and Hepatic Fibrogenesis","Anstee Q.M., Wright M., Goldin R., Thursz M.R.",10893261,"Clinics in Liver Disease",13, 1,0,0,0,0,0,0
2008,"Effect of a thrombin receptor (protease-activated receptor 1, PAR-1) gene polymorphism in chronic hepatitis C liver fibrosis","Martinelli A., Knapp S., Anstee Q., Worku M., Tommasi A., Zucoloto S., Goldin R., Thursz M.",08159319,"Journal of Gastroenterology and Hepatology",23, 9,0,0,0,0,1,1
2008,"Coagulation status modulates murine hepatic fibrogenesis: Implications for the development of novel therapies","Anstee Q.M., Goldin R.D., Wright M., Martinelli A., Cox R., Thursz M.R.",15387933,"Journal of Thrombosis and Haemostasis",6, 8,0,0,1,1,1,2
2008,"Hypercoagulation and thrombophilia in liver disease","Northup P.G., Caldwell S.H., Bass N., Blei A.T., Gabriel D., Gines P., Grant P., Kowdley K., Lee S., Munoz S., Wanless I., Sundaram V., Al-Osaimi A., Berg C., Bleck T., Bogdonoff D., Martoff A., Mintz P., Pruett T., Fallon M.B., Reddy K.R., Balogun R.A., Sanyal A.J., Anstee Q.M., Hoffman M.R., Ikura Y.",15387933,"Journal of Thrombosis and Haemostasis",6, 1,0,0,4,4,8,12
2006,"Mouse models in non-alcoholic fatty liver disease and steatohepatitis research","Anstee Q.M., Goldin R.D.",09599673,"International Journal of Experimental Pathology",87, 1,3,21,22,43,12,58
2000,"The safe use of percutaneous gastrostomy for enteral nutrition in patients with Crohn's disease","Anstee Q.M., Forbes A.",0954691X,"European Journal of Gastroenterology and Hepatology",12, 10,7,0,0,0,0,7
1999,"Vectorial function of major histocompatibility complex class II in a human intestinal cell line","Lopes L.M., Hughson E., Anstee Q., O'Neil D., Katz D.R., Chain B.M.",00192805,"Immunology",98, 1,6,0,0,0,0,6
