,"This is a citation overview for a set of 26 documents.",,,,,,,,,,,
,,,,,,,,,,,,
,"h index = 8 (Of the 26 documents considered for the h-Index, 8 have been cited at least 8 times.)",,,,,,,,,,,
,Note: Scopus does not have complete citation information for articles published before 1996.  ,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,<2007,2007,2008,subtotal,>2008,total
Publication Year,Document Title,Authors,ISSN,Journal Title,Volume,Issue,151,57,160,217,174,542
2009,"Sociodemographic and lifestyle risk factors for incident dementia and cognitive decline in the HYVET","Peters R., Fletcher A., Bulpitt C., Beckett N., Geneva M., Tzekova M., Lu F.H., Poulter R., Gainsborough N., Williams B., de Vernejoul M.-C.",00020729,"Age and Ageing",38, 5,0,0,0,0,0,0
2009,"Hypertension, dementia, and antihypertensive treatment: Implications for the very elderly","Peters R., Beckett N.",15226417,"Current Hypertension Reports",11, 4,0,0,0,0,0,0
2009,"Baseline characteristics of participants in the Hypertension in the Very Elderly Trial (HYVET)","Bulpitt C.J., Staessen J.A., Burch L., Fletcher A.E., Beckett N.S., Peters R., Banya W., Liu L., Wang J.-G., Stoyanovsky V., Dumitrascu D., Nikitin Y.",08037051,"Blood Pressure",18, 1-2,0,0,0,0,0,0
2009,"Vascular risk factors and cognitive function among 3763 participants in the Hypertension in the Very Elderly Trial (HYVET): A cross-sectional analysis","Peters R., Fletcher A., Bulpitt C., Beckett N., Forette F., Tuomilehto J., Ritchie C., Walton I., Waldman A., Clarke R., Poulter R.",10416102,"International Psychogeriatrics",21, 2,0,0,0,0,0,0
2008,"Alcohol, dementia and cognitive decline in the elderly: A systematic review","Peters R., Peters J., Warner J., Beckett N., Bulpitt C.",00020729,"Age and Ageing",37, 5,0,0,1,1,8,9
2008,"Haemoglobin, anaemia, dementia and cognitive decline in the elderly, a systematic review","Peters R., Burch L., Warner J., Beckett N., Poulter R., Bulpitt C.",14712318,"BMC Geriatrics",8, ,0,0,0,0,0,0
2008,"The author replies","Beckett N.S.",00284793,"New England Journal of Medicine",359, 9,0,0,0,0,0,0
2008,"Characteristics of the Chinese subjects entered the hypertension in the very elderly trial","Liu L.-S., Fletcher A., Bulpitt C.J., Wang J.-G., Ma S.-Q., Wang W., Lu F.-H., Zhang L.-Q., Banya W., Peters R., Beckett N.",03666999,"Chinese Medical Journal",121, 16,0,0,2,2,0,2
2008,"Incident dementia and blood pressure lowering in the Hypertension in the Very Elderly Trial cognitive function assessment (HYVET-COG): a double-blind, placebo controlled trial","Peters R., Ma S., Comsa M., Burch L., Fletcher A., Bulpitt C., Beckett N., Forette F., Tuomilehto J., Clarke R., Ritchie C., Waldman A., Walton I., Poulter R.",14744422,"The Lancet Neurology",7, 8,0,0,7,7,28,35
2008,"Antihypertensive treatment in the very elderly shows significant mortality benefit","Beckett N., Bulpitt C.",19951892,"Cardiovascular Journal of Africa",19, 3,0,0,1,1,0,1
