,"This is a citation overview for a set of 150 documents.",,,,,,,,,,,
,,,,,,,,,,,,
,"h index = 41 (Of the 150 documents considered for the h-Index, 41 have been cited at least 41 times.)",,,,,,,,,,,
,Note: Scopus does not have complete citation information for articles published before 1996.  ,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,<2007,2007,2008,subtotal,>2008,total
Publication Year,Document Title,Authors,ISSN,Journal Title,Volume,Issue,3150,590,587,1177,506,4833
2009,"Mitochondrial calcium as a key regulator of mitochondrial ATP production in mammalian cells","Griffiths E.J., Rutter G.A.",00052728,"Biochimica et Biophysica Acta - Bioenergetics",1787, 11,0,0,0,0,1,1
2009,"A role for the CREB co-activator CRTC2 in the hypothalamic mechanisms linking glucose sensing with gene regulation","Lerner R.G., Depatie C., Rutter G.A., Screaton R.A., Balthasar N.",1469221X,"EMBO Reports",, ,0,0,0,0,0,0
2009,"TCF7L2 regulates late events in insulin secretion from pancreatic islet ?-cells","Da Silva Xavier G., Loder M.K., McDonald A., Carzaniga R., Kronenberger K., Barg S., Rutter G.A.",00121797,"Diabetes",58, 4,0,0,0,0,4,4
2009,"Regulating glucagon secretion: Somatostatin in the spotlight","Rutter G.A.",00121797,"Diabetes",58, 2,0,0,0,0,0,0
2009,"The AMP-regulated kinase family: Enigmatic targets for diabetes therapy","Rutter G.A., Leclerc I.",03037207,"Molecular and Cellular Endocrinology",297, 1-2,0,0,0,0,4,4
2008,"Imaging a target of Ca2+ signalling: Dense core granule exocytosis viewed by total internal reflection fluorescence microscopy","Ravier M.A., Tsuboi T., Rutter G.A.",10462023,"Methods",46, 3,0,0,1,1,0,1
2008,"Initiation and execution of lipotoxic ER stress in pancreatic ?-cells","Cunha D.A., Bellomo E., Overbergh L., Mathieu C., Lupi R., Hai T., Herchuelz A., Marchetti P., Rutter G.A., Eizirik D.L., Cnop M., Hekerman P., Ladriere L., Bazarra-Castro A., Ortis F., Wakeham M.C., Moore F., Rasschaert J., Cardozo A.K.",00219533,"Journal of Cell Science",121, 14,0,0,3,3,11,14
2008,"TCF7L2 controls insulin gene expression and insulin secretion in mature pancreatic ?-cells","Loder M.K., Xavier G.D.S., McDonald A., Rutter G.A.",03005127,"Biochemical Society Transactions",36, 3,0,0,3,3,4,7
2008,"The pancreatic ?-cell: Birth, life and death","Rutter G.A., Wong F.S.",03005127,"Biochemical Society Transactions",36, 3,0,0,1,1,0,1
2008,"A rare mutation in ABCC8/SUR1 leading to altered ATP-sensitive K + channel activity and ?-cell glucose sensing is associated with type 2 diabetes in adults","Tarasov A.I., Vaxillaire M., Rutter G.A., Nicolson T.J., Riveline J.-P., Taneja T.K., Baldwin S.A., Baldwin J.M., Charpentier G., Gautier J.-F., Froguel P.",00121797,"Diabetes",57, 6,0,0,1,1,1,2
2008,"SREBP1 is required for the induction by glucose of pancreatic ?-cell genes involved in glucose sensing","Diraison F., Ravier M.A., Richards S.K., Smith R.M., Shimano H., Rutter G.A.",00222275,"Journal of Lipid Research",49, 4,0,0,1,1,4,5
2008,"Ca2+ signalling: a new route to NAADP.","Rutter G.A., Bellomo E.A.",14708728,"The Biochemical journal",411, 1,0,0,0,0,2,2
2008,"ATP depletion inhibits Ca2+ release, influx and extrusion in pancreatic acinar cells but not pathological Ca2+ responses induced by bile","Barrow S.L., Voronina S.G., Da Silva Xavier G., Chvanov M.A., Longbottom R.E., Gerasimenko O.V., Petersen O.H., Rutter G.A., Tepikin A.V.",00316768,"Pflugers Archiv European Journal of Physiology",455, 6,0,0,4,4,3,7
2008,"Inhibition of AMP-activated protein kinase protects pancreatic ?-cells from cytokine-mediated apoptosis and CD8+ T-cell-induced cytotoxicity","Riboulet-Chavey A., Diraison F., Siew L.K., Wong F.S., Rutter G.A.",00121797,"Diabetes",57, 2,0,0,5,5,3,8
2008,"Sodium-potassium ATPase ?1 subunit is a molecular partner of Wolframin, an endoplasmic reticulum protein involved in ER stress","Zatyka M., Ricketts C., da Silva Xavier G., Minton J., Fenton S., Hofmann-Thiel S., Rutter G.A., Barrett T.G.",09646906,"Human Molecular Genetics",17, 2,0,0,7,7,8,15
2007,"The relationship between p38 mitogen-activated protein kinase and AMP-activated protein kinase during myocardial ischemia","Jacquet S., Zarrinpashneh E., Chavey A., Ginion A., Leclerc I., Viollet B., Rutter G.A., Bertrand L., Marber M.S.",00086363,"Cardiovascular Research",76, 3,0,0,3,3,2,5
