,"This is a citation overview for a set of 42 documents.",,,,,,,,,,,
,,,,,,,,,,,,
,"h index = 11 (Of the 42 documents considered for the h-Index, 11 have been cited at least 11 times.)",,,,,,,,,,,
,Note: Scopus does not have complete citation information for articles published before 1996.  ,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,<2007,2007,2008,subtotal,>2008,total
Publication Year,Document Title,Authors,ISSN,Journal Title,Volume,Issue,171,65,88,153,61,385
2009,"Inhibition of PI3K? restores glucocorticoid function in smoking-induced airway inflammation in mice","Marwick J.A., Papi A., Caramori G., Stevenson C.S., Casolari P., Jazrawi E., Barnes P.J., Ito K., Adcock I.M., Kirkham P.A.",1073449X,"American Journal of Respiratory and Critical Care Medicine",179, 7,0,0,0,0,2,2
2008,"Comparison of cigarette smoke-induced acute inflammation in multiple strains of mice and the effect of a matrix metalloproteinase inhibitor on these responses","Morris A., Kinnear G., Wan W.-Y.H., Wyss D., Bahra P., Stevenson C.S.",00223565,"Journal of Pharmacology and Experimental Therapeutics",327, 3,0,0,0,0,3,3
2008,"Preclinical animal models of asthma and chronic obstructive pulmonary disease","Stevenson C.S., Belvisi M.G.",17476348,"Expert Review of Respiratory Medicine",2, 5,0,0,0,0,0,0
2008,"Never the twain? Reconciling national suicide prevention strategies with the practice, educational, and policy needs of mental health nurses (Part one)","Cutcliffe J.R., Stevenson C.",14458330,"International Journal of Mental Health Nursing",17, 5,0,0,0,0,0,0
2008,"Never the twain? Reconciling national suicide prevention strategies with the practice, educational, and policy needs of mental health nurses (Part two)","Cutcliffe J.R., Stevenson C.",14458330,"International Journal of Mental Health Nursing",17, 5,0,0,0,0,0,0
2008,"Creating a space for recovery-focused psychiatric nursing care","Walsh J., Stevenson C., Cutcliffe J., Zinck K.",13207881,"Nursing Inquiry",15, 3,0,0,0,0,1,1
2008,"Feeling our way in the dark: The psychiatric nursing care of suicidal people-A literature review","Cutcliffe J.R., Stevenson C.",00207489,"International Journal of Nursing Studies",45, 6,0,0,0,0,1,1
2008,"Commentary","Cutcliffe J.R., Stevenson C.",13510126,"Journal of Psychiatric and Mental Health Nursing",15, 2,0,0,0,0,0,0
2008,"Responding mindfully to distressing psychosis: A grounded theory analysis","Abba N., Chadwick P., Stevenson C.",10503307,"Psychotherapy Research",18, 1,0,0,0,0,1,1
2007,"Reconnecting the person with humanity how psychiatric nurses work with suicidal people","Cutcliffe J.R., Stevenson C., Jackson S., Smith P.",02275910,"Crisis",28, 4,0,1,0,1,0,1
2007,"Comprehensive gene expression profiling of rat lung reveals distinct acute and chronic responses to cigarette smoke inhalation","Stevenson C.S., Marwick J.A., Kirkham P.A., Charman C., Richardson D.L., Nirmala N.R., Whittaker P., Butler K., Docx C., Webster R., Battram C., Hynx D., Giddings J., Cooper P.R., Chakravarty P., Rahman I.",10400605,"American Journal of Physiology - Lung Cellular and Molecular Physiology",293, 5,0,0,8,8,6,14
2006,"Problematizing special observation in psychiatry: Foucault, archaeology, genealogy, discourse and power/knowledge","Stevenson C., Cutcliffe J.",13510126,"Journal of Psychiatric and Mental Health Nursing",13, 6,0,1,3,4,1,5
2006,"Clinical supervision revisited","Shanley M.J., Stevenson C.",09660429,"Journal of Nursing Management",14, 8,0,0,0,0,0,0
2006,"A modified grounded theory study of how psychiatric nurses work with suicidal people","Cutcliffe J.R., Stevenson C., Jackson S., Smith P.",00207489,"International Journal of Nursing Studies",43, 7,1,3,7,10,0,11
2006,"Cigarette smoke disrupts VEGF165-VEGFR-2 receptor signaling complex in rat lungs and patients with COPD: Morphological impact of VEGFR-2 inhibition","Marwick J.A., Stevenson C.S., Giddings J., MacNee W., Butler K., Rahman I., Kirkham P.A.",10400605,"American Journal of Physiology - Lung Cellular and Molecular Physiology",290, 5,1,5,9,14,5,20
2006,"Effect of adenosine A2A receptor activation in murine models of respiratory disorders","Bonneau O., Wyss D., Ferretti S., Blaydon C., Stevenson C.S., Trifilieff A.",10400605,"American Journal of Physiology - Lung Cellular and Molecular Physiology",290, 5,1,6,7,13,3,17
2006,"Aerobic capacity, oxidant stress, and chronic obstructive pulmonary disease - A new take on an old hypothesis","Stevenson C.S., Koch L.G., Britton S.L.",01637258,"Pharmacology and Therapeutics",110, 1,0,3,2,5,1,6
2005,"Postmodernising clinical supervision in nursing","Stevenson C.",01612840,"Issues in Mental Health Nursing",26, 5,1,0,2,2,0,3
2005,"Dear CNO.","Barker P., Clarke L., Duncan-Grant A., Wilshaw G., Hart C., Wilkin P., Hackney D., Ward M., Simpson A., Turnbull J., Stickly T., Buchanan-Barker P., Davidson B., Dunning B., Blatch G., Gordon B., Short N., Kirby S., Sorenson S.P., Beech I., Hardy B., Hostick T., Freshwater D., Stevenson C., Faugier J., Wright S., Rolfe G., Cutcliffe J., Whitehill I.",00296570,"Nursing standard (Royal College of Nursing (Great Britain) : 1987)",19, 30,0,0,0,0,0,0
2005,"Practical inquiry/theory in nursing","Stevenson C.",03092402,"Journal of Advanced Nursing",50, 2,1,0,0,0,2,3
2005,"Characterization of cigarette smoke-induced inflammatory and mucus hypersecretory changes in rat lung and the role of CXCR2 ligands in mediating this effect","Stevenson C.S., Press N.J., Brown Z., Butler K., Danahay H., Coote K., Webster R., Johnston H., Atherton H.C., Nicholls A., Giddings J., Sugar R., Jackson A.",10400605,"American Journal of Physiology - Lung Cellular and Molecular Physiology",288, 3,8,8,8,16,5,29
2004,"Cigarette smoke alters chromatin remodeling and induces proinflammatory genes in rat lungs","Marwick J.A., Kirkham P.A., Stevenson C.S., Danahay H., Giddings J., Butler K., Donaldson K., MacNee W., Rahman I.",10441549,"American Journal of Respiratory Cell and Molecular Biology",31, 6,30,19,22,41,14,85
2004,"Theoretical and methodological approaches in discourse analysis.","Stevenson C.",13515578,"Nurse researcher",12, 2,1,2,0,2,2,5
2004,"Systemic therapy for eating distress","Gray C., Reed A., Williams T., Stevenson C.",14738279,"Clinical Psychology",, 43,0,0,0,0,0,0
2003,"Finding solutions through empowerment: A preliminary study of a solution-orientated approach to nursing in acute psychiatric settings","Stevenson C., Jackson S., Barker P.",13510126,"Journal of Psychiatric and Mental Health Nursing",10, 6,2,2,5,7,1,10
2002,"Judgement days: Developing an evaluation for an innovative nursing model","Stevenson C., Barker P., Fletcher E.",13510126,"Journal of Psychiatric and Mental Health Nursing",9, 3,6,1,1,2,1,9
2001,"Social poetics as research and practice: Living in and learning from the process of research","Aldridge D., Stevenson C.",13207881,"Nursing Inquiry",8, 1,2,0,0,0,0,2
2001,"Launching the Tidal Model in an adult mental health programme.","Fletcher E., Stevenson C.",00296570,"Nursing standard (Royal College of Nursing (Great Britain) : 1987)",15, 49,4,0,1,1,1,6
2000,"Egalitarian consultation meetings: An alternative to received wisdom about clinical supervision in psychiatric nursing practice","Stevenson C., Jackson B.",13510126,"Journal of Psychiatric and Mental Health Nursing",7, 6,4,0,0,0,1,5
2000,"What do people need psychiatric and mental health nurses for?","Jackson S., Stevenson C.",03092402,"Journal of Advanced Nursing",31, 2,24,8,2,10,6,40
1999,"What are psychiatric nurses needed for? Developing a theory of essential nursing practice","Barker P., Jackson S., Stevenson C.",13510126,"Journal of Psychiatric and Mental Health Nursing",6, 4,30,2,4,6,1,37
1999,"The need for psychiatric nursing: Towards a multidimensional theory of caring","Barker P., Jackson S., Stevenson C.",13207881,"Nursing Inquiry",6, 2,9,3,3,6,0,15
