,"Author: Watson, Roger J.",,,,,,,,,,,
,,,,,,,,,,,,
,"h index = 16 (Of the 27 documents considered for the h-Index, 16 have been cited at least 16 times.)",,,,,,,,,,,
,Note: The h Index considers Scopus documents published after 1995.  ,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,<2007,2007,2008,subtotal,>2008,total
Publication Year,Document Title,Authors,ISSN,Journal Title,Volume,Issue,1155,72,51,123,25,1303
2008,"Effect of basal core promoter and pre-core mutations on hepatitis B virus replication","Jammeh S., Tavner F., Watson R., Thomas H.C., Karayiannis P.",00221317,"Journal of General Virology",89, 4,0,0,0,0,7,7
2007,"Targeting an E2F site in the mouse genome prevents promoter silencing in quiescent and post-mitotic cells","Tavner F., Frampton J., Watson R.J.",09509232,"Oncogene",26, 19,0,1,0,1,1,2
2006,"p27Kip1 and p130 cooperate to regulate hematopoietic cell proliferation in vivo","Soeiro I., Lalani E.-N., Mann D.J., Watson R.J., Thomas N.S.B., Lam E.W.-F., Mohamedali A., Romanska H.M., Lea N.C., Child E.S., Glassford J., Orr S.J., Roberts C., Naresh K.N.",02707306,"Molecular and Cellular Biology",26, 16,0,2,1,3,2,5
2005,"Generation of a conditional allele of the B-myb gene","Garcia P., Berlanga O., Watson R., Frampton J.",1526954X,"Genesis",43, 4,1,0,1,1,0,2
2005,"Temperature-dependent modification and activation of B-MYB: Implications for cell survival","Santilli G., Schwab R., Watson R., Ebert C., Aronow B.J., Sala A.",00219258,"Journal of Biological Chemistry",280, 16,2,3,0,3,1,6
2003,"The Cell Cycle-regulated B-Myb Transcription Factor Overcomes Cyclin-dependent Kinase Inhibitory Activity of p57KIP2 by Interacting with Its Cyclin-binding Domain","Joaquin M., Watson R.J.",00219258,"Journal of Biological Chemistry",278, 45,6,3,1,4,2,12
2003,"Cell cycle regulation by the B-Myb transcription factor","Joaquin M., Watson R.J.",1420682X,"Cellular and Molecular Life Sciences",60, 11,17,8,8,16,1,34
2002,"B-Myb overcomes a p107-mediated cell proliferation block by interacting with an N-terminal domain of p107","Joaquin M., Bessa M., Saville M.K., Watson R.J.",09509232,"Oncogene",21, 52,11,2,0,2,0,13
2002,"A B-myb promoter corepressor site facilitates in vivo occupation of the adjacent E2F site by p107·E2F and p130·E2F complexes","Catchpole S., Tavner F., Le Cam L., Sardet C., Watson R.J.",00219258,"Journal of Biological Chemistry",277, 41,12,2,1,3,0,15
2001,"Three genes with different functions in transformation are regulated by c-Myb in myeloid cells","Wolff L., Schmidt M., Koller R., Haviernik P., Watson R., Bies J., Maciag K.",10799796,"Blood Cells, Molecules, and Diseases",27, 2,13,2,1,3,0,16
