,"This is a citation overview for a set of 148 documents.",,,,,,,,,,,
,,,,,,,,,,,,
,"h index = 25 (Of the 148 documents considered for the h-Index, 25 have been cited at least 25 times.)",,,,,,,,,,,
,Note: Scopus does not have complete citation information for articles published before 1996.  ,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,<2007,2007,2008,subtotal,>2008,total
Publication Year,Document Title,Authors,ISSN,Journal Title,Volume,Issue,3696,242,170,412,134,4242
2009,"Delayed anti-HCV antibody response in HIV-positive men acutely infected with HCV","Thomson E.C., Nastouli E., Main J., Karayiannis P., Eliahoo J., Muir D., McClure M.O.",02699370,"AIDS",23, 1,0,0,0,0,1,1
2009,"Diagnosing acute hepatitis C in HIV-infected patients: Nucleic acid testing compared with antibody and antigen-antibody detecting methods","Nastouli E., Thomson E.C., Karayiannis P., Main J., McClure M., Muir D.",13866532,"Journal of Clinical Virology",44, 1,0,0,0,0,1,1
2009,"Core mutations in patients with acute episodes of chronic HBV infection are associated with the emergence of new immune recognition sites and the development of high IgM Anti-HBc index values","Alexopoulou A., Baltayiannis G., Eroglu C., Nastos T., Dourakis S.P., Archimandritis A.J., Karayiannis P.",01466615,"Journal of Medical Virology",81, 1,0,0,0,0,0,0
2008,"NICE guidelines and a treatment algorithm for the management of chronic hepatitis B: A review of 12 years experience in west London","Kennedy P.T.F., Smith B., Brown A., Thomas H.C., Lee H.C., Jeyalingam L., Malik R., Karayiannis P., Muir D., Main J., Thursz M., Goldin R.",13596535,"Antiviral Therapy",13, 8,0,0,0,0,0,0
2008,"Systematic review: Hepatic fibrosis - Regression with therapy","Zois C.D., Baltayiannis G.H., Karayiannis P., Tsianos E.V.",02692813,"Alimentary Pharmacology and Therapeutics",28, 10,0,0,0,0,2,2
2008,"Tailored regimen of interferon alpha for HBeAg-positive chronic hepatitis B: A prospective controlled study","Luo K., Jiang R., Zhou F., Peng J., Hou J., Mao Q., Karayiannis P., Liu D., Liu Z., Zhou Y., Feng X., Zhu Y., Guo Y.",13520504,"Journal of Viral Hepatitis",15, 9,0,0,0,0,0,0
2008,"Restricted quasispecies variation following infection with the GB virus B","McGarvey M.J., Iqbal M., Nastos T., Karayiannis P.",01681702,"Virus Research",135, 1,0,0,0,0,0,0
2008,"Effect of basal core promoter and pre-core mutations on hepatitis B virus replication","Jammeh S., Tavner F., Watson R., Thomas H.C., Karayiannis P.",00221317,"Journal of General Virology",89, 4,0,0,0,0,7,7
2008,"Journal of Viral Hepatitis: Editorial","Foster G., Karayiannis P., Lok A., Thomas H.",13520504,"Journal of Viral Hepatitis",15, 1,0,0,0,0,0,0
2007,"Replicative competence of the T131I, K141E, and G145R surface variants of hepatitis B virus","Jammeh S., Thomas H.C., Karayiannis P.",00221899,"Journal of Infectious Diseases",196, 7,0,0,1,1,0,1
2007,"Journal of Viral Hepatitis: Editorial","Foster G.R., Karayiannis P., Lok A., Thomas H.C.",13520504,"Journal of Viral Hepatitis",14, 9,0,0,0,0,0,0
2007,"Journal of Viral Hepatitis: Editorial","Thomas H.C., Foster G.R., Karayiannis P.",13520504,"Journal of Viral Hepatitis",14, 1,0,0,0,0,0,0
2006,"Hepatitis B virus reactivation in patients receiving chemotherapy for malignancies: Role of precore stop-codon and basic core promoter mutations","Alexopoulou A., Theodorou M., Dourakis S.P., Karayiannis P., Sagkana E., Papanikolopoulos K., Archimandritis A.J.",13520504,"Journal of Viral Hepatitis",13, 9,0,1,3,4,4,8
2006,"Detection of a hepatitis B surface antigen variant emerging in a patient with chronic lymphocytic leukaemia treated with fludarabine","Alexopoulou A., Dourakis S.P., Pandelidaki H., Archimandritis A.J., Karayiannis P.",01466615,"Journal of Medical Virology",78, 8,0,2,2,4,0,4
2006,"Interferon-? therapy in HBeAg-negative chronic hepatitis B: A long-term prospective study from north-western Greece","Baltayiannis G., Katsanos K., Karayiannis P., Tsianos E.V.",02692813,"Alimentary Pharmacology and Therapeutics",24, 3,0,0,0,0,0,0
2006,"Established and emerging therapies for the treatment of viral hepatitis","Forton D., Karayiannis P.",02572753,"Digestive Diseases",24, 1-2,2,3,1,4,0,6
2006,"Journal of Viral Hepatitis: Editorial","Foster G.R., Karayiannis P., Thomas H.C.",13520504,"Journal of Viral Hepatitis",13, 1,0,0,0,0,0,0
2005,"Heart transplantation in patients with chronic hepatitis B: Clinical evolution, molecular analysis, and effect of treatment","Zampino R., Marrone A., Ragone E., Costagliola L., Cirillo G., Karayiannis P., Ruggiero G., Utili R.",00411337,"Transplantation",80, 9,0,1,0,1,0,1
2005,"The hepatitis C virus NS3/4A protease complex interferes with pathways of the innate immune response","Karayiannis P.",01688278,"Journal of Hepatology",43, 4,2,1,0,1,0,3
2005,"Is lamivudine a safe and effective therapy for patients with chronic hepatitis B and advanced liver disease?","Karayiannis P., Thomas H.C.",17434378,"Nature Clinical Practice Gastroenterology and Hepatology",2, 3,0,0,0,0,0,0
2004,"Hepatitis vaccines","Karayiannis P., Main J., Thomas H.C.",00071420,"British Medical Bulletin",70, ,2,0,1,1,0,3
2004,"Current therapies for chronic hepatitis B virus infection","Karayiannis P.",14787210,"Expert Review of Anti-Infective Therapy",2, 5,6,1,0,1,0,7
2004,"Hepatitis B surface antigen variant with multiple mutations in the a determinant in an agammaglobulinemic patient","Alexopoulou A., Baltayiannis G., Jammeh S., Waters J., Dourakis S.P., Karayiannis P.",00951137,"Journal of Clinical Microbiology",42, 6,2,3,1,4,0,6
2004,"Identification of Unique Hepatitis C Virus Quasispecies in the Central Nervous System and Comparative Analysis of Internal Translational Efficiency of Brain, Liver, and Serum Variants","Forton D.M., Karayiannis P., Mahmud N., Taylor-Robinson S.D., Thomas H.C.",0022538X,"Journal of Virology",78, 10,29,10,13,23,8,60
2004,"Comparison of Hepatitis C Viral Loads in Patients with or without Coinfection with Different Genotypes","Schijman A., Mogdasy C., Cristina J., Colina R., Mukomolov S., Kalinina O., Garcia L., Broor S., Bhupatiraju A.V., Karayiannis P., Khan B.",1071412X,"Clinical and Diagnostic Laboratory Immunology",11, 2,4,2,1,3,0,7
2004,"Journal of Viral Hepatitis: Editorial","Thomas H.C., Foster G.R., Karayiannis P.",13520504,"Journal of Viral Hepatitis",11, 1,0,0,0,0,0,0
