,"This is a citation overview for a set of 42 documents.",,,,,,,,,,,
,,,,,,,,,,,,
,"h index = 12 (Of the 42 documents considered for the h-Index, 12 have been cited at least 12 times.)",,,,,,,,,,,
,Note: Scopus does not have complete citation information for articles published before 1996.  ,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,<2007,2007,2008,subtotal,>2008,total
Publication Year,Document Title,Authors,ISSN,Journal Title,Volume,Issue,683,81,75,156,45,884
2009,"Role of lung-marginated monocytes in an in vivo mouse model of ventilator-induced lung injury","Wilson M.R., O'Dea K.P., Zhang D., Shearman A.D., Van Rooijen N., Takata M.",1073449X,"American Journal of Respiratory and Critical Care Medicine",179, 10,0,0,0,0,0,0
2009,"Mobilization and margination of bone marrow Gr-1high monocytes during subclinical endotoxemia predisposes the lungs toward acute injury.","O'Dea K.P., Wilson M.R., Dokpesi J.O., Wakabayashi K., Tatton L., van Rooijen N., Takata M.",15506606,"Journal of immunology (Baltimore, Md. : 1950)",182, 2,0,0,0,0,1,1
2009,"Continuous real-time measurement of tumor necrosis factor-? converting enzyme activity on live cells (Laboratory Investigation (2005) 85 (1440-1448) doi: 10.1038/labinvest.3700340)","Alvarez-Iglesias M., Wayne G., O'Dea K.P., Amour A., Takata M.",00236837,"Laboratory Investigation",89, 1,0,0,0,0,0,0
2008,"Embryonic stem cells as a source of pulmonary epithelium in vitro and in vivo","Rippon H.J., Lane S., Qin M., Ismail N.-S., Wilson M.R., Takata M., Bishop A.E.",15463222,"Proceedings of the American Thoracic Society",5, 6,0,0,0,0,2,2
2008,"Interleukin-10 regulates TNF-?-converting enzyme (TACE/ADAM-17) involving a TIMP-3 dependent and independent mechanism","Brennan F.M., Green P., Amjadi P., Robertshaw H.J., Alvarez-Iglesias M., Takata M.",00142980,"European Journal of Immunology",38, 4,0,0,0,0,0,0
2007,"Differential roles of p55 and p75 tumor necrosis factor receptors on stretch-induced pulmonary edema in mice","Wilson M.R., Goddard M.E., O'Dea K.P., Choudhury S., Takata M.",10400605,"American Journal of Physiology - Lung Cellular and Molecular Physiology",293, 1,0,0,5,5,2,7
2005,"Lung-marginated monocytes modulate pulmonary microvascular injury during early endotoxemia","O'Dea K.P., Young A.J., Yamamoto H., Robotham J.L., Brennan F.M., Takata M.",1073449X,"American Journal of Respiratory and Critical Care Medicine",172, 9,2,2,4,6,1,9
2005,"Continuous real-time measurement of tumor necrosis factor-? converting enzyme activity on live cells","Alvarez-Iglesias M., Wayne G., O'Dea K.P., Amour A., Takata M.",00236837,"Laboratory Investigation",85, 11,0,2,1,3,0,3
2005,"Effects of inhaled carbon monoxide on acute lung injury in mice","Ghosh S., Wilson M.R., Choudhury S., Yamamoto H., Goddard M.E., Falusi B., Marczin N., Takata M.",10400605,"American Journal of Physiology - Lung Cellular and Molecular Physiology",288, 6,9,1,2,3,0,12
2005,"Pulmonary inflammation induced by high-stretch ventilation is mediated by tumor necrosis factor signaling in mice","Wilson M.R., Choudhury S., Takata M.",10400605,"American Journal of Physiology - Lung Cellular and Molecular Physiology",288, 4,10,5,3,8,3,21
2004,"Prolonged nitric oxide inhalation during from chronic hypoxia does not nitric oxide-dependent relaxation in pulmonary arteries","Maruyama J., Bao H.J., Maruyama K., Takata M., Miyasaka K.",00123692,"Chest",126, 6,2,0,0,0,0,2
2004,"Mechanisms of early pulmonary neutrophil sequestration in ventilator-induced lung injury in mice","Choudhury S., Wilson M.R., Goddard M.E., O'Dea K.P., Takata M.",10400605,"American Journal of Physiology - Lung Cellular and Molecular Physiology",287, 5,18,8,8,16,3,37
2003,"High tidal volume upregulates intrapulmonary cytokines in an in vivo mouse model of ventilator-induced lung injury","Wilson M.R., Choudhury S., Goddard M.E., O'Dea K.P., Nicholson A.G., Takata M.",87507587,"Journal of Applied Physiology",95, 4,40,12,14,26,6,72
2003,"Pressure-flow relationship and longitudinal distribution of pulmonary vascular resistance in heartworm-infected dogs","Kondo M., Washizu M., Matsukura Y., Washizu T., Miyasaka K., Takata M.",09167250,"Journal of Veterinary Medical Science",65, 9,1,0,0,0,0,1
2001,"Cytokines decrease sGC in pulmonary artery smooth muscle cells via NO-dependent and NO-independent mechanisms","Takata M., Filippov G., Liu H., Ichinose F., Janssens S., Bloch D.B., Bloch K.D.",10400605,"American Journal of Physiology - Lung Cellular and Molecular Physiology",280, 2,27,2,8,10,5,42
1999,"Congenital NOS2 deficiency protects mice from LPS-induced hyporesponsiveness to inhaled nitric oxide","Weimann J., Bloch K.D., Takata M., Steudel W., Zapol W.M.",00033022,"Anesthesiology",91, 6,7,2,0,2,1,10
1999,"Intratracheal anti-tumor necrosis factor-? antibody attenuates ventilator-induced lung injury in rabbits","Imai Y., Kawano T., Iwamoto S., Nakagawa S., Takata M., Miyasaka K.",87507587,"Journal of Applied Physiology",87, 2,60,7,7,14,3,77
1999,"The effect of left-to-right shunting on coronary oxygenation during extracorporeal membrane oxygenation","Nakamura T., Takata M., Arai M., Nakagawa S., Miyasaka K.",00223468,"Journal of Pediatric Surgery",34, 6,1,0,0,0,0,1
1999,"Influence of increased abdominal pressure on steady-state cardiac performance","Kitano Y., Takata M., Sasaki N., Zhang Q., Yamamoto S., Miyasaka K.",87507587,"Journal of Applied Physiology",86, 5,12,4,0,4,0,16
1998,"Repeated low-flow sevoflurane anesthesia: Effects on hepatic and renal function in beagles","Sun L., Suzuki Y., Takata M., Miyasaka K.",00214892,"Japanese Journal of Anesthesiology",46, 3,0,0,0,0,0,0
1997,"Coupled vs. uncoupled pericardial constraint: Effects on cardiac chamber interactions","Takata M., Harasawa Y., Beloucif S., Robotham J.L.",87507587,"Journal of Applied Physiology",83, 6,7,1,1,2,1,10
