,"This is a citation overview for a set of 159 documents.",,,,,,,,,,,,
,,,,,,,,,,,,,
,"h index = 36 (Of the 159 documents considered for the h-Index, 36 have been cited at least 36 times.)",,,,,,,,,,,,
,Note: Scopus does not have complete citation information for articles published before 1996.  ,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,<2010,2010,2011,2012,subtotal,>2012,total
Publication Year,Document Title,Authors,ISSN,Journal Title,Volume,Issue,3263,264,256,101,621,0,3884
2009,"Syncrude characterization","Herod A.A., Alvarez P., Berrueco C., Venditti S., George A., Millan M., Kandiyoti R.",00657727,"ACS National Meeting Book of Abstracts",, ,0,0,0,0,0,0,0
2009,"Analysis of Maya crude oil","Herod A.A., Morgan T.J., Alvarez P., George A., Millan M., Kandiyoti R.",00657727,"ACS National Meeting Book of Abstracts",, ,0,0,0,0,0,0,0
2009,"Oligopeptide-mediated gene transfer into mouse corneal endothelial cells: Expression, design optimization, uptake mechanism and nuclear localization","Seow W.Y., Yang Y.-Y., George A.J.T.",03051048,"Nucleic Acids Research",37, 18,0,2,1,1,4,0,4
2009,"Regulation of rat and human T-cell immune response by pharmacologically modified dendritic cells","Fazekasova H., Mirenda V., Golshayan D., Read J., Tsallios A., Tsang J.Y.-S., Dorling A., George A.J.T., Lechler R.I., Lombardi G.",00411337,"Transplantation",87, 11,0,3,6,0,9,0,9
2009,"Targeting gene delivery to activated vascular endothelium using anti E/P-Selectin antibody linked to PAMAM dendrimers","Theoharis S., Krueger U., Tan P.H., Haskard D.O., Weber M., George A.J.T.",00221759,"Journal of Immunological Methods",343, 2,2,4,4,5,13,0,15
2008,"Characterization of molecular mass ranges of two coal tar distillate fractions (creosote and anthracene oils) and aromatic standards by LD-MS, GC-MS, probe-MS and size-exclusion chromatography","Morgan T.J., George A., Alvarez P., Millan M., Herod A.A., Kandiyoti R.",08870624,"Energy and Fuels",22, 5,3,8,4,0,12,0,15
2008,"Development of a bench-scale high-pressure fluidized bed reactor and its sequential modification for studying diverse aspects of pyrolysis and gasification of coal and biomass","Cousins A., Zhuo Y., George A., Paterson N., Dugwell D.R., Kandiyoti R.",08870624,"Energy and Fuels",22, 4,1,3,0,1,4,0,5
2008,"Expression of the chemokine antagonist vMIP II using a non-viral vector can prolong corneal allograft survival","Pillai R.G., Beutelspacher S.C., Larkin D.F.P., George A.J.T.",00411337,"Transplantation",85, 11,4,3,0,1,4,0,8
2008,"Leaching hierarchies in co-combustion residues","George A., Dugwell D.R., Kandiyoti R.",08870624,"Energy and Fuels",22, 3,0,0,0,0,0,0,0
2008,"Immune modulation in corneal transplantation","Fu H., Larkin D.F.P., George A.J.T.",0955470X,"Transplantation Reviews",22, 2,3,1,3,0,4,0,7
2008,"Upregulation of chemokine expression in murine cornea due to mechanical trauma or endotoxin","Pillai R.G., Beutelspacher S.C., Larkin D.F.P., George A.J.T.",00071161,"British Journal of Ophthalmology",92, 2,5,2,2,0,4,0,9
2007,"Induction of tumor-specific T-cell responses by vaccination with tumor lysate-loaded dendritic cells in colorectal cancer patients with carcinoembryonic-antigen positive tumors","Tamir A., Harrison P., Stauss H., George A.J.T., Habib N., Lechler R.I., Lombardi G., Basagila E., Kagahzian A., Jiao L., Jensen S., Nicholls J., Tate P., Stamp G., Farzaneh F.",03407004,"Cancer Immunology, Immunotherapy",56, 12,14,4,4,1,9,0,23
2007,"Erratum: Induction of tumor-specific T-cell responses by vaccination with tumor lysate-loaded dendritic cells in colorectal cancer patients with carcinoembryonic-antigen positive tumors (Cancer Immunology, Immunotherapy DOI 10.1007/s00262-007-0299-y)","Tamir A., Harrison P., Stauss H., George A.J.T., Habib N., Lechler R.I., Lombardi G., Basaglia E., Kagahzian A., Jiao L., Jensen S., Nicholls J., Tate P., Stamp G., Farzaneh F.",03407004,"Cancer Immunology, Immunotherapy",56, 12,0,0,0,0,0,0,0
2007,"Anti-LFA-1 Monotherapy Prevents Neointimal Formation in a Murine Model of Transplant Intimal Hyperplasia","Soleimani B., Wieczorek G., Katopodis A., Zenke G., George A.J.T., Hornick P.I., Weitz-Schmidt G.",10532498,"Journal of Heart and Lung Transplantation",26, 7,3,0,0,0,0,0,3
2007,"Cytotoxic killing and immune evasion by repair","Chan C., George A.J.T., Stark J.",00224715,"Journal of Statistical Physics",128, 1-2,0,0,0,0,0,0,0
2007,"Reconstruction of cell population dynamics using CFSE","Yates A., Chan C., Strid J., Moon S., Callard R., George A.J.T., Stark J.",14712105,"BMC Bioinformatics",8, ,3,3,3,1,7,0,10
2007,"Modulation of the immune response by targeting endothelial cells","Manunta M., Tan P.H., George A.J.T.",18715230,"Anti-Inflammatory and Anti-Allergy Agents in Medicinal Chemistry",6, 2,0,0,0,0,0,0,0
2007,"Oscillations in the immune system","Stark J., Chan C., George A.J.T.",01052896,"Immunological Reviews",216, 1,9,3,3,3,9,0,18
2007,"Changing viral tropism using immunoliposomes alters the stability of gene expression: Implications for viral vector design","Tan P.H., Xue S.-A., Wei B., Holler A., Voss R.-H., George A.J.T.",10761551,"Molecular Medicine",13, 3-4,2,0,0,0,0,0,2
