,"Author: Newman Taylor, Anthony J.;Newman Taylor, A.;Newman-Taylor, A. J.",,,,,,,,,,,,
,,,,,,,,,,,,,
,This is a citation overview for a set of 154 documents.,,,,,,,,,,,,
,,,,,,,,,,,,,
,"h index = 35 (Of the 154 documents considered for the h-Index, 35 have been cited at least 35 times.)",,,,,,,,,,,,
,Note: Scopus does not have complete citation information for articles published before 1996.  ,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,<2010,2010,2011,2012,subtotal,>2012,total
Publication Year,Document Title,Authors,ISSN,Journal Title,Volume,Issue,3247,211,196,57,464,0,3711
2009,Detergent protease exposure and respiratory disease: Case-referent analysis of a retrospective cohort,"Brant A., Upchurch S., Van Tongeren M., Zekveld C., Helm J., Barnes F., Newman Taylor A.J., Cullinan P.",13510711,Occupational and Environmental Medicine,66,11,0,1,2,0,3,0,3
2009,Dual sensitization to rat and mouse urinary allergens reflects cross-reactive molecules rather than atopy,"Jeal H., Harris J., Draper A., Newman Taylor A., Cullinan P., Jones M.G.",1054538,Allergy: European Journal of Allergy and Clinical Immunology,64,6,0,1,0,1,2,0,2
2008,Standards of care for occupational asthma,"Fishwick D., Cullinan P., Frank T.L., Hendrick D., Hoyle J., Jaakkola M., Newman-Taylor A., Nicholson P., Niven R., Pickering A., Rawbone R., Barber C.M., Stenton C., Warburton C.J., Curran A.D., Bradshaw L.M., Harris-Roberts J., Francis M., Naylor S., Ayres J., Burge P.S., Corne J.M.",406376,Thorax,63,3,11,14,3,2,19,0,30
2007,"Early-life allergen exposure and atopy, asthma, and wheeze up to 6 years of age","Torrent M., Sunyer J., Garcia R., Harris J., Iturriaga M.V., Puig C., Vall O., Anto J.M., Newman Taylor A.J., Cullinan P.",1073449X,American Journal of Respiratory and Critical Care Medicine,176,5,13,6,6,5,17,0,30
2007,Recorded infections and antibiotics in early life: Associations with allergy in UK children and their parents,"Harris J.M., Mills P., White C., Moffat S., Newman Taylor A.J., Cullinan P.",406376,Thorax,62,7,6,2,3,0,5,0,11
2007,Early allergen exposure and atopic eczema,"Harris J.M., Williams H.C., White C., Moffat S., Mills P., Newman Taylor A.J., Cullinan P.",70963,British Journal of Dermatology,156,4,7,4,2,1,7,0,14
2007,Atopy and asthma in rural Poland: A paradigm for the emergence of childhood respiratory allergies in Europe,"Sozanska B., MacNeill S.J., Kajderowicz-Kowalik M., Danielewicz H., Wheatley M., Newman Taylor A.J., Boznanski A., Cullinan P.",1054538,Allergy: European Journal of Allergy and Clinical Immunology,62,4,5,0,2,0,2,0,7
2006,IFN? and CXCR-1 gene polymorphisms in idiopathic bronchiectasis,"Boyton R.J., Reynolds C., Wahid F.N., Jones M.G., Ozerovitch L., Ahmad T., Chaudhry A., Jewell D.P., Kon O.M., Smith J., Rose M., Newman-Taylor A.J., Cole P., Wilson R., Altmann D.M.",12815,Tissue Antigens,68,4,3,0,1,0,1,0,4
2006,The effects of farming and birth order on asthma and allergies,"Zekveld C., Bibakis I., Bibaki-Liakou V., Pedioti A., Dimitroulis I., Harris J., Newman Taylor A.J., Cullinan P.",9031936,European Respiratory Journal,28,1,5,3,2,1,6,0,11
2006,Interferon-? therapy in two patients with progressive chronic pulmonary aspergillosis,"Kelleher P., Goodsall A., Mulgirigama A., Kunst H., Henderson D.C., Wilson R., Newman-Taylor A., Levin M.",9031936,European Respiratory Journal,27,6,9,4,3,1,8,0,17
2006,An ATS/ERS report: 100 key questions and needs in occupational asthma,"Tarlo S.M., Malo J.-L., Newman-Taylor A., Chan-Yeung M., Vandenplas O., Bernstein I.L., Wagner G., Brooks S., Blanc P., Anto J.M., Gautrin D., Latza U., Redlich C., Allmers H., Berstein D., Mapp C., Maestrelli P., Siracusa A., Banks D., von Essen S., Balkissoon R., Henneberger P., Toren K., Kipen H., Becklake M., Wisnewski A., Moscato G., Brown W., Nemery B., Jolly A., Lemiere C., Rosenman K., Beckett W., Muir D., Ameille J., Cartier A., Quirce S., Holness D.L., Lavoie K.L., Heederik D., Swanson M., Bernstein J., Silverman F., Nordman H., Cloutier Y., Lesage J., Pacheco K., Petsonk L., Burge P.S., Perfetti L., Sastre J., Aasen T., Hargreave F.E., Cote J., Maghni K., Cullinan P., Brant A., Liss G.M., Labrecque M., Hendrick D.",9031936,European Respiratory Journal,27,3,6,0,5,0,5,0,11
2005,Supermarket baker's asthma: How accurate is routine health surveillance?,"Brant A., Nightingale S., Berriman J., Sharp C., Welch J., Newman Taylor A.J., Cullinan P.",13510711,Occupational and Environmental Medicine,62,6,15,4,1,0,5,0,20
2005,"Evidence based guidelines for the prevention, identification, and management of occupational asthma","Nicholson P.J., Cullinan P., Newman Taylor A.J., Burge P.S., Boyle C.",13510711,Occupational and Environmental Medicine,62,5,82,18,18,9,45,0,127
2005,Childhood atopy and allergic disease and skin test responses to environmental mycobacteria in rural Crete: A cross-sectional survey,"Bibakis I., Stanford C.A., Stanford J.L., Cullinan P., Zekveld C., Dimitroulis I., Pedioti A., Gerakianaki T., Fanourgiaki S., Kokiadi I., Iliakou-Bibakis V., Newman Taylor A.J.",9547894,Clinical and Experimental Allergy,35,5,10,1,0,0,1,0,11
2005,The changing distribution of occupational asthma: A survey of supermarket bakery workers,"Brant A., Berriman J., Sharp C., Welch J., Zekveld C., Nieuwenhuijsen M., Elms J., Newman-Taylor A., Cullinan P.",9031936,European Respiratory Journal,25,2,15,2,1,0,3,0,18
2004,"Early allergen exposure, skin prick responses, and atopic wheeze at age 5 in English children: A cohort study","Cullinan P., MacNeill S.J., Harris J.M., Moffat S., White C., Mills P., Newman Taylor A.J.",406376,Thorax,59,10,56,7,7,2,16,0,72
2004,Occupational asthma caused by cellulase and lipase in the detergent industry,"Brant A., Hole A., Cannon J., Helm J., Swales C., Welch J., Newman Taylor A., Cullinan P.",13510711,Occupational and Environmental Medicine,61,9,11,1,0,0,1,0,12
2004,Nitrogen dioxide is not associated with respiratory infection during the first year of life,"Sunyer J., Puig C., Torrent M., Garcia-Algar O., Calico I., Munoz-Ortiz L., Barnes M., Cullinan P., Harris J., Atkinson W., Mills P., Moffat S., White C., Jones M., Newman-Taylor A., Figueras G., Vall O., Garcia O., Figueroa C., Sanchez E., Anto J.M., Basagana X., Estrana M.V., Garcia M.",3005771,International Journal of Epidemiology,33,1,17,3,3,0,6,0,23
2003,Controversies in epidemiology of occupational asthma,"Gautrin D., Newman-Taylor A.J., Nordman H., Malo J.-L.",9031936,European Respiratory Journal,22,3,27,1,5,0,6,0,33
2003,Systematic assessment of difficult-to-treat asthma,"Robinson D.S., Giembycz M., Hansel T., Jeffery P., Johnston S., Jones M., Kay A.B., Larche M., Newman Taylor A., Rogers D., Openshaw P., Campbell D.A., Durham S.R., Pfeffer J., Barnes P.J., Chung K.F., Adcock I., Belvisi M., Cullinan P.",9031936,European Respiratory Journal,22,3,75,14,8,6,28,0,103
2003,"Estimating the incidence of occupational asthma and rhinitis from laboratory animal allergens in the UK, 1999-2000","Draper A., Newman Taylor A., Cullinan P.",13510711,Occupational and Environmental Medicine,60,8,12,5,2,0,7,0,19
2003,HLA phenotype and exposure in development of occupational asthma,Newman Taylor A.J.,10811206,"Annals of Allergy, Asthma and Immunology",90,5,5,0,1,0,1,0,6
2003,Exposure-response relations among laboratory animal workers exposed to rats,"Nieuwenhuijsen M.J., Putcha V., Gordon S., Heederik D., Venables K.M., Cullinan P., Newman-Taylor A.J.",13510711,Occupational and Environmental Medicine,60,2,28,4,7,0,11,0,39
2002,Coal dust and COPD,Newman-Taylor A.,9059180,European Respiratory Review,12, 86-87,0,0,0,0,0,0,0
2001,Crete: Does farming explain urban and rural differences in atopy?,"Barnes M., Bibaki-Liakou V., Newman Taylor A.J., Bibakis I., Cullinan P., Athanasaki P., MacNeill S., Hole A.M., Harris J., Kalogeraki S., Chatzinikolaou M., Drakonakis N.",9547894,Clinical and Experimental Allergy,31,12,27,2,3,0,5,0,32
2001,Interstitial lung diseases: An epidemiological overview,"Demedts M., Verbeken E.K., Thomeer M.J., Kokkarinen J., Dalphin J.C., Newman Taylor A., Wells A.U., Anto J.M., Costabel U., Hubbard R., Cullinan P., Slabbynck H., Rizzato G., Poletti V.",9041850,"European Respiratory Journal, Supplement",18,32,53,10,4,2,16,0,69
2001,Maternal atopy and parity,"Sunyer J., Anto J.M., Harris J., Torrent M., Vall O., Cullinan P., Newman-Taylor A.",9547894,Clinical and Experimental Allergy,31,9,48,0,0,0,0,0,48
2001,Analysis of allergens in rat fur and saliva,"Gordon S., Tee R.D., Stuart M.C., Newman Taylor A.J.",1054538,Allergy: European Journal of Allergy and Clinical Immunology,56,6,3,1,0,1,2,0,5
2001,Environmental associations with eczema in early life,"Harris J.M., Cullinan P., Williams H.C., Mills P., Moffat S., White C., Newman Taylor A.J.",70963,British Journal of Dermatology,144,4,57,6,3,1,10,0,67
