,"This is a citation overview for a set of 65 documents.",,,,,,,,,,,
,,,,,,,,,,,,
,"h index = 21 (Of the 65 documents considered for the h-Index, 21 have been cited at least 21 times.)",,,,,,,,,,,
,Note: Scopus does not have complete citation information for articles published before 1996.  ,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,<2007,2007,2008,subtotal,>2008,total
Publication Year,Document Title,Authors,ISSN,Journal Title,Volume,Issue,887,170,165,335,126,1348
2009,"Elucidation of binding sites of dual antagonists in the human chemokine receptors CCR2 and CCR5","Hall S.E., Selchau V., Ribeiro S., Schyler S., Pease J.E., Horuk R., Vaidehi N., Mao A., Nicolaidou V., Finelli M., Wise E.L., Nedjai B., Kanjanapangka J., Harirchian P., Chen D.",0026895X,"Molecular Pharmacology",75, 6,0,0,0,0,0,0
2009,"Chapter 13 Modeling Small Molecule-Compound Binding to G-Protein-Coupled Receptors","Vaidehi N., Pease J.E., Horuk R.",00766879,"Methods in Enzymology",460, ,0,0,0,0,0,0
2009,"Chemokine receptor antagonists: Part 2","Pease J.E., Horuk R.",13543776,"Expert Opinion on Therapeutic Patents",19, 2,0,0,0,0,1,1
2009,"Chemokine receptor antagonists: Part 1","Pease J.E., Horuk R.",13543776,"Expert Opinion on Therapeutic Patents",19, 1,0,0,0,0,1,1
2008,"The chemokine receptor CXCR3 is degraded following internalization and is replenished at the cell surface by de novo synthesis of receptor","Meiser A., Mueller A., Wise E.L., McDonagh E.M., Petit S.J., Saran N., Clark P.C., Williams T.J., Pease J.E.",00221767,"Journal of Immunology",180, 10,0,0,2,2,2,4
2008,"Site-directed mutagenesis of the chemokine receptor CXCR6 suggests a novel paradigm for interactions with the ligand CXCL16","Petit S.J., Chayen N.E., Pease J.E.",00142980,"European Journal of Immunology",38, 8,0,0,0,0,2,2
2008,"Re-evaluation of chicken CXCR1 determines the true gene structure: CXCLi1 (K60) and CXCLi2 (CAF/interleukin-8) are ligands for this receptor","Tuang Y.P., Pease J., Young J.R., Bumstead N., Kaiser P.",00219258,"Journal of Biological Chemistry",283, 24,0,0,1,1,1,2
2008,"Noncompetitive antagonism and inverse agonism as mechanism of action of nonpeptidergic antagonists at primate and rodent CXCR3 chemokine receptors","Verzijl D., Pease J.E., De Esch I.J.P., Smit M.J., Leurs R., Storelli S., Scholten D.J., Bosch L., Reinhart T.A., Streblow D.N., Tensen C.P., Fitzsimons C.P., Zaman G.J.R.",00223565,"Journal of Pharmacology and Experimental Therapeutics",325, 2,0,0,2,2,4,6
2008,"Chemokine and cytokine mediated loss of regulatory T cells in lymph nodes during pathogenic simian immunodeficiency virus infection","Qin S., Barratt-Boyes S.M., Reinhart T.A., Sui Y., Soloff A.C., Junecko B.A.F., Kirschner D.E., Murphey-Corb M.A., Watkins S.C., Tarwater P.M., Pease J.E.",00221767,"Journal of Immunology",180, 8,0,0,3,3,5,8
2008,"CXCL4-induced migration of activated T lymphocytes is mediated by the chemokine receptor CXCR3","Mueller A., Meiser A., McDonagh E.M., Fox J.M., Petit S.J., Xanthou G., Williams T.J., Pease J.E.",07415400,"Journal of Leukocyte Biology",83, 4,0,0,3,3,3,6
2008,"Structure and function of A41, a vaccinia virus chemokine binding protein.","Bahar M.W., Kenyon J.C., Putz M.M., Abrescia N.G., Pease J.E., Wise E.L., Stuart D.I., Smith G.L., Grimes J.M.",15537374,"PLoS pathogens",4, 1,0,0,0,0,1,1
2008,"Structure and function of A41, a vaccinia virus chemokine binding protein","Bahar M.W., Kenyon J.C., Putz M.M., Abrescia N.G.A., Pease J.E., Wise E.L., Stuart D.I., Smith G.L., Grimes J.M.",15537366,"PLoS Pathogens",4, 1,0,0,0,0,1,1
2007,"Small molecule receptor agonists and antagonists of CCR3 provide insight into mechanisms of chemokine receptor activation","Wise E.L., Duchesnes C., Da Fonseca P.C.A., Allen R.A., Williams T.J., Pease J.E.",00219258,"Journal of Biological Chemistry",282, 38,0,0,5,5,3,8
2007,"Unravelling the mechanisms underpinning chemokine receptor activation and blockade by small molecules: A fine line between agonism and antagonism?","Wise E., Pease J.E.",03005127,"Biochemical Society Transactions",35, 4,0,1,0,1,0,1
2007,"The CXC chemokine MIG/CXCL9 is important in innate immunity against Streptococcus pyogenes","Egesten A., Eliasson M., Johansson H.M., Olin A.I., Morgelin M., Mueller A., Pease J.E., Frick I.-M., Bjorck L.",00221899,"Journal of Infectious Diseases",195, 5,0,4,5,9,5,14
2007,"Contrary prostaglandins: The opposing roles of PGD2 and its metabolites in leukocyte function","Sandig H., Pease J.E., Sabroe I.",07415400,"Journal of Leukocyte Biology",81, 2,0,2,6,8,2,10
2006,"No dogs. Guide dogs by prior permission","Pease J., Brown A.",09556036,"Psychiatric Bulletin",30, 12,0,0,0,0,0,0
