,"This is a citation overview for a set of 456 documents.",,,,,,,,,,,
,,,,,,,,,,,,
,"h index = 63 (Of the 456 documents considered for the h-Index, 63 have been cited at least 63 times.)",,,,,,,,,,,
,Note: Scopus does not have complete citation information for articles published before 1996.  ,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,<2007,2007,2008,subtotal,>2008,total
Publication Year,Document Title,Authors,ISSN,Journal Title,Volume,Issue,12863,2063,1825,3888,1237,17988
2009,"Sustained appetite improvement in malnourished dialysis patients by daily ghrelin treatment","Ashby D.R., Tam F.W.K., Bloom S.R., Choi P., Ford H.E., Wynne K.J., Wren A.M., Murphy K.G., Busbridge M., Brown E.A., Taube D.H., Ghatei M.A.",00852538,"Kidney International",76, 2,0,0,0,0,1,1
2009,"Peripheral and central administration of xenin and neurotensin suppress food intake in rodents","Cooke J.H., Patterson M., Patel S.R., Smith K.L., Ghatei M.A., Bloom S.R., Murphy K.G.",19307381,"Obesity",17, 6,0,0,0,0,0,0
2009,"Elevated basal and post-feed glucagon-like peptide 1 (GLP-1) concentrations in the neonatal period","Padidela R., Patterson M., Sharief N., Ghatei M., Hussain K.",08044643,"European Journal of Endocrinology",160, 1,0,0,0,0,0,0
2009,"Relaxin-3 and its role in neuroendocrine function","McGowan B.M.C., Stanley S.A., Ghatei M.A., Bloom S.R.",00778923,"Annals of the New York Academy of Sciences",1160, ,0,0,0,0,0,0
2009,"Investigation of structure-activity relationships of oxyntomodulin (Oxm) using oxm analogs","Druce M.R., Bloom S.R., Minnion J.S., Field B.C.T., Patel S.R., Shillito J.C., Tilby M., Beale K.E.L., Murphy K.G., Ghatei M.A.",00137227,"Endocrinology",150, 4,0,0,0,0,1,1
2009,"Mice with hyperghrelinemia are hyperphagic and glucose intolerant and have reduced leptin sensitivity","Bewick G.A., Kent A., Campbell D., Patterson M., Ghatei M.A., Bloom S.R., Gardiner J.V.",00121797,"Diabetes",58, 4,0,0,0,0,1,1
2009,"The thyroid hormone derivative 3-iodothyronamine increases food intake in rodents","Dhillo W.S., Scutt J.N., Armstrong A., Ghatei M.A., Bloom S.R., Bewick G.A., White N.E., Gardiner J.V., Thompson E.L., Bataveljic A., Murphy K.G., Roy D., Patel N.A.",14628902,"Diabetes, Obesity and Metabolism",11, 3,0,0,0,0,1,1
2009,"Differential patterns of neuronal activation in the brainstem and hypothalamus following peripheral injection of GLP-1, oxyntomodulin and lithium chloride in mice detected by manganese-enhanced magnetic resonance imaging (MEMRI)","Parkinson J.R.C., Chaudhri O.B., Kuo Y.-T., Field B.C.T., Herlihy A.H., Dhillo W.S., Ghatei M.A., Bloom S.R., Bell J.D.",10538119,"NeuroImage",44, 3,0,0,0,0,1,1
2008,"The effects of pancreatic polypeptide on locomotor activity and food intake in mice","Liu Y.-L., Semjonous N.M., Murphy K.G., Ghatei M.A., Bloom S.R.",03070565,"International Journal of Obesity",32, 11,0,0,0,0,2,2
2008,"Peptide YY: A Gut Hormone Associated with Anorexia during Infectious Diarrhea in Children","Beck A.L., Cabrera L., Pan W.K.Y., Cama V., Friedland J.S., Ghatei M.A., Bloom S.R., Lewis J., Gilman R.H.",00223476,"Journal of Pediatrics",153, 5,0,0,0,0,0,0
2008,"Long-acting octreotide treatment causes a sustained decrease in ghrelin concentrations but does not affect weight, behaviour and appetite in subjects with Prader-Willi syndrome","De Waele K., Ishkanian S.L., Bogarin R., Miranda C.A., Ghatei M.A., Bloom S.R., Pacaud D., Chanoine J.-P.",08044643,"European Journal of Endocrinology",159, 4,0,0,1,1,2,3
2008,"Overexpression of CART in the PVN increases food intake and weight gain in rats","Smith K.L., Gardiner J.V., Ward H.L., Kong W.M., Murphy K.G., Martin N.M., Ghatei M.A., Bloom S.R.",19307381,"Obesity",16, 10,0,0,0,0,1,1
2008,"Pyroglutamylated RFamide peptide 43 stimulates the hypothalamic-pituitary- gonadal axis via gonadotropin-releasing hormone in rats","Patel S.R., Murphy K.G., Thompson E.L., Patterson M., Curtis A.E., Ghatei M.A., Bloom S.R.",00137227,"Endocrinology",149, 9,0,0,0,0,2,2
2008,"No evidence of an additive inhibitory feeding effect following PP and PYY3-36 administration","Neary N.M., McGowan B.M., Monteiro M.P., Jesudason D.R., Ghatei M.A., Bloom S.R.",03070565,"International Journal of Obesity",32, 9,0,0,0,0,0,0
2008,"Plasma levels of the neurohypophysial protein 7B2 during the physiological menstrual cycle and the menopause","Venetikou M.S., Ghatei M.A., Burrin J.M., Bloom S.R.",10116583,"Review of Clinical Pharmacology and Pharmacokinetics, International Edition",22, 2,0,0,0,0,0,0
2008,"An increase in kisspeptin-54 release occurs with the pubertal increase in luteinizing hormone-releasing hormone-1 release in the stalk-median eminence of female rhesus monkeys in vivo","Keen K.L., Wegner F.H., Bloom S.R., Ghatei M.A., Terasawa E.",00137227,"Endocrinology",149, 8,0,0,0,0,7,7
2008,"Relaxin-3 stimulates the hypothalamic-pituitary-gonadal axis","McGowan B.M., Bloom S.R., Stanley S.A., Donovan J., Thompson E.L., Patterson M., Semjonous N.M., Gardiner J.V., Murphy K.G., Ghatei M.A.",01931849,"American Journal of Physiology - Endocrinology and Metabolism",295, 2,0,0,0,0,4,4
2008,"Alterations in thyroid status do not affect plasma peptide YY (PYY) and ghrelin concentrations","Manuchehri A.M., Sathyapalan T., Jayagopal V., Kilpatrick E.S., Ghatei M.A., Bloom S.R., Atkin S.L.",03000664,"Clinical Endocrinology",68, 5,0,0,0,0,1,1
2008,"Elevated cocaine- and amphetamine-regulated transcript immunoreactivity in the circulation of patients with neuroendocrine malignancy","Bech P., Winstanley V., Murphy K.G., Sam A.H., Meeran K., Ghatei M.A., Bloom S.R.",0021972X,"Journal of Clinical Endocrinology and Metabolism",93, 4,0,0,1,1,1,2
2008,"PYY3-36 injection in mice produces an acute anorexigenic effect followed by a delayed orexigenic effect not observed with other anorexigenic gut hormones","Parkinson J.R.C., Dhillo W.S., Small C.J., Chaudhri O.B., Bewick G.A., Pritchard I., Moore S., Ghatei M.A., Bloom S.R.",01931849,"American Journal of Physiology - Endocrinology and Metabolism",294, 4,0,0,1,1,1,2
2008,"Preanalytical factors affecting RIA measurement of plasma kisspeptin","Ramachandran R., Patterson M., Murphy K.G., Dhillo W.S., Patel S., Kazarian A., Ghatei M.A., Bloom S.R.",00099147,"Clinical Chemistry",54, 3,0,0,0,0,1,1
2008,"Co-administration of SR141716 with peptide YY3-36 or oxyntomodulin has additive effects on food intake in mice","White N.E., Dhillo W.S., Liu Y.-L., Small C.J., Kennett G.A., Gardiner J.V., Ghatei M.A., Bloom S.R.",14628902,"Diabetes, Obesity and Metabolism",10, 2,0,0,0,0,2,2
2008,"Supraphysiological doses of intravenous PYY3-36 cause nausea, but no additional reduction in food intake","Le Roux C.W., Borg C.M., Murphy K.G., Vincent R.P., Ghatei M.A., Bloom S.R.",00045632,"Annals of Clinical Biochemistry",45, 1,0,0,0,0,1,1
2007,"Glucagon-like peptide-1 (7-36) amide response to low versus high glycaemic index preloads in overweight subjects with and without type II diabetes mellitus","Milton J.E., Sananthanan C.S., Patterson M., Ghatei M.A., Bloom S.R., Frost G.S.",09543007,"European Journal of Clinical Nutrition",61, 12,0,0,0,0,0,0
2007,"Postprandial ghrelin suppression is exaggerated following major surgery; implications for nutritional recovery","Nematy M., Brynes A.E., Hornick P.I., Patterson M., Ghatei M.A., Bloom S.R., Brett S.J., Frost G.S.",17437075,"Nutrition and Metabolism",4, ,0,0,1,1,0,1
2007,"Postprandial ghrelin, cholecystokinin, peptide YY, and appetite before and after weight loss in overweight women with and without polycystic ovary syndrome","Moran L.J., Noakes M., Clifton P.M., Wittert G.A., Le Roux C.W., Ghatei M.A., Bloom S.R., Norman R.J.",00029165,"American Journal of Clinical Nutrition",86, 6,0,0,2,2,1,3
2007,"Gut hormones as mediators of appetite and weight loss after Roux-en-Y gastric bypass","Le Roux C.W., Bloom S.R., Olbers T., Welbourn R., Werling M., Osborne A., Kokkinos A., Laurenius A., Lonroth H., Fandriks L., Ghatei M.A.",00034932,"Annals of Surgery",246, 5,0,0,11,11,25,36
2007,"Kisspeptin-54 stimulates gonadotropin release most potently during the preovulatory phase of the menstrual cycle in women","Dhillo W.S., Donaldson M., Ghatei M.A., Bloom S.R., Chaudhri O.B., Thompson E.L., Murphy K.G., Patterson M., Ramachandran R., Nijher G.K., Amber V., Kokkinos A.",0021972X,"Journal of Clinical Endocrinology and Metabolism",92, 10,0,0,5,5,14,19
2007,"Glucose metabolism during ghrelin infusion in patients with anorexia nervosa","Miljic D., Djurovic M., Pekic S., Doknic M., Stojanovic M., Milic N., Casanueva F.F., Ghatei M., Popovic V.",03914097,"Journal of Endocrinological Investigation",30, 9,0,0,0,0,1,1
2007,"Biliopancreatic diversion in rats is associated with intestinal hypertrophy and with increased GLP-1, GLP-2 and PYY levels","Borg C.M., Roux C.W.L., Ghatei M.A., Bloom S.R., Patel A.G.",09608923,"Obesity Surgery",17, 9,0,0,1,1,4,5
2007,"Role of central nervous system and ovarian insulin receptor substrate 2 signaling in female reproductive function in the mouse","Neganova I., Bloom S.R., Franks S., Huhtaniemi I., Hardy K., Withers D.J., Al-Qassab H., Heffron H., Selman C., Choudhury A.I., Lingard S.J., Diakonov I., Patterson M., Ghatei M.",00063363,"Biology of Reproduction",76, 6,0,1,0,1,2,3
2007,"Relation of fasting plasma peptide YY to glucose metabolism and cardiovascular risk factors after restrictive bariatric surgery","Hanusch-Enserer U., Ghatei M.A., Cauza E., Bloom S.R., Prager R., Roden M.",00435325,"Wiener Klinische Wochenschrift",119, 9-10,0,0,0,0,1,1
2007,"Metformin prolongs the postprandial fall in plasma ghrelin concentrations in type 2 diabetes","English P.J., Wilding J.P.H., Ashcroft A., Patterson M., Dovey T.M., Halford J.C.G., Harrison J., Eccleston D., Bloom S.R., Ghatei M.A.",15207552,"Diabetes/Metabolism Research and Reviews",23, 4,0,1,2,3,3,6
2007,"Constitutional thinness and lean anorexia nervosa display opposite concentrations of peptide YY, glucagon-like peptide 1, ghrelin, and leptin","Germain N., Galusca B., Le Roux C.W., Bossu C., Ghatei M.A., Lang F., Bloom S.R., Estour B.",00029165,"American Journal of Clinical Nutrition",85, 4,0,4,7,11,5,16
2007,"Hypothalamic mapping of orexigenic action and Fos-like immunoreactivity following relaxin-3 administration in male Wistar rats","McGowan B.M., Ghatei M.A., Bloom S.R., Stanley S.A., White N.E., Spangeus A., Patterson M., Thompson E.L., Smith K.L., Donovan J., Gardiner J.V.",01931849,"American Journal of Physiology - Endocrinology and Metabolism",292, 3,0,0,2,2,4,6
2007,"Low-dose pancreatic polypeptide inhibits food intake in man","Jesudason D.R., Bloom S.R., Monteiro M.P., McGowan B.M.C., Neary N.M., Park A.J., Philippou E., Small C.J., Frost G.S., Ghatei M.A.",00071145,"British Journal of Nutrition",97, 3,0,0,5,5,1,6
2006,"Oxyntomodulin increases energy expenditure in addition to decreasing energy intake in overweight and obese humans: A randomised controlled trial","Wynne K., Park A.J., Small C.J., Meeran K., Ghatei M.A., Frost G.S., Bloom S.R.",03070565,"International Journal of Obesity",30, 12,2,9,13,22,6,30
2006,"Peptide YY (PYY) is increased in elderly patients with femoral neck fractures: A prospective cohort study","Nematy M., Powell C.A., Brynes A.E., Pearse M., Patterson M., Ghatei M.A., Bloom S.R., Frost G.S.",01486071,"Journal of Parenteral and Enteral Nutrition",30, 6,0,0,0,0,0,0
