,"Author: Enright, Mark C.",,,,,,,,,,,
,,,,,,,,,,,,
,"h index = 36 (Of the 61 documents considered for the h-Index, 36 have been cited at least 36 times.)",,,,,,,,,,,
,Note: The h Index considers Scopus documents published after 1995.  ,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,<2007,2007,2008,subtotal,>2008,total
Publication Year,Document Title,Authors,ISSN,Journal Title,Volume,Issue,3097,762,862,1624,588,5309
2009,"RE: A novel bactericidal fabric coating with potent in vitro activity against meticillin-resistant Staphylococcus aureus (MRSA)","O'Hanlon S.J., Enright M.C.",09248579,"International Journal of Antimicrobial Agents",34, 1,0,0,0,0,0,0
2009,"A novel bactericidal fabric coating with potent in vitro activity against meticillin-resistant Staphylococcus aureus (MRSA)","O'Hanlon S.J., Enright M.C.",09248579,"International Journal of Antimicrobial Agents",33, 5,0,0,0,0,0,0
2008,"A population-based study of the incidence and molecular epidemiology of methicillin-resistant Staphylococcus aureus disease in San Francisco, 2004-2005","Liu C., Perdreau-Remington F., Gordon S., Gunthorpe H., Jacobs R., Jensen P., Leoung G., Rumack J.S., Chambers H.F., Graber C.J., Karr M., Diep B.A., Basuino L., Schwartz B.S., Enright M.C., O'Hanlon S.J., Thomas J.C.",10584838,"Clinical Infectious Diseases",46, 11,0,0,1,1,13,14
2008,"Comparison of molecular typing methods for characterization of Staphylococcus epidermidis: Proposal for clone definition","Miragaia M., Carrico J.A., Thomas J.C., Couto I., Enright M.C., De Lencastre H.",00951137,"Journal of Clinical Microbiology",46, 1,0,0,2,2,4,6
2007,"Evaluation of molecular typing methods in characterizing a European collection of epidemic methicillin-resistant Staphylococcus aureus strains: The HARMONY collection","Cookson B.D., Salmenlinna S., Vuopio-Varkila J., Cuny C., Witte W., Tassios P.T., Legakis N.J., Van Leeuwen W., Van Belkum A., Vindel A., Garaizar J., Robinson D.A., Haeggman S., Olsson-Liljequist B., Ransjo U., Muller-Premru M., Hryniewicz W., Rossney A., O'Connell B., Short B.D., Thomas J., O'Hanlon S., Monk A.B., Enright M.C., Murchan S., Deplano A., De Ryck R., Struelens M.J., Scheel C., Fussing V.",00951137,"Journal of Clinical Microbiology",45, 6,0,0,7,7,10,17
2007,"Global distribution of Panton-Valentine leukocidin-positive methicillin-resistant Staphylococcus aureus, 2006","Tristan A., Etienne J., Bes M., Meugnier H., Lina G., Bozdogan B., Courvalin P., Reverdy M.-E., Enright M.C., Vandenesch F.",10806040,"Emerging Infectious Diseases",13, 4,0,6,49,55,26,81
2007,"Inferring a population structure for Staphylococcus epidermidis from multilocus sequence typing data","Miragaia M., Thomas J.C., Couto I., Enright M.C., De Lencastre H.",00219193,"Journal of Bacteriology",189, 6,0,3,10,13,7,20
2007,"Improved multilocus sequence typing scheme for Staphylococcus epidermidis","Thomas J.C., Vargas M.R., Miragaia M., Peacock S.J., Archer G.L., Enright M.C.",00951137,"Journal of Clinical Microbiology",45, 2,0,2,6,8,3,11
2006,"Staphylococcal chromosome cassette evolution in Staphylococcus aureus inferred from ccr gene complex sequence typing analysis","Lina G., Durand G., Berchich C., Short B., Meugnier H., Vandenesch F., Etienne J., Enright M.C.",1198743X,"Clinical Microbiology and Infection",12, 12,0,0,5,5,4,9
2006,"Erratum: Detection of new methicillin-resistant Staphylococcus aureus clones containing the toxic shock syndrome toxin 1 gene responsible for hospital- and community-acquired infections in France (Journal of Clinical Microbiology (2006) 44, 3 (847-853))","Durand G., Vandenesch F., Etienne J., Bes M., Meugnier H., Enright M.C., Forey F., Liassine N., Wenger A., Kikuchi K., Lina G.",00951137,"Journal of Clinical Microbiology",44, 8,0,0,0,0,0,0
2006,"Amoebae promote persistence of epidemic strains of MRSA","Huws S.A., Smith A.W., Enright M.C., Wood P.J., Brown M.R.W.",14622912,"Environmental Microbiology",8, 6,1,1,3,4,3,8
2006,"Genome of an epidemic community-acquired MRSA","Enright M.C.",01406736,"Lancet",367, 9512,1,6,2,8,2,11
2006,"Detection of new methicillin-resistant Staphylococcus aureus clones containing the toxic shock syndrome toxin 1 gene responsible for hospital- and community-acquired infections in France","Durand G., Vandenesch F., Etienne J., Bes M., Meugnier H., Enright M.C., Forey F., Liassine N., Wenger A., Kikuchi K., Lina G.",00951137,"Journal of Clinical Microbiology",44, 3,3,13,12,25,10,38
2006,"High interlaboratory reproducibility of DNA sequence-based typing of bacteria in a multicenter study","Aires-De-Sousa M., Huijsdens X.W., Kearns A.M., Mellmann A., Meugnier H., Rasheed J.K., Spalburg E., Strommenger B., Struelens M.J., Tenover F.C., Thomas J., Boye K., Vogel U., Westh H., Xu J., Witte W., De Lencastre H., Deplano A., Enright M.C., Etienne J., Friedrich A., Harmsen D., Holmes A.",00951137,"Journal of Clinical Microbiology",44, 2,2,11,8,19,6,27
2006,"In vitro activity of a novel compound, the metal ion chelating agent AQ+, against clinical isolates of Staphylococcus aureus","Short B.R.D., Vargas M.A., Thomas J.C., O'Hanlon S., Enright M.C.",03057453,"Journal of Antimicrobial Chemotherapy",57, 1,0,2,1,3,0,3
2005,"Evolutionary genetics of the accessory gene regulator (agr) locus in Staphylococcus aureus","Robinson D.A., Monk A.B., Cooper J.E., Feil E.J., Enright M.C.",00219193,"Journal of Bacteriology",187, 24,5,4,9,13,6,24
2005,"Contemporary methicillin-resistant Staphylococcus aureus clones in Hong Kong","Ip M., Yung R.W.H., Ng T.K., Luk W.K., Tse C., Hung P., Enright M., Lyon D.J.",00951137,"Journal of Clinical Microbiology",43, 10,3,4,7,11,4,18
2005,"Genetic background affects stability of mecA in Staphylococcus aureus","Katayama Y., Robinson D.A., Enright M.C., Chambers H.F.",00951137,"Journal of Clinical Microbiology",43, 5,9,5,8,13,5,27
2005,"Seven novel variants of the staphylococcal chromosomal cassette mec in methicillin-resistant Staphylococcus aureus isolates from Ireland","Shore A., Rossney A.S., Keane C.T., Enright M.C., Coleman D.C.",00664804,"Antimicrobial Agents and Chemotherapy",49, 5,19,26,17,43,15,77
