,"This is a citation overview for a set of 282 documents.",,,,,,,,,,,,
,,,,,,,,,,,,,
,"h index = 36 (Of the 282 documents considered for the h-Index, 36 have been cited at least 36 times.)",,,,,,,,,,,,
,Note: Scopus does not have complete citation information for articles published before 1996.  ,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,<2010,2010,2011,2012,subtotal,>2012,total
Publication Year,Document Title,Authors,ISSN,Journal Title,Volume,Issue,4178,459,439,121,1019,0,5197
2009,"Discerning aortic waves during intra-aortic balloon pumping and their relation to benefits of counterpulsation in humans","Kolyva C., Pantalos G.M., Giridharan G.A., Pepper J.R., Khir A.W.",87507587,"Journal of Applied Physiology",107, 5,0,0,4,1,5,0,5
2009,"Predictors of survival after aortic valve replacement in patients with low-flow and high-gradient aortic stenosis","Ding W.-H., Lam Y.-Y., Duncan A., Li W., Lim E., Kaya M.G., Chung R., Pepper J.R., Henein M.Y.",13889842,"European Journal of Heart Failure",11, 9,0,2,3,1,6,0,6
2009,"Unknown unknowns: the aorta through the looking glass","Treasure T., Golesworthy T., Thornton W., Lamperth M., Mohiaddin R., Anderson R.H., Gallivan S., Pepper J.",10107940,"European Journal of Cardio-thoracic Surgery",35, 6,0,2,0,0,2,0,2
2009,"Levitronix ventricular assist device as a bridge-to-recovery for post-cardiotomy cardiogenic shock","Clough R.E., Vallely M.P., Henein M.Y., Pepper J.R.",01675273,"International Journal of Cardiology",134, 3,2,3,0,0,3,0,5
2009,"Ischemic Mitral Regurgitation: In Search of the Best Treatment for a Common Condition","Chan K.M.J., Amirak E., Zakkar M., Flather M., Pepper J.R., Punjabi P.P.",00330620,"Progress in Cardiovascular Diseases",51, 6,0,1,0,0,1,0,1
2009,"Stentless versus stented bioprosthetic aortic valves: A systematic review and meta-analysis of controlled trials","Cheng D., Pepper J., Martin J., Stanbridge R., Ferdinand F.D., Jamieson W.R.E., Stelzer P., Berg G., Sani G.",15569845,"Innovations: Technology and Techniques in Cardiothoracic and Vascular Surgery",4, 2,1,0,1,0,1,0,2
2009,"Stentless versus stented bioprosthetic aortic valves : A consensus statement of the international society of minimally invasive cardiothoracic surgery (ISMICS) 2008","Pepper J., Cheng D., Stanbridge R., Ferdinand F.D., Jamieson W.R.E., Stelzer P., Berg G., Sani G., Martin J.",15569845,"Innovations: Technology and Techniques in Cardiothoracic and Vascular Surgery",4, 2,0,1,0,0,1,0,1
2009,"Patient and staff perspective of a nurse-led support programme for patients waiting for cardiac surgery:. Participant perspective of a cardiac support programme","Goodman H., Davison J., Preedy M., Peters E., Waters P., Persaud-Rai B., Shuldham C., Pepper J., Cowie M.R.",14745151,"European Journal of Cardiovascular Nursing",8, 1,0,0,0,0,0,0,0
2009,"Propensity analysis of survival after subcoronary or root replacement techniques for homograft aortic valve replacement","Ali A., Abu-Omar Y., Patel A., Sheikh A.Y., Ali Z., Saeed A., Akhtar A., Athanasiou T., Pepper J.",00225223,"Journal of Thoracic and Cardiovascular Surgery",137, 2,0,3,0,1,4,0,4
2008,"Does minimal-access aortic valve replacement reduce the incidence of postoperative atrial fibrillation?","Murtuza B., Pepper J.R., Stanbridge R.D., Darzi A., Athanasiou T.",07302347,"Texas Heart Institute Journal",35, 4,0,0,0,0,0,0,0
2008,"Towards comprehensive assessment of mitral regurgitation using cardiovascular magnetic resonance","Chan K.M.J., Wage R., Symmonds K., Rahman-Haley S., Mohiaddin R.H., Firmin D.N., Pepper J.R., Pennell D.J., Kilner P.J.",10976647,"Journal of Cardiovascular Magnetic Resonance",10, 1,6,6,10,2,18,0,24
2008,"Alterations in circulating activin A, GDF-15, TGF-?3 and MMP-2, -3, and -9 during one year of left ventricular reverse remodelling in patients operated for severe aortic stenosis","Bjornstad J.L., Neverdal N.O., Vengen O.A., Knudsen C.W., Husebye T., Pepper J., Lie M., Christensen G., Tonnessen T.",13889842,"European Journal of Heart Failure",10, 12,0,1,3,3,7,0,7
2008,"Prolonged total isovolumic time predicts cardiac events following coronary artery bypass surgery","Bajraktari G., Duncan A., Pepper J., Henein M.",15252167,"European Journal of Echocardiography",9, 6,0,2,2,0,4,0,4
2008,"Medium-term outcome of Toronto aortic valve replacement: Single center experience","Li W., Price S., O'Sullivan C.A., Kumar P., Jin X.Y., Henein M.Y., Pepper J.R.",01675273,"International Journal of Cardiology",129, 2,0,0,0,0,0,0,0
2008,"Protecting the heart during myocardial revascularisation","Chun J.-Y., Euler M., Pepper J.",09696113,"British Journal of Cardiology",15, 5,0,0,0,0,0,0,0
2008,"A randomised controlled trial to evaluate a nurse-led programme of support and lifestyle management for patients awaiting cardiac surgery. 'Fit for surgery: Fit for life' study","Goodman H., Parsons A., Davison J., Preedy M., Peters E., Shuldham C., Pepper J., Cowie M.R.",14745151,"European Journal of Cardiovascular Nursing",7, 3,2,2,0,1,3,0,5
2008,"Echocardiographic predictors of left ventricular functional recovery following valve replacement surgery for severe aortic stenosis","Ding W.-h., Lam Y.-y., Kaya M.G., Li W., Chung R., Pepper J.R., Henein M.Y.",01675273,"International Journal of Cardiology",128, 2,3,2,1,0,3,0,6
2008,"Randomized, controlled trial of coronary artery bypass surgery versus percutaneous coronary intervention in patients with multivessel coronary artery disease: Six-year follow-up from the Stent or Surgery Trial (SoS)","Booth J., Clayton T., Pepper J., Nugara F., Flather M., Sigwart U., Stables R.H.",00097322,"Circulation",118, 4,22,14,14,2,30,0,52
2008,"Conference discussion","Pepper J., Della Corte",15699293,"Interactive Cardiovascular and Thoracic Surgery",7, 3,0,0,0,0,0,0,0
2008,"Valve failure following homograft aortic valve replacement: Does implantation technique have an effect?","Ali A., Abu-Omar Y., Patel A., Ali Z., Sheikh A.Y., Akhtar A., Pavlovic A., Theodorou P., Athanasiou T., Pepper J.",0195668X,"European Heart Journal",29, 11,2,1,1,0,2,0,4
2008,"Longitudinal Study of the Profile and Predictors of Left Ventricular Mass Regression After Stentless Aortic Valve Replacement","Lim E., Ali A., Theodorou P., Sousa I., Ashrafian H., Chamageorgakis T., Duncan A., Henein M., Diggle P., Pepper J.",00034975,"Annals of Thoracic Surgery",85, 6,2,2,5,0,7,0,9
2008,"Bridge to Decision Using the Levitronix CentriMag Short-term Ventricular Assist Device","De Robertis F., Rogers P., Amrani M., Petrou M., Pepper J.R., Bahrami T., Dreyfus G.D., Khaghani A., Birks E.J.",10532498,"Journal of Heart and Lung Transplantation",27, 5,10,11,9,2,22,0,32
2008,"Minimal Access Aortic Valve Replacement: Is It Worth It?","Murtuza B., Pepper J.R., DeL Stanbridge R., Jones C., Rao C., Darzi A., Athanasiou T.",00034975,"Annals of Thoracic Surgery",85, 3,6,1,8,0,9,0,15
2008,"Does Previous Percutaneous Coronary Stenting Compromise the Long-Term Efficacy of Subsequent Coronary Artery Bypass Surgery? A Microsimulation Study","Rao C., Stanbridge R.D.L., Chikwe J., Pepper J., Skapinakis P., Aziz O., Darzi A., Athanasiou T.",00034975,"Annals of Thoracic Surgery",85, 2,5,0,0,0,0,0,5
2008,"Pressure and flow-volume distribution associated with intra-aortic balloon inflation: An in vitro study","Biglino G., Whitehorne M., Pepper J.R., Khir A.W.",0160564X,"Artificial Organs",32, 1,2,3,1,1,5,0,7
2007,"Pre- and post-synaptic sympathetic function in human hibernating myocardium","John A.S., Mongillo M., Depre C., Khan M.T., Rimoldi O.E., Pepper J.R., Dreyfus G.D., Pennell D.J., Camici P.G.",16197070,"European Journal of Nuclear Medicine and Molecular Imaging",34, 12,2,1,0,0,1,0,3
2007,"Reoperative surgery on the aortic valve","Ali A., Pepper J.",00219509,"Journal of Cardiovascular Surgery",48, 6,0,0,0,0,0,0,0
2007,"An arm and a leg to protect the heart?","Purcell H., Pepper J.",01406736,"Lancet",370, 9587,0,0,0,0,0,0,0
2007,"Midterm experience with the Jarvik 2000 axial flow left ventricular assist device","Haj-Yahia S., Dreyfus G., Khaghani A., Birks E.J., Rogers P., Bowles C., Hipkins M., George R., Amrani M., Petrou M., Pepper J.",00225223,"Journal of Thoracic and Cardiovascular Surgery",134, 1,10,9,6,3,18,0,28
2007,"Invited commentary","Pepper J.R.",00034975,"Annals of Thoracic Surgery",83, 6,0,0,0,0,0,0,0
2007,"Lung fibrosis as a potential complication of the hemostatic tissue sealant, biologic glue (Bioglue)","Haj-Yahia S., Mittal T., Birks E., Carby M., Petrou M., Pepper J., Dreyfus G., Amrani M.",00225223,"Journal of Thoracic and Cardiovascular Surgery",133, 5,1,1,0,0,1,0,2
2007,"Safety and efficacy concerns regarding elective coronary artery surgery in patients with prior coronary stents [1]","Chikwe J., Athanasiou T., Collins P., Pepper J.R.",0195668X,"European Heart Journal",28, 10,1,0,0,0,0,0,1
2007,"Conference discussion","Frater R., Okita, Pepper J., Yankah C., Matsumori",15699293,"Interactive Cardiovascular and Thoracic Surgery",6, 2,0,0,0,0,0,0,0
2006,"Implantation of cryopreserved mitral allograft into the tricuspid position in an experimental study in sheep: Technical aspects of implantation and immediate results evaluated by epicardial echocardiography","Vojacek J., Mokracek A., Spatenka J., Vambera M., Sulda M., Setina M., Burkert J., Pavel P., Pepper J.",0044409X,"Zentralblatt fur Chirurgie",131, 6,2,0,1,0,1,0,3
2006,"Stronger inhibition by nonsteroid anti-inflammatory drugs of cyclooxygenase-1 in endothelial cells than platelets offers an explanation for increased risk of thrombotic events","Mitchell J.A., Lucas R., Vojnovic I., Hasan K., Pepper J.R., Warner T.D.",08926638,"FASEB Journal",20, 14,23,6,5,0,11,0,34
