,"Authors: Alberti, K. G. M. M. A.; Alberti, George",,,,,,,,,,,
,,,,,,,,,,,,
,This is a citation overview for a set of 732 documents.,,,,,,,,,,,
,,,,,,,,,,,,
,"h index = 59 (Of the 732 documents considered for the h-Index, 59 have been cited at least 59 times.)",,,,,,,,,,,
,Note: Scopus does not have complete citation information for articles published before 1996.  ,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,<2007,2007,2008,subtotal,>2008,total
Publication Year,Document Title,Authors,ISSN,Journal Title,Volume,Issue,13625,2562,2445,5007,1476,20108
2008,Notes from the Tsar,Alberti G.,14720205,Emergency Medicine Journal,25,8,0,0,0,0,0,0
2008,Serum uric acid and incident diabetes in Mauritian Indian and Creole populations,"Nan H., Chitson P., Tuomilehto J., Qiao Q., Soderberg S., Pitkaniemi J., Zimmet P., Shaw J., Alberti G., Uusitalo U., Pauvaday V.",1688227,Diabetes Research and Clinical Practice,80,2,0,0,0,0,2,2
2008,"Comparison of body mass index with waist circumference, waist-to-hip ratio, and waist-to-stature ratio as a predictor of hypertension incidence in Mauritius","Nyamdorj R., Pauvaday V., Chitson P., Tuomilehto J., Qiao Q., Soderberg S., Pitkaniemi J., Zimmet P., Shaw J., Alberti G., Nan H., Uusitalo U.",2636352,Journal of Hypertension,26,5,0,0,0,0,1,1
2008,The metabolic syndrome: Progress towards one definition for an epidemic of our time,"Zimmet P., Alberti G.",17458366,Nature Clinical Practice Endocrinology and Metabolism,4,5,0,0,0,0,0,0
2008,Should we dump the metabolic syndrome? No.,"Alberti K.G., Zimmet P.Z.",14685833,BMJ (Clinical research ed.),336,7645,0,0,4,4,2,6
2008,Should we dump the metabolic syndrome?,"Gale E.A.M., Alberti K.G.M.M., Zimmet P.Z.",9598146,BMJ,336,7645,0,0,6,6,4,10
2008,"Serum uric acid and components of the metabolic syndrome in non-diabetic populations in Mauritian Indians and Creoles and in Chinese in Qingdao, China","Nan H., Pauvaday V., Chitson P., Tuomilehto J., Qiao Q., Soderberg S., Gao W., Zimmet P., Shaw J., Alberti G., Dong Y., Uusitalo U.",15404196,Metabolic Syndrome and Related Disorders,6,1,0,0,0,0,0,0
2007,Partnering with governments and other institutions: Driving change in diabetes care,"Alberti K.G.M.M., Bailey C.J., Blonde L., Felton A.M., Zimmet P.",13685031,International Journal of Clinical Practice,61,157,0,1,0,1,0,1
2007,Partnering with governments and other institutions: driving change in diabetes care.,"Alberti K.G., Bailey C.J., Blonde L., Felton A.M., Zimmet P.",1368504X,International journal of clinical practice. Supplement,,157,0,0,0,0,0,0
