,"This is a citation overview for a set of 13 documents.",,,,,,,,,,,
,,,,,,,,,,,,
,"h index = 7 (Of the 13 documents considered for the h-Index, 7 have been cited at least 7 times.)",,,,,,,,,,,
,Note: Scopus does not have complete citation information for articles published before 1996.  ,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,<2007,2007,2008,subtotal,>2008,total
Publication Year,Document Title,Authors,ISSN,Journal Title,Volume,Issue,161,12,12,24,8,193
2002,"Elevated mucosal addressin cell adhesion molecule-1 expression in acquired immunodeficiency syndrome is maintained during antiretroviral therapy by intestinal pathogens and coincides with increased duodenal CD4 T cell densities","Miao Y.M., Hayes P.J., Gotch F.M., Barrett M.C., Francis N.D., Gazzard B.G.",00221899,"Journal of Infectious Diseases",185, 8,7,1,2,3,0,10
1998,"Heterogeneity in chronic fatigue syndrome: Evidence from magnetic resonance spectroscopy of muscle","Lane R.J.M., Barrett M.C., Taylor D.J., Kemp G.J., Lodi R.",09608966,"Neuromuscular Disorders",8, 3-4,15,3,0,3,1,19
1998,"Muscle fibre characteristics and lactate responses to exercise in chronic fatigue syndrome","Lane R.J.M., Barrett M.C., Woodrow D., Moss J., Fletcher R., Archard L.C.",00223050,"Journal of Neurology Neurosurgery and Psychiatry",64, 3,21,2,1,3,1,25
1997,"Thalidomide: A novel therapy for microsporidiosis","Sharpstone D., Rowbottom A., Francis N., Tovey G., Ellis D., Barrett M., Gazzard B.",00165085,"Gastroenterology",112, 6,53,0,0,0,0,53
1997,"Erratum: Thalidomine: A novel therapy for microsporidiosis (Gastroenterology (1997) 112 (1823-1829))","Sharpstone D., Rowbottom A., Francis N., Tovey G., Ellis D., Barrett M., Gezzard B.",00165085,"Gastroenterology",113, 3,0,0,0,0,0,0
1996,"Intestinal inflammation, ileal structure and function in HIV","Bjarnason I., Crane R.C., Smith T., Pozniak A., Gazzard B.G., Sharpstone D.R., Francis N., Marker A., Taylor C., Barrett M., Macpherson A., Baldwin C., Menzies I.S.",02699370,"AIDS",10, 12,25,1,6,7,3,35
1995,"Testosterone deficiency myopathy","Orrell R.W., Woodrow D.F., Barrett M.C., Press M., Dick D.J., Rowe R.C.G., Lane R.J.M.",01410768,"Journal of the Royal Society of Medicine",88, 8,5,1,0,1,0,6
1995,"Pathology of the iridocorneal-endothelial syndrome: The ICE-cell","Levy S.G., McCartney A.C.E., Baghai M.H., Barrett M.C., Moss J.",01460404,"Investigative Ophthalmology and Visual Science",36, 13,11,2,1,3,3,17
1992,"Analysis of the effects of lipocortin I(LcI) on human neurtrophil migration in vitro: An under-agarose method","Walcot N.R.H., Lockington T.J., Tetley T.D., Barrett M.C., Partridge T.A., Smith S.F.",09546111,"Respiratory Medicine",86, 1,0,0,0,0,0,0
1991,"Hydronephrosis: Prevention by restoration of urinary concentrating ability using desamino-8D-arginine vasopressin (DDAVP) in Brattleboro rats","Laycock J.F., Barrett M.C., Woodrow D.F.",09599673,"International Journal of Experimental Pathology",72, 5,2,0,1,1,0,3
1986,"Cryofibrinogenaemia and acute gangrene in systemic sclerosis","Barrett M.C., Prendiville J.S., Pardy B.J., Cream J.J.",00325473,"Postgraduate Medical Journal",62, 732,5,1,0,1,0,6
1983,"Experimental interstitial renal fibrosis in rats: Nephritis induced by N-(3,5-dichlorophenyl)succinimide","Barrett M.C., Cashman S.J., Moss J.",00071021,"British Journal of Experimental Pathology",64, 4,17,1,1,2,0,19
1982,"An animal model of chronic interstitial renal fibrosis: Increased cortical prolyl hydroxylase activity and hydroxyproline content in N-(3,5-dichlorophenyl)succinimide-induced nephritis","Barrett M.C., Cashman S.J.",00852538,"Kidney International",22, 2,0,0,0,0,0,0
