,"This is a citation overview for a set of 351 documents.",,,,,,,,,,,,
,,,,,,,,,,,,,
,"h index = 64 (Of the 351 documents considered for the h-Index, 64 have been cited at least 64 times.)",,,,,,,,,,,,
,Note: Scopus does not have complete citation information for articles published before 1996.  ,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,<2010,2010,2011,2012,subtotal,>2012,total
Publication Year,Document Title,Authors,ISSN,Journal Title,Volume,Issue,10501,1918,1900,554,4372,0,14873
2009,"Perfusion Cardiovascular Magnetic Resonance in the Clinical Scenario of Patients With Coronary Artery Disease","Bucciarelli-Ducci C., Di Mario C., Pennell D.J.",07351097,"Journal of the American College of Cardiology",55, 1,0,1,1,1,3,0,3
2009,"Plaque rupture in the carotid artery: A combined imaging, computational and histological analysis","Soloperto G., Keenan N., Sheppard M., Wood N., Pennell D.J., Mohiaddin R., Xu X.Y.",,"Proceedings of the ASME Summer Bioengineering Conference 2009, SBC2009",, ,0,0,0,0,0,0,0
2009,"Cardiopulmonary exercise testing in thalassemia","Carpenter J.-P., Pennell D.J.",15695794,"International Journal of Cardiovascular Imaging",25, 8,0,0,0,0,0,0,0
2009,"Electrocardiographic (ECG) criteria for determining left ventricular mass in young healthy men; Data from the LARGE Heart study","Sohaib S.M.A., Payne J.R., Shukla R., World M., Pennell D.J., Montgomery H.E.",10976647,"Journal of Cardiovascular Magnetic Resonance",11, 2,0,2,4,0,6,0,6
2009,"Effect of rosiglitazone on progression of atherosclerosis: Insights using 3D carotid cardiovascular magnetic resonance","Varghese A., Yee M.S., Chan C.F., Crowe L.A., Keenan N.G., Johnston D.G., Pennell D.J.",10976647,"Journal of Cardiovascular Magnetic Resonance",11, 1,0,3,5,1,9,0,9
2009,"Magnetic Resonance Imaging in Cardiac Amyloidosis","Pennell D.J., Maceira A.M.",1936878X,"JACC: Cardiovascular Imaging",2, 12,0,0,1,1,2,0,2
2009,"Carotid plaque rupture","Keenan N.G., Sheppard M.N., Nott D.M., Pennell D.J., Mohiaddin R.H.",01406736,"The Lancet",374, 9702,0,1,0,0,1,0,1
2009,"Role of T2* magnetic resonance in monitoring iron chelation therapy","Carpenter J.-P., Pennell D.J.",00015792,"Acta Haematologica",122, 2-3,0,0,4,1,5,0,5
2009,"Integrated cardiac and vascular assessment in takayasu arteritis by cardiovascular magnetic resonance","Keenan N.G., Firmin D.N., Pennell D.J., Mason J.C., Maceira A., Assomull R., O'Hanlon R., Chan C., Roughton M., Andrews J., Gatehouse P.D.",00043591,"Arthritis and Rheumatism",60, 11,0,2,5,2,9,0,9
2009,"Cardiac T2* magnetic resonance for prediction of cardiac complications in Thalassemia Major","Kirk P., Roughton M., Porter J.B., Walker J.M., Tanner M.A., Patel J., Wu D., Taylor J., Westwood M.A., Anderson L.J., Pennell D.J.",00097322,"Circulation",120, 20,1,24,34,11,69,0,70
2009,"Myocardial fibrosis in thalassaemia: Recalling the past or telling the future?","Carpenter J.-P., Prasad S.K., Pennell D.J.",13556037,"Heart",95, 20,1,0,0,0,0,0,1
2009,"Cardiovascular magnetic resonance of thymoma","Grasso A.E., O'Hanlon R., Locca D., Pennell D.J.",00097322,"Circulation",120, 14,0,0,0,0,0,0,0
2009,"Electrocardiographic (ECG) criteria for determining left ventricular mass in young healthy men : Data from the LARGE Heart study","Sohaib S.M.A., Payne J.R., Shukla R., World M., Pennell D.J., Montgomery H.E.",10976647,"Journal of Cardiovascular Magnetic Resonance",11, 1,0,1,0,1,2,0,2
2009,"Preface","Kim R.J., Pennell D.J.",15517136,"Heart Failure Clinics",5, 3,0,0,0,0,0,0,0
2009,"Magnetic resonance of carotid artery ageing in healthy subjects","Keenan N.G., Locca D., Varghese A., Roughton M., Gatehouse P.D., Hooper J., Firmin D.N., Pennell D.J.",00219150,"Atherosclerosis",205, 1,2,2,3,0,5,0,7
2009,"Cardiovascular Magnetic Resonance in the Evaluation of Hypertrophic and Infiltrative Cardiomyopathies","O'Hanlon R., Pennell D.J.",15517136,"Heart Failure Clinics",5, 3,0,2,0,2,4,0,4
2009,"Review of cardiovascular magnetic resonance (CMR) in heart failure. Preface.","Kim R.J., Pennell D.J.",15517136,"Heart failure clinics",5, 3,0,0,0,0,0,0,0
2009,"Keenan NG, Grasso A, Locca D, et al. Comparison of 2D and multislab 3D magnetic resonance techniques for measuring carotid wall volumes (Journal of Magnetic Resonance Imaging (2008) 28, (1476-1482))","Keenan N.G., Grasso A., Locca D., Varghese A., Roughton M., Gatehouse P.D., Firmin D.N., Pennell D.J.",10531807,"Journal of Magnetic Resonance Imaging",29, 6,0,0,0,0,0,0,0
2009,"Reply","Sen-Chowdhry S., Syrris P., Prasad S.K., Hughes S.E., Merrifield R., Ward D., Pennell D.J., McKenna W.J.",07351097,"Journal of the American College of Cardiology",53, 17,0,1,0,0,1,0,1
2009,"On using T2 to assess extrinsic magnetic field inhomogeneity effects on T2* measurements in myocardial siderosis in thalassemia","He T., Smith G.C., Gatehouse P.D., Mohiaddin R.H., Firmin D.N., Pennell D.J.",07403194,"Magnetic Resonance in Medicine",61, 3,1,3,2,0,5,0,6
2009,"Deferasirox (Exjade) reduces cardiac iron in beta- thalassemia major: Cardiac substudy of EPIC","Pennell D.",10521372,"P and T",34, 2,0,0,0,0,0,0,0
2009,"Magnetic-resonance-imaging-derived indices for the normalization of left ventricular morphology by body size","George K.P., Birch K.M., Pennell D.J., Myerson S.G.",0730725X,"Magnetic Resonance Imaging",27, 2,0,2,4,0,6,0,6
2009,"Novel technique used to detect swallowing in volume-selective turbo spin-echo (TSE) for carotid artery wall imaging","Chan C.F., Gatehouse P.D., Hughes R., Roughton M., Pennell D.J., Firmin D.N.",10531807,"Journal of Magnetic Resonance Imaging",29, 1,1,1,2,1,4,0,5
2009,"T2* cardiovascular magnetic resonance in the management of thalassemia patients in Oman","Daar S., Pathare A.V., Jain R., Al Zadjali S., Pennell D.J.",03906078,"Haematologica",94, 1,0,1,2,0,3,0,3
