,"Authors: Chambers, John C.; Chambers, John C.",,,,,,,,,,,
,,,,,,,,,,,,
,"h index = 19 (Of the 69 documents considered for the h-Index, 19 have been cited at least 19 times.)",,,,,,,,,,,
,Note: The h Index considers Scopus documents published after 1995.  ,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,<2007,2007,2008,subtotal,>2008,total
Publication Year,Document Title,Authors,ISSN,Journal Title,Volume,Issue,1369,189,231,420,195,1984
2009,"Hospices and CPR guidelines. CPR in a hospice in perspective.","Chambers J.C.",14685833,"BMJ (Clinical research ed.)",338, ,0,0,0,0,0,0
2009,"Genetic loci associated with C-reactive protein levels and risk of coronary heart disease","Elliott P., Bennett D., Coin L., Ashby D., Tzoulaki I., Brown I.J., Mt-Isa S., McCarthy M.I., Peltonen L., Freimer N.B., Farrall M., Chambers J.C., Ruokonen A., Hamsten A., Lim N., Froguel P., Waterworth D.M., Vollenweider P., Waeber G., Jarvelin M.-R., Mooser V., Scott J., Zhang W., Hall A.S., Schunkert H., Anand S.S., Collins R., Samani N.J., Watkins H., Kooner J.S., Clarke R., Hopewell J.C., Peden J.F., Erdmann J., Braund P., Engert J.C.",00987484,"JAMA - Journal of the American Medical Association",302, 1,0,0,0,0,1,1
2009,"Hospices and CPR guidelines: CPR in a hospice in perspective","Chambers J.C.",09598146,"BMJ",338, 7708,0,0,0,0,0,0
2009,"Genome-wide association study identifies eight loci associated with blood pressure","Newton-Cheh C., Eyheramendy S., Papadakis K., Voight B.F., Scott L.J., Zhang F., Farrall M., Tanaka T., Wallace C., Chambers J.C., Khaw K.-T., Johnson T., Nilsson P., Van Der Harst P., Polidoro S., Grobbee D.E., Onland-Moret N.C., Bots M.L., Wain L.V., Elliott K.S., Teumer A., Luan J., Gateva V., Lucas G., Kuusisto J., Burton P.R., Hadley D., McArdle W.L., Brown M., Dominiczak A., Newhouse S.J., Samani N.J., Webster J., Tobin M.D., Zeggini E., Beckmann J.S., Bergmann S., Lim N., Song K., Vollenweider P., Waeber G., Waterworth D.M., Yuan X., Groop L., Bochud M., Orho-Melander M., Allione A., Di Gregorio A., Guarrera S., Panico S., Ricceri F., Romanazzi V., Sacerdote C., Vineis P., Barroso I., Coin L., Sandhu M.S., Luben R.N., Crawford G.J., Jousilahti P., Perola M., Boehnke M., Bonnycastle L.L., Collins F.S., Jackson A.U., Mohlke K.L., Najjar S.S., Stringham H.M., Valle T.T., Willer C.J., Bergman R.N., Morken M.A., Doring A., Gieger C., Illig T., Meitinger T., Org E., Zhao J.H., Pfeufer A., Wichmann H.E., Kathiresan S., Marrugat J., O'Donnell C.J., Siscovick D.S., Subirana I., Freimer N.B., Hartikainen A.-L., Heath S.C., McCarthy M.I., O'Reilly P.F., Peltonen L., Pouta A., De Jong P.E., Snieder H., Van Gilst W.H., Clarke R., Goel A., Hamsten A.",10614036,"Nature Genetics",41, 6,0,0,0,0,6,6
2009,"Genome-wide association scan meta-analysis identifies three loci influencing adiposity and fat distribution","Lindgren C.M., Herrera B.M., Weedon M.N., Witteman J.C.M., Zhang C., Zhang W., Caulfield M.J., Collins F.S., Smith G.D., Day I.N.M., Franks P.W., Hattersley A.T., Jackson A.U., Hu F.B., Jarvelin M.-R., Kong A., Kooner J.S., Laakso M., Lakatta E., Mooser V., Morris A.D., Peltonen L., Samani N.J., Lim N., Spector T.D., Strachan D.P., Tanaka T., Tuomilehto J., Uitterlinden A.G., Van Duijn C.M., Wareham N.J., Watkins H., Waterworth D.M., Boehnke M., Scheet P., Deloukas P., Groop L., Hunter D.J., Thorsteinsdottir U., Schlessinger D., Wichmann H.-E., Frayling T.M., Abecasis G.R., Hirschhorn J.N., Loos R.J.F., Soranzo N., Stefansson K., Mohlke K.L., Barroso I., McCarthy M.I., Amin N., Aulchenko Y.S., Chambers J.C., Drong A., Luan J., Heid I.M., Lyon H.N., Rivadeneira F., Sanna S., Timpson N.J., Zillikens M.C., Jing H.Z., Almgren P., Bandinelli S., Bennett A.J., Bergman R.N., Randall J.C., Bonnycastle L.L., Bumpstead S.J., Chanock S.J., Cherkas L., Chines P., Coin L., Cooper C., Crawford G., Doering A., Dominiczak A., Lamina C., Doney A.S.F., Ebrahim S., Elliott P., Erdos M.R., Estrada K., Ferrucci L., Fischer G., Forouhi N.G., Gieger C., Grallert H., Steinthorsdottir V., Groves C.J., Grundy S., Guiducci C., Hadley D., Hamsten A., Havulinna A.S., Hofman A., Holle R., Holloway J.W., Illig T., Qi L., Isomaa B., Jacobs L.C., Jameson K., Jousilahti P., Karpe F., Kuusisto J., Laitinen J., Lathrop G.M., Lawlor D.A., Mangino M., Speliotes E.K., McArdle W.L., Meitinger T., Morken M.A., Morris A.P., Munroe P., Narisu N., Nordstrom A., Nordstrom P., Oostra B.A., Palmer C.N.A., Thorleifsson G., Payne F., Peden J.F., Prokopenko I., Renstrom F., Ruokonen A., Salomaa V., Sandhu M.S., Scott L.J., Scuteri A., Silander K., Willer C.J., Song K., Yuan X., Stringham H.M., Swift A.J., Tuomi T., Uda M., Vollenweider P., Waeber G., Wallace C., Walters G.B.",15537390,"PLoS Genetics",5, 6,0,0,0,0,0,0
2009,"Common variants at 30 loci contribute to polygenic dyslipidemia","Kathiresan S., Tanaka T., Voight B.F., Bonnycastle L.L., Jackson A.U., Crawford G., Surti A., Guiducci C., Burtt N.P., Parish S., Clarke R., Willer C.J., Zelenika D., Kubalanza K.A., Morken M.A., Scott L.J., Stringham H.M., Galan P., Swift A.J., Kuusisto J., Bergman R.N., Sundvall J., Peloso G.M., Laakso M., Ferrucci L., Scheet P., Sanna S., Uda M., Yang Q., Lunetta K.L., Dupuis J., De Bakker P.I.W., O'Donnell C.J., Demissie S., Chambers J.C., Kooner J.S., Hercberg S., Meneton P., Lakatta E.G., Scuteri A., Schlessinger D., Tuomilehto J., Collins F.S., Groop L., Musunuru K., Altshuler D., Collins R., Lathrop G.M., Melander O., Salomaa V., Peltonen L., Orho-Melander M., Ordovas J.M., Boehnke M., Abecasis G.R., Schadt E.E., Mohlke K.L., Cupples L.A., Kaplan L., Bennett D., Li Y.",10614036,"Nature Genetics",41, 1,0,0,0,0,26,26
2008,"South Asian men have different patterns of coronary artery disease when compared with European men","Tillin T., Thom S., Chaturvedi N., Hughes A., Dhutia H., Chambers J., Malik I., Coady E., Mayet J., Wright A.R., Kooner J., Shore A.",01675273,"International Journal of Cardiology",129, 3,0,0,0,0,1,1
