,"This is a citation overview for a set of 31 documents.",,,,,,,,,,,
,,,,,,,,,,,,
,"h index = 10 (Of the 31 documents considered for the h-Index, 10 have been cited at least 10 times.)",,,,,,,,,,,
,Note: Scopus does not have complete citation information for articles published before 1996.  ,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,<2007,2007,2008,subtotal,>2008,total
Publication Year,Document Title,Authors,ISSN,Journal Title,Volume,Issue,115,34,55,89,25,229
2009,"Regulation of immunity in bronchiectasis","Boyton R.J.",13693786,"Medical Mycology",47, 1,0,0,0,0,0,0
2009,"Peptide immunotherapy in allergic asthma generates IL-10-dependent immunological tolerance associated with linked epitope suppression","Campbell J.D., Boyton R.J., Cobbold S.P., Kay A.B., Altmann D.M., Lloyd C.M., Larche M., Buckland K.F., McMillan S.J., Kearley J., Oldfield W.L.G., Stern L.J., Gronlund H., Van Hage M., Reynolds C.J.",00221007,"Journal of Experimental Medicine",206, 7,0,0,0,0,0,0
2009,"A role of cellular prion protein in programming T-cell cytokine responses in disease.","Ingram R.J., Isaacs J.D., Kaur G., Lowther D.E., Reynolds C.J., Boyton R.J., Collinge J., Jackson G.S., Altmann D.M.",15306860,"The FASEB journal : official publication of the Federation of American Societies for Experimental Biology",23, 6,0,0,0,0,0,0
2008,"Bronchiectasis","Boyton R.J.",13573039,"Medicine",36, 6,0,0,0,0,0,0
2008,"Human leucocyte antigen class II association in idiopathic bronchiectasis, a disease of chronic lung infection, implicates a role for adaptive immunity","Boyton R.J., Smith J., Jones M., Reynolds C., Ozerovitch L., Chaudhry A., Wilson R., Rose M., Altmann D.M.",00099104,"Clinical and Experimental Immunology",152, 1,0,0,1,1,0,1
2008,"The role of natural killer T cells in lung inflammation","Boyton R.",00223417,"Journal of Pathology",214, 2,0,0,1,1,0,1
2007,"Pulmonary infection with Cryptococcus neoformans in the face of underlying sarcoidosis","Boyton R.J., Altmann D.M., Wright A., Kon O.M.",00257931,"Respiration",74, 4,0,0,0,0,1,1
2007,"Natural killer cells, killer immunoglobulin-like receptors and human leucocyte antigen class I in disease","Boyton R.J., Altmann D.M.",00099104,"Clinical and Experimental Immunology",149, 1,0,1,14,15,7,22
2007,"Toll-like receptors 2 and 4 and innate immunity in neutrophilic asthma and idiopathic bronchiectasis [3]","Reynolds C., Ozerovitch L., Wilson R., Altmann D., Boyton R.",00406376,"Thorax",62, 3,0,0,0,0,0,0
2006,"IFN? and CXCR-1 gene polymorphisms in idiopathic bronchiectasis","Boyton R.J., Smith J., Rose M., Newman-Taylor A.J., Cole P., Wilson R., Altmann D.M., Reynolds C., Wahid F.N., Jones M.G., Ozerovitch L., Ahmad T., Chaudhry A., Jewell D.P., Kon O.M.",00012815,"Tissue Antigens",68, 4,0,0,2,2,1,3
2006,"Models of sarcoidosis","Altmann D.M., Boyton R.J.",17406757,"Drug Discovery Today: Disease Models",3, 1,0,0,2,2,0,2
2006,"Effect of tolerance induction to immunodominant T-cell epitopes of Sendai virus on gene expression following repeat administration to lung","Griesenbach U., Altmann D.M., Alton E.W.F.W., Boyton R.J., Somerton L., Garcia S.E., Ferrari S., Owaki T., Ya-Fen Z., Geddes D.M., Hasegawa M.",09697128,"Gene Therapy",13, 5,1,1,2,3,1,5
2006,"HLA-C and killer cell immunoglobulin-like receptor genes in idiopathic bronchiectasis","Boyton R.J., Smith J., Ward R., Jones M., Ozerovitch L., Wilson R., Rose M., Trowsdale J., Altmann D.M.",1073449X,"American Journal of Respiratory and Critical Care Medicine",173, 3,4,4,7,11,1,16
2005,"Stat4-null non-obese diabetic mice: Protection from diabetes and experimental allergic encephalomyelitis, but with concomitant epitope spread","Boyton R.J., Davies S., Marden C., Fantino C., Reynolds C., Portugal K., Dewchand H., Altmann D.M.",09538178,"International Immunology",17, 9,2,1,3,4,3,9
2005,"Infectious lung complications in patients with HIV/AIDS","Boyton R.J.",10705287,"Current Opinion in Pulmonary Medicine",11, 3,4,4,4,8,2,14
2005,"High incidence of spontaneous disease in an HLA-DR15 and TCR transgenic multiple sclerosis model","Ellmerich S., Herlihy A.H., Hewitt R.E., Jutton M., Price D.A., Hafler D.A., Kuchroo V.K., Altmann D.M., Mycko M., Takacs K., Waldner H., Wahid F.N., Boyton R.J., King R.H.M., Smith P.A., Amor S.",00221767,"Journal of Immunology",174, 4,3,7,6,13,1,17
2004,"Models of multiple sclerosis","Altmann D.M., Boyton R.J.",17406757,"Drug Discovery Today: Disease Models",1, 4,1,0,0,0,0,1
2004,"Disease-related epitope spread in a humanized T cell receptor transgenic model of multiple sclerosis","Ellmerich S., Hafler D.A., Kuchroo V.K., Altmann D.M., Takacs K., Mycko M., Waldner H., Wahid F., Boyton R.J., Smith P.A., Amor S., Baker D.",00142980,"European Journal of Immunology",34, 7,10,3,2,5,0,15
2004,"Asthma: New developments in cytokine regulation","Boyton R.J., Altmann D.M.",00099104,"Clinical and Experimental Immunology",136, 1,2,0,1,1,1,4
2004,"Pneumocystis pneumonia in humans is caused by P jiroveci not P carinii (5) [multiple letters]","Miller R., Boyton R.J., Mitchell D.M., Kon O.M.",00406376,"Thorax",59, 1,1,1,0,1,0,2
2003,"The pulmonary physician in critical care ? Illustrative case 5: HIV associated pneumonia","Boyton R.J., Mitchell D.M., Kon O.M.",00406376,"Thorax",58, 8,0,0,0,0,0,0
2003,"Reciprocal conditioning: T cells as regulators of dendritic cell function","Altmann D.M., Boyton R.J.",00192805,"Immunology",109, 4,0,0,0,0,0,0
2002,"Is selection for TCR affinity a factor in cytokine polarization?","Boyton R.J., Altmann D.M.",14714906,"Trends in Immunology",23, 11,10,1,1,2,2,14
2002,"Pulmonary defences to acute respiratory infection","Boyton R.J., Openshaw P.J.",00071420,"British Medical Bulletin",61, ,15,6,6,12,4,31
2002,"Transgenic models of autoimmune disease","Boyton R.J., Altmann D.M.",00099104,"Clinical and Experimental Immunology",127, 1,14,0,2,2,0,16
