,"This is a citation overview for a set of 62 documents.",,,,,,,,,,,
,,,,,,,,,,,,
,"h index = 13 (Of the 62 documents considered for the h-Index, 13 have been cited at least 13 times.)",,,,,,,,,,,
,Note: Scopus does not have complete citation information for articles published before 1996.  ,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,<2007,2007,2008,subtotal,>2008,total
Publication Year,Document Title,Authors,ISSN,Journal Title,Volume,Issue,412,80,111,191,67,670
2009,"Folic acid fortification and congenital heart disease.","Gardiner H.M., Fouron J.C.",14685833,"BMJ (Clinical research ed.)",338, ,0,0,0,0,0,0
2009,"Folic acid fortification and congenital heart disease","Gardiner H.M., Fouron J.-C.",09598146,"BMJ",338, 7705,0,0,0,0,0,0
2008,"Non-invasive fetal electrocardiography: Validation and interpretation","Thomas M.J., Cleal J.K., Hanson M.A., Green L.R., Gardiner H.M.",,"IET Conference Publications",, 540,0,0,0,0,0,0
2008,"Cost implications of introducing a telecardiology service to support fetal ultrasound screening","Dowie R., Mistry H., Young T.A., Franklin R.C.G., Gardiner H.M.",1357633X,"Journal of Telemedicine and Telecare",14, 8,0,0,0,0,0,0
2008,"Morphological and physiological predictors of fetal aortic coarctation","Matsui H., Mellander M., Roughton M., Jicinska H., Gardiner H.M.",00097322,"Circulation",118, 18,0,0,0,0,0,0
2008,"Intrauterine programming of the cardiovascular system","Gardiner H.M.",09607692,"Ultrasound in Obstetrics and Gynecology",32, 4,0,0,0,0,0,0
2008,"Morphologic and Functional Predictors of Eventual Circulation in the Fetus With Pulmonary Atresia or Critical Pulmonary Stenosis With Intact Septum","Gardiner H.M., Kulinskaya E., Franklin R.C., Belmar C., Tulzer G., Barlow A., Pasquini L., Carvalho J.S., Daubeney P.E.F., Rigby M.L., Gordon F.",07351097,"Journal of the American College of Cardiology",51, 13,0,0,1,1,5,6
2008,"In-utero intervention for severe congenital heart disease","Gardiner H.M.",15216934,"Best Practice and Research in Clinical Obstetrics and Gynaecology",22, 1,0,0,0,0,5,5
2008,"Current aspects of fetal cardiovascular function","Matsui H., Gardiner H.",09655395,"Fetal and Maternal Medicine Review",19, 1,0,0,0,0,0,0
2007,"Early environmental influences on vascular development","Gardiner H.M.",03783782,"Early Human Development",83, 12,0,0,1,1,0,1
2007,"Fetal intervention for cardiac disease: The cutting edge of perinatal care","Matsui H., Gardiner H.",1744165X,"Seminars in Fetal and Neonatal Medicine",12, 6,0,0,1,1,2,3
2007,"Fetal ECG: A novel predictor of atrioventricular block in anti-Ro positive pregnancies","Gardiner H.M., Belmar C., Pasquini L., Seale A., Thomas M., Dennes W., Taylor M.J.O., Kulinskaya E., Wimalasundera R.",13556037,"Heart",93, 11,0,0,5,5,2,7
2007,"Costs of NHS maternity care for women with multiple pregnancy compared with high-risk and low-risk singleton pregnancy","Mistry H., Dowie R., Young T.A., Gardiner H.M.",14700328,"BJOG: An International Journal of Obstetrics and Gynaecology",114, 9,0,0,2,2,0,2
