,"This is a citation overview for a set of 63 documents.",,,,,,,,,,,
,,,,,,,,,,,,
,"h index = 24 (Of the 63 documents considered for the h-Index, 24 have been cited at least 24 times.)",,,,,,,,,,,
,Note: Scopus does not have complete citation information for articles published before 1996.  ,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,<2007,2007,2008,subtotal,>2008,total
Publication Year,Document Title,Authors,ISSN,Journal Title,Volume,Issue,953,288,294,582,155,1690
2009,"Shining a LAMP on pauci-immune focal segmental glomerulonephritis","Salama A.D., Pusey C.D.",00852538,"Kidney International",76, 1,0,0,0,0,1,1
2009,"A multicenter survey of rituximab therapy for refractory antineutrophil cytoplasmic antibody-associated vasculitis","Jones R.B., Ferraro A.J., Chaudhry A.N., Brogan P., Salama A.D., Smith K.G.C., Savage C.O.S., Jayne D.R.W.",00043591,"Arthritis and Rheumatism",60, 7,0,0,0,0,0,0
2009,"Rituximab is effective in the treatment of refractory ophthalmic Wegener's granulomatosis","Taylor S.R.J., Salama A.D., Joshi L., Pusey C.D., Lightman S.L.",00043591,"Arthritis and Rheumatism",60, 5,0,0,0,0,0,0
2009,"17 and 23: Prime numbers that matter","Hamour S., Salama A.D.",10466673,"Journal of the American Society of Nephrology",20, 5,0,0,0,0,0,0
2009,"Experimental autoimmune vasculitis: An animal model of anti-neutrophil cytoplasmic autoantibody-associated systemic vasculitis","Little M.A., Smyth L., Salama A.D., Mukherjee S., Smith J., Haskard D., Nourshargh S., Cook H.T., Pusey C.D.",00029440,"American Journal of Pathology",174, 4,0,0,0,0,0,0
2008,"Chapter 6 Renal Toxicities Associated with Immunomodulatory Drugs","Salama A.D.",15715078,"Handbook of Systemic Autoimmune Diseases",7, ,0,0,0,0,0,0
2008,"Rituximab is effective in the treatment of refractory Churg-Strauss syndrome and is associated with diminished T-cell interleukin-5 production","Pepper R.J., Fabre M.A., Pavesio C., Gaskin G., Jones R.B., Jayne D., Pusey C.D., Salama A.D.",14620324,"Rheumatology",47, 7,0,0,1,1,4,5
2008,"Infliximab therapy for aggressive Mooren ulceration","Saw V.P.J., Cornelius N., Salama A.D., Pusey C., Lightman S.L.",00039950,"Archives of Ophthalmology",126, 5,0,0,0,0,1,1
