,"Author: Gibbs, John S R",,,,,,,,,,,
,,,,,,,,,,,,
,"h index = 16 (Of the 53 documents considered for the h-Index, 16 have been cited at least 16 times.)",,,,,,,,,,,
,Note: The h Index considers Scopus documents published after 1995.  ,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,<2007,2007,2008,subtotal,>2008,total
Publication Year,Document Title,Authors,ISSN,Journal Title,Volume,Issue,832,196,201,397,160,1389
2008,"Pulmonary veno-occlusive disease presenting with recurrent pulmonary oedema and the use of nitric oxide to predict response to sildenafil","Creagh-Brown B.C., Nicholson A.G., Showkathali R., Gibbs J.S.R., Howard L.S.G.E.",00406376,"Thorax",63, 10,0,0,0,0,2,2
2008,"Growth differentiation factor-15 in idiopathic pulmonary arterial hypertension","Nickel N., Gibbs J.S.R., Hoeper M.M., Wollert K.C., Kempf T., Tapken H., Tongers J., Laenger F., Lehmann U., Golpon H., Olsson K., Wilkins M.R.",1073449X,"American Journal of Respiratory and Critical Care Medicine",178, 5,0,0,0,0,3,3
2008,"Improved outcomes in medically and surgically treated chronic thromboembolic pulmonary hypertension","Condliffe R., Sheares K., Tsui S.S.L., Armstrong I.J., Torpy C., Crackett R., Carlin C.M., Das C., Coghlan J.G., Pepke-Zaba J., Kiely D.G., Gibbs J.S.R., Corris P.A., Peacock A.J., Jenkins D.P., Hodgkins D., Goldsmith K., Hughes R.J.",1073449X,"American Journal of Respiratory and Critical Care Medicine",177, 10,0,0,6,6,14,20
2008,"Consensus statement on the management of pulmonary hypertension in clinical practice in the UK and Ireland","Gibbs J.S.R.",00406376,"Thorax",63, 2,0,0,1,1,3,4
2008,"Consensus statement on the management of pulmonary hypertension in clinical practice in the UK and Ireland","Gibbs J.S.R., Black C., Elliot C., Fisher A.J., Handler C., Howard L., Hughes R., Jenkins D.P., Johnson M., Lordan J., MacGowan G., Coghlan G., Morrell N., Schulze-Neick I., Sheares K., Wilkins M., Wort J., Crozier A., Das C., De Soyza J., Doherty S., Flynn Y., Corris P.A., Gin-Sing W., Harries C., Rootes M., Carroll G., Armstrong I., Trembath R., Gaine S., Gatzoulis M.A., Haworth S.G., Kiely D.G., Peacock A., Pepke-Zaba J.",13556037,"Heart",94, 1,0,0,2,2,5,7
2007,"Effect of altitude on the heart and the lungs","Bartsch P., Gibbs J.S.R.",00097322,"Circulation",116, 19,0,0,4,4,2,6
2007,"Pulmonary Arterial Thrombosis in Eisenmenger Syndrome Is Associated With Biventricular Dysfunction and Decreased Pulmonary Flow Velocity","Broberg C.S., Burman J., Gatzoulis M.A., Ujita M., Prasad S., Li W., Rubens M., Bax B.E., Davidson S.J., Bouzas B., Gibbs J.S.R.",07351097,"Journal of the American College of Cardiology",50, 7,0,0,5,5,5,10
2007,"Making a diagnosis in PAH","Gibbs J.S.R.",09059180,"European Respiratory Review",16, 102,0,1,0,1,0,1
2007,"Emerging therapies for pulmonary arterial hypertension","Ali O., Wharton J., Gibbs J.S.R., Howard L., Wilkins M.R.",13543784,"Expert Opinion on Investigational Drugs",16, 6,0,1,1,2,1,3
2007,"Assessing normal pulse wave velocity in the proximal pulmonary arteries using transit time: A feasibility, repeatability, and observer reproducibility study by cardiovascular magnetic resonance","Bradlow W.M., Gatehouse P.D., Hughes R.L., O'Brien A.B., Gibbs J.S.R., Firmin D.N., Mohiaddin R.H.",10531807,"Journal of Magnetic Resonance Imaging",25, 5,0,0,1,1,2,3
2007,"Retrospective study of pulmonary hypertensive patients: Is right ventricular myocardial performance index a vital prognostic factor?","Grapsa I., Pavlopoulos H., Dawson D., Gibbs J.S.R., Nihoyannopoulos P.",10117970,"Hellenic Journal of Cardiology",48, 3,0,0,0,0,1,1
2006,"Blood Viscosity and its Relationship to Iron Deficiency, Symptoms, and Exercise Capacity in Adults With Cyanotic Congenital Heart Disease","Broberg C.S., Thein S., Gibbs J.S.R., Burman J., Gatzoulis M.A., Bax B.E., Okonko D.O., Rampling M.W., Bayne S., Harries C., Davidson S.J., Uebing A., Khan A.A.",07351097,"Journal of the American College of Cardiology",48, 2,1,6,6,12,2,15
