,"This is a citation overview for a set of 61 documents.",,,,,,,,,,,,
,,,,,,,,,,,,,
,"h index = 18 (Of the 61 documents considered for the h-Index, 18 have been cited at least 18 times.)",,,,,,,,,,,,
,Note: Scopus does not have complete citation information for articles published before 1996.  ,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,<2010,2010,2011,2012,subtotal,>2012,total
Publication Year,Document Title,Authors,ISSN,Journal Title,Volume,Issue,814,166,175,70,411,0,1225
2009,"A 2009 update on the treatment of patients with hormone receptor-positive breast cancer","Cleator S.J., Ahamed E., Coombes R.C., Palmieri C.",15268209,"Clinical Breast Cancer",9, 1,0,6,13,1,20,0,20
2009,"Altered tissue 3?-deoxy-3?-[18F]fluorothymidine pharmacokinetics in human breast cancer following capecitabine treatment detected by positron emission tomography","Kenny L.M., Contractor K.B., Stebbing J., Al-Nahhas A., Palmieri C., Shousha S., Coombes R.C., Aboagye E.O.",10780432,"Clinical Cancer Research",15, 21,0,3,3,4,10,0,10
2009,"Poor reception?","Alifrangis C., Harcourt J.P., Gojis O., Palmieri C.",01406736,"The Lancet",374, 9693,0,0,0,0,0,0,0
2009,"An unusual triple-negative breast carcinoma: Correspondence","Shousha S., Peston D., Gojis O., Palmieri C.",03090167,"Histopathology",55, 3,0,0,0,0,0,0,0
2009,"[11C]choline positron emission tomography in estrogen receptor-positive breast cancer","Contractor K.B., Shousha S., Lowdell C., Coombes R.C., Aboagye E.O., Kenny L.M., Stebbing J., Al-Nahhas A., Palmieri C., Sinnett D., Lewis J.S., Hogben K., Osman S.",10780432,"Clinical Cancer Research",15, 17,0,3,4,4,11,0,11
2009,"FoxM1 is a downstream target and marker of HER2 overexpression in breast cancer","Francis R.E., Gojis O., Palmieri C., Peston D., Shousha S., Yu Q., Sicinski P., Charles Coombes R., Lam E.W.-F., Myatt S.S., Krol J., Hartman J., Peck B., McGovern U.B., Wang J., Guest S.K., Filipovic A.",10196439,"International Journal of Oncology",35, 1,0,5,6,2,13,0,13
