,"This is a citation overview for a set of 44 documents.",,,,,,,,,,,
,,,,,,,,,,,,
,"h index = 14 (Of the 44 documents considered for the h-Index, 14 have been cited at least 14 times.)",,,,,,,,,,,
,Note: Scopus does not have complete citation information for articles published before 1996.  ,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,<2007,2007,2008,subtotal,>2008,total
Publication Year,Document Title,Authors,ISSN,Journal Title,Volume,Issue,648,45,58,103,26,777
2007,"Dynamics of Nitroglycerin-induced Exhaled Nitric Oxide After Lung Transplantation: Evidence of Pulmonary Microvascular Injury?","Gal J., Kovesi T., Royston D., Marczin N.",10532498,"Journal of Heart and Lung Transplantation",26, 12,0,0,1,1,0,1
2006,"In vitro endothelial cell activation and inflammatory responses in end-stage heart failure","Hoare G.S., Birks E.J., Bowles C., Marczin N., Yacoub M.H.",87507587,"Journal of Applied Physiology",101, 5,0,1,0,1,0,1
2005,"Correlation between pulmonary gas exchange and basal and nitroglycerin (GTN)-induced exhaled nitric oxide (eNO) in patients undergoing cardiac surgery","Kovesi T., Szabo A., Royston D., Marczin N.",15371891,"Vascular Pharmacology",43, 6,0,0,0,0,0,0
2005,"Exhaled NO as a biological marker of lung inflammation: Airways and beyond","Marczin N.",15371891,"Vascular Pharmacology",43, 6,1,0,0,0,0,1
2005,"The biology of exhaled nitric oxide (NO) in ischemia-reperfusion-induced lung injury: A tale of dynamism of NO production and consumption","Marczin N.",15371891,"Vascular Pharmacology",43, 6,0,2,1,3,3,6
2005,"Inhaled nitric oxide therapy in adults: European expert recommendations","Germann P., Kaisers U., Litvan H., Macrae D.J., Maggiorini M., Marczin N., Mueller B., Payen D., Ranucci M., Schranz D., Zimmermann R., Braschi A., Ullrich R., Della Rocca G., Dinh-Xuan A.T., Falke K., Frostell C., Gustafsson L.E., Herve P., Jolliet P.",03424642,"Intensive Care Medicine",31, 8,10,3,5,8,2,20
2005,"Effects of inhaled carbon monoxide on acute lung injury in mice","Ghosh S., Wilson M.R., Choudhury S., Yamamoto H., Goddard M.E., Falusi B., Marczin N., Takata M.",10400605,"American Journal of Physiology - Lung Cellular and Molecular Physiology",288, 6,9,1,2,3,0,12
2005,"Redox regulation of p38 MAPK activation and expression of ICAM-1 and heme oxygenase-1 in human alveolar epithelial (A549) cells","Bundy R.E., Hoare G.S., Kite A., Beach J., Yacoub M., Marczin N.",15230864,"Antioxidants and Redox Signaling",7, 1-2,8,2,1,3,1,12
2004,"I. Tiny wonders of tiny impurities of nitrous oxide during anaesthesia","Marczin N.",00070912,"British Journal of Anaesthesia",93, 5,1,0,0,0,0,1
2003,"Exhaled nitric oxide and cardiac surgery with extracorporeal circulation [13] (multiple letters)","Marczin N., Adatia I., Humpl T., Silkoff P.E.",00225223,"Journal of Thoracic and Cardiovascular Surgery",126, 5,4,1,0,1,1,6
2003,"Free radicals and cardiac arrhythmias following coronary surgery: Actors of the drama or bystanders of the spectacle?","Marczin N., El-Habashi N., Royston D.",00015172,"Acta Anaesthesiologica Scandinavica",47, 6,2,0,0,0,0,2
2003,"Off-pump coronary artery bypass surgery is associated with reduced neutrophil activation as measured by the expression of CD11b: A prospective randomized study","Al-Ruzzeh S., Hoare G., Marczin N., Asimakopoulos G., George S., Taylor K., Amrani M.",10983511,"Heart Surgery Forum",6, 2,11,6,7,13,1,25
