,"This is a citation overview for a set of 96 documents.",,,,,,,,,,,,
,,,,,,,,,,,,,
,"h index = 18 (Of the 96 documents considered for the h-Index, 18 have been cited at least 18 times.)",,,,,,,,,,,,
,Note: Scopus does not have complete citation information for articles published before 1996.  ,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,<2010,2010,2011,2012,subtotal,>2012,total
Publication Year,Document Title,Authors,ISSN,Journal Title,Volume,Issue,808,254,185,74,513,0,1321
2009,"Use of automatic tube current modulation with a standardized noise index in young children undergoing chest computed tomography scans with 64-slice multidetector computed tomography","Peng Y., Li J., Ma D., Zhang Q., Liu Y., Zeng J., Sun G.",02841851,"Acta Radiologica",50, 10,0,1,1,0,2,0,2
2009,"Sedation improves early outcome in severely septic Sprague Dawley rats.","Qiao H., Sanders R.D., Ma D., Wu X., Maze M.",1466609X,"Critical care (London, England)",13, 4,1,2,1,1,4,0,5
2009,"Comparison of different diagnostic methods for differentiating biliary atresia from idiopathic neonatal hepatitis","Yang J.-G., Ma D.-Q., Peng Y., Song L., Li C.-L.",08997071,"Clinical Imaging",33, 6,0,0,2,0,2,0,2
2009,"Pharmacokinetics of propofol and extrahepatic ugt1a6 gene expression in anhepatic rats","Gu J., Lu K., Xia P., Tang M., Dai Q., Ma D., Tao G.",00317012,"Pharmacology",84, 4,0,0,0,0,0,0,0
2009,"Is xenon a future neuroprotectant?","Sun P., Gu J., Maze M., Ma D.",14796708,"Future Neurology",4, 4,0,0,0,0,0,0,0
2009,"Neuroprotection (and lack of neuroprotection) afforded by a series of noble gases in an in vitro model of neuronal injury","Jawad N., Rizvi M., Gu J., Adeyi O., Tao G., Maze M., Ma D.",03043940,"Neuroscience Letters",460, 3,0,7,3,3,13,0,13
2009,"Capsaicin-sensitive primary sensory neurons in the mouse express N-Acyl phosphatidylethanolamine phospholipase D","Nagy B., Fedonidis C., Photiou A., Wahba J., Paule C.C., Ma D., Buluwela L., Nagy I.",03064522,"Neuroscience",161, 2,0,4,0,0,4,0,4
2009,"Spiral CT diagnosis and differentiation of papillary renal cell carcinoma","Wu X.-H., He W., Ma D.-Q., Zhang F.-B., Yang P.-Q., Wang P., Zhang J., Jiang R., Xu Y.",10033289,"Chinese Journal of Medical Imaging Technology",25, 6,0,0,0,0,0,0,0
2009,"Head and cervical spine MR examinations of angiostrongyliasis cantonensis","Jin E.-H., Liang Y.-T., Chen B.-D., Ma Q., Ma D.-Q., Ji A.-P., Yin C.-H.",10033289,"Chinese Journal of Medical Imaging Technology",25, 6,0,0,0,0,0,0,0
2009,"Detecting colonic polyps with low-dose MSCT colonography","Zhang J., Ma D.-Q., He W., Xu Y., Zhong Z.-H., Zheng X.-F.",10033289,"Chinese Journal of Medical Imaging Technology",25, 6,0,0,0,0,0,0,0
2009,"Dexmedetomidine attenuates isoflurane-induced neurocognitive impairment in neonatal rats","Sanders R.D., Xu J., Shu Y., Januszewski A., Halder S., Fidalgo A., Sun P., Hossain M., Ma D., Maze M.",00033022,"Anesthesiology",110, 5,2,16,14,7,37,0,39
2009,"Differential diagnostic value of MSCT with multi-planar reconstructions in rare intra-trachea and main bronchial tumor","Han Y., Cai C.-Z., Ma D.-Q.",10033289,"Chinese Journal of Medical Imaging Technology",25, 4,0,0,0,0,0,0,0
2009,"Clinical applications of CT colonography","Zhang J., Ma D.-Q.",10033289,"Chinese Journal of Medical Imaging Technology",25, 3,0,0,0,0,0,0,0
2009,"Imaging diagnosis and management of small pulmonary nodules","Lin-Ning E., MA D.-Q.",10051201,"Chinese Journal of Radiology",43, 3,0,0,0,0,0,0,0
