,"Authors: Gressens, P.; Gressens, P.; Gressens, Pierre; Gressens, Pierre; Gressens, P.; Gressens, P.",,,,,,,,,,,
,,,,,,,,,,,,
,"h index = 29 (Of the 196 documents considered for the h-Index, 29 have been cited at least 29 times.)",,,,,,,,,,,
,Note: The h Index considers Scopus documents published after 1995.  ,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,<2007,2007,2008,subtotal,>2008,total
Publication Year,Document Title,Authors,ISSN,Journal Title,Volume,Issue,3378,539,519,1058,344,4780
2009,"Autosomal recessive primary microcephalies (MCPH)","Kaindl A.M., Passemard S., Gressens P.",10903798,"European Journal of Paediatric Neurology",13, 5,0,0,0,0,0,0
2009,"The AMPA receptor positive allosteric modulator, S18986, is neuroprotective against neonatal excitotoxic and inflammatory brain damage through BDNF synthesis","Destot-Wong K.-D., Mani S., Gressens P., Liang K., Gupta S.K., Favrais G., Schwendimann L., Pansiot J., Baud O., Spedding M., Lelievre V.",00283908,"Neuropharmacology",57, 3,0,0,0,0,0,0
2009,"Neuroprotectrive strategies and acute neuro-inflammation | Neuro-inflammation aiguë et stratégies neuroprotectrices","Degos V., Chhor V., Gressens P., Mantz J.",16240693,"Reanimation",, ,0,0,0,0,0,0
2009,"The somatostatin 2A receptor is enriched in migrating neurons during rat and human brain development and stimulates migration and axonal outgrowth","Le Verche V., Renaud J., Dargent B., Gressens P., Dournaud P., Kaindl A.M., Verney C., Csaba Z., Peineau S., Olivier P., Adle-Biassette H., Leterrier C., Vitalis T.",19326203,"PLoS ONE",4, 5,0,0,0,0,0,0
2009,"Optimized derivation and functional characterization of 5-HT neurons from human embryonic stem cells","Kumar M., Kaushalya S.K., Gressens P., Maiti S., Mani S.",15473287,"Stem Cells and Development",18, 4,0,0,0,0,0,0
2009,"Engineering a GABA endowed with pharmacological CNS activity when given by an extracerebral route","Vamecq J., Dehouck L., Stables J.P., Pages N., Legendre B., Bac P., Feutelais Y., Maurois P., Sghaier M., Dichi E., German-Fattal M., Herrenknecht C., Gressens P., Cecchelli R.",10542523,"Medicinal Chemistry Research",18, 4,0,0,0,0,0,0
2009,"Erratum: The gene responsible for Dyggve-Melchior-Clausen syndrome encodes a novel peripheral membrane protein dynamically associated with the Golgi apparatus (Human Molecular Genetics (2009) vol. 18 (3) (440-453) 10.1093/hmg/ddn371)","Dimitrov A., Cormier-Daire V., Gressens P., Rustin P., Perez F., El Ghouzzi V., Paupe V., Gueudry C., Sibarita J.-B., Raposo G., Vielemeyer O., Gilbert T., Csaba Z., Attie-Bitach T.",09646906,"Human Molecular Genetics",18, 9,0,0,0,0,0,0
2009,"A novel mouse model of Ureaplasma-induced perinatal inflammation: Effects on lung and brain injury","Normann E., Lacaze-Masmonteil T., Eaton F., Schwendimann L., Gressens P., Thebaud B.",00313998,"Pediatric Research",65, 4,0,0,0,0,0,0
2009,"Ontogeny of MMPs and TIMPs in the murine neocortex","Bednarek N., Clement Y., Lelievre V., Olivier P., Loron G., Garnotel R., Gressens P.",00313998,"Pediatric Research",65, 3,0,0,0,0,0,0
2009,"The preconditioning effect of sevoflurane on the oxygen glucose-deprived hippocampal slice: The role of tyrosine kinases and duration of ischemia","Sigaut S., Jannier V., Rouelle D., Gressens P., Mantz J., Dahmani S.",00032999,"Anesthesia and Analgesia",108, 2,0,0,0,0,0,0
2009,"The gene responsible for Dyggve-Melchior-Clausen syndrome encodes a novel peripheral membrane protein dynamically associated with the Golgi apparatus","Dimitrov A., Cormier-Daire V., Gressens P., Rustin P., Perez F., El Ghouzzi V., Paupe V., Gueudry C., Sibarita J.-B., Raposo G., Vielemeyer O., Gilbert T., Csaba Z., Attie-Bitach T.Tania",09646906,"Human Molecular Genetics",18, 3,0,0,0,0,0,0
2009,"GAP-43 is essential for the neurotrophic effects of BDNF and positive AMPA receptor modulator S18986","Gupta S.K., Mishra R., Kusum S., Spedding M., Meiri K.F., Gressens P., Mani S.",13509047,"Cell Death and Differentiation",16, 4,0,0,0,0,1,1
2009,"NRSF downregulation induces neuronal differentiation in mouse embryonic stem cells","Kumar Gupta S., Gressens P., Mani S.",03014681,"Differentiation",77, 1,0,0,0,0,0,0
