,"This is a citation overview for a set of 47 documents.",,,,,,,,,,,
,,,,,,,,,,,,
,"h index = 16 (Of the 47 documents considered for the h-Index, 16 have been cited at least 16 times.)",,,,,,,,,,,
,Note: Scopus does not have complete citation information for articles published before 1996.  ,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,<2007,2007,2008,subtotal,>2008,total
Publication Year,Document Title,Authors,ISSN,Journal Title,Volume,Issue,569,70,75,145,42,756
2009,"Urinary monocyte chemoattractant protein-1 (MCP-1) and connective tissue growth factor (CCN2) as prognostic markers for progression of diabetic nephropathy","Tam F.W.K., Riser B.L., Meeran K., Rambow J., Pusey C.D., Frankel A.H.",10434666,"Cytokine",47, 1,0,0,0,0,0,0
2009,"Sustained appetite improvement in malnourished dialysis patients by daily ghrelin treatment","Ashby D.R., Tam F.W.K., Bloom S.R., Choi P., Ford H.E., Wynne K.J., Wren A.M., Murphy K.G., Busbridge M., Brown E.A., Taube D.H., Ghatei M.A.",00852538,"Kidney International",76, 2,0,0,0,0,1,1
2009,"Assessing glycemic control in maintenance hemodialysis patients with type 2 diabetes","Kazempour-Ardebili S., Lecamwasam V.L., Dassanyake T., Frankel A.H., Tam F.W.K., Dornhorst A., Frost G., Turner J.J.O.",01495992,"Diabetes Care",32, 7,0,0,0,0,0,0
2009,"P2 receptors in renal pathophysiology","Turner C.M., Tam F.W.K.",15739538,"Purinergic Signalling",, ,0,0,0,0,0,0
2009,"Lymphocytes from P2X7-deficient mice exhibit enhanced P2X 7 responses","Taylor S.R.J., Gonzalez-Begne M., Sojka D.K., Richardson J.C., Sheardown S.A., Harrison S.M., Pusey C.D., Tam F.W.K., Elliott J.I.",07415400,"Journal of Leukocyte Biology",85, 6,0,0,0,0,0,0
2009,"P2X7 deficiency attenuates renal injury in experimental glomerulonephritis","Taylor S.R.J., Burnstock G., Pusey C.D., Unwin R.J., Tam F.W.K., Turner C.M., Elliott J.I., McDaid J., Hewitt R., Smith J., Pickering M.C., Whitehouse D.L., Cook H.T.",10466673,"Journal of the American Society of Nephrology",20, 6,0,0,0,0,0,0
2009,"Plasma hepcidin levels are elevated but responsive to erythropoietin therapy in renal disease","Ashby D.R., Chapman R.S., Maxwell P.H., Choi P., Gale D.P., Busbridge M., Murphy K.G., Duncan N.D., Cairns T.D., Taube D.H., Bloom S.R., Tam F.W.K.",00852538,"Kidney International",75, 9,0,0,0,0,3,3
2007,"Genes expressed by both mesangial cells and bone marrow-derived cells underlie genetic susceptibility to crescentic glomerulonephritis in the rat","Smith J., Cook H.T., Lai P.-C., Behmoaras J., Roufosse C., Bhangal G., McDaid J.P., Aitman T., Tam F.W.K., Pusey C.D.",10466673,"Journal of the American Society of Nephrology",18, 6,0,0,3,3,0,3
2007,"Peritonitis, peritoneal inflammation and membrane permeability: A longitudinal study of dialysate and serum MCP-1 in stable patients on peritoneal dialysis","Malik A.R., Little M.A., Henriksson M., Tam F.W.K., Brown E.A.",11218428,"Journal of Nephrology",20, 3,0,0,0,0,0,0
2007,"Inhibition of p38 mitogen-activated protein kinase is effective in the treatment of experimental crescentic glomerulonephritis and suppresses monocyte chemoattractant protein-1 but not IL-1? or IL-6","Sheryanna A., Tam F.W.K., Bhangal G., McDaid J., Smith J., Manning A., Foxwell B.M.J., Feldmann M., Cook H.T., Pusey C.D.",10466673,"Journal of the American Society of Nephrology",18, 4,0,0,5,5,5,10
2007,"Increased expression of the pro-apoptotic ATP-sensitive P2X7 receptor in experimental and human glomerulonephritis","Turner C.M., Tam F.W.K., Lai P.-C.Ping-Chin, Tarzi R.M., Burnstock G., Pusey C.D., Cook H.T., Unwin R.J.",09310509,"Nephrology Dialysis Transplantation",22, 2,0,1,1,2,2,4
2006,"Urinary proteomic profiles distinguish between active and inactive lupus nephritis","Mosley K., Tam F.W.K., Edwards R.J., Crozier J., Pusey C.D., Lightstone L.",14620324,"Rheumatology",45, 12,0,5,11,16,6,22
2006,"Current pharmacotherapy for the treatment of crescentic glomerulonephritis","Tam F.W.K.",13543784,"Expert Opinion on Investigational Drugs",15, 11,0,2,1,3,1,4
2005,"Interleukin-11 reduces renal injury and glomerular NF-kappa B activity in murine experimental glomerulonephritis.","Lai P.C., Smith J., Bhangal G., Chaudhry K.A., Chaudhry A.N., Keith Jr. J.C., Tam F.W., Pusey C.D., Cook H.T.",16602129,"Nephron. Experimental nephrology [electronic resource].",101, 4,1,0,3,3,0,4
2005,"Antibody blockade of TNF-? reduces inflammation and scarring in experimental crescentic glomerulonephritis","Khan S.B., Cook H.T., Bhangal G., Smith J., Tam F.W.K., Pusey C.D.",00852538,"Kidney International",67, 5,10,13,8,21,1,32
2004,"Urinary monocyte chemoattractant protein-1 (MCP-1) is a marker of active renal vasculitis","Tam F.W.K., Levy J.B., Pusey C.D., Sanders J.-S., George A., Hammad T., Miller C., Dougan T., Cook H.T., Kallenberg C.G.M., Gaskin G.",09310509,"Nephrology Dialysis Transplantation",19, 11,8,4,5,9,6,23
2002,"Role of selectins in glomerulonephritis","Tam F.W.K.",00099104,"Clinical and Experimental Immunology",129, 1,3,1,1,2,0,5
