,This is a citation overview for a set of 204 documents.,,,,,,,,,,,
,,,,,,,,,,,,
,"h index = 50 (Of the 204 documents considered for the h-Index, 50 have been cited at least 50 times.)",,,,,,,,,,,
,Note: Scopus does not have complete citation information for articles published before 1996.  ,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,<2007,2007,2008,subtotal,>2008,total
Publication Year,Document Title,Authors,ISSN,Journal Title,Volume,Issue,5560,788,913,1701,575,7836
2008,"Cortical vision, MRI and developmental outcome in preterm infants","Atkinson J., Cowan F.M., Braddick O., Anker S., Nardini M., Birtles D., Rutherford M.A., Mercuri E., Dyet L.E., Edwards A.D.",39888,Archives of Disease in Childhood: Fetal and Neonatal Edition,93,4,0,0,1,1,2,3
2008,Automatic segmentation of brain MRIs of 2-year-olds into 83 regions of interest,"Gousias I.S., Rueckert D., Heckemann R.A., Dyet L.E., Boardman J.P., Edwards A.D., Hammers A.",10538119,NeuroImage,40,2,0,0,1,1,1,2
2008,Probabilistic diffusion tractography of the optic radiations and visual function in preterm infants at term equivalent age,"Bassi L., Mosca F., Edwards A.D., Cowan F.M., Rutherford M.A., Counsell S.J., Ricci D., Volzone A., Allsop J.M., Srinivasan L., Pai A., Ribes C., Ramenghi L.A., Mercuri E.",68950,Brain,131,2,0,0,3,3,4,7
2008,Assessment of brain growth in early childhood using deformation-based morphometry,"Aljabar P., Rueckert D., Bhatia K.K., Murgasova M., Hajnal J.V., Boardman J.P., Srinivasan L., Rutherford M.A., Dyet L.E., Edwards A.D.",10538119,NeuroImage,39,1,0,0,4,4,0,4
2008,Therapeutic Hypothermia Changes the Prognostic Value of Clinical Evaluation of Neonatal Encephalopathy,"Gunn A.J., Polin R.A., Robertson C.M., Thoresen M., Wyatt J.S., Whitelaw A., Barks J., Azzopardi D., Ballard R., Edwards A.D., Ferriero D.M., Gluckman P.D.",223476,Journal of Pediatrics,152,1,0,0,3,3,6,9
2007,Longitudinal cortical registration for developing neonates.,"Xue H., Srinivasan L., Jiang S., Rutherford M., Edwards A.D., Rueckert D., Hajnal J.V.",,Medical image computing and computer-assisted intervention : MICCAI ... International Conference on Medical Image Computing and Computer-Assisted Intervention,10,2,0,0,0,0,0,0
2007,Longitudinal cortical registration for developing neonates,"Xue H., Srinivasan L., Jiang S., Rutherford M., Edwards A.D., Rueckert D., Hajnal J.V.",3029743,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),4792,2,0,0,0,0,0,0
2007,Groupwise combined segmentation and registration for atlas construction,"Bhatia K.K., Rueckert D., Aljabar P., Boardman J.P., Srinivasan L., Murgasova M., Counsell S.J., Rutherford M.A., Hajnal J., Edwards A.D.",3029743,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),4791,1,0,0,0,0,0,0
2007,Groupwise combined segmentation and registration for atlas construction.,"Bhatia K.K., Rueckert D., Aljabar P., Boardman J.P., Srinivasan L., Murgasova M., Counsell S.J., Rutherford M.A., Hajnal J., Edwards A.D.",,Medical image computing and computer-assisted intervention : MICCAI ... International Conference on Medical Image Computing and Computer-Assisted Intervention,10,1,0,0,0,0,0,0
2007,Automatic cortical segmentation in the developing brain,"Xue H., Srinivasan L., Jiang S., Rutherford M., Edwards A.D., Rueckert D., Hajnal J.V.",3029743,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),4584, ,0,0,0,0,0,0
2007,Quantifying brain development in early childhood using segmentation and registration,"Aljabar P., Rueckert D., Bhatia K.K., Murgasova M., Hajnal J.V., Boardman J.P., Srinivasan L., Rutherford M.A., Dyet L.E., Edwards A.D.",16057422,Progress in Biomedical Optics and Imaging - Proceedings of SPIE,6512,1,0,0,0,0,0,0
2007,Automatic segmentation and reconstruction of the cortex from neonatal MRI,"Xue H., Srinivasan L., Jiang S., Rutherford M., Edwards A.D., Rueckert D., Hajnal J.V.",10538119,NeuroImage,38,3,0,0,3,3,3,6
2007,Automatic cortical segmentation in the developing brain.,"Xue H., Srinivasan L., Jiang S., Rutherford M., Edwards A.D., Rueckert D., Hajnal J.V.",10112499,Information processing in medical imaging : proceedings of the ... conference,20, ,0,1,1,2,1,3
2007,Relationship between white matter apparent diffusion coefficients in preterm infants at term-equivalent age and developmental outcome at 2 years,"Krishnan M.L., Dyet L.E., Boardman J.P., Kapellou O., Allsop J.M., Cowan F., Edwards A.D., Rutherford M.A., Counsell S.J.",314005,Pediatrics,120,3,0,0,6,6,5,11
2007,Hypothermia,"Azzopardi D., Edwards A.D.",1744165X,Seminars in Fetal and Neonatal Medicine,12,4,0,1,5,6,6,12
2007,Early growth in brain volume is preserved in the majority of preterm infants,"Boardman J.P., Rutherford M.A., Allsop J.M., Edwards A.D., Counsell S.J., Rueckert D., Hajnal J.V., Bhatia K.K., Srinivasan L., Kapellou O., Aljabar P., Dyet L.E.",3645134,Annals of Neurology,62,2,0,0,3,3,6,9
2007,Three-tesla cardiac magnetic resonance imaging for preterm infants,"Foran A.M., Fitzpatrick J.A., Allsop J., Schmitz S., Franklin J., Pamboucas C., O'Regan D., Hajnal J.V., Edwards A.D.",314005,Pediatrics,120,1,0,0,0,0,0,0
2007,A multivariate statistical analysis of the developing human brain in preterm infants,"Thomaz C.E., Boardman J.P., Counsell S., Hill D.L.G., Hajnal J.V., Edwards A.D., Rutherford M.A., Gillies D.F., Rueckert D.",2628856,Image and Vision Computing,25,6,0,1,3,4,1,5
2007,Determinants of outcomes after head cooling for neonatal encephalopathy,"Wyatt J.S., Thoresen M., Whitelaw A., Gunn A.J., Gluckman P.D., Liu P.Y., Azzopardi D., Ballard R., Edwards A.D., Ferriero D.M., Polin R.A., Robertson C.M.",314005,Pediatrics,119,5,0,6,20,26,14,40
2007,Diffusion tensor imaging with tract-based spatial statistics reveals local white matter abnormalities in preterm infants,"Anjari M., Srinivasan L., Allsop J.M., Hajnal J.V., Rutherford M.A., Edwards A.D., Counsell S.J.",10538119,NeuroImage,35,3,0,3,8,11,11,22
2007,The effect of temperature on the QTc interval in the newborn infant receiving extracorporeal membrane oxygenation (ECMO),"Horan M., Edwards A.D., Firmin R.K., Ablett T., Rawson H., Field D.",3783782,Early Human Development,83,4,0,0,1,1,2,3
2007,Quantification of deep gray matter in preterm infants at term-equivalent age using manual volumetry of 3-tesla magnetic resonance images,"Srinivasan L., Dutta R., Counsell S.J., Allsop J.M., Boardman J.P., Rutherford M.A., Edwards A.D.",314005,Pediatrics,119,4,0,5,12,17,8,25
2007,Lack of influence of mild hypothermia on amplitude integrated-electroencephalography in neonates receiving extracorporeal membrane oxygenation,"Horan M., Azzopardi D., Edwards A.D., Firmin R.K., Field D.",3783782,Early Human Development,83,2,0,0,5,5,0,5
2007,Thalamo-cortical connectivity in children born preterm mapped using probabilistic magnetic resonance tractography,"Counsell S.J., Hajnal J.V., Rutherford M.A., Edwards A.D., Dyet L.E., Larkman D.J., Nunes R.G., Boardman J.P., Allsop J.M., Fitzpatrick J., Srinivasan L., Cowan F.M.",10538119,NeuroImage,34,3,0,2,7,9,4,13
2006,CD27 mediates interleukin-2-independent clonal expansion of the CD8 + T cell without effector differentiation,"Carr J.M., Carrasco M.J., Thaventhiran J.E.D., Bambrough P.J., Kraman M., Edwards A.D., Al-Shamkhani A., Fearon D.T.",278424,Proceedings of the National Academy of Sciences of the United States of America,103,51,0,6,4,10,2,12
2006,Analysis of growth in the developing brain using non-rigid registration,"Aljabar P., Bhatia K.K., Hajnal J.V., Boardman J.P., Srinivasan L., Rutherford M.A., Dyet L.E., Edwards A.D., Rueckert D.",,2006 3rd IEEE International Symposium on Biomedical Imaging: From Nano to Macro - Proceedings,2006, ,0,1,4,5,0,5
2006,Quantification of growth and motion using non-rigid registration,"Rueckert D., Hajnal J.V., Mohiaddin R., Chandrashekara R., Aljabar P., Bhatia K.K., Boardman J.P., Srinivasan L., Rutherford M.A., Dyet L.E., Edwards A.D.",3029743,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),4241, ,0,0,0,0,1,1
2006,Re: Palliation bias is being overlooked in neonatal hypothermia trials,"Edwards A.D., Azzopardi D.V.",39888,Archives of Disease in Childhood: Fetal and Neonatal Edition,91,6,0,0,0,0,0,0
2006,Detection of vascular expression of E-selectin in vivo with MR imaging,"Reynolds P.R., Larkman D.J., Haskard D.O., Hajnal J.V., Kennea N.L., George A.J.T., Edwards A.D.",338419,Radiology,241,2,1,0,5,5,6,12
2006,Sustainable use of continuous positive airway pressure in extremely preterm infants during the first week after delivery,"Booth C., Premkumar M.H., Yonnoulis A., Thomson M., Harrison M., Edwards A.D.",39888,Archives of Disease in Childhood: Fetal and Neonatal Edition,91,6,0,2,8,10,4,14
2006,Abnormal cortical development after premature birth shown by altered allometric scaling of brain growth,"Kapellou O., Hajnal J., Allsop J.M., Boardman J., Rutherford M.A., Cowan F., Edwards A.D., Counsell S.J., Kennea N., Dyet L., Saeed N., Stark J., Maalouf E., Duggan P., Ajayi-Obe M.",15491277,PLoS Medicine,3,8,1,15,6,21,2,24
2006,Medicines for children,"Smyth R.L., Edwards A.D.",1406736,Lancet,368,9536,0,0,1,1,0,1
2006,Abnormal cortical development after premature birth shown by altered allometric scaling of brain growth.,"Kapellou O., Hajnal J., Allsop J.M., Boardman J., Rutherford M.A., Cowan F., Edwards A.D., Counsell S.J., Kennea N., Dyet L., Saeed N., Stark J., Maalouf E., Duggan P., Ajayi-Obe M.",15491676,PLoS medicine,3,8,1,0,4,4,8,13
2006,Abnormal deep grey matter development following preterm birth detected using deformation-based morphometry.,"Boardman J.P., Edwards A.D., Counsell S.J., Rueckert D., Kapellou O., Bhatia K.K., Aljabar P., Hajnal J., Allsop J.M., Rutherford M.A.",10538119,NeuroImage.,32,1,1,12,15,27,7,35
2006,Natural history of brain lesions in extremely preterm infants studied with serial magnetic resonance imaging from birth and neurodevelopmental assessment,"Dyet L.E., Herlihy A.H., Edwards B., Laroche S., Cowan F.M., Rutherford M.A., Edwards A.D., Kennea N., Counsell S.J., Maalouf E.F., Ajayi-Obe M., Duggan P.J., Harrison M., Allsop J.M., Hajnal J.",314005,Pediatrics,118,2,1,14,23,37,20,58
2006,"A rapid method for labelling CD4+ T cells with ultrasmall paramagnetic iron oxide nanoparticles for magnetic resonance imaging that preserves proliferative, regulatory and migratory behaviour in vitro","Garden O.A., Reynolds P.R., Yates J., Larkman D.J., Marelli-Berg F.M., Haskard D.O., Edwards A.D., George A.J.T.",221759,Journal of Immunological Methods,314, 1-2,0,3,3,6,1,7
2006,Consequential apoptosis in the cerebellum following injury to the developing rat forebrain,"Taylor D.L., Joashi U.C., Sarraf C., Edwards A.D., Mehmet H.",10156305,Brain Pathology,16,3,0,1,2,3,1,4
2006,A whole brain morphometric analysis of changes associated with pre-term birth,"Thomaz C.E., Boardman J.P., Counsell S., Hill D.L.G., Hajnal J.V., Edwards A.D., Rutherford M.A., Gillies D.F., Rueckert D.",16057422,Progress in Biomedical Optics and Imaging - Proceedings of SPIE,6144, ,0,0,2,2,0,2
2006,In reply [14],"Thoresen M., Whitelaw A., Azzopardi D., Renowden S., Edwards A.D., Rutherford M.A.",314005,Pediatrics,117,6,0,0,0,0,0,0
2006,"Perinatal infections, prematurity and brain injury","Edwards A.D., Tan S.",10408703,Current Opinion in Pediatrics,18,2,0,4,9,13,2,15
2006,Smaller cerebellar volumes in very preterm infants at term-equivalent age are associated with the presence of supratentorial lesions,"Srinivasan L., Allsop J., Counsell S.J., Boardman J.P., Edwards A.D., Rutherford M.",1956108,American Journal of Neuroradiology,27,3,4,5,5,10,5,19
2006,Therapeutic hypothermia following perinatal asphyxia,"Edwards A.D., Azzopardi D.V.",39888,Archives of Disease in Childhood: Fetal and Neonatal Edition,91,2,5,14,8,22,2,29
2006,A major new initiative to improve treatment for children,"Smyth R.L., Edwards A.D.",39888,Archives of Disease in Childhood,91,3,0,1,2,3,0,3
2006,Axial and radial diffusivity in preterm infants who have diffuse white matter changes on magnetic resonance imaging at term-equivalent age,"Counsell S.J., Edwards A.D., Rutherford M.A., Shen Y., Boardman J.P., Larkman D.J., Kapellou O., Ward P., Allsop J.M., Cowan F.M., Hajnal J.V.",314005,Pediatrics,117,2,4,17,14,31,13,48
2006,Hypothermia and perinatal asphyxia: Executive summary of the National Institute of Child Health and Human Development workshop,"Higgins R.D., Gunn A.J., Jacobs S.E., Eicher D.J., Jobe A.H., Laptook A.R., Leblanc M.H., Palmer C., Shankaran S., Soll R.F., Stark A.R., Raju T.N.K., Thoresen M., Wyatt J., Perlman J., Azzopardi D.V., Blackmon L.R., Clark R.H., Edwards A.D., Ferriero D.M., Gluckman P.D.",223476,Journal of Pediatrics,148,2,3,17,15,32,9,44
2005,Universal DNA primers amplify bacterial DNA from human fetal membranes and link Fusobacterium nucleatum with prolonged preterm membrane rupture,"Cahill R.J., Tan S., Dougan G., O'Gaora P., Pickard D., Kennea N., Sullivan M.H.F., Feldman R.G., Edwards A.D.",13609947,Molecular Human Reproduction,11,10,3,3,3,6,0,9
2005,"Maternal origin of inflammatory leukocytes in preterm fetal membranes, shown by fluorescence in situ hybridisation","Steel J.H., O'Donoghue K., Kennea N.L., Sullivan M.H.F., Edwards A.D.",1434004,Placenta,26, 8-9,5,0,5,5,1,11
2005,Xenon and hypothermia combine to provide neuroprotection from neonatal asphyxia,"Ma D., Maze M., Hossain M., Chow A., Arshad M., Battson R.M., Sanders R.D., Mehmet H., Edwards A.D., Franks N.P.",3645134,Annals of Neurology,58,2,11,13,17,30,6,47
2005,Hypothermia and amiloride preserve energetics in a neonatal brain slice model,"Robertson N.J., Bhakoo K., Puri B.K., Edwards A.D., Cox I.J.",313998,Pediatric Research,58,2,1,0,0,0,1,2
2005,Erratum: Syk-dependent cytokine induction by dectin-1 reveals a novel pattern recognition pathway for C type lectins (Immunity (April 2005) 22 (507-517)),"Rogers N.C., Brown G.D., Reis E Sousa C., Slack E.C., Edwards A.D., Nolte M.A., Schulz O., Schweighoffer E., Williams D.L., Gordon S., Tybulewicz V.L.",10747613,Immunity,22,6,0,0,0,0,0,0
2005,Measurements of pupillary responses to light in term and preterm infants,"Cocker K.D., Fielder A.R., Moseley M.J., Edwards A.D.",1658107,Neuro-Ophthalmology,29,3,0,0,0,0,0,0
2005,Selective head cooling after neonatal encephalopathy [3] (multiple letters),"Dutta S., Pradeep G.C.M., Narang A., Bello S.O., Gunn A.J., Gluckman P.D., Wyatt J.S., Thoresen M., Edwards A.D.",1406736,Lancet,365,9471,6,5,2,7,0,13
