,"This is a citation overview for a set of 21 documents.",,,,,,,,,,,
,,,,,,,,,,,,
,"h index = 9 (Of the 21 documents considered for the h-Index, 9 have been cited at least 9 times.)",,,,,,,,,,,
,Note: Scopus does not have complete citation information for articles published before 1996.  ,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,<2007,2007,2008,subtotal,>2008,total
Publication Year,Document Title,Authors,ISSN,Journal Title,Volume,Issue,233,55,57,112,32,377
2008,"Pooling serum samples may lead to loss of potential biomarkers in SELDI-ToF MS proteomic profiling","Sadiq S.T., Agranoff D.",14775956,"Proteome Science",6, ,0,0,0,0,1,1
2008,"Estimation of relevant variables on high-dimensional biological patterns using iterated weighted kernel functions","Rojas-Galeano S., Hsieh E., Agranoff D., Krishna S., Fernandez-Reyes D.",19326203,"PLoS ONE",3, 3,0,0,0,0,0,0
2007,"Early risk assessment for viral haemorrhagic fever: Experience at the Hospital for tropical diseases, London, UK","Woodrow C.J., Eziefula A.C., Agranoff D., Scott G.M., Watson J., Chiodini P.L., Lockwood D.N.J., Grant A.D.",01634453,"Journal of Infection",54, 1,0,1,0,1,0,1
2006,"Identification of diagnostic markers for tuberculosis by proteomic fingerprinting of serum","Agranoff D., Pollok R., Rayner C.F., Krishna S., Fernandez-Reyes D., Papadopoulos M.C., Rojas S.A., Herbster M., Loosemore A., Tarelli E., Sheldon J., Schwenk A.",01406736,"Lancet",368, 9540,1,14,23,37,11,49
2005,"Proteomic fingerprinting for the diagnosis of human African trypanosomiasis","Agranoff D., Stich A., Abel P., Krishna S.",14714922,"Trends in Parasitology",21, 4,3,2,2,4,1,8
2005,"The Nramp orthologue of Cryptococcus neoformans is a pH-dependent transporter of manganese, iron, cobalt and nickel","Agranoff D., Collins L., Kehres D., Harrison T., Maguire M., Krishna S.",02646021,"Biochemical Journal",385, 1,7,1,1,2,0,9
2004,"Metal ion transport and regulation in Mycobacterium tuberculosis.","Agranoff D., Krishna S.",10934715,"Frontiers in bioscience : a journal and virtual library.",9, ,2,4,3,7,1,10
2004,"A novel and accurate diagnostic test for human African trypanosomiasis","Papadopoulos M.C., Wilkins P., Krishna S., Abel P.M., Agranoff D., Stich A., Tarelli E., Bell B.A., Planche T., Loosemore A., Saadoun S.",01406736,"Lancet",363, 9418,32,9,13,22,1,55
2003,"Case report: Rapid ante-mortem diagnosis of a human case of rabies imported into the UK from the Philippines","Smith J., McElhinney L., Parsons G., Brink N., Doherty T., Agranoff D., Miranda M.E., Fooks A.R.",01466615,"Journal of Medical Virology",69, 1,13,5,4,9,2,24
2002,"African trypanosomiasis in travelers returning to the United Kingdom","Moore D.A.J., Edwards M., Escombe R., Agranoff D., Wendi Bailey J., Bertel Squire S., Chiodini P.L.",10806040,"Emerging Infectious Diseases",8, 1,13,2,1,3,3,19
2001,"A Mauritian woman with fever, abdominal pain, and facial palsy","Gyawali P., Agranoff D., Macallan D.C.",00325473,"Postgraduate Medical Journal",77, 910,1,0,0,0,0,1
2001,"Bioavailability and preliminary clinical efficacy of intrarectal artesunate in Ghanaian children with moderate malaria","Krishna S., Mansor S.M., Navaratnam V., Planche T., Agbenyega T., Woodrow C., Agranoff D., Bedu-Addo G., Owusu-Ofori A.K., Appiah J.A., Ramanathan S.",00664804,"Antimicrobial Agents and Chemotherapy",45, 2,24,5,7,12,5,41
1999,"Plasma glutamine levels and falciparum malaria","Cowan G., Elford B., Krishna S., Planche T., Agbenyega T., Bedu-Addo G., Owusu-Ofori A., Adebe-Appiah J., Agranoff D., Woodrow C., Castell L.",00359203,"Transactions of the Royal Society of Tropical Medicine and Hygiene",93, 6,8,0,0,0,0,8
1999,"Mycobacterium tuberculosis expresses a novel pH-dependent divalent cation transporter belonging to the Nramp family","Agranoff D., Monahan I.M., Mangan J.A., Butcher P.D., Krishna S.",00221007,"Journal of Experimental Medicine",190, 5,64,6,2,8,4,76
1999,"Tropical troubles.","Agranoff D.",09547762,"Nursing times",95, 17,0,0,0,0,0,0
1998,"Pleural effusion and a pelvic mass","Agranoff D.",00325473,"Postgraduate Medical Journal",74, 871,5,0,0,0,0,5
1998,"Metal ion homeostasis and intracellular parasitism","Agranoff D.D., Krishna S.",0950382X,"Molecular Microbiology",28, 3,43,6,1,7,3,53
1997,"Assessment of cochlear damage after pneumococcal meningitis using otoacoustic emissions","Daya H., Amedofu G., Woodrow C.J., Agranoff D., Brobby G., Agbenyega T., Krishna S.",00359203,"Transactions of the Royal Society of Tropical Medicine and Hygiene",91, 3,1,0,0,0,0,1
1996,"Human T-Lymphotropic virus type II seroprevalence among emergency department and clinic patients","Agranoff D., Varney K., Khayam-Bashi H., Murphy E.L.",00930415,"Western Journal of Medicine",164, 6,4,0,0,0,0,4
1995,"Are focal white matter lesions in patients with inflammatory bowel disease linked to multiple sclerosis? [21]","Agranoff D., Schon F.",01406736,"Lancet",346, 8968,12,0,0,0,0,12
1984,"Cambridge expeditions 1984.","Agranoff D., Tooth C.",05756790,"Cambridge Expeditions Journal",1984, ,0,0,0,0,0,0
