,"This is a citation overview for a set of 10 documents.",,,,,,,,,,,
,,,,,,,,,,,,
,"h index = 6 (Of the 10 documents considered for the h-Index, 6 have been cited at least 6 times.)",,,,,,,,,,,
,Note: Scopus does not have complete citation information for articles published before 1996.  ,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,<2007,2007,2008,subtotal,>2008,total
Publication Year,Document Title,Authors,ISSN,Journal Title,Volume,Issue,72,32,34,66,30,168
2009,"Hypothalamic injection of oxyntomodulin suppresses circulating ghrelin-like immunoreactivity","Patterson M., Bloom S.R., Murphy K.G., Patel S.R., Patel N.A., Greenwood H.C., Cooke J.H., Campbell D., Bewick G.A., Ghatei M.A.",00137227,"Endocrinology",150, 8,0,0,0,0,0,0
2009,"Mice with hyperghrelinemia are hyperphagic and glucose intolerant and have reduced leptin sensitivity","Bewick G.A., Kent A., Campbell D., Patterson M., Ghatei M.A., Bloom S.R., Gardiner J.V.",00121797,"Diabetes",58, 4,0,0,0,0,1,1
2009,"The thyroid hormone derivative 3-iodothyronamine increases food intake in rodents","Dhillo W.S., Scutt J.N., Armstrong A., Ghatei M.A., Bloom S.R., Bewick G.A., White N.E., Gardiner J.V., Thompson E.L., Bataveljic A., Murphy K.G., Roy D., Patel N.A.",14628902,"Diabetes, Obesity and Metabolism",11, 3,0,0,0,0,1,1
2008,"PYY3-36 injection in mice produces an acute anorexigenic effect followed by a delayed orexigenic effect not observed with other anorexigenic gut hormones","Parkinson J.R.C., Dhillo W.S., Small C.J., Chaudhri O.B., Bewick G.A., Pritchard I., Moore S., Ghatei M.A., Bloom S.R.",01931849,"American Journal of Physiology - Endocrinology and Metabolism",294, 4,0,0,1,1,1,2
2006,"Chronic subcutaneous administration of kisspeptin-54 causes testicular degeneration in adult male rats","Thompson E.L., Ghatei M.A., Bloom S.R., Murphy K.G., Patterson M., Bewick G.A., Stamp G.W.H., Curtis A.E., Cooke J.H., Jethwa P.H., Todd J.F.",01931849,"American Journal of Physiology - Endocrinology and Metabolism",291, 5,1,5,8,13,10,24
2005,"Post-embryonic ablation of AgRP neurons in mice leads to a lean, hypophagic phenotype","Bewick G.A., Gardiner J.V., Dhillo W.S., Kent A.S., Webster Z., Ghatei M.A., Bloom S.R.",08926638,"FASEB Journal",19, 12,17,16,13,29,5,51
2005,"Hypothalamic cocaine- and amphetamine-regulated transcript (CART) and agouti-related protein (AgRP) neurons coexpress the NOP1 receptor and nociceptin alters CART and AgRP release","Bewick G.A., Dhillo W.S., Darch S.J., Murphy K.G., Gardiner J.V., Jethwa P.H., Wing M.K., Ghatei M.A., Bloom S.R.",00137227,"Endocrinology",146, 8,5,1,4,5,4,14
2004,"Regulation of rat pituitary cocaine- and amphetamine-regulated transcript (CART) by CRH and glucocorticoids","Stanley S.A., Murphy K.G., Bewick G.A., Kong W.M., Opacka-Juffry J., Gardiner J.V., Ghatei M., Small C.J., Bloom S.R.",01931849,"American Journal of Physiology - Endocrinology and Metabolism",287, 3,13,3,4,7,2,22
2003,"Paraventricular nucleus administration of calcitonin gene-related peptide inhibits food intake and stimulates the hypothalamo-pituitary-adrenal axis","Dhillo W.S., Bloom S.R., Small C.J., Jethwa P.H., Russell S.H., Gardiner J.V., Bewick G.A., Seth A., Murphy K.G., Ghatei M.A.",00137227,"Endocrinology",144, 4,15,1,3,4,4,23
2003,"Agouti-related protein has an inhibitory paracrine role in the rat adrenal gland","Dhillo W.S., Bloom S.R., Small C.J., Gardiner J.V., Bewick G.A., Whitworth E.J., Jethwa P.H., Seal L.J., Ghatei M.A., Hinson J.P.",0006291X,"Biochemical and Biophysical Research Communications",301, 1,21,6,1,7,2,30
